date,sN,sN_trend,sN_0.25yr,sN_0.5yr,sN_1yr,sN_1.91yr,sN_6.85yr,sN_model,sN_noise,sN_wtest,flagged
2010-01-02,0.000860,0.000855,0.000004,-0.000000,-0.000018,-0.000001,-0.000068,0.000771,0.000089,0.044257,False
2010-01-03,0.000841,0.000855,0.000004,0.000000,-0.000018,-0.000001,-0.000068,0.000772,0.000069,0.034511,False
2010-01-04,0.000838,0.000855,0.000004,0.000001,-0.000018,-0.000001,-0.000068,0.000772,0.000066,0.032771,False
2010-01-05,0.000836,0.000855,0.000004,0.000001,-0.000018,-0.000000,-0.000068,0.000773,0.000063,0.031538,False
2010-01-06,0.000843,0.000855,0.000003,0.000001,-0.000019,0.000000,-0.000067,0.000773,0.000070,0.034810,False
2010-01-07,0.000849,0.000855,0.000003,0.000002,-0.000019,0.000000,-0.000067,0.000774,0.000075,0.037589,False
2010-01-08,0.000847,0.000855,0.000003,0.000002,-0.000019,0.000001,-0.000067,0.000774,0.000073,0.036373,False
2010-01-09,0.000844,0.000855,0.000002,0.000003,-0.000019,0.000001,-0.000067,0.000775,0.000069,0.034661,False
2010-01-10,0.000842,0.000855,0.000002,0.000003,-0.000019,0.000001,-0.000067,0.000775,0.000067,0.033453,False
2010-01-11,0.000846,0.000855,0.000001,0.000003,-0.000019,0.000002,-0.000067,0.000776,0.000070,0.035248,False
2010-01-12,0.000859,0.000855,0.000001,0.000004,-0.000019,0.000002,-0.000067,0.000776,0.000083,0.041546,False
2010-01-13,0.000853,0.000855,0.000001,0.000004,-0.000019,0.000002,-0.000067,0.000776,0.000077,0.038346,False
2010-01-14,0.000860,0.000855,0.000000,0.000005,-0.000020,0.000002,-0.000067,0.000777,0.000083,0.041647,False
2010-01-15,0.000833,0.000855,-0.000000,0.000005,-0.000020,0.000003,-0.000066,0.000777,0.000056,0.027949,False
2010-01-16,0.000840,0.000855,-0.000000,0.000005,-0.000020,0.000003,-0.000066,0.000777,0.000063,0.031250,False
2010-01-17,0.000844,0.000855,-0.000001,0.000006,-0.000020,0.000003,-0.000066,0.000778,0.000066,0.033051,False
2010-01-18,0.000838,0.000855,-0.000001,0.000006,-0.000020,0.000004,-0.000066,0.000778,0.000060,0.029850,False
2010-01-19,0.000851,0.000856,-0.000002,0.000007,-0.000020,0.000004,-0.000066,0.000779,0.000072,0.036147,False
2010-01-20,0.000880,0.000856,-0.000002,0.000007,-0.000020,0.000004,-0.000066,0.000779,0.000101,0.050441,False
2010-01-21,0.001036,0.000856,-0.000002,0.000007,-0.000020,0.000005,-0.000066,0.000780,0.000256,0.128231,False
2010-01-22,0.000834,0.000856,-0.000003,0.000008,-0.000020,0.000005,-0.000066,0.000780,0.000054,0.027017,False
2010-01-23,0.000837,0.000856,-0.000003,0.000008,-0.000020,0.000005,-0.000065,0.000780,0.000057,0.028298,False
2010-01-24,0.000840,0.000856,-0.000003,0.000008,-0.000020,0.000006,-0.000065,0.000781,0.000059,0.029574,False
2010-01-25,0.000839,0.000856,-0.000004,0.000009,-0.000020,0.000006,-0.000065,0.000781,0.000058,0.028844,False
2010-01-26,0.000925,0.000856,-0.000004,0.000009,-0.000020,0.000006,-0.000065,0.000782,0.000143,0.071607,False
2010-01-27,0.000850,0.000856,-0.000004,0.000009,-0.000020,0.000007,-0.000065,0.000782,0.000068,0.033862,False
2010-01-28,0.000842,0.000856,-0.000005,0.000009,-0.000020,0.000007,-0.000065,0.000783,0.000059,0.029611,False
2010-01-29,0.000834,0.000856,-0.000005,0.000010,-0.000020,0.000007,-0.000065,0.000783,0.000051,0.025351,False
2010-01-30,0.000842,0.000856,-0.000005,0.000010,-0.000020,0.000007,-0.000065,0.000784,0.000058,0.029082,False
2010-01-31,0.000829,0.000856,-0.000005,0.000010,-0.000020,0.000008,-0.000064,0.000784,0.000045,0.022305,False
2010-02-01,0.000829,0.000856,-0.000005,0.000010,-0.000020,0.000008,-0.000064,0.000785,0.000044,0.022019,False
2010-02-02,0.000855,0.000856,-0.000005,0.000011,-0.000020,0.000008,-0.000064,0.000786,0.000069,0.034724,False
2010-02-03,0.000836,0.000856,-0.000006,0.000011,-0.000020,0.000009,-0.000064,0.000786,0.000050,0.024919,False
2010-02-04,0.000856,0.000856,-0.000006,0.000011,-0.000020,0.000009,-0.000064,0.000787,0.000069,0.034605,False
2010-02-05,0.000865,0.000857,-0.000006,0.000011,-0.000020,0.000009,-0.000064,0.000787,0.000078,0.038781,False
2010-02-06,0.000853,0.000857,-0.000006,0.000011,-0.000020,0.000010,-0.000064,0.000788,0.000065,0.032448,False
2010-02-07,0.000875,0.000857,-0.000006,0.000012,-0.000020,0.000010,-0.000064,0.000789,0.000086,0.043105,False
2010-02-08,0.000880,0.000857,-0.000006,0.000012,-0.000020,0.000010,-0.000063,0.000789,0.000091,0.045252,False
2010-02-09,0.000892,0.000857,-0.000006,0.000012,-0.000020,0.000010,-0.000063,0.000790,0.000102,0.050890,False
2010-02-10,0.000898,0.000857,-0.000006,0.000012,-0.000020,0.000011,-0.000063,0.000791,0.000107,0.053519,False
2010-02-11,0.000884,0.000857,-0.000005,0.000012,-0.000020,0.000011,-0.000063,0.000792,0.000092,0.045889,False
2010-02-12,0.000869,0.000857,-0.000005,0.000012,-0.000020,0.000011,-0.000063,0.000792,0.000077,0.038250,False
2010-02-13,0.000833,0.000857,-0.000005,0.000012,-0.000020,0.000012,-0.000063,0.000793,0.000040,0.019854,False
2010-02-14,0.000847,0.000857,-0.000005,0.000012,-0.000019,0.000012,-0.000063,0.000794,0.000053,0.026449,False
2010-02-15,0.000876,0.000857,-0.000005,0.000012,-0.000019,0.000012,-0.000063,0.000795,0.000081,0.040538,False
2010-02-16,0.000886,0.000857,-0.000005,0.000012,-0.000019,0.000012,-0.000062,0.000796,0.000090,0.045120,False
2010-02-17,0.000857,0.000857,-0.000004,0.000012,-0.000019,0.000013,-0.000062,0.000797,0.000060,0.030195,False
2010-02-18,0.000843,0.000857,-0.000004,0.000012,-0.000019,0.000013,-0.000062,0.000797,0.000046,0.022765,False
2010-02-19,0.000856,0.000857,-0.000004,0.000012,-0.000019,0.000013,-0.000062,0.000798,0.000058,0.028831,False
2010-02-20,0.000834,0.000857,-0.000003,0.000012,-0.000019,0.000014,-0.000062,0.000799,0.000035,0.017392,False
2010-02-21,0.000828,0.000858,-0.000003,0.000012,-0.000019,0.000014,-0.000062,0.000800,0.000028,0.013950,False
2010-02-22,0.000863,0.000858,-0.000003,0.000012,-0.000019,0.000014,-0.000062,0.000801,0.000062,0.031005,False
2010-02-23,0.000886,0.000858,-0.000002,0.000012,-0.000018,0.000014,-0.000061,0.000802,0.000084,0.042058,False
2010-02-24,0.000885,0.000858,-0.000002,0.000012,-0.000018,0.000015,-0.000061,0.000803,0.000082,0.041111,False
2010-02-25,0.000881,0.000858,-0.000002,0.000012,-0.000018,0.000015,-0.000061,0.000804,0.000077,0.038663,False
2010-02-26,0.000852,0.000858,-0.000001,0.000012,-0.000018,0.000015,-0.000061,0.000805,0.000047,0.023716,False
2010-02-27,0.000880,0.000858,-0.000001,0.000012,-0.000018,0.000016,-0.000061,0.000805,0.000075,0.037270,False
2010-02-28,0.000831,0.000858,-0.000001,0.000012,-0.000018,0.000016,-0.000061,0.000806,0.000025,0.012327,False
2010-03-01,0.000841,0.000858,-0.000000,0.000011,-0.000017,0.000016,-0.000061,0.000807,0.000034,0.016887,False
2010-03-02,0.000880,0.000858,0.000000,0.000011,-0.000017,0.000016,-0.000061,0.000808,0.000072,0.035951,False
2010-03-03,0.000854,0.000858,0.000001,0.000011,-0.000017,0.000017,-0.000060,0.000809,0.000045,0.022521,False
2010-03-04,0.000861,0.000858,0.000001,0.000011,-0.000017,0.000017,-0.000060,0.000810,0.000051,0.025596,False
2010-03-05,0.000842,0.000858,0.000001,0.000011,-0.000017,0.000017,-0.000060,0.000811,0.000031,0.015678,False
2010-03-06,0.000863,0.000858,0.000002,0.000010,-0.000017,0.000018,-0.000060,0.000811,0.000052,0.025768,False
2010-03-07,0.000843,0.000858,0.000002,0.000010,-0.000016,0.000018,-0.000060,0.000812,0.000031,0.015366,False
2010-03-08,0.000853,0.000858,0.000002,0.000010,-0.000016,0.000018,-0.000060,0.000813,0.000040,0.019973,False
2010-03-09,0.000832,0.000858,0.000003,0.000010,-0.000016,0.000018,-0.000060,0.000814,0.000018,0.009090,False
2010-03-10,0.000841,0.000859,0.000003,0.000009,-0.000016,0.000019,-0.000059,0.000815,0.000026,0.013218,False
2010-03-11,0.000837,0.000859,0.000004,0.000009,-0.000015,0.000019,-0.000059,0.000815,0.000022,0.010857,False
2010-03-12,0.000881,0.000859,0.000004,0.000009,-0.000015,0.000019,-0.000059,0.000816,0.000065,0.032509,False
2010-03-13,0.000861,0.000859,0.000004,0.000008,-0.000015,0.000019,-0.000059,0.000817,0.000044,0.022172,False
2010-03-14,0.000846,0.000859,0.000004,0.000008,-0.000015,0.000020,-0.000059,0.000817,0.000029,0.014349,False
2010-03-15,0.000850,0.000859,0.000005,0.000008,-0.000015,0.000020,-0.000059,0.000818,0.000032,0.016040,False
2010-03-16,0.000868,0.000859,0.000005,0.000008,-0.000014,0.000020,-0.000059,0.000819,0.000049,0.024744,False
2010-03-17,0.000852,0.000859,0.000005,0.000007,-0.000014,0.000020,-0.000058,0.000819,0.000033,0.016463,False
2010-03-18,0.000846,0.000859,0.000005,0.000007,-0.000014,0.000021,-0.000058,0.000820,0.000026,0.013196,False
2010-03-19,0.000847,0.000859,0.000005,0.000006,-0.000014,0.000021,-0.000058,0.000820,0.000027,0.013445,False
2010-03-20,0.000875,0.000859,0.000005,0.000006,-0.000013,0.000021,-0.000058,0.000821,0.000054,0.027209,False
2010-03-21,0.000851,0.000859,0.000006,0.000006,-0.000013,0.000021,-0.000058,0.000821,0.000030,0.014988,False
2010-03-22,0.000883,0.000859,0.000006,0.000005,-0.000013,0.000022,-0.000058,0.000821,0.000062,0.030783,False
2010-03-23,0.000898,0.000859,0.000006,0.000005,-0.000012,0.000022,-0.000058,0.000822,0.000076,0.038092,False
2010-03-24,0.000872,0.000859,0.000006,0.000005,-0.000012,0.000022,-0.000057,0.000822,0.000050,0.024918,False
2010-03-25,0.000868,0.000859,0.000006,0.000004,-0.000012,0.000022,-0.000057,0.000822,0.000046,0.022758,False
2010-03-26,0.000872,0.000859,0.000006,0.000004,-0.000012,0.000023,-0.000057,0.000823,0.000049,0.024614,False
2010-03-27,0.000892,0.000860,0.000006,0.000003,-0.000011,0.000023,-0.000057,0.000823,0.000069,0.034484,False
2010-03-28,0.000881,0.000860,0.000006,0.000003,-0.000011,0.000023,-0.000057,0.000823,0.000058,0.028869,False
2010-03-29,0.000878,0.000860,0.000005,0.000003,-0.000011,0.000023,-0.000057,0.000823,0.000055,0.027267,False
2010-03-30,0.000916,0.000860,0.000005,0.000002,-0.000010,0.000024,-0.000057,0.000824,0.000092,0.046180,False
2010-03-31,0.000882,0.000860,0.000005,0.000002,-0.000010,0.000024,-0.000056,0.000824,0.000058,0.029105,False
2010-04-01,0.000867,0.000860,0.000005,0.000001,-0.000010,0.000024,-0.000056,0.000824,0.000043,0.021542,False
2010-04-02,0.000903,0.000860,0.000005,0.000001,-0.000010,0.000024,-0.000056,0.000824,0.000079,0.039492,False
2010-04-03,0.000881,0.000860,0.000004,0.000000,-0.000009,0.000024,-0.000056,0.000824,0.000057,0.028453,False
2010-04-04,0.000878,0.000860,0.000004,-0.000000,-0.000009,0.000025,-0.000056,0.000824,0.000054,0.026924,False
2010-04-05,0.000879,0.000860,0.000004,-0.000000,-0.000009,0.000025,-0.000056,0.000824,0.000055,0.027404,False
2010-04-06,0.000940,0.000860,0.000004,-0.000001,-0.000008,0.000025,-0.000056,0.000824,0.000116,0.057893,False
2010-04-07,0.000882,0.000860,0.000003,-0.000001,-0.000008,0.000025,-0.000055,0.000824,0.000058,0.028890,False
2010-04-08,0.000907,0.000860,0.000003,-0.000002,-0.000008,0.000025,-0.000055,0.000824,0.000083,0.041394,False
2010-04-09,0.000898,0.000860,0.000003,-0.000002,-0.000007,0.000026,-0.000055,0.000824,0.000074,0.036904,False
2010-04-10,0.000910,0.000860,0.000002,-0.000003,-0.000007,0.000026,-0.000055,0.000824,0.000086,0.042919,False
2010-04-11,0.000896,0.000860,0.000002,-0.000003,-0.000007,0.000026,-0.000055,0.000824,0.000072,0.035937,False
2010-04-12,0.000883,0.000860,0.000002,-0.000003,-0.000006,0.000026,-0.000055,0.000824,0.000059,0.029459,False
2010-04-13,0.000872,0.000861,0.000001,-0.000004,-0.000006,0.000027,-0.000054,0.000824,0.000048,0.023982,False
2010-04-14,0.000905,0.000861,0.000001,-0.000004,-0.000006,0.000027,-0.000054,0.000824,0.000081,0.040506,False
2010-04-15,0.000914,0.000861,0.000000,-0.000005,-0.000005,0.000027,-0.000054,0.000824,0.000090,0.045029,False
2010-04-16,0.000874,0.000861,0.000000,-0.000005,-0.000005,0.000027,-0.000054,0.000824,0.000050,0.025051,False
2010-04-17,0.000866,0.000861,-0.000000,-0.000005,-0.000005,0.000027,-0.000054,0.000824,0.000042,0.021070,False
2010-04-18,0.000885,0.000861,-0.000001,-0.000006,-0.000004,0.000027,-0.000054,0.000824,0.000061,0.030585,False
2010-04-19,0.000879,0.000861,-0.000001,-0.000006,-0.000004,0.000028,-0.000054,0.000824,0.000055,0.027595,False
2010-04-20,0.000891,0.000861,-0.000002,-0.000006,-0.000004,0.000028,-0.000053,0.000824,0.000067,0.033600,False
2010-04-21,0.000907,0.000861,-0.000002,-0.000007,-0.000003,0.000028,-0.000053,0.000824,0.000083,0.041597,False
2010-04-22,0.000918,0.000861,-0.000002,-0.000007,-0.000003,0.000028,-0.000053,0.000824,0.000094,0.047087,False
2010-04-23,0.000881,0.000861,-0.000003,-0.000008,-0.000003,0.000028,-0.000053,0.000824,0.000057,0.028567,False
2010-04-24,0.000875,0.000861,-0.000003,-0.000008,-0.000002,0.000029,-0.000053,0.000824,0.000051,0.025537,False
2010-04-25,0.000865,0.000861,-0.000003,-0.000008,-0.000002,0.000029,-0.000053,0.000824,0.000041,0.020496,False
2010-04-26,0.000862,0.000861,-0.000004,-0.000008,-0.000002,0.000029,-0.000052,0.000824,0.000038,0.018943,False
2010-04-27,0.000882,0.000861,-0.000004,-0.000009,-0.000001,0.000029,-0.000052,0.000824,0.000058,0.028877,False
2010-04-28,0.000888,0.000861,-0.000004,-0.000009,-0.000001,0.000029,-0.000052,0.000824,0.000064,0.031798,False
2010-04-29,0.000925,0.000862,-0.000004,-0.000009,-0.000001,0.000029,-0.000052,0.000825,0.000100,0.050204,False
2010-04-30,0.000885,0.000862,-0.000005,-0.000010,-0.000000,0.000030,-0.000052,0.000825,0.000060,0.030095,False
2010-05-01,0.000858,0.000862,-0.000005,-0.000010,0.000000,0.000030,-0.000052,0.000825,0.000033,0.016470,False
2010-05-02,0.000870,0.000862,-0.000005,-0.000010,0.000001,0.000030,-0.000052,0.000825,0.000045,0.022329,False
2010-05-03,0.000882,0.000862,-0.000005,-0.000010,0.000001,0.000030,-0.000051,0.000826,0.000056,0.028171,False
2010-05-04,0.000866,0.000862,-0.000005,-0.000011,0.000001,0.000030,-0.000051,0.000826,0.000040,0.019995,False
2010-05-05,0.000873,0.000862,-0.000006,-0.000011,0.000002,0.000030,-0.000051,0.000826,0.000047,0.023302,False
2010-05-06,0.000861,0.000862,-0.000006,-0.000011,0.000002,0.000031,-0.000051,0.000827,0.000034,0.017090,False
2010-05-07,0.000884,0.000862,-0.000006,-0.000011,0.000002,0.000031,-0.000051,0.000827,0.000057,0.028360,False
2010-05-08,0.000861,0.000862,-0.000006,-0.000011,0.000003,0.000031,-0.000051,0.000828,0.000033,0.016611,False
2010-05-09,0.000877,0.000862,-0.000006,-0.000012,0.000003,0.000031,-0.000050,0.000828,0.000049,0.024343,False
2010-05-10,0.000879,0.000862,-0.000006,-0.000012,0.000003,0.000031,-0.000050,0.000829,0.000050,0.025056,False
2010-05-11,0.000871,0.000862,-0.000006,-0.000012,0.000004,0.000031,-0.000050,0.000829,0.000042,0.020750,False
2010-05-12,0.000874,0.000862,-0.000006,-0.000012,0.000004,0.000031,-0.000050,0.000830,0.000044,0.021926,False
2010-05-13,0.000866,0.000862,-0.000006,-0.000012,0.000004,0.000031,-0.000050,0.000831,0.000035,0.017583,False
2010-05-14,0.000930,0.000862,-0.000005,-0.000012,0.000005,0.000032,-0.000050,0.000832,0.000098,0.049221,False
2010-05-15,0.000930,0.000862,-0.000005,-0.000012,0.000005,0.000032,-0.000049,0.000832,0.000098,0.048841,False
2010-05-16,0.000882,0.000863,-0.000005,-0.000012,0.000005,0.000032,-0.000049,0.000833,0.000049,0.024444,False
2010-05-17,0.000866,0.000863,-0.000005,-0.000012,0.000006,0.000032,-0.000049,0.000834,0.000032,0.016029,False
2010-05-18,0.000879,0.000863,-0.000005,-0.000012,0.000006,0.000032,-0.000049,0.000835,0.000044,0.022097,False
2010-05-19,0.000938,0.000863,-0.000004,-0.000012,0.000006,0.000032,-0.000049,0.000836,0.000102,0.051150,False
2010-05-20,0.000932,0.000863,-0.000004,-0.000012,0.000007,0.000032,-0.000049,0.000837,0.000095,0.047686,False
2010-05-21,0.000915,0.000863,-0.000004,-0.000012,0.000007,0.000032,-0.000048,0.000838,0.000077,0.038707,False
2010-05-22,0.000903,0.000863,-0.000004,-0.000012,0.000007,0.000033,-0.000048,0.000839,0.000064,0.032214,False
2010-05-23,0.000947,0.000863,-0.000003,-0.000012,0.000008,0.000033,-0.000048,0.000840,0.000107,0.053708,False
2010-05-24,0.000883,0.000863,-0.000003,-0.000012,0.000008,0.000033,-0.000048,0.000841,0.000042,0.021189,False
2010-05-25,0.000886,0.000863,-0.000003,-0.000012,0.000008,0.000033,-0.000048,0.000842,0.000044,0.022158,False
2010-05-26,0.000904,0.000863,-0.000002,-0.000012,0.000009,0.000033,-0.000048,0.000843,0.000061,0.030617,False
2010-05-27,0.000879,0.000863,-0.000002,-0.000012,0.000009,0.000033,-0.000047,0.000844,0.000035,0.017565,False
2010-05-28,0.000882,0.000863,-0.000001,-0.000012,0.000009,0.000033,-0.000047,0.000845,0.000037,0.018505,False
2010-05-29,0.000884,0.000863,-0.000001,-0.000012,0.000010,0.000033,-0.000047,0.000846,0.000038,0.018937,False
2010-05-30,0.000871,0.000863,-0.000001,-0.000012,0.000010,0.000033,-0.000047,0.000847,0.000024,0.011861,False
2010-05-31,0.000870,0.000863,-0.000000,-0.000011,0.000010,0.000033,-0.000047,0.000848,0.000022,0.010780,False
2010-06-01,0.000880,0.000863,0.000000,-0.000011,0.000010,0.000033,-0.000047,0.000850,0.000030,0.015195,False
2010-06-02,0.000884,0.000864,0.000001,-0.000011,0.000011,0.000034,-0.000046,0.000851,0.000033,0.016605,False
2010-06-03,0.000881,0.000864,0.000001,-0.000011,0.000011,0.000034,-0.000046,0.000852,0.000029,0.014680,False
2010-06-04,0.000879,0.000864,0.000001,-0.000011,0.000011,0.000034,-0.000046,0.000853,0.000026,0.012754,False
2010-06-05,0.000876,0.000864,0.000002,-0.000010,0.000012,0.000034,-0.000046,0.000854,0.000022,0.010827,False
2010-06-06,0.000879,0.000864,0.000002,-0.000010,0.000012,0.000034,-0.000046,0.000856,0.000023,0.011734,False
2010-06-07,0.000882,0.000864,0.000002,-0.000010,0.000012,0.000034,-0.000046,0.000857,0.000025,0.012643,False
2010-06-08,0.000882,0.000864,0.000003,-0.000010,0.000012,0.000034,-0.000045,0.000858,0.000024,0.012054,False
2010-06-09,0.000880,0.000864,0.000003,-0.000009,0.000013,0.000034,-0.000045,0.000859,0.000021,0.010470,False
2010-06-10,0.000883,0.000864,0.000003,-0.000009,0.000013,0.000034,-0.000045,0.000860,0.000023,0.011390,False
2010-06-11,0.000889,0.000864,0.000004,-0.000009,0.000013,0.000034,-0.000045,0.000861,0.000028,0.013816,False
2010-06-12,0.000880,0.000864,0.000004,-0.000009,0.000013,0.000034,-0.000045,0.000863,0.000017,0.008750,False
2010-06-13,0.000888,0.000864,0.000004,-0.000008,0.000014,0.000034,-0.000045,0.000864,0.000024,0.012079,False
2010-06-14,0.000896,0.000864,0.000005,-0.000008,0.000014,0.000034,-0.000044,0.000865,0.000031,0.015417,False
2010-06-15,0.000903,0.000864,0.000005,-0.000008,0.000014,0.000034,-0.000044,0.000866,0.000038,0.018765,False
2010-06-16,0.000911,0.000864,0.000005,-0.000007,0.000014,0.000034,-0.000044,0.000867,0.000044,0.022123,False
2010-06-17,0.000919,0.000864,0.000005,-0.000007,0.000015,0.000034,-0.000044,0.000868,0.000051,0.025492,False
2010-06-18,0.000927,0.000864,0.000005,-0.000007,0.000015,0.000034,-0.000044,0.000869,0.000058,0.028872,False
2010-06-19,0.000934,0.000865,0.000005,-0.000006,0.000015,0.000034,-0.000044,0.000870,0.000065,0.032265,False
2010-06-20,0.000950,0.000865,0.000006,-0.000006,0.000015,0.000034,-0.000043,0.000871,0.000079,0.039559,False
2010-06-21,0.000950,0.000865,0.000006,-0.000005,0.000016,0.000034,-0.000043,0.000872,0.000078,0.039089,False
2010-06-22,0.000899,0.000865,0.000006,-0.000005,0.000016,0.000034,-0.000043,0.000873,0.000026,0.013133,False
2010-06-23,0.000882,0.000865,0.000006,-0.000005,0.000016,0.000035,-0.000043,0.000874,0.000008,0.004190,False
2010-06-24,0.000952,0.000865,0.000006,-0.000004,0.000016,0.000035,-0.000043,0.000874,0.000078,0.038763,False
2010-06-25,0.000950,0.000865,0.000006,-0.000004,0.000016,0.000035,-0.000042,0.000875,0.000075,0.037350,False
2010-06-26,0.000914,0.000865,0.000006,-0.000003,0.000017,0.000035,-0.000042,0.000876,0.000038,0.018952,False
2010-06-27,0.000928,0.000865,0.000006,-0.000003,0.000017,0.000035,-0.000042,0.000877,0.000051,0.025569,False
2010-06-28,0.000930,0.000865,0.000005,-0.000003,0.000017,0.000035,-0.000042,0.000878,0.000052,0.026201,False
2010-06-29,0.000898,0.000865,0.000005,-0.000002,0.000017,0.000035,-0.000042,0.000878,0.000020,0.009849,False
2010-06-30,0.000898,0.000865,0.000005,-0.000002,0.000017,0.000035,-0.000042,0.000879,0.000019,0.009557,False
2010-07-01,0.000898,0.000865,0.000005,-0.000001,0.000018,0.000035,-0.000041,0.000880,0.000019,0.009280,False
2010-07-02,0.000898,0.000865,0.000005,-0.000001,0.000018,0.000035,-0.000041,0.000880,0.000018,0.009018,False
2010-07-03,0.000898,0.000865,0.000005,-0.000001,0.000018,0.000035,-0.000041,0.000881,0.000018,0.008771,False
2010-07-04,0.000898,0.000865,0.000004,-0.000000,0.000018,0.000035,-0.000041,0.000881,0.000017,0.008538,False
2010-07-05,0.000899,0.000866,0.000004,0.000000,0.000018,0.000035,-0.000041,0.000882,0.000017,0.008319,False
2010-07-06,0.000899,0.000866,0.000004,0.000001,0.000018,0.000034,-0.000041,0.000882,0.000016,0.008114,False
2010-07-07,0.000899,0.000866,0.000003,0.000001,0.000019,0.000034,-0.000040,0.000883,0.000016,0.008059,False
2010-07-08,0.000899,0.000866,0.000003,0.000002,0.000019,0.000034,-0.000040,0.000883,0.000016,0.007835,False
2010-07-09,0.000899,0.000866,0.000003,0.000002,0.000019,0.000034,-0.000040,0.000884,0.000015,0.007623,False
2010-07-10,0.000899,0.000866,0.000002,0.000002,0.000019,0.000034,-0.000040,0.000884,0.000015,0.007423,False
2010-07-11,0.000897,0.000866,0.000002,0.000003,0.000019,0.000034,-0.000040,0.000885,0.000012,0.006234,False
2010-07-12,0.000914,0.000866,0.000002,0.000003,0.000019,0.000034,-0.000039,0.000885,0.000029,0.014556,False
2010-07-13,0.000902,0.000866,0.000001,0.000004,0.000019,0.000034,-0.000039,0.000885,0.000017,0.008388,False
2010-07-14,0.000906,0.000866,0.000001,0.000004,0.000019,0.000034,-0.000039,0.000886,0.000020,0.010230,False
2010-07-15,0.000898,0.000866,0.000001,0.000004,0.000019,0.000034,-0.000039,0.000886,0.000012,0.006080,False
2010-07-16,0.000897,0.000866,0.000000,0.000005,0.000020,0.000034,-0.000039,0.000886,0.000011,0.005438,False
2010-07-17,0.000910,0.000866,-0.000000,0.000005,0.000020,0.000034,-0.000039,0.000886,0.000024,0.011804,False
2010-07-18,0.000880,0.000866,-0.000001,0.000006,0.000020,0.000034,-0.000038,0.000887,-0.000007,-0.003324,False
2010-07-19,0.000878,0.000866,-0.000001,0.000006,0.000020,0.000034,-0.000038,0.000887,-0.000009,-0.004446,False
2010-07-20,0.000940,0.000866,-0.000001,0.000006,0.000020,0.000034,-0.000038,0.000887,0.000053,0.026438,False
2010-07-21,0.000933,0.000866,-0.000002,0.000007,0.000020,0.000034,-0.000038,0.000887,0.000046,0.022826,False
2010-07-22,0.000909,0.000867,-0.000002,0.000007,0.000020,0.000034,-0.000038,0.000888,0.000021,0.010718,False
2010-07-23,0.000913,0.000867,-0.000003,0.000007,0.000020,0.000034,-0.000038,0.000888,0.000025,0.012613,False
2010-07-24,0.000913,0.000867,-0.000003,0.000008,0.000020,0.000034,-0.000037,0.000888,0.000025,0.012511,False
2010-07-25,0.000903,0.000867,-0.000003,0.000008,0.000020,0.000034,-0.000037,0.000888,0.000015,0.007411,False
2010-07-26,0.000900,0.000867,-0.000004,0.000008,0.000020,0.000034,-0.000037,0.000888,0.000012,0.005813,False
2010-07-27,0.000908,0.000867,-0.000004,0.000009,0.000020,0.000033,-0.000037,0.000889,0.000019,0.009715,False
2010-07-28,0.000898,0.000867,-0.000004,0.000009,0.000020,0.000033,-0.000037,0.000889,0.000009,0.004617,False
2010-07-29,0.000909,0.000867,-0.000004,0.000009,0.000020,0.000033,-0.000036,0.000889,0.000020,0.010019,False
2010-07-30,0.000912,0.000867,-0.000005,0.000010,0.000020,0.000033,-0.000036,0.000889,0.000023,0.011421,False
2010-07-31,0.000885,0.000867,-0.000005,0.000010,0.000020,0.000033,-0.000036,0.000889,-0.000004,-0.002179,False
2010-08-01,0.000893,0.000867,-0.000005,0.000010,0.000020,0.000033,-0.000036,0.000890,0.000003,0.001720,False
2010-08-02,0.000894,0.000867,-0.000005,0.000010,0.000020,0.000033,-0.000036,0.000890,0.000004,0.002118,False
2010-08-03,0.000918,0.000867,-0.000005,0.000011,0.000020,0.000033,-0.000035,0.000890,0.000028,0.013941,False
2010-08-04,0.000942,0.000867,-0.000006,0.000011,0.000020,0.000033,-0.000035,0.000890,0.000052,0.025763,False
2010-08-05,0.000966,0.000867,-0.000006,0.000011,0.000020,0.000033,-0.000035,0.000890,0.000075,0.037582,False
2010-08-06,0.000989,0.000867,-0.000006,0.000011,0.000020,0.000033,-0.000035,0.000891,0.000099,0.049398,False
2010-08-07,0.001013,0.000867,-0.000006,0.000011,0.000020,0.000032,-0.000035,0.000891,0.000122,0.061212,False
2010-08-08,0.001037,0.000868,-0.000006,0.000012,0.000020,0.000032,-0.000035,0.000891,0.000146,0.073023,False
2010-08-09,0.001061,0.000868,-0.000006,0.000012,0.000020,0.000032,-0.000034,0.000891,0.000170,0.084831,False
2010-08-10,0.000902,0.000868,-0.000006,0.000012,0.000020,0.000032,-0.000034,0.000892,0.000010,0.005209,False
2010-08-11,0.000924,0.000868,-0.000006,0.000012,0.000020,0.000032,-0.000034,0.000892,0.000032,0.016084,False
2010-08-12,0.000921,0.000868,-0.000006,0.000012,0.000020,0.000032,-0.000034,0.000892,0.000029,0.014457,False
2010-08-13,0.000917,0.000868,-0.000005,0.000012,0.000020,0.000032,-0.000034,0.000892,0.000025,0.012328,False
2010-08-14,0.000903,0.000868,-0.000005,0.000012,0.000020,0.000032,-0.000033,0.000893,0.000010,0.005197,False
2010-08-15,0.000915,0.000868,-0.000005,0.000012,0.000020,0.000032,-0.000033,0.000893,0.000022,0.011065,False
