date,dU,dU_trend,dU_0.25yr,dU_0.5yr,dU_1yr,dU_3.2yr,dU_4.75yr,dU_9.14yr,dU_jump,dU_exp,dU_model,dU_noise,dU_wtest,flagged
2012-04-19,-0.287262,-0.257188,0.000829,-0.005065,-0.003236,-0.007585,-0.004900,0.002409,0.000000,0.000000,-0.274735,-0.012527,-1.089298,False
2012-04-20,-0.273822,-0.257307,0.000709,-0.005093,-0.003268,-0.007589,-0.004914,0.002398,0.000000,0.000000,-0.275063,0.001241,0.107905,False
2012-04-21,-0.276083,-0.257427,0.000586,-0.005114,-0.003299,-0.007592,-0.004927,0.002387,0.000000,0.000000,-0.275387,-0.000696,-0.060536,False
2012-04-22,-0.274912,-0.257546,0.000460,-0.005130,-0.003329,-0.007596,-0.004941,0.002376,0.000000,0.000000,-0.275706,0.000794,0.069065,False
2012-04-23,-0.268900,-0.257666,0.000332,-0.005140,-0.003358,-0.007599,-0.004954,0.002364,0.000000,0.000000,-0.276021,0.007121,0.619176,False
2012-04-24,-0.280413,-0.257785,0.000202,-0.005143,-0.003386,-0.007602,-0.004968,0.002353,0.000000,0.000000,-0.276329,-0.004084,-0.355126,False
2012-04-25,-0.276901,-0.257905,0.000071,-0.005141,-0.003413,-0.007605,-0.004981,0.002342,0.000000,0.000000,-0.276631,-0.000270,-0.023462,False
2012-04-26,-0.284417,-0.258024,-0.000060,-0.005132,-0.003439,-0.007608,-0.004994,0.002331,0.000000,0.000000,-0.276926,-0.007491,-0.651363,False
2012-04-27,-0.288035,-0.258144,-0.000191,-0.005117,-0.003464,-0.007610,-0.005007,0.002319,0.000000,0.000000,-0.277214,-0.010821,-0.940971,False
2012-04-28,-0.280675,-0.258263,-0.000320,-0.005097,-0.003488,-0.007612,-0.005020,0.002308,0.000000,0.000000,-0.277493,-0.003182,-0.276685,False
2012-04-29,-0.279173,-0.258383,-0.000449,-0.005070,-0.003511,-0.007614,-0.005033,0.002297,0.000000,0.000000,-0.277764,-0.001409,-0.122558,False
2012-04-30,-0.273170,-0.258502,-0.000575,-0.005037,-0.003533,-0.007616,-0.005046,0.002286,0.000000,0.000000,-0.278025,0.004855,0.422143,False
2012-05-01,-0.276030,-0.258622,-0.000699,-0.004999,-0.003554,-0.007618,-0.005059,0.002274,0.000000,0.000000,-0.278276,0.002246,0.195281,False
2012-05-02,-0.281826,-0.258741,-0.000819,-0.004954,-0.003574,-0.007619,-0.005072,0.002263,0.000000,0.000000,-0.278516,-0.003310,-0.287799,False
2012-05-03,-0.282854,-0.258861,-0.000935,-0.004904,-0.003593,-0.007620,-0.005085,0.002252,0.000000,0.000000,-0.278746,-0.004108,-0.357229,False
2012-05-04,-0.265877,-0.258980,-0.001047,-0.004848,-0.003611,-0.007621,-0.005097,0.002240,0.000000,0.000000,-0.278964,0.013087,1.137991,False
2012-05-05,-0.271535,-0.259100,-0.001154,-0.004786,-0.003627,-0.007622,-0.005110,0.002229,0.000000,0.000000,-0.279170,0.007635,0.663907,False
2012-05-06,-0.271354,-0.259219,-0.001256,-0.004719,-0.003643,-0.007622,-0.005123,0.002218,0.000000,0.000000,-0.279364,0.008010,0.696482,False
2012-05-07,-0.275150,-0.259339,-0.001351,-0.004646,-0.003658,-0.007622,-0.005135,0.002206,0.000000,0.000000,-0.279544,0.004394,0.382114,False
2012-05-08,-0.271353,-0.259458,-0.001441,-0.004567,-0.003671,-0.007622,-0.005148,0.002195,0.000000,0.000000,-0.279712,0.008359,0.726860,False
2012-05-09,-0.286822,-0.259578,-0.001523,-0.004483,-0.003684,-0.007622,-0.005160,0.002184,0.000000,0.000000,-0.279866,-0.006956,-0.604876,False
2012-05-10,-0.273063,-0.259697,-0.001599,-0.004394,-0.003695,-0.007622,-0.005172,0.002172,0.000000,0.000000,-0.280006,0.006943,0.603751,False
2012-05-11,-0.271487,-0.259816,-0.001666,-0.004300,-0.003705,-0.007621,-0.005184,0.002161,0.000000,0.000000,-0.280132,0.008645,0.751761,False
2012-05-12,-0.274166,-0.259936,-0.001726,-0.004200,-0.003714,-0.007620,-0.005197,0.002150,0.000000,0.000000,-0.280244,0.006078,0.528529,False
2012-05-13,-0.282833,-0.260055,-0.001778,-0.004096,-0.003722,-0.007619,-0.005209,0.002138,0.000000,0.000000,-0.280341,-0.002492,-0.216656,False
2012-05-14,-0.282341,-0.260175,-0.001822,-0.003987,-0.003729,-0.007618,-0.005221,0.002127,0.000000,0.000000,-0.280424,-0.001917,-0.166675,False
2012-05-15,-0.281805,-0.260294,-0.001856,-0.003873,-0.003735,-0.007616,-0.005233,0.002115,0.000000,0.000000,-0.280492,-0.001313,-0.114143,False
2012-05-16,-0.274484,-0.260414,-0.001882,-0.003755,-0.003740,-0.007615,-0.005244,0.002104,0.000000,0.000000,-0.280546,0.006062,0.527112,False
2012-05-17,-0.284309,-0.260533,-0.001900,-0.003632,-0.003744,-0.007613,-0.005256,0.002093,0.000000,0.000000,-0.280585,-0.003724,-0.323867,False
2012-05-18,-0.288116,-0.260653,-0.001908,-0.003505,-0.003746,-0.007610,-0.005268,0.002081,0.000000,0.000000,-0.280609,-0.007507,-0.652813,False
2012-05-19,-0.276062,-0.260772,-0.001907,-0.003373,-0.003747,-0.007608,-0.005280,0.002070,0.000000,0.000000,-0.280618,0.004556,0.396197,False
2012-05-20,-0.285637,-0.260892,-0.001897,-0.003238,-0.003748,-0.007605,-0.005291,0.002058,0.000000,0.000000,-0.280614,-0.005023,-0.436823,False
2012-05-21,-0.282421,-0.261011,-0.001879,-0.003099,-0.003747,-0.007603,-0.005303,0.002047,0.000000,0.000000,-0.280595,-0.001826,-0.158813,False
2012-05-22,-0.283380,-0.261131,-0.001851,-0.002956,-0.003745,-0.007599,-0.005314,0.002035,0.000000,0.000000,-0.280562,-0.002818,-0.245054,False
2012-05-23,-0.276833,-0.261250,-0.001815,-0.002810,-0.003742,-0.007596,-0.005326,0.002024,0.000000,0.000000,-0.280516,0.003683,0.320218,False
2012-05-24,-0.268358,-0.261370,-0.001770,-0.002660,-0.003738,-0.007593,-0.005337,0.002012,0.000000,0.000000,-0.280456,0.012098,1.051990,False
2012-05-25,-0.277452,-0.261489,-0.001717,-0.002508,-0.003733,-0.007589,-0.005348,0.002001,0.000000,0.000000,-0.280383,0.002931,0.254905,False
2012-05-26,-0.268853,-0.261609,-0.001656,-0.002352,-0.003727,-0.007585,-0.005359,0.001989,0.000000,0.000000,-0.280298,0.011445,0.995260,False
2012-05-27,-0.286960,-0.261728,-0.001587,-0.002194,-0.003719,-0.007581,-0.005371,0.001978,0.000000,0.000000,-0.280202,-0.006758,-0.587685,False
2012-05-28,-0.277554,-0.261848,-0.001510,-0.002033,-0.003711,-0.007577,-0.005382,0.001966,0.000000,0.000000,-0.280093,0.002539,0.220809,False
2012-05-29,-0.276755,-0.261967,-0.001427,-0.001869,-0.003701,-0.007572,-0.005393,0.001955,0.000000,0.000000,-0.279974,0.003219,0.279922,False
2012-05-30,-0.278832,-0.262087,-0.001336,-0.001704,-0.003691,-0.007567,-0.005403,0.001943,0.000000,0.000000,-0.279845,0.001013,0.088052,False
2012-05-31,-0.279161,-0.262206,-0.001240,-0.001536,-0.003679,-0.007562,-0.005414,0.001932,0.000000,0.000000,-0.279705,0.000544,0.047341,False
2012-06-01,-0.280742,-0.262326,-0.001137,-0.001367,-0.003666,-0.007557,-0.005425,0.001920,0.000000,0.000000,-0.279557,-0.001185,-0.103024,False
2012-06-02,-0.279352,-0.262445,-0.001029,-0.001196,-0.003652,-0.007551,-0.005436,0.001909,0.000000,0.000000,-0.279401,0.000049,0.004234,False
2012-06-03,-0.278569,-0.262565,-0.000916,-0.001023,-0.003637,-0.007546,-0.005446,0.001897,0.000000,0.000000,-0.279237,0.000668,0.058047,False
2012-06-04,-0.277801,-0.262684,-0.000799,-0.000850,-0.003621,-0.007540,-0.005457,0.001886,0.000000,0.000000,-0.279066,0.001265,0.109957,False
2012-06-05,-0.281218,-0.262804,-0.000679,-0.000675,-0.003604,-0.007534,-0.005467,0.001874,0.000000,0.000000,-0.278888,-0.002330,-0.202577,False
2012-06-06,-0.278217,-0.262923,-0.000555,-0.000500,-0.003586,-0.007527,-0.005478,0.001863,0.000000,0.000000,-0.278706,0.000489,0.042511,False
2012-06-07,-0.276386,-0.263043,-0.000428,-0.000324,-0.003566,-0.007521,-0.005488,0.001851,0.000000,0.000000,-0.278519,0.002133,0.185465,False
2012-06-08,-0.284581,-0.263162,-0.000299,-0.000147,-0.003546,-0.007514,-0.005498,0.001840,0.000000,0.000000,-0.278328,-0.006253,-0.543732,False
2012-06-09,-0.280296,-0.263282,-0.000169,0.000029,-0.003525,-0.007507,-0.005509,0.001828,0.000000,0.000000,-0.278134,-0.002162,-0.187964,False
2012-06-10,-0.271304,-0.263401,-0.000038,0.000206,-0.003502,-0.007500,-0.005519,0.001816,0.000000,0.000000,-0.277939,0.006635,0.576927,False
2012-06-11,-0.280638,-0.263521,0.000093,0.000382,-0.003479,-0.007493,-0.005529,0.001805,0.000000,0.000000,-0.277742,-0.002896,-0.251857,False
2012-06-12,-0.278324,-0.263640,0.000223,0.000558,-0.003455,-0.007485,-0.005539,0.001793,0.000000,0.000000,-0.277544,-0.000780,-0.067807,False
2012-06-13,-0.279062,-0.263760,0.000353,0.000733,-0.003429,-0.007477,-0.005549,0.001782,0.000000,0.000000,-0.277347,-0.001715,-0.149113,False
2012-06-14,-0.279052,-0.263879,0.000481,0.000907,-0.003403,-0.007469,-0.005558,0.001770,0.000000,0.000000,-0.277151,-0.001901,-0.165268,False
2012-06-15,-0.279854,-0.263999,0.000606,0.001081,-0.003375,-0.007461,-0.005568,0.001758,0.000000,0.000000,-0.276958,-0.002896,-0.251868,False
2012-06-16,-0.280656,-0.264118,0.000729,0.001253,-0.003347,-0.007452,-0.005578,0.001747,0.000000,0.000000,-0.276767,-0.003890,-0.338220,False
2012-06-17,-0.281459,-0.264238,0.000848,0.001423,-0.003317,-0.007444,-0.005587,0.001735,0.000000,0.000000,-0.276580,-0.004879,-0.424255,False
2012-06-18,-0.282261,-0.264357,0.000964,0.001592,-0.003287,-0.007435,-0.005597,0.001724,0.000000,0.000000,-0.276397,-0.005864,-0.509905,False
2012-06-19,-0.283063,-0.264477,0.001074,0.001759,-0.003255,-0.007426,-0.005606,0.001712,0.000000,0.000000,-0.276219,-0.006844,-0.595107,False
2012-06-20,-0.283865,-0.264596,0.001180,0.001924,-0.003223,-0.007416,-0.005616,0.001700,0.000000,0.000000,-0.276047,-0.007818,-0.679795,False
2012-06-21,-0.284667,-0.264716,0.001280,0.002086,-0.003190,-0.007407,-0.005625,0.001689,0.000000,0.000000,-0.275882,-0.008785,-0.763910,False
2012-06-22,-0.288678,-0.264835,0.001374,0.002246,-0.003156,-0.007397,-0.005634,0.001677,0.000000,0.000000,-0.275724,-0.012954,-1.126407,False
2012-06-23,-0.288678,-0.264955,0.001462,0.002404,-0.003120,-0.007387,-0.005644,0.001665,0.000000,0.000000,-0.275574,-0.013104,-1.139447,False
2012-06-24,-0.288678,-0.265074,0.001543,0.002559,-0.003084,-0.007377,-0.005653,0.001654,0.000000,0.000000,-0.275433,-0.013245,-1.151746,False
2012-06-25,-0.288678,-0.265194,0.001616,0.002710,-0.003047,-0.007366,-0.005662,0.001642,0.000000,0.000000,-0.275301,-0.013377,-1.163254,False
2012-06-26,-0.288678,-0.265313,0.001682,0.002859,-0.003009,-0.007356,-0.005671,0.001630,0.000000,0.000000,-0.275178,-0.013500,-1.173924,False
2012-06-27,-0.269782,-0.265433,0.001740,0.003004,-0.002971,-0.007345,-0.005680,0.001619,0.000000,0.000000,-0.275065,0.005283,0.459417,False
2012-06-28,-0.269575,-0.265552,0.001790,0.003145,-0.002931,-0.007334,-0.005688,0.001607,0.000000,0.000000,-0.274963,0.005388,0.468548,False
2012-06-29,-0.272698,-0.265672,0.001831,0.003283,-0.002890,-0.007323,-0.005697,0.001595,0.000000,0.000000,-0.274872,0.002174,0.189071,False
2012-06-30,-0.283139,-0.265791,0.001864,0.003417,-0.002849,-0.007311,-0.005706,0.001583,0.000000,0.000000,-0.274793,-0.008346,-0.725765,False
2012-07-01,-0.273001,-0.265911,0.001888,0.003547,-0.002807,-0.007299,-0.005714,0.001572,0.000000,0.000000,-0.274725,0.001724,0.149893,False
2012-07-02,-0.274129,-0.266030,0.001903,0.003673,-0.002764,-0.007288,-0.005723,0.001560,0.000000,0.000000,-0.274669,0.000540,0.046941,False
2012-07-03,-0.280385,-0.266149,0.001909,0.003794,-0.002720,-0.007275,-0.005731,0.001548,0.000000,0.000000,-0.274625,-0.005760,-0.500864,False
2012-07-04,-0.275773,-0.266269,0.001906,0.003911,-0.002675,-0.007263,-0.005740,0.001537,0.000000,0.000000,-0.274594,-0.001179,-0.102548,False
2012-07-05,-0.274737,-0.266388,0.001894,0.004023,-0.002630,-0.007251,-0.005748,0.001525,0.000000,0.000000,-0.274575,-0.000162,-0.014099,False
2012-07-06,-0.280825,-0.266508,0.001873,0.004131,-0.002584,-0.007238,-0.005756,0.001513,0.000000,0.000000,-0.274569,-0.006256,-0.544031,False
2012-07-07,-0.270764,-0.266627,0.001843,0.004234,-0.002537,-0.007225,-0.005764,0.001501,0.000000,0.000000,-0.274575,0.003811,0.331398,False
2012-07-08,-0.273881,-0.266747,0.001805,0.004332,-0.002489,-0.007212,-0.005772,0.001490,0.000000,0.000000,-0.274594,0.000713,0.062043,False
2012-07-09,-0.276997,-0.266866,0.001758,0.004424,-0.002440,-0.007199,-0.005780,0.001478,0.000000,0.000000,-0.274626,-0.002371,-0.206216,False
2012-07-10,-0.280114,-0.266986,0.001703,0.004512,-0.002391,-0.007185,-0.005788,0.001466,0.000000,0.000000,-0.274670,-0.005444,-0.473388,False
2012-07-11,-0.273749,-0.267105,0.001639,0.004594,-0.002341,-0.007171,-0.005796,0.001454,0.000000,0.000000,-0.274727,0.000978,0.085008,False
2012-07-12,-0.270116,-0.267225,0.001568,0.004670,-0.002291,-0.007157,-0.005804,0.001443,0.000000,0.000000,-0.274795,0.004679,0.406897,False
2012-07-13,-0.275615,-0.267344,0.001490,0.004742,-0.002239,-0.007143,-0.005811,0.001431,0.000000,0.000000,-0.274876,-0.000739,-0.064262,False
2012-07-14,-0.276816,-0.267464,0.001405,0.004807,-0.002187,-0.007129,-0.005819,0.001419,0.000000,0.000000,-0.274968,-0.001848,-0.160666,False
2012-07-15,-0.266921,-0.267583,0.001313,0.004867,-0.002135,-0.007114,-0.005827,0.001407,0.000000,0.000000,-0.275072,0.008151,0.708787,False
2012-07-16,-0.278208,-0.267703,0.001214,0.004921,-0.002082,-0.007099,-0.005834,0.001395,0.000000,0.000000,-0.275187,-0.003021,-0.262715,False
2012-07-17,-0.277685,-0.267822,0.001111,0.004970,-0.002028,-0.007084,-0.005841,0.001384,0.000000,0.000000,-0.275312,-0.002373,-0.206335,False
2012-07-18,-0.282543,-0.267942,0.001001,0.005012,-0.001974,-0.007069,-0.005849,0.001372,0.000000,0.000000,-0.275448,-0.007095,-0.616979,False
2012-07-19,-0.274462,-0.268061,0.000888,0.005049,-0.001919,-0.007054,-0.005856,0.001360,0.000000,0.000000,-0.275593,0.001131,0.098357,False
2012-07-20,-0.280770,-0.268181,0.000770,0.005079,-0.001863,-0.007038,-0.005863,0.001348,0.000000,0.000000,-0.275748,-0.005022,-0.436717,False
2012-07-21,-0.272683,-0.268300,0.000648,0.005104,-0.001807,-0.007022,-0.005870,0.001336,0.000000,0.000000,-0.275911,0.003228,0.280713,False
2012-07-22,-0.277806,-0.268420,0.000523,0.005123,-0.001750,-0.007006,-0.005877,0.001325,0.000000,0.000000,-0.276083,-0.001723,-0.149833,False
2012-07-23,-0.276653,-0.268539,0.000396,0.005135,-0.001693,-0.006990,-0.005884,0.001313,0.000000,0.000000,-0.276262,-0.000391,-0.033970,False
2012-07-24,-0.283589,-0.268659,0.000267,0.005142,-0.001635,-0.006974,-0.005891,0.001301,0.000000,0.000000,-0.276449,-0.007140,-0.620877,False
2012-07-25,-0.281868,-0.268778,0.000137,0.005143,-0.001577,-0.006957,-0.005898,0.001289,0.000000,0.000000,-0.276642,-0.005226,-0.454430,False
2012-07-26,-0.270576,-0.268898,0.000006,0.005137,-0.001519,-0.006940,-0.005904,0.001277,0.000000,0.000000,-0.276841,0.006265,0.544796,False
2012-07-27,-0.273391,-0.269017,-0.000125,0.005125,-0.001460,-0.006923,-0.005911,0.001265,0.000000,0.000000,-0.277046,0.003655,0.317794,False
2012-07-28,-0.282407,-0.269137,-0.000256,0.005108,-0.001400,-0.006906,-0.005917,0.001254,0.000000,0.000000,-0.277255,-0.005152,-0.448014,False
2012-07-29,-0.276281,-0.269256,-0.000385,0.005084,-0.001340,-0.006889,-0.005924,0.001242,0.000000,0.000000,-0.277468,0.001187,0.103234,False
2012-07-30,-0.263564,-0.269376,-0.000512,0.005054,-0.001280,-0.006871,-0.005930,0.001230,0.000000,0.000000,-0.277685,0.014121,1.227918,False
2012-07-31,-0.282101,-0.269495,-0.000637,0.005019,-0.001219,-0.006853,-0.005937,0.001218,0.000000,0.000000,-0.277905,-0.004196,-0.364886,False
2012-08-01,-0.262850,-0.269615,-0.000759,0.004977,-0.001158,-0.006835,-0.005943,0.001206,0.000000,0.000000,-0.278127,0.015277,1.328422,False
2012-08-02,-0.270356,-0.269734,-0.000877,0.004930,-0.001097,-0.006817,-0.005949,0.001194,0.000000,0.000000,-0.278351,0.007995,0.695180,False
2012-08-03,-0.277862,-0.269854,-0.000992,0.004877,-0.001035,-0.006799,-0.005955,0.001182,0.000000,0.000000,-0.278575,0.000713,0.062032,False
2012-08-04,-0.278907,-0.269973,-0.001101,0.004818,-0.000973,-0.006780,-0.005961,0.001171,0.000000,0.000000,-0.278801,-0.000106,-0.009247,False
2012-08-05,-0.293974,-0.270093,-0.001206,0.004753,-0.000911,-0.006761,-0.005967,0.001159,0.000000,0.000000,-0.279026,-0.014948,-1.299835,False
2012-08-06,-0.283405,-0.270212,-0.001304,0.004683,-0.000849,-0.006742,-0.005973,0.001147,0.000000,0.000000,-0.279251,-0.004154,-0.361260,False
2012-08-07,-0.277477,-0.270332,-0.001397,0.004607,-0.000786,-0.006723,-0.005978,0.001135,0.000000,0.000000,-0.279474,0.001997,0.173650,False
2012-08-08,-0.267058,-0.270451,-0.001483,0.004526,-0.000723,-0.006704,-0.005984,0.001123,0.000000,0.000000,-0.279696,0.012638,1.098938,False
2012-08-09,-0.267601,-0.270571,-0.001562,0.004439,-0.000660,-0.006684,-0.005990,0.001111,0.000000,0.000000,-0.279915,0.012314,1.070823,False
2012-08-10,-0.262720,-0.270690,-0.001633,0.004348,-0.000596,-0.006665,-0.005995,0.001099,0.000000,0.000000,-0.280133,0.017413,1.514136,False
2012-08-11,-0.274672,-0.270810,-0.001697,0.004251,-0.000532,-0.006645,-0.006001,0.001087,0.000000,0.000000,-0.280347,0.005675,0.493446,False
2012-08-12,-0.271945,-0.270929,-0.001753,0.004149,-0.000469,-0.006625,-0.006006,0.001075,0.000000,0.000000,-0.280557,0.008612,0.748895,False
2012-08-13,-0.275095,-0.271049,-0.001801,0.004042,-0.000405,-0.006604,-0.006011,0.001064,0.000000,0.000000,-0.280764,0.005669,0.492972,False
2012-08-14,-0.278245,-0.271168,-0.001840,0.003931,-0.000341,-0.006584,-0.006016,0.001052,0.000000,0.000000,-0.280967,0.002722,0.236691,False
2012-08-15,-0.289528,-0.271288,-0.001870,0.003814,-0.000277,-0.006563,-0.006022,0.001040,0.000000,0.000000,-0.281165,-0.008363,-0.727189,False
2012-08-16,-0.282062,-0.271407,-0.001892,0.003694,-0.000212,-0.006542,-0.006027,0.001028,0.000000,0.000000,-0.281359,-0.000703,-0.061128,False
2012-08-17,-0.280798,-0.271527,-0.001905,0.003569,-0.000148,-0.006521,-0.006032,0.001016,0.000000,0.000000,-0.281548,0.000750,0.065204,False
2012-08-18,-0.275942,-0.271646,-0.001909,0.003439,-0.000084,-0.006500,-0.006036,0.001004,0.000000,0.000000,-0.281732,0.005790,0.503442,False
2012-08-19,-0.277622,-0.271766,-0.001903,0.003306,-0.000020,-0.006478,-0.006041,0.000992,0.000000,0.000000,-0.281910,0.004288,0.372833,False
2012-08-20,-0.279303,-0.271885,-0.001889,0.003169,0.000045,-0.006457,-0.006046,0.000980,0.000000,0.000000,-0.282083,0.002780,0.241761,False
2012-08-21,-0.260000,-0.272005,-0.001866,0.003028,0.000109,-0.006435,-0.006051,0.000968,0.000000,0.000000,-0.282251,0.022251,1.934869,False
2012-08-22,-0.270580,-0.272124,-0.001834,0.002883,0.000173,-0.006413,-0.006055,0.000956,0.000000,0.000000,-0.282413,0.011833,1.028981,False
2012-08-23,-0.272700,-0.272244,-0.001794,0.002736,0.000238,-0.006391,-0.006060,0.000944,0.000000,0.000000,-0.282570,0.009870,0.858271,False
2012-08-24,-0.268293,-0.272363,-0.001745,0.002584,0.000302,-0.006368,-0.006064,0.000932,0.000000,0.000000,-0.282722,0.014429,1.254655,False
2012-08-25,-0.282875,-0.272482,-0.001687,0.002430,0.000366,-0.006346,-0.006068,0.000920,0.000000,0.000000,-0.282868,-0.000007,-0.000644,False
2012-08-26,-0.272114,-0.272602,-0.001622,0.002273,0.000430,-0.006323,-0.006073,0.000908,0.000000,0.000000,-0.283008,0.010894,0.947341,False
2012-08-27,-0.286116,-0.272721,-0.001549,0.002114,0.000494,-0.006300,-0.006077,0.000896,0.000000,0.000000,-0.283144,-0.002972,-0.258421,False
2012-08-28,-0.275381,-0.272841,-0.001469,0.001951,0.000557,-0.006277,-0.006081,0.000884,0.000000,0.000000,-0.283275,0.007893,0.686388,False
2012-08-29,-0.264647,-0.272960,-0.001382,0.001787,0.000621,-0.006254,-0.006085,0.000872,0.000000,0.000000,-0.283401,0.018754,1.630787,False
2012-08-30,-0.269767,-0.273080,-0.001289,0.001620,0.000684,-0.006230,-0.006089,0.000860,0.000000,0.000000,-0.283523,0.013756,1.196143,False
2012-08-31,-0.283906,-0.273199,-0.001189,0.001452,0.000747,-0.006207,-0.006093,0.000849,0.000000,0.000000,-0.283640,-0.000266,-0.023127,False
2012-09-01,-0.276184,-0.273319,-0.001084,0.001282,0.000810,-0.006183,-0.006097,0.000837,0.000000,0.000000,-0.283753,0.007569,0.658217,False
2012-09-02,-0.279190,-0.273438,-0.000973,0.001110,0.000873,-0.006159,-0.006100,0.000825,0.000000,0.000000,-0.283863,0.004673,0.406377,False
2012-09-03,-0.287474,-0.273558,-0.000858,0.000937,0.000936,-0.006134,-0.006104,0.000813,0.000000,0.000000,-0.283970,-0.003504,-0.304704,False
2012-09-04,-0.266726,-0.273677,-0.000739,0.000763,0.000998,-0.006110,-0.006107,0.000801,0.000000,0.000000,-0.284074,0.017348,1.508483,False
2012-09-05,-0.269761,-0.273797,-0.000617,0.000588,0.001060,-0.006086,-0.006111,0.000789,0.000000,0.000000,-0.284175,0.014414,1.253361,False
2012-09-06,-0.279656,-0.273916,-0.000492,0.000412,0.001121,-0.006061,-0.006114,0.000777,0.000000,0.000000,-0.284274,0.004618,0.401530,False
2012-09-07,-0.271058,-0.274036,-0.000364,0.000236,0.001182,-0.006036,-0.006118,0.000765,0.000000,0.000000,-0.284371,0.013313,1.157634,False
2012-09-08,-0.271748,-0.274155,-0.000234,0.000059,0.001243,-0.006011,-0.006121,0.000753,0.000000,0.000000,-0.284467,0.012719,1.105969,False
2012-09-09,-0.275015,-0.274275,-0.000104,-0.000117,0.001304,-0.005986,-0.006124,0.000741,0.000000,0.000000,-0.284562,0.009547,0.830137,False
2012-09-10,-0.277501,-0.274394,0.000027,-0.000294,0.001364,-0.005960,-0.006127,0.000729,0.000000,0.000000,-0.284656,0.007155,0.622176,False
2012-09-11,-0.303573,-0.274514,0.000158,-0.000470,0.001424,-0.005935,-0.006130,0.000717,0.000000,0.000000,-0.284750,-0.018823,-1.636749,False
2012-09-12,-0.278945,-0.274633,0.000288,-0.000646,0.001483,-0.005909,-0.006133,0.000705,0.000000,0.000000,-0.284845,0.005900,0.513055,False
2012-09-13,-0.307604,-0.274753,0.000417,-0.000820,0.001542,-0.005883,-0.006136,0.000693,0.000000,0.000000,-0.284941,-0.022663,-1.970726,False
2012-09-14,-0.278143,-0.274872,0.000544,-0.000994,0.001600,-0.005857,-0.006138,0.000681,0.000000,0.000000,-0.285037,0.006894,0.599511,False
2012-09-15,-0.287578,-0.274992,0.000668,-0.001167,0.001658,-0.005831,-0.006141,0.000669,0.000000,0.000000,-0.285136,-0.002442,-0.212372,False
2012-09-16,-0.280749,-0.275111,0.000789,-0.001338,0.001716,-0.005804,-0.006144,0.000657,0.000000,0.000000,-0.285236,0.004487,0.390181,False
2012-09-17,-0.281955,-0.275231,0.000906,-0.001508,0.001773,-0.005778,-0.006146,0.000645,0.000000,0.000000,-0.285339,0.003384,0.294247,False
2012-09-18,-0.271665,-0.275350,0.001020,-0.001676,0.001829,-0.005751,-0.006149,0.000633,0.000000,0.000000,-0.285444,0.013779,1.198206,False
2012-09-19,-0.283646,-0.275470,0.001128,-0.001842,0.001885,-0.005724,-0.006151,0.000621,0.000000,0.000000,-0.285553,0.001907,0.165829,False
2012-09-20,-0.292555,-0.275589,0.001231,-0.002005,0.001940,-0.005697,-0.006153,0.000609,0.000000,0.000000,-0.285665,-0.006890,-0.599117,False
2012-09-21,-0.282585,-0.275709,0.001328,-0.002167,0.001995,-0.005670,-0.006155,0.000596,0.000000,0.000000,-0.285781,0.003196,0.277917,False
2012-09-22,-0.279627,-0.275828,0.001419,-0.002326,0.002049,-0.005642,-0.006157,0.000584,0.000000,0.000000,-0.285901,0.006274,0.545564,False
2012-09-23,-0.282236,-0.275948,0.001503,-0.002482,0.002103,-0.005615,-0.006159,0.000572,0.000000,0.000000,-0.286025,0.003789,0.329498,False
2012-09-24,-0.289747,-0.276067,0.001580,-0.002635,0.002156,-0.005587,-0.006161,0.000560,0.000000,0.000000,-0.286154,-0.003593,-0.312433,False
2012-09-25,-0.284490,-0.276187,0.001650,-0.002785,0.002208,-0.005559,-0.006163,0.000548,0.000000,0.000000,-0.286288,0.001798,0.156309,False
2012-09-26,-0.292501,-0.276306,0.001712,-0.002932,0.002260,-0.005531,-0.006165,0.000536,0.000000,0.000000,-0.286426,-0.006075,-0.528262,False
2012-09-27,-0.284222,-0.276426,0.001766,-0.003075,0.002311,-0.005503,-0.006167,0.000524,0.000000,0.000000,-0.286569,0.002347,0.204128,False
2012-09-28,-0.295389,-0.276545,0.001811,-0.003215,0.002361,-0.005474,-0.006168,0.000512,0.000000,0.000000,-0.286718,-0.008671,-0.753992,False
2012-09-29,-0.294576,-0.276665,0.001848,-0.003351,0.002411,-0.005446,-0.006170,0.000500,0.000000,0.000000,-0.286872,-0.007704,-0.669949,False
2012-09-30,-0.293764,-0.276784,0.001877,-0.003483,0.002459,-0.005417,-0.006171,0.000488,0.000000,0.000000,-0.287031,-0.006733,-0.585450,False
2012-10-01,-0.292951,-0.276904,0.001896,-0.003610,0.002508,-0.005388,-0.006173,0.000476,0.000000,0.000000,-0.287195,-0.005756,-0.500497,False
2012-10-02,-0.283537,-0.277023,0.001907,-0.003734,0.002555,-0.005359,-0.006174,0.000464,0.000000,0.000000,-0.287365,0.003828,0.332850,False
2012-10-03,-0.290498,-0.277143,0.001908,-0.003853,0.002602,-0.005330,-0.006175,0.000452,0.000000,0.000000,-0.287539,-0.002959,-0.257273,False
2012-10-04,-0.287754,-0.277262,0.001901,-0.003968,0.002648,-0.005301,-0.006176,0.000440,0.000000,0.000000,-0.287719,-0.000035,-0.003048,False
2012-10-05,-0.292394,-0.277382,0.001884,-0.004078,0.002693,-0.005271,-0.006177,0.000428,0.000000,0.000000,-0.287903,-0.004491,-0.390491,False
