date,dU,dU_trend,dU_0.25yr,dU_0.5yr,dU_1yr,dU_3.2yr,dU_4.75yr,dU_9.14yr,dU_jump,dU_exp,dU_model,dU_noise,dU_wtest,flagged
2010-01-02,-0.103591,-0.156816,0.001909,0.003795,0.002720,0.000810,0.005271,0.005946,0.000000,0.000000,-0.136366,0.032775,2.850011,False
2010-01-03,-0.105365,-0.156936,0.001906,0.003912,0.002675,0.000851,0.005283,0.005950,0.000000,0.000000,-0.136359,0.030994,2.695170,False
2010-01-04,-0.106349,-0.157056,0.001893,0.004024,0.002629,0.000892,0.005294,0.005955,0.000000,0.000000,-0.136367,0.030018,2.610293,False
2010-01-05,-0.105666,-0.157175,0.001872,0.004132,0.002583,0.000932,0.005306,0.005960,0.000000,0.000000,-0.136390,0.030724,2.671644,False
2010-01-06,-0.111190,-0.157295,0.001843,0.004235,0.002536,0.000973,0.005317,0.005964,0.000000,0.000000,-0.136427,0.025237,2.194532,False
2010-01-07,-0.110056,-0.157415,0.001804,0.004333,0.002488,0.001014,0.005329,0.005969,0.000000,0.000000,-0.136479,0.026423,2.297647,False
2010-01-08,-0.111493,-0.157535,0.001757,0.004426,0.002439,0.001054,0.005340,0.005973,0.000000,0.000000,-0.136545,0.025052,2.178461,False
2010-01-09,-0.109659,-0.157655,0.001701,0.004513,0.002390,0.001095,0.005351,0.005978,0.000000,0.000000,-0.136626,0.026967,2.344964,False
2010-01-10,-0.110048,-0.157775,0.001638,0.004596,0.002340,0.001136,0.005362,0.005982,0.000000,0.000000,-0.136721,0.026673,2.319402,False
2010-01-11,-0.105229,-0.157894,0.001566,0.004672,0.002289,0.001176,0.005374,0.005986,0.000000,0.000000,-0.136830,0.031601,2.747928,False
2010-01-12,-0.100836,-0.158014,0.001488,0.004744,0.002238,0.001217,0.005385,0.005991,0.000000,0.000000,-0.136953,0.036117,3.140608,False
2010-01-13,-0.107410,-0.158134,0.001402,0.004809,0.002186,0.001257,0.005396,0.005995,0.000000,0.000000,-0.137089,0.029679,2.580806,False
2010-01-14,-0.114012,-0.158254,0.001309,0.004869,0.002133,0.001298,0.005407,0.006000,0.000000,0.000000,-0.137239,0.023227,2.019711,False
2010-01-15,-0.113188,-0.158374,0.001211,0.004923,0.002080,0.001338,0.005417,0.006004,0.000000,0.000000,-0.137401,0.024213,2.105462,False
2010-01-16,-0.111426,-0.158493,0.001106,0.004972,0.002026,0.001378,0.005428,0.006008,0.000000,0.000000,-0.137575,0.026149,2.273849,False
2010-01-17,-0.112993,-0.158613,0.000997,0.005014,0.001971,0.001419,0.005439,0.006013,0.000000,0.000000,-0.137762,0.024769,2.153791,False
2010-01-18,-0.110965,-0.158733,0.000882,0.005050,0.001916,0.001459,0.005449,0.006017,0.000000,0.000000,-0.137959,0.026994,2.347331,False
2010-01-19,-0.109526,-0.158853,0.000764,0.005081,0.001860,0.001499,0.005460,0.006021,0.000000,0.000000,-0.138168,0.028642,2.490598,False
2010-01-20,-0.112029,-0.158973,0.000641,0.005105,0.001804,0.001539,0.005471,0.006025,0.000000,0.000000,-0.138387,0.026358,2.291982,False
2010-01-21,-0.106739,-0.159093,0.000516,0.005124,0.001747,0.001579,0.005481,0.006030,0.000000,0.000000,-0.138615,0.031876,2.771866,False
2010-01-22,-0.107836,-0.159212,0.000389,0.005136,0.001690,0.001619,0.005491,0.006034,0.000000,0.000000,-0.138853,0.031017,2.697157,False
2010-01-23,-0.113645,-0.159332,0.000259,0.005142,0.001632,0.001660,0.005502,0.006038,0.000000,0.000000,-0.139100,0.025455,2.213454,False
2010-01-24,-0.110639,-0.159452,0.000128,0.005142,0.001574,0.001700,0.005512,0.006042,0.000000,0.000000,-0.139354,0.028715,2.496965,False
2010-01-25,-0.111168,-0.159572,-0.000003,0.005136,0.001515,0.001739,0.005522,0.006046,0.000000,0.000000,-0.139616,0.028448,2.473719,False
2010-01-26,-0.113756,-0.159692,-0.000134,0.005124,0.001456,0.001779,0.005532,0.006050,0.000000,0.000000,-0.139884,0.026128,2.272010,False
2010-01-27,-0.118910,-0.159811,-0.000265,0.005106,0.001396,0.001819,0.005542,0.006055,0.000000,0.000000,-0.140158,0.021248,1.847694,False
2010-01-28,-0.111932,-0.159931,-0.000394,0.005082,0.001336,0.001859,0.005552,0.006059,0.000000,0.000000,-0.140438,0.028506,2.478799,False
2010-01-29,-0.116795,-0.160051,-0.000522,0.005052,0.001275,0.001899,0.005562,0.006063,0.000000,0.000000,-0.140723,0.023928,2.080662,False
2010-01-30,-0.114205,-0.160171,-0.000647,0.005016,0.001215,0.001938,0.005571,0.006067,0.000000,0.000000,-0.141011,0.026806,2.330962,False
2010-01-31,-0.119799,-0.160291,-0.000769,0.004974,0.001153,0.001978,0.005581,0.006071,0.000000,0.000000,-0.141303,0.021504,1.869905,False
2010-02-01,-0.115763,-0.160411,-0.000887,0.004926,0.001092,0.002018,0.005591,0.006075,0.000000,0.000000,-0.141598,0.025835,2.246478,False
2010-02-02,-0.118944,-0.160530,-0.001002,0.004872,0.001030,0.002057,0.005600,0.006079,0.000000,0.000000,-0.141894,0.022950,1.995670,False
2010-02-03,-0.119811,-0.160650,-0.001111,0.004812,0.000968,0.002097,0.005610,0.006083,0.000000,0.000000,-0.142192,0.022381,1.946208,False
2010-02-04,-0.117455,-0.160770,-0.001215,0.004747,0.000905,0.002136,0.005619,0.006087,0.000000,0.000000,-0.142491,0.025036,2.177083,False
2010-02-05,-0.119170,-0.160890,-0.001313,0.004676,0.000843,0.002175,0.005628,0.006090,0.000000,0.000000,-0.142791,0.023621,2.053984,False
2010-02-06,-0.113451,-0.161010,-0.001406,0.004599,0.000780,0.002215,0.005638,0.006094,0.000000,0.000000,-0.143090,0.029639,2.577296,False
2010-02-07,-0.120656,-0.161129,-0.001491,0.004517,0.000716,0.002254,0.005647,0.006098,0.000000,0.000000,-0.143388,0.022732,1.976710,False
2010-02-08,-0.114687,-0.161249,-0.001570,0.004430,0.000653,0.002293,0.005656,0.006102,0.000000,0.000000,-0.143685,0.028998,2.521573,False
2010-02-09,-0.126675,-0.161369,-0.001641,0.004337,0.000589,0.002332,0.005665,0.006106,0.000000,0.000000,-0.143980,0.017305,1.504799,False
2010-02-10,-0.122014,-0.161489,-0.001704,0.004240,0.000525,0.002371,0.005674,0.006110,0.000000,0.000000,-0.144273,0.022259,1.935563,False
2010-02-11,-0.123802,-0.161609,-0.001759,0.004137,0.000462,0.002410,0.005683,0.006113,0.000000,0.000000,-0.144563,0.020762,1.805352,False
2010-02-12,-0.125589,-0.161729,-0.001806,0.004029,0.000397,0.002449,0.005692,0.006117,0.000000,0.000000,-0.144850,0.019261,1.674868,False
2010-02-13,-0.127583,-0.161848,-0.001844,0.003917,0.000333,0.002488,0.005700,0.006121,0.000000,0.000000,-0.145133,0.017550,1.526123,False
2010-02-14,-0.134753,-0.161968,-0.001874,0.003800,0.000269,0.002526,0.005709,0.006125,0.000000,0.000000,-0.145413,0.010660,0.926959,False
2010-02-15,-0.127815,-0.162088,-0.001894,0.003678,0.000205,0.002565,0.005718,0.006128,0.000000,0.000000,-0.145689,0.017874,1.554218,False
2010-02-16,-0.130648,-0.162208,-0.001906,0.003553,0.000140,0.002604,0.005726,0.006132,0.000000,0.000000,-0.145960,0.015312,1.331444,False
2010-02-17,-0.123074,-0.162328,-0.001908,0.003422,0.000076,0.002642,0.005734,0.006136,0.000000,0.000000,-0.146226,0.023152,2.013226,False
2010-02-18,-0.128147,-0.162447,-0.001902,0.003288,0.000011,0.002680,0.005743,0.006139,0.000000,0.000000,-0.146488,0.018341,1.594851,False
2010-02-19,-0.125551,-0.162567,-0.001887,0.003150,-0.000053,0.002719,0.005751,0.006143,0.000000,0.000000,-0.146745,0.021194,1.842917,False
2010-02-20,-0.122738,-0.162687,-0.001862,0.003008,-0.000118,0.002757,0.005759,0.006146,0.000000,0.000000,-0.146996,0.024258,2.109413,False
2010-02-21,-0.125177,-0.162807,-0.001829,0.002863,-0.000182,0.002795,0.005767,0.006150,0.000000,0.000000,-0.147243,0.022066,1.918769,False
2010-02-22,-0.123088,-0.162927,-0.001787,0.002714,-0.000247,0.002833,0.005775,0.006153,0.000000,0.000000,-0.147484,0.024396,2.121416,False
2010-02-23,-0.118627,-0.163047,-0.001737,0.002562,-0.000311,0.002871,0.005783,0.006157,0.000000,0.000000,-0.147721,0.029094,2.529876,False
2010-02-24,-0.120146,-0.163166,-0.001678,0.002407,-0.000375,0.002909,0.005791,0.006160,0.000000,0.000000,-0.147952,0.027806,2.417892,False
2010-02-25,-0.127273,-0.163286,-0.001612,0.002249,-0.000440,0.002947,0.005799,0.006164,0.000000,0.000000,-0.148178,0.020905,1.817819,False
2010-02-26,-0.124776,-0.163406,-0.001538,0.002089,-0.000504,0.002985,0.005807,0.006167,0.000000,0.000000,-0.148399,0.023623,2.054187,False
2010-02-27,-0.130929,-0.163526,-0.001456,0.001926,-0.000567,0.003023,0.005815,0.006171,0.000000,0.000000,-0.148616,0.017687,1.537966,False
2010-02-28,-0.127583,-0.163646,-0.001368,0.001761,-0.000631,0.003060,0.005822,0.006174,0.000000,0.000000,-0.148827,0.021244,1.847345,False
2010-03-01,-0.130673,-0.163765,-0.001273,0.001593,-0.000695,0.003098,0.005830,0.006178,0.000000,0.000000,-0.149035,0.018362,1.596690,False
2010-03-02,-0.127889,-0.163885,-0.001172,0.001424,-0.000758,0.003135,0.005837,0.006181,0.000000,0.000000,-0.149238,0.021349,1.856455,False
2010-03-03,-0.126594,-0.164005,-0.001066,0.001253,-0.000821,0.003172,0.005844,0.006184,0.000000,0.000000,-0.149438,0.022844,1.986402,False
2010-03-04,-0.129314,-0.164125,-0.000954,0.001080,-0.000884,0.003210,0.005852,0.006188,0.000000,0.000000,-0.149633,0.020319,1.766905,False
2010-03-05,-0.125182,-0.164245,-0.000838,0.000907,-0.000946,0.003247,0.005859,0.006191,0.000000,0.000000,-0.149826,0.024644,2.142945,False
2010-03-06,-0.129899,-0.164365,-0.000718,0.000732,-0.001009,0.003284,0.005866,0.006194,0.000000,0.000000,-0.150015,0.020116,1.749248,False
2010-03-07,-0.136995,-0.164484,-0.000595,0.000556,-0.001071,0.003321,0.005873,0.006197,0.000000,0.000000,-0.150202,0.013207,1.148452,False
2010-03-08,-0.139611,-0.164604,-0.000469,0.000380,-0.001132,0.003358,0.005880,0.006201,0.000000,0.000000,-0.150387,0.010776,0.937022,False
2010-03-09,-0.136043,-0.164724,-0.000340,0.000203,-0.001194,0.003395,0.005887,0.006204,0.000000,0.000000,-0.150569,0.014526,1.263165,False
2010-03-10,-0.131556,-0.164844,-0.000210,0.000026,-0.001255,0.003431,0.005894,0.006207,0.000000,0.000000,-0.150751,0.019195,1.669089,False
2010-03-11,-0.137266,-0.164964,-0.000079,-0.000151,-0.001315,0.003468,0.005901,0.006210,0.000000,0.000000,-0.150931,0.013665,1.188218,False
2010-03-12,-0.123034,-0.165083,0.000052,-0.000328,-0.001375,0.003504,0.005907,0.006213,0.000000,0.000000,-0.151110,0.028076,2.441369,False
2010-03-13,-0.133472,-0.165203,0.000183,-0.000504,-0.001435,0.003541,0.005914,0.006216,0.000000,0.000000,-0.151289,0.017817,1.549272,False
2010-03-14,-0.127225,-0.165323,0.000314,-0.000680,-0.001495,0.003577,0.005920,0.006219,0.000000,0.000000,-0.151468,0.024243,2.108049,False
2010-03-15,-0.129046,-0.165443,0.000442,-0.000855,-0.001553,0.003613,0.005927,0.006223,0.000000,0.000000,-0.151647,0.022601,1.965300,False
2010-03-16,-0.136112,-0.165563,0.000569,-0.001029,-0.001612,0.003649,0.005933,0.006226,0.000000,0.000000,-0.151827,0.015715,1.366535,False
2010-03-17,-0.136720,-0.165683,0.000693,-0.001202,-0.001670,0.003685,0.005939,0.006229,0.000000,0.000000,-0.152009,0.015289,1.329441,False
2010-03-18,-0.136569,-0.165802,0.000814,-0.001373,-0.001727,0.003721,0.005946,0.006232,0.000000,0.000000,-0.152192,0.015623,1.358483,False
2010-03-19,-0.132615,-0.165922,0.000931,-0.001543,-0.001784,0.003757,0.005952,0.006235,0.000000,0.000000,-0.152376,0.019761,1.718388,False
2010-03-20,-0.126747,-0.166042,0.001043,-0.001711,-0.001841,0.003792,0.005958,0.006238,0.000000,0.000000,-0.152564,0.025817,2.244924,False
2010-03-21,-0.133113,-0.166162,0.001151,-0.001877,-0.001897,0.003828,0.005964,0.006240,0.000000,0.000000,-0.152753,0.019640,1.707859,False
2010-03-22,-0.132205,-0.166282,0.001253,-0.002041,-0.001952,0.003863,0.005970,0.006243,0.000000,0.000000,-0.152946,0.020741,1.803566,False
2010-03-23,-0.134917,-0.166401,0.001349,-0.002202,-0.002007,0.003898,0.005975,0.006246,0.000000,0.000000,-0.153142,0.018225,1.584764,False
2010-03-24,-0.142575,-0.166521,0.001439,-0.002361,-0.002061,0.003934,0.005981,0.006249,0.000000,0.000000,-0.153341,0.010766,0.936172,False
2010-03-25,-0.128541,-0.166641,0.001521,-0.002517,-0.002115,0.003969,0.005987,0.006252,0.000000,0.000000,-0.153544,0.025003,2.174155,False
2010-03-26,-0.140638,-0.166761,0.001597,-0.002670,-0.002168,0.004004,0.005992,0.006255,0.000000,0.000000,-0.153750,0.013112,1.140209,False
2010-03-27,-0.145752,-0.166881,0.001665,-0.002819,-0.002220,0.004038,0.005998,0.006258,0.000000,0.000000,-0.153961,0.008209,0.713826,False
2010-03-28,-0.139880,-0.167001,0.001725,-0.002966,-0.002272,0.004073,0.006003,0.006260,0.000000,0.000000,-0.154176,0.014296,1.243106,False
2010-03-29,-0.142749,-0.167120,0.001778,-0.003109,-0.002323,0.004108,0.006009,0.006263,0.000000,0.000000,-0.154395,0.011646,1.012664,False
2010-03-30,-0.147393,-0.167240,0.001821,-0.003248,-0.002373,0.004142,0.006014,0.006266,0.000000,0.000000,-0.154618,0.007225,0.628246,False
2010-03-31,-0.146089,-0.167360,0.001856,-0.003383,-0.002423,0.004177,0.006019,0.006269,0.000000,0.000000,-0.154845,0.008756,0.761419,False
2010-04-01,-0.135265,-0.167480,0.001882,-0.003514,-0.002471,0.004211,0.006024,0.006271,0.000000,0.000000,-0.155077,0.019812,1.722792,False
2010-04-02,-0.143332,-0.167600,0.001900,-0.003642,-0.002520,0.004245,0.006029,0.006274,0.000000,0.000000,-0.155313,0.011981,1.041838,False
2010-04-03,-0.152933,-0.167719,0.001908,-0.003765,-0.002567,0.004279,0.006034,0.006277,0.000000,0.000000,-0.155553,0.002620,0.227855,False
2010-04-04,-0.136568,-0.167839,0.001907,-0.003883,-0.002614,0.004313,0.006039,0.006279,0.000000,0.000000,-0.155798,0.019230,1.672137,False
2010-04-05,-0.140601,-0.167959,0.001897,-0.003997,-0.002659,0.004347,0.006044,0.006282,0.000000,0.000000,-0.156046,0.015445,1.343018,False
2010-04-06,-0.145585,-0.168079,0.001879,-0.004106,-0.002704,0.004380,0.006048,0.006284,0.000000,0.000000,-0.156298,0.010713,0.931524,False
2010-04-07,-0.143464,-0.168199,0.001851,-0.004210,-0.002749,0.004414,0.006053,0.006287,0.000000,0.000000,-0.156553,0.013089,1.138158,False
2010-04-08,-0.141149,-0.168319,0.001814,-0.004309,-0.002792,0.004447,0.006058,0.006290,0.000000,0.000000,-0.156811,0.015662,1.361939,False
2010-04-09,-0.138886,-0.168438,0.001769,-0.004403,-0.002835,0.004480,0.006062,0.006292,0.000000,0.000000,-0.157073,0.018187,1.581451,False
2010-04-10,-0.142380,-0.168558,0.001716,-0.004492,-0.002877,0.004513,0.006066,0.006295,0.000000,0.000000,-0.157337,0.014957,1.300576,False
2010-04-11,-0.143346,-0.168678,0.001654,-0.004576,-0.002917,0.004546,0.006071,0.006297,0.000000,0.000000,-0.157603,0.014257,1.239717,False
2010-04-12,-0.146181,-0.168798,0.001585,-0.004654,-0.002958,0.004579,0.006075,0.006299,0.000000,0.000000,-0.157871,0.011690,1.016492,False
2010-04-13,-0.144060,-0.168918,0.001508,-0.004726,-0.002997,0.004612,0.006079,0.006302,0.000000,0.000000,-0.158140,0.014080,1.224342,False
2010-04-14,-0.146984,-0.169037,0.001424,-0.004793,-0.003035,0.004644,0.006083,0.006304,0.000000,0.000000,-0.158410,0.011426,0.993573,False
2010-04-15,-0.148669,-0.169157,0.001333,-0.004855,-0.003072,0.004677,0.006087,0.006307,0.000000,0.000000,-0.158681,0.010012,0.870579,False
2010-04-16,-0.146824,-0.169277,0.001236,-0.004910,-0.003109,0.004709,0.006091,0.006309,0.000000,0.000000,-0.158951,0.012127,1.054531,False
2010-04-17,-0.149481,-0.169397,0.001133,-0.004960,-0.003144,0.004741,0.006095,0.006311,0.000000,0.000000,-0.159221,0.009740,0.846949,False
2010-04-18,-0.147478,-0.169517,0.001024,-0.005004,-0.003179,0.004773,0.006099,0.006314,0.000000,0.000000,-0.159490,0.012012,1.044481,False
2010-04-19,-0.141473,-0.169637,0.000911,-0.005042,-0.003213,0.004805,0.006102,0.006316,0.000000,0.000000,-0.159756,0.018283,1.589857,False
2010-04-20,-0.152802,-0.169756,0.000794,-0.005074,-0.003246,0.004837,0.006106,0.006318,0.000000,0.000000,-0.160021,0.007219,0.627724,False
2010-04-21,-0.159269,-0.169876,0.000672,-0.005100,-0.003277,0.004869,0.006109,0.006321,0.000000,0.000000,-0.160282,0.001013,0.088114,False
2010-04-22,-0.156272,-0.169996,0.000548,-0.005120,-0.003308,0.004900,0.006113,0.006323,0.000000,0.000000,-0.160540,0.004268,0.371150,False
2010-04-23,-0.151233,-0.170116,0.000421,-0.005134,-0.003338,0.004932,0.006116,0.006325,0.000000,0.000000,-0.160794,0.009561,0.831384,False
2010-04-24,-0.147894,-0.170236,0.000292,-0.005141,-0.003367,0.004963,0.006119,0.006327,0.000000,0.000000,-0.161043,0.013149,1.143373,False
2010-04-25,-0.154042,-0.170355,0.000161,-0.005143,-0.003395,0.004994,0.006123,0.006329,0.000000,0.000000,-0.161286,0.007244,0.629930,False
2010-04-26,-0.149883,-0.170475,0.000030,-0.005138,-0.003422,0.005025,0.006126,0.006331,0.000000,0.000000,-0.161524,0.011641,1.012218,False
2010-04-27,-0.146260,-0.170595,-0.000101,-0.005128,-0.003447,0.005055,0.006129,0.006334,0.000000,0.000000,-0.161754,0.015494,1.347314,False
2010-04-28,-0.146494,-0.170715,-0.000232,-0.005111,-0.003472,0.005086,0.006132,0.006336,0.000000,0.000000,-0.161977,0.015483,1.346380,False
2010-04-29,-0.152205,-0.170835,-0.000362,-0.005089,-0.003496,0.005117,0.006135,0.006338,0.000000,0.000000,-0.162193,0.009988,0.868496,False
2010-04-30,-0.151764,-0.170955,-0.000490,-0.005060,-0.003519,0.005147,0.006137,0.006340,0.000000,0.000000,-0.162400,0.010636,0.924827,False
2010-05-01,-0.155285,-0.171074,-0.000616,-0.005025,-0.003540,0.005177,0.006140,0.006342,0.000000,0.000000,-0.162597,0.007312,0.635843,False
2010-05-02,-0.149020,-0.171194,-0.000739,-0.004985,-0.003561,0.005207,0.006143,0.006344,0.000000,0.000000,-0.162785,0.013765,1.196975,False
2010-05-03,-0.142755,-0.171314,-0.000858,-0.004938,-0.003581,0.005237,0.006145,0.006346,0.000000,0.000000,-0.162963,0.020208,1.757219,False
2010-05-04,-0.141587,-0.171434,-0.000973,-0.004886,-0.003599,0.005267,0.006148,0.006348,0.000000,0.000000,-0.163130,0.021543,1.873313,False
2010-05-05,-0.149131,-0.171554,-0.001084,-0.004828,-0.003617,0.005296,0.006150,0.006350,0.000000,0.000000,-0.163286,0.014155,1.230867,False
2010-05-06,-0.141401,-0.171673,-0.001190,-0.004764,-0.003633,0.005326,0.006152,0.006352,0.000000,0.000000,-0.163430,0.022029,1.915579,False
2010-05-07,-0.150038,-0.171793,-0.001289,-0.004694,-0.003648,0.005355,0.006155,0.006353,0.000000,0.000000,-0.163562,0.013524,1.176021,False
2010-05-08,-0.144027,-0.171913,-0.001383,-0.004619,-0.003662,0.005384,0.006157,0.006355,0.000000,0.000000,-0.163682,0.019655,1.709116,False
2010-05-09,-0.146054,-0.172033,-0.001470,-0.004538,-0.003676,0.005413,0.006159,0.006357,0.000000,0.000000,-0.163789,0.017735,1.542137,False
2010-05-10,-0.154064,-0.172153,-0.001551,-0.004452,-0.003688,0.005442,0.006161,0.006359,0.000000,0.000000,-0.163882,0.009818,0.853751,False
2010-05-11,-0.150770,-0.172273,-0.001624,-0.004361,-0.003699,0.005470,0.006163,0.006361,0.000000,0.000000,-0.163962,0.013192,1.147151,False
2010-05-12,-0.157855,-0.172392,-0.001689,-0.004265,-0.003709,0.005499,0.006164,0.006363,0.000000,0.000000,-0.164029,0.006174,0.536838,False
2010-05-13,-0.157434,-0.172512,-0.001746,-0.004163,-0.003717,0.005527,0.006166,0.006364,0.000000,0.000000,-0.164081,0.006647,0.578013,False
2010-05-14,-0.155869,-0.172632,-0.001795,-0.004057,-0.003725,0.005555,0.006168,0.006366,0.000000,0.000000,-0.164120,0.008251,0.717444,False
2010-05-15,-0.156809,-0.172752,-0.001835,-0.003946,-0.003732,0.005583,0.006169,0.006368,0.000000,0.000000,-0.164144,0.007335,0.637819,False
2010-05-16,-0.157211,-0.172872,-0.001867,-0.003830,-0.003737,0.005611,0.006171,0.006369,0.000000,0.000000,-0.164154,0.006943,0.603740,False
2010-05-17,-0.159868,-0.172991,-0.001890,-0.003709,-0.003741,0.005639,0.006172,0.006371,0.000000,0.000000,-0.164150,0.004282,0.372337,False
2010-05-18,-0.157272,-0.173111,-0.001904,-0.003584,-0.003745,0.005666,0.006174,0.006373,0.000000,0.000000,-0.164132,0.006860,0.596482,False
2010-05-19,-0.160217,-0.173231,-0.001909,-0.003455,-0.003747,0.005694,0.006175,0.006374,0.000000,0.000000,-0.164099,0.003882,0.337573,False
2010-05-20,-0.162632,-0.173351,-0.001905,-0.003322,-0.003748,0.005721,0.006176,0.006376,0.000000,0.000000,-0.164053,0.001421,0.123536,False
2010-05-21,-0.162797,-0.173471,-0.001891,-0.003185,-0.003748,0.005748,0.006177,0.006377,0.000000,0.000000,-0.163992,0.001195,0.103951,False
2010-05-22,-0.159139,-0.173591,-0.001869,-0.003044,-0.003746,0.005775,0.006178,0.006379,0.000000,0.000000,-0.163919,0.004780,0.415619,False
2010-05-23,-0.172102,-0.173710,-0.001838,-0.002900,-0.003744,0.005801,0.006179,0.006381,0.000000,0.000000,-0.163832,-0.008270,-0.719174,False
2010-05-24,-0.161175,-0.173830,-0.001798,-0.002752,-0.003741,0.005828,0.006180,0.006382,0.000000,0.000000,-0.163731,0.002556,0.222296,False
2010-05-25,-0.164042,-0.173950,-0.001750,-0.002601,-0.003736,0.005854,0.006181,0.006384,0.000000,0.000000,-0.163619,-0.000423,-0.036811,False
2010-05-26,-0.166542,-0.174070,-0.001694,-0.002446,-0.003731,0.005880,0.006181,0.006385,0.000000,0.000000,-0.163494,-0.003048,-0.265066,False
2010-05-27,-0.158218,-0.174190,-0.001629,-0.002289,-0.003724,0.005906,0.006182,0.006386,0.000000,0.000000,-0.163357,0.005139,0.446873,False
2010-05-28,-0.167614,-0.174309,-0.001557,-0.002129,-0.003716,0.005932,0.006182,0.006388,0.000000,0.000000,-0.163209,-0.004405,-0.383036,False
2010-05-29,-0.158913,-0.174429,-0.001477,-0.001967,-0.003707,0.005958,0.006183,0.006389,0.000000,0.000000,-0.163050,0.004137,0.359774,False
2010-05-30,-0.162681,-0.174549,-0.001391,-0.001802,-0.003697,0.005983,0.006183,0.006391,0.000000,0.000000,-0.162882,0.000201,0.017440,False
2010-05-31,-0.161393,-0.174669,-0.001297,-0.001635,-0.003686,0.006009,0.006183,0.006392,0.000000,0.000000,-0.162703,0.001310,0.113929,False
2010-06-01,-0.159117,-0.174789,-0.001198,-0.001466,-0.003674,0.006034,0.006184,0.006393,0.000000,0.000000,-0.162516,0.003399,0.295556,False
2010-06-02,-0.157766,-0.174909,-0.001093,-0.001296,-0.003660,0.006059,0.006184,0.006395,0.000000,0.000000,-0.162320,0.004554,0.396034,False
2010-06-03,-0.157012,-0.175028,-0.000983,-0.001124,-0.003646,0.006084,0.006184,0.006396,0.000000,0.000000,-0.162117,0.005106,0.443973,False
2010-06-04,-0.156257,-0.175148,-0.000868,-0.000950,-0.003630,0.006108,0.006184,0.006397,0.000000,0.000000,-0.161908,0.005650,0.491323,False
2010-06-05,-0.155503,-0.175268,-0.000749,-0.000776,-0.003614,0.006133,0.006184,0.006398,0.000000,0.000000,-0.161692,0.006189,0.538147,False
2010-06-06,-0.158825,-0.175388,-0.000626,-0.000600,-0.003596,0.006157,0.006183,0.006400,0.000000,0.000000,-0.161471,0.002646,0.230051,False
2010-06-07,-0.159814,-0.175508,-0.000500,-0.000424,-0.003578,0.006181,0.006183,0.006401,0.000000,0.000000,-0.161245,0.001431,0.124436,False
2010-06-08,-0.157713,-0.175627,-0.000373,-0.000247,-0.003558,0.006205,0.006183,0.006402,0.000000,0.000000,-0.161016,0.003303,0.287199,False
2010-06-09,-0.150759,-0.175747,-0.000243,-0.000070,-0.003537,0.006229,0.006182,0.006403,0.000000,0.000000,-0.160784,0.010025,0.871717,False
2010-06-10,-0.154416,-0.175867,-0.000112,0.000107,-0.003515,0.006252,0.006182,0.006404,0.000000,0.000000,-0.160550,0.006134,0.533364,False
2010-06-11,-0.156469,-0.175987,0.000019,0.000284,-0.003492,0.006276,0.006181,0.006405,0.000000,0.000000,-0.160314,0.003845,0.334389,False
2010-06-12,-0.158620,-0.176107,0.000151,0.000460,-0.003468,0.006299,0.006180,0.006406,0.000000,0.000000,-0.160079,0.001459,0.126865,False
2010-06-13,-0.157584,-0.176227,0.000281,0.000636,-0.003443,0.006322,0.006180,0.006407,0.000000,0.000000,-0.159844,0.002260,0.196554,False
2010-06-14,-0.156547,-0.176346,0.000410,0.000811,-0.003417,0.006345,0.006179,0.006408,0.000000,0.000000,-0.159610,0.003063,0.266361,False
2010-06-15,-0.155511,-0.176466,0.000538,0.000986,-0.003390,0.006367,0.006178,0.006409,0.000000,0.000000,-0.159379,0.003868,0.336358,False
2010-06-16,-0.154474,-0.176586,0.000662,0.001159,-0.003362,0.006390,0.006177,0.006410,0.000000,0.000000,-0.159150,0.004676,0.406616,False
2010-06-17,-0.153438,-0.176706,0.000784,0.001331,-0.003333,0.006412,0.006176,0.006411,0.000000,0.000000,-0.158926,0.005488,0.477205,False
2010-06-18,-0.152401,-0.176826,0.000902,0.001501,-0.003303,0.006434,0.006174,0.006412,0.000000,0.000000,-0.158706,0.006304,0.548193,False
2010-06-19,-0.151365,-0.176945,0.001015,0.001669,-0.003272,0.006456,0.006173,0.006413,0.000000,0.000000,-0.158491,0.007126,0.619647,False
2010-06-20,-0.149292,-0.177065,0.001124,0.001836,-0.003241,0.006478,0.006172,0.006414,0.000000,0.000000,-0.158282,0.008990,0.781759,False
2010-06-21,-0.149292,-0.177185,0.001228,0.002000,-0.003208,0.006499,0.006170,0.006415,0.000000,0.000000,-0.158080,0.008788,0.764214,False
2010-06-22,-0.156484,-0.177305,0.001325,0.002162,-0.003174,0.006520,0.006169,0.006416,0.000000,0.000000,-0.157886,0.001402,0.121932,False
2010-06-23,-0.150856,-0.177425,0.001417,0.002321,-0.003139,0.006542,0.006167,0.006417,0.000000,0.000000,-0.157700,0.006844,0.595146,False
2010-06-24,-0.157771,-0.177545,0.001501,0.002478,-0.003103,0.006563,0.006166,0.006417,0.000000,0.000000,-0.157523,-0.000248,-0.021568,False
2010-06-25,-0.152328,-0.177664,0.001579,0.002632,-0.003067,0.006583,0.006164,0.006418,0.000000,0.000000,-0.157355,0.005027,0.437146,False
2010-06-26,-0.150708,-0.177784,0.001649,0.002782,-0.003029,0.006604,0.006162,0.006419,0.000000,0.000000,-0.157197,0.006489,0.564294,False
