date,251.83,251.83_trend,251.83_0.5yr,251.83_1yr,251.83_1.5yr,251.83_model,251.83_noise,251.83_wtest,flagged
2020-08-07,0.000000,-0.119780,0.251149,-0.123422,0.497098,0.505044,-0.505044,-0.252522,False
2020-09-02,0.000000,-0.119780,0.495058,-0.081877,0.403260,0.696662,-0.696662,-0.348331,False
2020-10-08,0.000000,-0.119780,0.234700,-0.000199,0.217142,0.331863,-0.331863,-0.165931,False
2020-11-04,0.000000,-0.119780,-0.213069,0.062874,0.051715,-0.218260,0.218260,0.109130,False
2020-12-01,-1.000000,-0.119780,-0.490474,0.112680,-0.118612,-0.616187,-0.383813,-0.191907,False
2021-01-12,-1.000000,-0.119780,-0.163316,0.140616,-0.355744,-0.498223,-0.501777,-0.250889,False
2021-02-02,,-0.119780,0.190845,0.127723,-0.446960,-0.248172,,,False
2021-03-03,0.000000,-0.119780,0.492674,0.083510,-0.529612,-0.073208,0.073208,0.036604,False
2021-04-07,-1.000000,-0.119780,0.260658,0.004404,-0.551593,-0.406311,-0.593689,-0.296844,False
2021-05-14,-1.000000,-0.119780,-0.332749,-0.080292,-0.479511,-1.012332,0.012332,0.006166,False
2021-06-03,-1.000000,-0.119780,-0.494844,-0.114712,-0.403612,-1.132949,0.132949,0.066474,False
2021-07-07,0.000000,-0.119780,-0.264330,-0.140938,-0.228690,-0.753738,0.753738,0.376869,False
2021-08-09,-1.000000,-0.119780,0.274605,-0.121498,-0.025747,0.007580,-1.007580,-0.503790,False
2021-09-09,1.000000,-0.119780,0.499428,-0.068183,0.168768,0.480233,0.519767,0.259884,False
2021-10-05,0.000000,-0.119780,0.282390,-0.008042,0.316565,0.471133,-0.471133,-0.235567,False
2021-11-23,-1.000000,-0.119780,-0.443662,0.099826,0.510500,0.046884,-1.046884,-0.523442,False
2021-12-14,0.712716,-0.119780,-0.486514,0.128606,0.547373,0.069685,0.643031,0.321516,False
2022-01-01,0.042574,-0.119780,-0.326819,0.140128,0.553828,0.247357,-0.204784,-0.102392,False
2022-02-01,1.001847,-0.119780,0.174791,0.128734,0.510117,0.693861,0.307986,0.153993,False
2022-03-01,1.497983,-0.119780,0.485286,0.087372,0.415406,0.868284,0.629699,0.314850,False
2022-04-01,0.849771,-0.119780,0.342847,0.018913,0.261497,0.503477,0.346293,0.173147,False
2022-05-01,-0.485629,-0.119780,-0.137940,-0.052560,0.081138,-0.229142,-0.256488,-0.128244,False
2022-06-01,-1.526835,-0.119780,-0.488329,-0.111820,-0.114975,-0.834904,-0.691931,-0.345966,False
2022-07-01,-1.621589,-0.119780,-0.345978,-0.139671,-0.291295,-0.896723,-0.724866,-0.362433,False
2022-08-01,-0.855947,-0.119780,0.150326,-0.130178,-0.437365,-0.536997,-0.318950,-0.159475,False
2022-09-01,-0.199271,-0.119780,0.491045,-0.084485,-0.528662,-0.241882,0.042611,0.021305,False
2022-10-01,-0.472927,-0.119780,0.336511,-0.017710,-0.554031,-0.355010,-0.117916,-0.058958,False
2022-11-01,-1.323239,-0.119780,-0.162613,0.055921,-0.511967,-0.738439,-0.584800,-0.292400,False
2022-12-01,-1.685116,-0.119780,-0.490176,0.112556,-0.410096,-0.907496,-0.777620,-0.388810,False
2023-01-01,-0.929025,-0.119780,-0.326819,0.140128,-0.254457,-0.560928,-0.368097,-0.184049,False
2023-02-21,0.366547,-0.119780,0.433247,0.101742,0.060023,0.475232,-0.108685,-0.054343,False
2023-03-14,1.373723,-0.119780,0.491191,0.060626,0.189839,0.621877,0.751846,0.375923,False
2023-04-13,0.383974,-0.119780,0.167385,-0.010153,0.354522,0.391975,-0.008000,-0.004000,False
2023-05-09,-0.607141,-0.119780,-0.263698,-0.070028,0.464171,0.010665,-0.617806,-0.308903,False
2023-06-14,-0.594840,-0.119780,-0.488494,-0.128103,0.546858,-0.189519,-0.405321,-0.202660,False
2023-07-11,-0.585613,-0.119780,-0.203418,-0.140949,0.548670,0.084523,-0.670136,-0.335068,False
2023-08-16,0.426688,-0.119780,0.366654,-0.112010,0.470490,0.605354,-0.178665,-0.089333,False
2023-09-07,1.434206,-0.119780,0.500886,-0.072392,0.382302,0.691015,0.743191,0.371595,False
2023-10-04,0.443432,-0.119780,0.296463,-0.010464,0.241654,0.407873,0.035559,0.017779,False
2023-11-16,0.458126,-0.119780,-0.375343,0.087127,-0.023548,-0.431544,0.889670,0.444835,False
2023-12-13,0.467352,-0.119780,-0.490328,0.127591,-0.191333,-0.673851,1.141203,0.570601,False
2024-01-01,-0.873856,-0.119780,-0.326819,0.140128,-0.299372,-0.605843,-0.268013,-0.134007,False
2024-02-17,-0.510095,-0.119780,0.393267,0.108420,-0.496185,-0.114279,-0.395816,-0.197908,False
2024-03-06,-0.503944,-0.119780,0.500278,0.075857,-0.536296,-0.079941,-0.424003,-0.212002,False
