date,75.009,75.009_trend,75.009_0.3yr,75.009_0.41yr,75.009_0.5yr,75.009_1yr,75.009_2.9yr,75.009_jump,75.009_model,75.009_noise,75.009_wtest,flagged
2020-08-07,0.000000,0.249060,-0.054272,-0.154756,0.066041,0.202432,0.260049,0.000000,0.568553,-0.568553,-0.284277,False
2020-09-02,1.000000,-0.028325,0.429718,0.371476,0.017886,0.722571,0.209695,0.000000,1.723019,-0.723019,-0.361510,False
2020-10-08,0.000000,-0.412397,-0.122342,0.391883,-0.060611,1.192063,0.132063,0.000000,1.120659,-1.120659,-0.560329,False
2020-11-04,0.000000,-0.700451,-0.424704,-0.147192,-0.068390,1.258414,0.069715,0.000000,-0.012608,0.012608,0.006304,False
2020-12-01,1.000000,-0.988505,0.100472,-0.517346,-0.021486,1.059207,0.005589,0.000000,-0.362070,1.362070,0.681035,False
2021-01-12,2.000000,-1.436911,0.212660,0.017647,0.066079,0.335817,-0.093912,0.000000,-0.898619,2.898619,1.449310,False
2021-02-02,-5.761247,-1.661567,-0.282662,0.415158,0.069495,-0.118025,-0.141961,0.000000,-1.719563,-4.041685,-2.020842,False
2021-03-03,-2.000000,-1.971806,-0.308221,0.443053,0.019891,-0.707614,-0.204544,0.000000,-2.729240,0.729240,0.364620,False
2021-04-07,-4.000000,-2.346232,0.413855,-0.232903,-0.058118,-1.178720,-0.271865,0.000000,-3.673984,-0.326016,-0.163008,False
2021-05-14,-6.000000,-2.742055,-0.092245,-0.472971,-0.058661,-1.224201,-0.330267,0.000000,-4.920400,-1.079600,-0.539800,False
2021-06-03,-6.000000,-2.956013,-0.429296,-0.148477,-0.018081,-1.041949,-0.355379,0.000000,-4.949195,-1.050805,-0.525402,False
2021-07-07,-2.000000,-3.319741,0.073691,0.475816,0.057741,-0.470147,-0.386433,0.000000,-3.569074,1.569074,0.784537,False
2021-08-09,-3.000000,-3.672772,0.387128,0.302564,0.064278,0.236768,-0.401579,0.000000,-3.083612,0.083612,0.041806,False
2021-09-09,-4.000000,-4.004407,-0.282662,-0.331518,0.001394,0.837061,-0.401818,0.000000,-4.181950,0.181950,0.090975,False
2021-10-05,-4.000000,-4.282552,-0.357232,-0.512541,-0.055792,1.166320,-0.391544,0.000000,-4.433340,0.433340,0.216670,False
2021-11-23,-4.000000,-4.806749,0.420677,0.334488,-0.039722,1.145452,-0.347249,0.000000,-3.293103,-0.706897,-0.353448,False
2021-12-14,-1.414086,-5.031405,0.033006,0.523649,0.010447,0.879773,-0.319027,0.000000,-3.903557,2.489471,1.244735,False
2022-01-01,-5.026907,-5.223967,-0.359090,0.379729,0.050250,0.559799,-0.290878,0.000000,-4.884156,-0.142751,-0.071376,False
2022-02-01,-6.640133,-5.555602,-0.173079,-0.246584,0.070180,-0.096290,-0.234822,0.537374,-5.698823,-0.941310,-0.470655,False
2022-03-01,-6.807537,-5.855143,0.409476,-0.521286,0.024650,-0.671011,-0.177318,0.537374,-6.253258,-0.554279,-0.277140,False
2022-04-01,-6.554188,-6.186778,0.070523,-0.090720,-0.047948,-1.124488,-0.108024,0.537374,-6.950061,0.395873,0.197937,False
2022-05-01,-6.851621,-6.507715,-0.439057,0.463178,-0.071418,-1.266272,-0.037466,0.537374,-7.321375,0.469754,0.234877,False
2022-06-01,-7.625675,-6.839349,0.086077,0.358692,-0.022878,-1.066154,0.036662,0.537374,-6.909576,-0.716099,-0.358049,False
2022-07-01,-8.168935,-7.160286,0.412771,-0.253346,0.047476,-0.588963,0.107245,0.537374,-6.897729,-1.271206,-0.635603,False
2022-08-01,-7.527952,-7.491921,-0.231724,-0.509166,0.071053,0.063637,0.176592,0.537374,-7.384156,-0.143796,-0.071898,False
2022-09-01,-5.855506,-7.823556,-0.317065,-0.017524,0.021091,0.698540,0.239977,0.537374,-6.661163,0.805657,0.402829,False
2022-10-01,-4.665171,-8.144493,0.347886,0.492851,-0.048880,1.129474,0.293622,0.537374,-5.392165,0.726994,0.363497,False
2022-11-01,-5.253421,-8.476128,0.190280,0.301666,-0.070640,1.264628,0.339281,0.537374,-5.913538,0.660117,0.330058,False
2022-12-01,-7.241439,-8.797065,-0.419782,-0.315091,-0.021688,1.060220,0.372573,0.537374,-7.583459,0.342020,0.171010,False
