date,75.009,75.009_trend,75.009_0.3yr,75.009_0.41yr,75.009_0.5yr,75.009_1yr,75.009_2.9yr,75.009_jump,75.009_model,75.009_noise,75.009_wtest,flagged
2023-01-01,-9.172584,-9.128700,-0.039283,-0.486990,0.050250,0.559799,0.394586,0.537374,-8.112964,-1.059620,-0.529810,False
2023-02-21,-8.772170,-9.674292,0.131754,0.425000,0.042301,-0.517097,0.401655,0.537374,-8.653304,-0.118866,-0.059433,False
2023-03-14,-8.951856,-9.898948,-0.344008,0.506347,-0.007345,-0.892824,0.393869,0.537374,-9.705536,0.753680,0.376840,False
2023-04-13,-10.208550,-10.219885,-0.218149,0.027957,-0.065817,-1.220389,0.372193,0.537374,-10.786716,0.578166,0.289083,False
2023-05-09,-10.431018,-10.498030,0.362677,-0.451127,-0.065130,-1.247791,0.343851,0.537374,-11.018176,0.587158,0.293579,False
2023-06-14,-10.739050,-10.883155,0.045552,-0.292159,0.009209,-0.887590,0.291292,0.537374,-11.179477,0.440427,0.220213,False
2023-07-11,-9.970074,-11.171998,-0.435631,0.270007,0.063243,-0.388073,0.243022,0.537374,-10.882057,0.911982,0.455991,False
2023-08-16,-9.278107,-11.557122,0.158557,0.463888,0.054349,0.384691,0.169209,0.537374,-9.789054,0.510947,0.255474,False
2023-09-07,-9.466349,-11.792476,0.438264,0.085844,0.006387,0.803819,0.120082,0.537374,-9.800706,0.334357,0.167179,False
2023-10-04,-10.697373,-12.081319,-0.017348,-0.431640,-0.054158,1.157620,0.057083,0.537374,-10.832388,0.135015,0.067507,False
2023-11-16,-12.065301,-12.541329,-0.260349,-0.188022,-0.053087,1.202283,-0.045594,0.537374,-11.348724,-0.716576,-0.358288,False
2023-12-13,-10.296325,-12.830172,0.347886,0.363162,0.007967,0.895341,-0.108975,0.537374,-10.787418,0.491093,0.245546,False
2024-01-01,-13.387278,-13.033432,0.398373,0.523641,0.050250,0.559799,-0.151996,0.537374,-11.115992,-2.271286,-1.135643,False
2024-02-17,-13.861051,-13.534860,-0.439010,-0.199301,0.050238,-0.433647,-0.248781,0.537374,-14.267987,0.406936,0.203468,False
2024-03-06,-14.015067,-13.726896,-0.232796,-0.476706,0.010553,-0.775199,-0.281144,0.537374,-14.944814,0.929747,0.464874,False
2024-04-17,-15.374439,-14.174980,0.422728,-0.123904,-0.069911,-1.243994,-0.343689,0.537374,-14.996376,-0.378063,-0.189031,False
2024-05-16,-15.622576,-14.484371,-0.155697,0.433541,-0.054550,-1.208152,-0.374720,0.537374,-15.306576,-0.316000,-0.158000,False
2024-06-13,-14.862157,-14.783094,-0.405447,0.438881,0.008096,-0.894539,-0.394235,0.537374,-15.492965,0.630808,0.315404,False
2024-07-10,-15.093181,-15.071148,0.158044,-0.071362,0.062591,-0.398893,-0.402823,0.537374,-15.186218,0.093037,0.046519,False
2024-08-08,-14.341318,-15.380539,0.394042,-0.511051,0.064964,0.223875,-0.400608,0.537374,-15.071943,0.730624,0.365312,False
2024-09-04,-15.572342,-15.668593,-0.183500,-0.321103,0.013013,0.757878,-0.387953,0.537374,-15.252884,-0.319458,-0.159729,False
2024-10-16,-14.931714,-16.116677,-0.132706,0.466322,-0.069194,1.239671,-0.348811,0.537374,-14.424021,-0.507692,-0.253846,False
2024-11-12,-15.162738,-16.404732,0.414992,0.414256,-0.059192,1.226224,-0.312112,0.537374,-14.183190,-0.979548,-0.489774,False
2024-12-05,-14.359536,-16.650111,0.243351,-0.026406,-0.011785,1.008987,-0.274532,0.537374,-15.173122,0.813585,0.406793,False
2025-01-01,-16.957720,-16.938165,-0.359090,-0.484365,0.050250,0.559799,-0.223990,0.537374,-16.858187,-0.099533,-0.049766,False
2025-02-19,-17.009827,-17.462362,0.257856,0.050550,0.046263,-0.476970,-0.118366,0.537374,-17.165654,0.155827,0.077913,False
2025-03-13,-16.198069,-17.697716,0.416895,0.446311,-0.004854,-0.877214,-0.067139,0.537374,-17.246342,1.048273,0.524136,False
2025-04-08,-18.420537,-17.975861,-0.104521,0.448815,-0.059583,-1.186551,-0.005193,0.537374,-18.345521,-0.075016,-0.037508,False
2025-05-06,-19.660118,-18.275402,-0.422438,-0.076191,-0.068097,-1.257519,0.061613,0.537374,-19.500660,-0.159457,-0.079729,False
2025-06-03,-19.899699,-18.574943,0.134815,-0.507480,-0.018081,-1.041949,0.126722,0.537374,-19.343543,-0.556155,-0.278078,False
2025-07-16,-18.267626,-19.034953,0.155558,-0.007633,0.068426,-0.282940,0.219314,0.537374,-18.344854,0.077228,0.038614,False
2025-08-07,-18.455868,-19.270307,-0.344008,0.413140,0.066453,0.193779,0.261536,0.537374,-18.142033,-0.313835,-0.156918,False
2025-09-16,-18.798127,-19.698223,0.023640,0.275065,-0.015978,0.945348,0.326442,0.537374,-17.606332,-1.191794,-0.595897,False
2025-10-01,-17.926473,-19.858691,0.347886,-0.040147,-0.048880,1.129474,0.346224,0.537374,-17.586759,-0.339715,-0.169857,False
