date,238.399,238.399_trend,238.399_0.5yr,238.399_0.8yr,238.399_1yr,238.399_model,238.399_noise,238.399_wtest,flagged
2020-08-07,0.000000,-2.881256,0.088787,-0.040929,-0.037170,-2.870568,2.870568,1.435284,False
2020-09-02,1.000000,-2.881256,-0.330702,-0.183739,0.306958,-3.088739,4.088739,2.044369,False
2020-10-08,0.000000,-2.881256,-0.467934,-0.283116,0.671726,-2.960580,2.960580,1.480290,False
2020-11-04,-1.000000,-2.881256,-0.130998,-0.251827,0.786439,-2.477643,1.477643,0.738821,False
2020-12-01,0.000000,-2.881256,0.310681,-0.138340,0.735193,-1.973723,1.973723,0.986862,False
2021-01-12,2.000000,-2.881256,0.433259,0.109179,0.361658,-1.977160,3.977160,1.988580,False
2021-02-02,,-2.881256,0.154437,0.212901,0.090022,-2.423897,,,False
2021-03-03,-1.000000,-2.881256,-0.319690,0.282976,-0.296524,-3.214494,2.214494,1.107247,False
2021-04-07,-1.000000,-2.881256,-0.478269,0.226048,-0.659051,-3.792529,2.792529,1.396264,False
2021-05-14,-2.000000,-2.881256,0.012236,0.034741,-0.788502,-3.622781,1.622781,0.811390,False
2021-06-03,-3.000000,-2.881256,0.329645,-0.086198,-0.727956,-3.365765,0.365765,0.182883,False
2021-07-07,-1.000000,-2.881256,0.479621,-0.245217,-0.437775,-3.084628,2.084628,1.042314,False
2021-08-09,-1.000000,-2.881256,0.061363,-0.279890,-0.015456,-3.115240,2.115240,1.057620,False
2021-09-09,-2.000000,-2.881256,-0.408603,-0.188601,0.388280,-3.090180,1.090180,0.545090,False
2021-10-05,-1.000000,-2.881256,-0.485847,-0.046854,0.647602,-2.766355,1.766355,0.883178,False
2021-11-23,0.000000,-2.881256,0.189664,0.220818,0.768054,-1.702721,1.702721,0.851361,False
2021-12-14,-0.849892,-2.881256,0.451203,0.276932,0.653566,-1.499555,0.649663,0.324832,False
2022-01-01,-0.428870,-2.881256,0.497798,0.280913,0.487319,-1.615227,1.186357,0.593178,False
2022-02-01,-1.640297,-2.881256,0.170861,0.193138,0.103513,-2.413745,0.773448,0.386724,False
2022-03-01,-2.836966,-2.881256,-0.292120,0.040807,-0.271157,-3.403727,0.566761,0.283380,False
2022-04-01,-3.057447,-2.881256,-0.500742,-0.142084,-0.610696,-4.134779,1.077332,0.538666,False
2022-05-01,-2.435803,-2.881256,-0.207046,-0.261729,-0.778226,-4.128258,1.692454,0.846227,False
2022-06-01,-1.698937,-2.881256,0.302628,-0.274505,-0.738056,-3.591189,1.892253,0.946126,False
2022-07-01,-1.447823,-2.881256,0.501220,-0.174474,-0.503198,-3.057708,1.609886,0.804943,False
2022-08-01,-1.770723,-2.881256,0.195112,0.001893,-0.123689,-2.807941,1.037218,0.518609,False
2022-09-01,-2.022726,-2.881256,-0.312934,0.177448,0.290215,-2.726528,0.703802,0.351901,False
2022-10-01,-1.661763,-2.881256,-0.499676,0.275472,0.614981,-2.490479,0.828715,0.414358,False
2022-11-01,-1.070518,-2.881256,-0.183047,0.260225,0.781419,-2.022660,0.952142,0.476071,False
2022-12-01,-1.105645,-2.881256,0.309522,0.138793,0.735612,-1.697330,0.591685,0.295842,False
2023-01-01,-2.105674,-2.881256,0.497798,-0.044550,0.487319,-1.940690,-0.164984,-0.082492,False
2023-02-21,-3.385950,-2.881256,-0.169397,-0.270331,-0.166782,-3.487766,0.101816,0.050908,False
2023-03-14,-4.443448,-2.881256,-0.441119,-0.281807,-0.428977,-4.033159,-0.410288,-0.205144,False
2023-04-13,-3.525588,-2.881256,-0.435460,-0.201942,-0.700382,-4.219041,0.693453,0.346727,False
2023-05-09,-2.596776,-2.881256,-0.074260,-0.064854,-0.789219,-3.809588,1.212813,0.606406,False
2023-06-14,-2.695344,-2.881256,0.447269,0.147353,-0.657356,-2.943991,0.248647,0.124324,False
2023-07-11,-2.769270,-2.881256,0.453799,0.256697,-0.391523,-2.562282,-0.206988,-0.103494,False
2023-08-16,-2.867838,-2.881256,-0.059819,0.269131,0.079558,-2.592387,-0.275451,-0.137726,False
2023-09-07,-3.928074,-2.881256,-0.387328,0.197586,0.364383,-2.706616,-1.221458,-0.610729,False
2023-10-04,-3.002000,-2.881256,-0.490180,0.052879,0.639729,-2.678828,-0.323172,-0.161586,False
2023-11-16,-3.119734,-2.881256,0.072721,-0.191418,0.784524,-2.215429,-0.904305,-0.452153,False
2023-12-13,-3.193660,-2.881256,0.443202,-0.275472,0.661098,-2.052429,-1.141231,-0.570615,False
2024-01-01,-3.124623,-2.881256,0.497798,-0.280913,0.487319,-2.177053,-0.947570,-0.473785,False
2024-02-17,-4.374368,-2.881256,-0.100439,-0.112054,-0.111556,-3.205306,-1.169062,-0.584531,False
2024-03-06,-4.423652,-2.881256,-0.368062,-0.005314,-0.344003,-3.598636,-0.825016,-0.412508,False
2024-04-17,-4.538648,-2.881256,-0.388789,0.219686,-0.727604,-3.777964,-0.760684,-0.380342,False
2024-05-16,-4.618050,-2.881256,0.057723,0.283807,-0.785782,-3.325508,-1.292542,-0.646271,False
2024-06-13,-4.694714,-2.881256,0.443630,0.244687,-0.660711,-2.853650,-1.841064,-0.920532,False
2024-07-10,-3.768640,-2.881256,0.457668,0.125363,-0.397667,-2.695892,-1.072748,-0.536374,False
2024-08-08,-4.848042,-2.881256,0.071703,-0.046959,-0.023624,-2.880137,-1.967905,-0.983952,False
2024-09-04,-4.921968,-2.881256,-0.356023,-0.192885,0.331751,-3.098413,-1.823555,-0.911778,False
2024-10-16,-5.036964,-2.881256,-0.399572,-0.283609,0.722231,-2.842207,-2.194757,-1.097379,False
2024-11-12,-5.110890,-2.881256,0.005931,-0.225540,0.788751,-2.312114,-2.798776,-1.399388,False
2024-12-05,-4.173864,-2.881256,0.362096,-0.116526,0.713691,-1.921995,-2.251869,-1.125934,False
2025-01-01,-4.274356,-2.881256,0.497798,0.044550,0.487319,-1.851590,-2.422766,-1.211383,False
2025-02-19,-5.381952,-2.881256,-0.136332,0.266277,-0.140116,-2.891428,-2.490525,-1.245262,False
2025-03-13,-5.442188,-2.881256,-0.432462,0.282570,-0.417502,-3.448651,-1.993538,-0.996769,False
2025-04-08,-5.513376,-2.881256,-0.472508,0.222282,-0.666440,-3.797923,-1.715453,-0.857727,False
2025-05-06,-6.590040,-2.881256,-0.125265,0.082583,-0.786842,-3.710781,-2.879259,-1.439629,False
2025-06-03,-5.666704,-2.881256,0.329645,-0.086198,-0.727956,-3.365765,-2.300939,-1.150470,False
2025-07-16,-5.784438,-2.881256,0.409512,-0.268366,-0.331124,-3.071235,-2.713203,-1.356602,False
2025-08-07,-5.844674,-2.881256,0.095640,-0.281807,-0.042622,-3.110046,-2.734628,-1.367314,False
2025-09-16,-5.954194,-2.881256,-0.467238,-0.154519,0.468117,-3.034896,-2.919299,-1.459649,False
2025-10-01,-5.995264,-2.881256,-0.499676,-0.070797,0.614981,-2.836748,-3.158517,-1.579258,False
