date,183.377,183.377_trend,183.377_0.4yr,183.377_0.5yr,183.377_0.57yr,183.377_0.68yr,183.377_1yr,183.377_jump,183.377_model,183.377_noise,183.377_wtest,flagged
2020-08-07,0.000000,0.621801,0.207930,-0.172375,0.025190,-0.223255,-0.157205,0.000000,0.302086,-0.302086,-0.151043,False
2020-09-02,1.000000,0.621801,0.168477,-0.324400,-0.338807,-0.362896,0.061763,0.000000,-0.174062,1.174062,0.587031,False
2020-10-08,-1.000000,0.621801,-0.144675,-0.144330,-0.490873,-0.306077,0.336130,0.000000,-0.128023,-0.871977,-0.435988,False
2020-11-04,-1.000000,0.621801,-0.215780,0.147933,-0.247508,-0.098085,0.464396,-2.255086,-1.582328,0.582328,0.291164,False
2020-12-01,0.000000,0.621801,-0.028145,0.321913,0.150702,0.153743,0.494663,-2.255086,-0.540408,0.540408,0.270204,False
2021-01-12,0.000000,0.621801,0.223653,0.097158,0.506200,0.376299,0.338994,-2.255086,-0.090981,0.090981,0.045491,False
2021-02-02,-0.803388,0.621801,0.119386,-0.133631,0.408558,0.341708,0.188499,-2.255086,-0.708763,-0.094625,-0.047312,False
2021-03-03,-2.000000,0.621801,-0.142946,-0.323125,0.032083,0.145648,-0.054704,-2.255086,-1.976328,-0.023672,-0.011836,False
2021-04-07,-4.000000,0.621801,-0.182556,-0.161552,-0.424193,-0.177931,-0.325062,-2.255086,-2.904578,-1.095422,-0.547711,False
2021-05-14,-4.000000,0.621801,0.135341,0.224431,-0.434120,-0.373949,-0.484987,-3.022588,-3.334071,-0.665929,-0.332964,False
2021-06-03,-2.000000,0.621801,0.224485,0.324288,-0.209447,-0.353299,-0.493322,-3.022588,-2.908081,0.908081,0.454040,False
2021-07-07,-3.000000,0.621801,0.038529,0.163992,0.285920,-0.128717,-0.377469,-3.022588,-2.418532,-0.581468,-0.290734,False
2021-08-09,-3.000000,0.621801,-0.213339,-0.187388,0.506030,0.177086,-0.144172,-3.022588,-2.262569,-0.737431,-0.368715,False
2021-09-09,-1.000000,0.621801,-0.119386,-0.324983,0.289380,0.361170,0.117859,-3.022588,-2.076747,1.076747,0.538373,False
2021-10-05,-3.000000,0.621801,0.119393,-0.176004,-0.088967,0.353637,0.315244,-4.035019,-2.889914,-0.110086,-0.055043,False
2021-11-23,-2.000000,0.621801,0.102554,0.293967,-0.504345,-0.011175,0.496684,-4.035019,-3.035533,1.035533,0.517767,False
2021-12-14,-4.227572,0.621801,-0.093853,0.314963,-0.380599,-0.201092,0.471674,-4.035019,-3.302124,-0.925447,-0.462724,False
2022-01-01,-4.550889,0.621801,-0.210072,0.205657,-0.153114,-0.321348,0.401367,-7.281401,-6.737110,2.186222,1.093111,False
2022-02-01,-4.557571,0.621801,-0.127478,-0.123284,0.297785,-0.367829,0.196389,-7.281401,-6.784017,2.226446,1.113223,False
2022-03-01,-4.104709,0.621801,0.127485,-0.318972,0.503858,-0.222957,-0.037665,-7.281401,-6.607851,2.503142,1.251571,False
2022-04-01,-3.987213,0.621801,0.210069,-0.216396,0.337891,0.057819,-0.284556,-7.281401,-6.554773,2.567560,1.283780,False
2022-05-01,-4.493430,0.621801,-0.019342,0.099489,-0.088214,0.299026,-0.448702,-7.281401,-6.817343,2.323913,1.161956,False
2022-06-01,-5.323428,0.621801,-0.222407,0.320708,-0.453713,0.374806,-0.495132,-7.281401,-7.135339,1.811910,0.905955,False
2022-07-01,-5.934407,0.621801,-0.093845,0.218496,-0.456557,0.238852,-0.408805,-7.281401,-7.161459,1.227052,0.613526,False
2022-08-01,-5.927980,0.621801,0.176738,-0.107494,-0.094606,-0.037896,-0.208114,-7.281401,-6.930972,1.002991,0.501496,False
2022-09-01,-5.510536,0.621801,0.176732,-0.322230,0.344384,-0.292479,0.050450,-7.281401,-6.702742,1.192206,0.596103,False
2022-10-01,-5.078457,0.621801,-0.084971,-0.212147,0.504442,-0.376820,0.288053,-7.281401,-6.541043,1.462586,0.731293,False
