date,7.969,7.969_trend,7.969_0.5yr,7.969_1yr,7.969_1.4yr,7.969_model,7.969_noise,7.969_wtest,flagged
2020-08-07,0.000000,0.023699,0.021641,0.119329,-0.103896,0.060773,-0.060773,-0.030387,False
2020-09-02,0.206339,0.023699,0.116490,0.384796,-0.258803,0.266182,-0.059843,-0.029921,False
2020-10-08,0.480377,0.023699,0.100653,0.619346,-0.427364,0.316335,0.164042,0.082021,False
2020-11-04,0.000000,0.023699,-0.010232,0.646583,-0.501232,0.158819,-0.158819,-0.079409,False
2020-12-01,0.000000,0.023699,-0.112935,0.537374,-0.520657,-0.072519,0.072519,0.036260,False
2021-01-12,-0.805877,0.023699,-0.085755,0.158340,-0.439606,-0.343322,-0.462554,-0.231277,False
2021-02-02,-0.546314,0.023699,0.003748,-0.075970,-0.353455,-0.401978,-0.144336,-0.072168,False
2021-03-03,0.000000,0.023699,0.114554,-0.377213,-0.197434,-0.436393,0.436393,0.218197,False
2021-04-07,0.000000,0.023699,0.105738,-0.612897,0.021882,-0.461577,0.461577,0.230789,False
2021-05-14,-0.674513,0.023699,-0.047633,-0.626810,0.248551,-0.402192,-0.272321,-0.136160,False
2021-06-03,-1.000000,0.023699,-0.116306,-0.528175,0.352647,-0.268134,-0.731866,-0.365933,False
2021-07-07,0.153938,0.023699,-0.106442,-0.228093,0.478181,0.167346,-0.013409,-0.006704,False
2021-08-09,1.158886,0.023699,0.028876,0.136948,0.521364,0.710888,0.447998,0.223999,False
2021-09-09,1.550950,0.023699,0.128465,0.442708,0.484746,1.079618,0.471332,0.235666,False
2021-10-05,1.000000,0.023699,0.109839,0.606872,0.399859,1.140269,-0.140269,-0.070134,False
2021-11-23,1.095991,0.023699,-0.088818,0.583656,0.139850,0.658388,0.437603,0.218801,False
2021-12-14,0.959412,0.023699,-0.132905,0.442324,0.006960,0.340078,0.619334,0.309667,False
2022-01-01,0.386349,0.023699,-0.117705,0.274763,-0.107652,0.073105,0.313244,0.156622,False
2022-02-01,-0.487187,0.023699,-0.000862,-0.064794,-0.289700,-0.331657,-0.155530,-0.077765,False
2022-03-01,-1.212338,0.023699,0.109511,-0.358639,-0.419007,-0.644436,-0.567902,-0.283951,False
2022-04-01,-1.563682,0.023699,0.120343,-0.586386,-0.504352,-0.946695,-0.616987,-0.308493,False
2022-05-01,-1.565841,0.023699,0.011222,-0.651849,-0.518062,-1.134989,-0.430852,-0.215426,False
2022-06-01,-1.224498,0.023699,-0.111464,-0.541082,-0.459072,-1.087918,-0.136580,-0.068290,False
2022-07-01,-0.594280,0.023699,-0.120844,-0.289967,-0.339080,-0.726192,0.131913,0.065956,False
2022-08-01,0.121359,0.023699,-0.007773,0.047995,-0.167413,-0.103492,0.224851,0.112425,False
2022-09-01,0.778684,0.023699,0.113343,0.372611,0.028285,0.537938,0.240746,0.120373,False
2022-10-01,1.351039,0.023699,0.119314,0.588838,0.214094,0.945946,0.405093,0.202547,False
2022-11-01,1.670479,0.023699,0.004319,0.650609,0.375575,1.054203,0.616276,0.308138,False
2022-12-01,1.431073,0.023699,-0.112725,0.537915,0.480699,0.929589,0.501485,0.250742,False
2023-01-01,0.685796,0.023699,-0.117705,0.274763,0.521299,0.702056,-0.016260,-0.008130,False
2023-02-21,0.463291,0.023699,0.084424,-0.280323,0.427140,0.254940,0.208351,0.104175,False
2023-03-14,-0.178682,0.023699,0.132077,-0.470812,0.336639,0.021604,-0.200286,-0.100143,False
2023-04-13,-0.509028,0.023699,0.086637,-0.632876,0.170445,-0.352093,-0.156935,-0.078468,False
2023-05-09,-0.740268,0.023699,-0.025491,-0.640243,0.006960,-0.635075,-0.105193,-0.052596,False
2023-06-14,-1.247153,0.023699,-0.132603,-0.446443,-0.217013,-0.772359,-0.474794,-0.237397,False
2023-07-11,-1.140582,0.023699,-0.094279,-0.185451,-0.359669,-0.615700,-0.524882,-0.262441,False
2023-08-16,-0.407015,0.023699,0.059251,0.212711,-0.486677,-0.191016,-0.216000,-0.108000,False
2023-09-07,0.570757,0.023699,0.125560,0.425920,-0.518951,0.056228,0.514529,0.257264,False
2023-10-04,0.165945,0.023699,0.112410,0.602630,-0.506961,0.231779,-0.065834,-0.032917,False
2023-11-16,-0.391250,0.023699,-0.062332,0.614639,-0.376336,0.199671,-0.590921,-0.295460,False
2023-12-13,-0.324198,0.023699,-0.132263,0.450528,-0.238184,0.103781,-0.427979,-0.213989,False
2024-01-01,-0.362559,0.023699,-0.117705,0.274763,-0.124347,0.056410,-0.418969,-0.209484,False
2024-02-17,-0.340774,0.023699,0.068848,-0.237734,0.171658,0.026472,-0.367246,-0.183623,False
2024-03-06,-0.331004,0.023699,0.122663,-0.411448,0.275274,0.010189,-0.341193,-0.170597,False
2024-04-17,-0.401027,0.023699,0.069025,-0.643837,0.457655,-0.093457,-0.307569,-0.153785,False
2024-05-16,-0.135171,0.023699,-0.058748,-0.617880,0.515976,-0.136952,0.001781,0.000890,False
2024-06-13,0.232139,0.023699,-0.132300,-0.450106,0.511039,-0.047667,0.279806,0.139903,False
2024-07-10,0.737383,0.023699,-0.095973,-0.191068,0.449716,0.186375,0.551008,0.275504,False
2024-08-08,0.753123,0.023699,0.026164,0.130333,0.329742,0.509939,0.243184,0.121592,False
2024-09-04,0.767777,0.023699,0.120747,0.402682,0.180556,0.727684,0.040093,0.020047,False
2024-10-16,0.814635,0.023699,0.072923,0.641866,-0.083774,0.654715,0.159920,0.079960,False
2024-11-12,0.341010,0.023699,-0.046063,0.627944,-0.246501,0.359080,-0.018070,-0.009035,False
2024-12-05,-0.182289,0.023699,-0.121723,0.510646,-0.364621,0.048001,-0.230290,-0.115145,False
2025-01-01,-0.121386,0.023699,-0.117705,0.274763,-0.465959,-0.285201,0.163815,0.081908,False
2025-02-19,-0.141040,0.023699,0.077072,-0.259854,-0.516464,-0.675547,0.534507,0.267254,False
2025-03-13,-0.129099,0.023699,0.131239,-0.462952,-0.478618,-0.786631,0.657532,0.328766,False
2025-04-08,-0.114987,0.023699,0.102847,-0.616687,-0.389387,-0.879527,0.764540,0.382270,False
2025-05-06,-0.099790,0.023699,-0.011801,-0.646033,-0.249516,-0.883651,0.783860,0.391930,False
2025-06-03,-0.084593,0.023699,-0.116306,-0.528175,-0.080361,-0.701142,0.616549,0.308275,False
2025-07-16,-0.061255,0.023699,-0.076596,-0.130936,0.190464,0.006631,-0.067885,-0.033943,False
2025-08-07,0.087984,0.023699,0.019811,0.114887,0.313229,0.471627,-0.383643,-0.191822,False
2025-09-16,0.186185,0.023699,0.133774,0.497208,0.472927,1.127609,-0.941424,-0.470712,False
2025-10-01,-0.019462,0.023699,0.119314,0.588838,0.505155,1.237007,-1.256469,-0.628235,False
