date,210.059,210.059_exp_trend,210.059_trend,210.059_0.5yr,210.059_1yr,210.059_4.54yr,210.059_14.53yr,210.059_model,210.059_noise,210.059_wtest,flagged
1997-05-19,0.000000,0.000000,-0.298205,-0.052025,-0.005968,0.106939,0.060650,-0.188610,0.188610,0.094305,False
1997-06-02,-1.000000,-0.029236,-0.299423,-0.013549,0.010364,0.087866,0.066182,-0.177797,-0.822203,-0.411102,False
1997-07-01,-0.645252,-0.089409,-0.301946,0.065236,0.041256,0.047633,0.077580,-0.159651,-0.485601,-0.242801,False
1997-08-15,2.000000,-0.181760,-0.305861,0.059541,0.067264,-0.015758,0.095080,-0.281494,2.281494,1.140747,False
1997-09-09,0.000000,-0.232534,-0.308036,-0.009694,0.065196,-0.050895,0.104689,-0.431274,0.431274,0.215637,False
1997-10-06,-1.000000,-0.286947,-0.310385,-0.075398,0.049671,-0.088320,0.114964,-0.596416,-0.403584,-0.201792,False
1997-11-04,-2.000000,-0.344906,-0.312908,-0.077980,0.021400,-0.127477,0.125868,-0.716004,-1.283996,-0.641998,False
1997-12-10,-1.000000,-0.416163,-0.316040,0.011933,-0.020046,-0.173893,0.139195,-0.775013,-0.224987,-0.112494,False
1998-01-14,-1.000000,-0.484711,-0.319085,0.085113,-0.053320,-0.215924,0.151911,-0.836017,-0.163983,-0.081992,False
1998-02-04,-1.000000,-0.525499,-0.320912,0.076936,-0.064780,-0.239365,0.159416,-0.914206,-0.085794,-0.042897,False
1998-03-06,-1.000000,-0.583327,-0.323522,0.003824,-0.066487,-0.270187,0.169965,-1.069734,0.069734,0.034867,False
1998-04-10,-2.000000,-0.650144,-0.326567,-0.080163,-0.046788,-0.301705,0.182000,-1.223367,-0.776633,-0.388317,False
1998-05-05,,-0.697446,-0.328742,-0.078648,-0.021955,-0.320999,0.190406,-1.257382,,,False
1998-06-01,-1.044511,-0.748138,-0.331091,-0.016512,0.009206,-0.338595,0.199297,-1.225832,0.181322,0.090661,False
1998-07-01,-1.090164,-0.803986,-0.333701,0.065236,0.041256,-0.353980,0.208937,-1.176238,0.086074,0.043037,False
1998-08-01,-1.130641,-0.861175,-0.336398,0.082410,0.062995,-0.365070,0.218620,-1.198618,0.067977,0.033988,False
1998-09-01,-1.170231,-0.917839,-0.339095,0.014291,0.067216,-0.371121,0.228008,-1.318540,0.148309,0.074155,False
1998-10-14,-2.000000,-0.995577,-0.342836,-0.084573,0.042832,-0.371032,0.240519,-1.510665,-0.489335,-0.244667,False
1998-11-06,-1.000000,-1.036751,-0.344837,-0.075081,0.019167,-0.366933,0.246957,-1.557478,0.557478,0.278739,False
1998-12-04,-1.000000,-1.086496,-0.347273,-0.006077,-0.013244,-0.358184,0.254546,-1.556728,0.556728,0.278364,False
1999-01-05,-1.000000,-1.142843,-0.350057,0.075015,-0.046178,-0.343254,0.262876,-1.544441,0.544441,0.272220,False
1999-02-02,-2.000000,-1.191709,-0.352493,0.079605,-0.064034,-0.326041,0.269855,-1.584816,-0.415184,-0.207592,False
1999-03-02,-1.000000,-1.240169,-0.354928,0.015773,-0.067300,-0.305156,0.276537,-1.675243,0.675243,0.337621,False
1999-04-06,-1.000000,-1.300178,-0.357973,-0.074627,-0.050069,-0.274249,0.284461,-1.772635,0.772635,0.386318,False
1999-05-04,0.000000,-1.347738,-0.360409,-0.079913,-0.023059,-0.246022,0.290449,-1.766692,1.766692,0.883346,False
1999-06-01,-2.000000,-1.394903,-0.362845,-0.016512,0.009206,-0.215025,0.296117,-1.683962,-0.316038,-0.158019,False
1999-07-13,-2.000000,-1.464917,-0.366499,0.083094,0.051457,-0.164105,0.304007,-1.556964,-0.443036,-0.221518,False
1999-08-17,-2.500000,-1.522598,-0.369544,0.054998,0.067560,-0.118442,0.310007,-1.578018,-0.921982,-0.460991,False
1999-09-14,-2.000000,-1.568311,-0.371980,-0.024428,0.063304,-0.080371,0.314424,-1.667362,-0.332638,-0.166319,False
1999-10-07,-2.000000,-1.605578,-0.373981,-0.076875,0.048865,-0.048403,0.317794,-1.738177,-0.261823,-0.130912,False
1999-11-02,-2.000000,-1.647399,-0.376243,-0.080510,0.023608,-0.011834,0.321319,-1.771059,-0.228941,-0.114470,False
1999-12-07,-2.000000,-1.703189,-0.379288,0.002944,-0.016667,0.037509,0.325583,-1.733108,-0.266892,-0.133446,False
2000-01-05,-1.000000,-1.748976,-0.381810,0.074999,-0.046168,0.077916,0.328690,-1.695349,0.695349,0.347675,False
2000-02-16,-3.000000,-1.814592,-0.385454,0.054118,-0.067606,0.134513,0.332495,-1.746526,-1.253474,-0.626737,False
2000-03-14,-3.000000,-1.856342,-0.387797,-0.022400,-0.063597,0.169195,0.334509,-1.826433,-1.173567,-0.586784,False
2000-04-11,-1.500000,-1.899286,-0.390226,-0.082086,-0.045304,0.203296,0.336238,-1.877369,0.377369,0.188685,False
2000-05-09,-3.000000,-1.941874,-0.392655,-0.071573,-0.016744,0.235120,0.337599,-1.850127,-1.149873,-0.574937,False
2000-06-21,-1.933621,-2.006589,-0.396386,0.043174,0.031943,0.278750,0.338969,-1.710138,-0.223484,-0.111742,False
2000-07-31,-3.000000,-2.066050,-0.399856,0.082974,0.062737,0.312756,0.339459,-1.667980,-1.332020,-0.666010,False
2000-08-29,-2.000000,-2.108718,-0.402373,0.022111,0.067606,0.332984,0.339340,-1.749050,-0.250950,-0.125475,False
2000-09-01,-2.029152,-2.113111,-0.402633,0.013301,0.067157,0.334851,0.339305,-1.761130,-0.268021,-0.134011,False
2000-10-03,-1.000000,-2.159727,-0.405409,-0.070877,0.051814,0.352050,0.338666,-1.893483,0.893483,0.446742,False
2000-10-31,-3.000000,-2.200153,-0.407838,-0.082491,0.025604,0.362882,0.337710,-1.964287,-1.035713,-0.517857,False
2000-11-01,-2.134370,-2.201591,-0.407925,-0.081452,0.024520,0.363194,0.337669,-1.965585,-0.168785,-0.084392,False
2000-12-05,-3.000000,-2.250214,-0.410875,-0.002851,-0.014474,0.370697,0.335995,-1.971722,-1.028278,-0.514139,False
2001-01-01,-2.209001,-2.288478,-0.413218,0.068151,-0.042637,0.372299,0.334279,-1.969604,-0.239397,-0.119698,False
2001-02-01,-2.247521,-2.332033,-0.415915,0.080799,-0.063632,0.369342,0.331883,-2.029556,-0.217966,-0.108983,False
2001-03-01,-2.287635,-2.371029,-0.418351,0.018723,-0.067453,0.362288,0.329334,-2.146488,-0.141147,-0.070573,False
2001-04-25,-2.000000,-2.446689,-0.423136,-0.086893,-0.032648,0.336672,0.323274,-2.329419,0.329419,0.164709,False
2001-05-01,-2.371174,-2.454868,-0.423658,-0.083134,-0.026328,0.332969,0.322530,-2.332488,-0.038685,-0.019343,False
2001-06-07,0.000000,-2.504984,-0.426876,0.001440,0.016100,0.306405,0.317580,-2.290337,2.290337,1.145168,False
2001-07-02,-1.000000,-2.538536,-0.429051,0.067199,0.042180,0.285010,0.313889,-2.259309,1.259309,0.629655,False
2001-08-28,-2.000000,-2.614106,-0.434010,0.025991,0.067749,0.227008,0.304451,-2.422917,0.422917,0.211458,False
2001-09-26,-2.000000,-2.652064,-0.436533,-0.056061,0.056884,0.193253,0.299113,-2.595408,0.595408,0.297704,False
2001-10-31,-3.000000,-2.697442,-0.439578,-0.082658,0.025788,0.149446,0.292201,-2.752243,-0.247757,-0.123879,False
2001-11-29,-2.000000,-2.734684,-0.442101,-0.020920,-0.007464,0.111123,0.286093,-2.807954,0.807954,0.403977,False
2001-12-13,-3.000000,-2.752549,-0.443319,0.020795,-0.023372,0.092112,0.283023,-2.823309,-0.176691,-0.088346,False
2002-01-30,-2.000000,-2.813236,-0.447495,0.082899,-0.062773,0.025298,0.271912,-2.943395,0.943395,0.471697,False
2002-02-26,-4.000000,-2.846993,-0.449844,0.027424,-0.067794,-0.012795,0.265273,-3.084729,-0.915271,-0.457635,False
2002-03-26,-2.000000,-2.881716,-0.452280,-0.052525,-0.057825,-0.052153,0.258102,-3.238397,1.238397,0.619199,False
2002-04-30,-4.000000,-2.924714,-0.455325,-0.084012,-0.027403,-0.100473,0.248739,-3.343187,-0.656813,-0.328406,False
2002-05-29,-3.000000,-2.960003,-0.457848,-0.025272,0.005717,-0.139207,0.240657,-3.335956,0.335956,0.167978,False
2002-06-18,-5.000000,-2.984163,-0.459588,0.033644,0.028241,-0.164968,0.234917,-3.311917,-1.688083,-0.844042,False
2002-07-31,-3.000000,-3.035624,-0.463329,0.083363,0.062546,-0.216958,0.222134,-3.347868,0.347868,0.173934,False
2002-08-26,-4.000000,-3.066422,-0.465591,0.031670,0.067896,-0.245684,0.214123,-3.464008,-0.535992,-0.267996,False
2002-09-13,-4.000000,-3.087604,-0.467157,-0.021525,0.063720,-0.264190,0.208457,-3.568299,-0.431701,-0.215851,False
2002-09-24,-4.000000,-3.100493,-0.468114,-0.051315,0.058130,-0.274899,0.204948,-3.631743,-0.368257,-0.184129,False
2002-10-25,-4.000000,-3.136590,-0.470811,-0.086719,0.032134,-0.302448,0.194873,-3.769562,-0.230438,-0.115219,False
2002-11-25,-4.000000,-3.172356,-0.473508,-0.032370,-0.002798,-0.325824,0.184535,-3.822321,-0.177679,-0.088840,False
2002-12-23,-4.000000,-3.204378,-0.475944,0.048224,-0.033959,-0.343080,0.174983,-3.834152,-0.165848,-0.082924,False
2003-01-27,-4.000000,-3.244032,-0.478989,0.085309,-0.061344,-0.359198,0.162774,-3.895480,-0.104520,-0.052260,False
2003-02-25,-5.000000,-3.276577,-0.481512,0.030264,-0.067867,-0.367778,0.152445,-4.011024,-0.988976,-0.494488,False
2003-03-25,-3.611200,-3.307734,-0.483948,-0.050090,-0.058431,-0.371846,0.142302,-4.129748,0.518547,0.259274,False
2003-04-28,-3.655750,-3.345220,-0.486906,-0.085469,-0.029527,-0.371157,0.129775,-4.188504,0.532754,0.266377,False
2003-05-26,-4.000000,-3.375808,-0.489342,-0.033763,0.002214,-0.365960,0.119300,-4.143359,0.143359,0.071679,False
2003-06-23,-3.000000,-3.406141,-0.491778,0.046963,0.033451,-0.356643,0.108693,-4.065455,1.065455,0.532727,False
2003-07-29,-5.000000,-3.444772,-0.494909,0.084970,0.061593,-0.338781,0.094883,-4.037018,-0.962982,-0.481491,False
2003-08-29,-4.000000,-3.477707,-0.497606,0.023104,0.067646,-0.318335,0.082851,-4.120048,0.120048,0.060024,False
2003-09-30,-2.000000,-3.511388,-0.500390,-0.064733,0.054190,-0.292625,0.070313,-4.244633,2.244633,1.122317,False
2003-10-30,-2.000000,-3.542673,-0.503000,-0.083585,0.026866,-0.264606,0.058468,-4.308531,2.308531,1.154265,False
2003-11-01,-3.962551,-3.544749,-0.503174,-0.081632,0.024702,-0.262612,0.057675,-4.309791,0.347240,0.173620,False
2003-12-03,-3.000000,-3.577794,-0.505958,-0.009074,-0.012094,-0.228738,0.044954,-4.288705,1.288705,0.644353,False
2003-12-23,-3.000000,-3.598288,-0.507698,0.048224,-0.033959,-0.205825,0.036970,-4.260576,1.260576,0.630288,False
2004-01-13,-5.000000,-3.619676,-0.509522,0.084355,-0.052562,-0.180536,0.028577,-4.249365,-0.750635,-0.375317,False
2004-02-19,-4.000000,-3.657035,-0.512733,0.046776,-0.067876,-0.133365,0.013767,-4.310465,0.310465,0.155233,False
2004-03-18,-4.000000,-3.685035,-0.515162,-0.033754,-0.061802,-0.095883,0.002540,-4.389095,0.389095,0.194548,False
2004-04-28,-4.000000,-3.725615,-0.518719,-0.085020,-0.028811,-0.039182,-0.013900,-4.411248,0.411248,0.205624,False
2004-05-27,-5.000000,-3.754021,-0.521235,-0.029278,0.004082,0.001573,-0.025511,-4.324392,-0.675608,-0.337804,False
2004-06-29,-3.000000,-3.786049,-0.524098,0.062165,0.039856,0.047898,-0.038687,-4.198915,1.198915,0.599458,False
2004-07-29,-5.000000,-3.814893,-0.526701,0.084661,0.061803,0.089384,-0.050614,-4.156360,-0.843640,-0.421820,False
2004-08-19,-5.000000,-3.834931,-0.528523,0.049283,0.067806,0.117773,-0.058926,-4.187518,-0.812482,-0.406241,False
2004-09-24,-5.000000,-3.868991,-0.531647,-0.051972,0.057966,0.164614,-0.073088,-4.303118,-0.696882,-0.348441,False
2004-10-29,-4.000000,-3.901758,-0.534683,-0.084276,0.027750,0.207242,-0.086730,-4.372455,0.372455,0.186227,False
2004-11-30,-4.000000,-3.931419,-0.537460,-0.017730,-0.008727,0.243062,-0.099074,-4.351348,0.351348,0.175674,False
2004-12-31,-4.000000,-3.959885,-0.540149,0.066233,-0.041722,0.274377,-0.110897,-4.312043,0.312043,0.156021,False
2005-01-26,-5.000000,-3.983558,-0.542411,0.085911,-0.060831,0.297812,-0.120725,-4.323801,-0.676199,-0.338100,False
2005-02-25,-4.000000,-4.010646,-0.545021,0.030264,-0.067867,0.321249,-0.131923,-4.403943,0.403943,0.201972,False
2005-03-25,-4.000000,-4.035711,-0.547457,-0.050090,-0.058431,0.339383,-0.142224,-4.494530,0.494530,0.247265,False
2005-04-27,-4.000000,-4.064985,-0.550328,-0.086046,-0.030577,0.355835,-0.154163,-4.530263,0.530263,0.265132,False
2005-05-10,-3.000000,-4.076438,-0.551459,-0.070959,-0.016344,0.360800,-0.158803,-4.513203,1.513203,0.756601,False
2005-06-14,-4.000000,-4.107055,-0.554504,0.022253,0.023920,0.369784,-0.171104,-4.416705,0.416705,0.208352,False
2005-07-29,-4.000000,-4.145954,-0.558419,0.084970,0.061593,0.371771,-0.186484,-4.372523,0.372523,0.186262,False
2005-08-26,-4.000000,-4.169896,-0.560855,0.031670,0.067896,0.367548,-0.195790,-4.459425,0.459425,0.229713,False
2005-09-28,-5.000000,-4.197858,-0.563726,-0.060540,0.055570,0.357265,-0.206479,-4.615769,-0.384231,-0.192115,False
2005-10-26,-5.000000,-4.221370,-0.566161,-0.086296,0.031098,0.344150,-0.215302,-4.713882,-0.286118,-0.143059,False
