date,242.087,242.087_exp_trend,242.087_trend,242.087_0.5yr,242.087_1yr,242.087_6.14yr,242.087_16.16yr,242.087_model,242.087_noise,242.087_wtest,flagged
1999-09-14,-1.000000,-0.401069,-0.996081,0.193123,-0.027571,0.190996,0.235109,-0.805494,-0.194506,-0.097253,False
1999-10-07,-1.000000,-0.409295,-0.999889,0.131233,0.002436,0.181780,0.234152,-0.859582,-0.140418,-0.070209,False
1999-11-02,-1.000000,-0.418454,-1.004193,-0.028588,0.035658,0.170454,0.232901,-1.012222,0.012222,0.006111,False
1999-12-07,-1.000000,-0.430554,-1.009987,-0.188679,0.068282,0.153789,0.230936,-1.176213,0.176213,0.088107,False
2000-01-05,-2.000000,-0.440384,-1.014786,-0.137264,0.077353,0.138859,0.229064,-1.147158,-0.852842,-0.426421,False
2000-02-16,-1.000000,-0.454313,-1.021721,0.117242,0.057603,0.115695,0.225975,-0.959519,-0.040481,-0.020241,False
2000-03-14,-1.000000,-0.463079,-1.026178,0.193217,0.028440,0.099941,0.223751,-0.943908,-0.056092,-0.028046,False
2000-04-11,-2.000000,-0.472017,-1.030801,0.109295,-0.008047,0.083004,0.221251,-1.097315,-0.902685,-0.451343,False
2000-05-09,-1.000000,-0.480802,-1.035424,-0.068095,-0.042709,0.065558,0.218554,-1.342918,0.342918,0.171459,False
2000-06-21,-1.129782,-0.494002,-1.042523,-0.186441,-0.074996,0.038022,0.214038,-1.545902,0.416119,0.208060,False
2000-07-31,-1.000000,-0.505971,-1.049127,0.013189,-0.070023,0.011906,0.209436,-1.390590,0.390590,0.195295,False
2000-08-29,0.000000,-0.514466,-1.053915,0.168936,-0.045823,-0.007139,0.205862,-1.246545,1.246545,0.623273,False
2000-09-01,-1.193699,-0.515336,-1.054411,0.177684,-0.042554,-0.009109,0.205481,-1.238244,0.044545,0.022273,False
2000-10-03,-1.000000,-0.524519,-1.059694,0.148417,-0.002562,-0.030052,0.201289,-1.267120,0.267120,0.133560,False
2000-10-31,-2.000000,-0.532406,-1.064317,-0.016496,0.033477,-0.048185,0.197430,-1.430497,-0.569503,-0.284752,False
2000-11-01,-1.267437,-0.532685,-1.064482,-0.023095,0.034669,-0.048828,0.197289,-1.437132,0.169695,0.084847,False
2000-12-05,-2.000000,-0.542076,-1.070095,-0.185504,0.067040,-0.070424,0.192361,-1.608699,-0.391301,-0.195651,False
2001-01-01,-1.316410,-0.549395,-1.074553,-0.154589,0.077223,-0.087130,0.188269,-1.600176,0.283766,0.141883,False
2001-02-01,-1.341451,-0.557649,-1.079685,0.026943,0.068801,-0.105743,0.183366,-1.463968,0.122517,0.061258,False
2001-03-01,-1.366551,-0.564970,-1.084320,0.172542,0.044571,-0.121873,0.178765,-1.375286,0.008735,0.004367,False
2001-04-25,-2.000000,-0.578989,-1.093426,0.027755,-0.025268,-0.151282,0.169269,-1.651940,-0.348060,-0.174030,False
2001-05-01,-1.415810,-0.580490,-1.094419,-0.012055,-0.032671,-0.154284,0.168197,-1.705722,0.289912,0.144956,False
2001-06-07,-1.000000,-0.589623,-1.100545,-0.187934,-0.067967,-0.171806,0.161439,-1.956436,0.956436,0.478218,False
2001-07-02,-1.000000,-0.595677,-1.104683,-0.156562,-0.077181,-0.182610,0.156729,-1.959984,0.959984,0.479992,False
2001-08-28,-4.000000,-0.609137,-1.114120,0.164426,-0.047250,-0.203813,0.145582,-1.664312,-2.335688,-1.167844,False
2001-09-26,-2.000000,-0.615806,-1.118921,0.174368,-0.012161,-0.212636,0.139702,-1.645454,-0.354546,-0.177273,False
2001-10-31,-1.000000,-0.623698,-1.124715,-0.015373,0.033273,-0.221408,0.132428,-1.819493,0.819493,0.409746,False
2001-11-29,-4.000000,-0.630109,-1.129516,-0.170239,0.062645,-0.227066,0.126261,-1.968024,-2.031976,-1.015988,False
2001-12-13,-2.000000,-0.633163,-1.131834,-0.193212,0.071667,-0.229263,0.123241,-1.992565,-0.007435,-0.003717,False
2002-01-30,-5.000000,-0.643438,-1.139781,0.013714,0.069978,-0.234096,0.112681,-1.820941,-3.179059,-1.589529,False
2002-02-26,-1.000000,-0.649085,-1.144250,0.162655,0.047775,-0.234957,0.106610,-1.711253,0.711253,0.355626,False
2002-03-26,-1.000000,-0.654843,-1.148886,0.178433,0.014129,-0.234429,0.100221,-1.745374,0.745374,0.372687,False
2002-04-30,-1.000000,-0.661902,-1.154680,-0.005410,-0.031459,-0.231739,0.092110,-1.993081,0.993081,0.496540,False
2002-05-29,-1.000000,-0.667637,-1.159481,-0.165294,-0.061453,-0.227820,0.085292,-2.196392,1.196392,0.598196,False
2002-06-18,-1.000000,-0.671533,-1.162792,-0.191218,-0.073705,-0.224238,0.080542,-2.242944,1.242944,0.621472,False
2002-07-31,-1.000000,-0.679748,-1.169911,0.010395,-0.070259,-0.214167,0.070209,-2.053482,1.053482,0.526741,False
2002-08-26,-1.000000,-0.684611,-1.174215,0.157054,-0.049330,-0.206558,0.063888,-1.893773,0.893773,0.446887,False
2002-09-13,-3.000000,-0.687933,-1.177195,0.193223,-0.028811,-0.200645,0.059483,-1.841879,-1.158121,-0.579060,False
2002-09-24,-1.000000,-0.689944,-1.179016,0.179683,-0.014783,-0.196780,0.056780,-1.844061,0.844061,0.422030,False
2002-10-25,-3.000000,-0.695541,-1.184149,0.024459,0.025896,-0.184891,0.049122,-1.965102,-1.034898,-0.517449,False
2002-11-25,-1.000000,-0.701031,-1.189281,-0.156079,0.059374,-0.171606,0.041411,-2.117212,1.117212,0.558606,False
2002-12-23,-2.000000,-0.705901,-1.193916,-0.182574,0.075595,-0.158490,0.034407,-2.130879,0.130879,0.065440,False
2003-01-27,-1.000000,-0.711872,-1.199711,-0.006230,0.071587,-0.140733,0.025609,-1.961350,0.961350,0.480675,False
2003-02-25,-1.000000,-0.716722,-1.204512,0.158968,0.048815,-0.124986,0.018292,-1.820144,0.820144,0.410072,False
2003-03-25,-1.955590,-0.721324,-1.209147,0.180880,0.015436,-0.108998,0.011211,-1.831941,-0.123648,-0.061824,False
2003-04-28,-1.983928,-0.726806,-1.214776,0.007892,-0.029008,-0.088691,0.002600,-2.048788,0.064860,0.032430,False
2003-05-26,-2.000000,-0.731235,-1.219411,-0.154096,-0.058945,-0.071354,-0.004495,-2.239536,0.239536,0.119768,False
2003-06-23,-2.000000,-0.735589,-1.224047,-0.183636,-0.075451,-0.053578,-0.011585,-2.283886,0.283886,0.141943,False
2003-07-29,-3.000000,-0.741077,-1.230007,-0.002905,-0.071332,-0.030254,-0.020686,-2.096260,-0.903740,-0.451870,False
2003-08-29,-3.000000,-0.745706,-1.235139,0.167822,-0.046188,-0.009913,-0.028499,-1.897624,-1.102376,-0.551188,False
2003-09-30,-1.000000,-0.750393,-1.240437,0.161289,-0.006876,0.011160,-0.036531,-1.861788,0.861788,0.430894,False
2003-10-30,-3.000000,-0.754704,-1.245403,-0.008734,0.032066,0.030838,-0.044023,-1.989959,-1.010041,-0.505020,False
2003-11-01,-2.166656,-0.754989,-1.245734,-0.021994,0.034471,0.032144,-0.044521,-2.000623,-0.166033,-0.083016,False
2003-12-03,-3.000000,-0.759495,-1.251032,-0.181174,0.065619,0.052869,-0.052459,-2.125671,-0.874329,-0.437164,False
2003-12-23,-3.000000,-0.762266,-1.254343,-0.182574,0.075595,0.065617,-0.057390,-2.115360,-0.884640,-0.442320,False
2004-01-13,-2.000000,-0.765140,-1.257814,-0.095232,0.076521,0.078759,-0.062531,-2.025437,0.025437,0.012719,False
2004-02-19,-2.000000,-0.770113,-1.263923,0.132413,0.054868,0.101199,-0.071501,-1.817057,-0.182943,-0.091471,False
2004-03-18,-2.000000,-0.773802,-1.268546,0.191180,0.023436,0.117473,-0.078217,-1.788475,-0.211525,-0.105763,False
2004-04-28,-1.000000,-0.779090,-1.275315,0.003387,-0.029843,0.139979,-0.087925,-2.028806,1.028806,0.514403,False
2004-05-27,-2.000000,-0.782751,-1.280103,-0.160274,-0.060301,0.154805,-0.094691,-2.223315,0.223315,0.111658,False
2004-06-29,0.000000,-0.786837,-1.285551,-0.165689,-0.076886,0.170433,-0.102281,-2.246812,2.246812,1.123406,False
2004-07-29,-2.000000,-0.790481,-1.290504,-0.000070,-0.071110,0.183385,-0.109073,-2.077852,0.077852,0.038926,False
2004-08-19,-3.000000,-0.792992,-1.293971,0.127505,-0.055796,0.191690,-0.113761,-1.937326,-1.062674,-0.531337,False
2004-09-24,-1.000000,-0.797222,-1.299915,0.179014,-0.014430,0.204375,-0.121666,-1.849844,0.849844,0.424922,False
2004-10-29,-3.000000,-0.801245,-1.305693,-0.003247,0.031063,0.214724,-0.129180,-1.993578,-1.006422,-0.503211,False
2004-11-30,-3.000000,-0.804848,-1.310976,-0.173540,0.063484,0.222391,-0.135894,-2.139384,-0.860616,-0.430308,False
2004-12-31,-1.000000,-0.808272,-1.316095,-0.158478,0.077133,0.228123,-0.142249,-2.119837,1.119837,0.559919,False
2005-01-26,-2.000000,-0.811093,-1.320398,-0.012874,0.072081,0.231618,-0.147474,-1.988141,-0.011859,-0.005929,False
2005-02-25,-1.000000,-0.814293,-1.325365,0.158968,0.048815,0.234122,-0.153362,-1.851115,0.851115,0.425557,False
2005-03-25,-1.000000,-0.817226,-1.330000,0.180880,0.015436,0.234966,-0.158717,-1.874662,0.874662,0.437331,False
2005-04-27,-1.000000,-0.820620,-1.335464,0.014533,-0.027769,0.234102,-0.164846,-2.100063,1.100063,0.550032,False
2005-05-10,-2.000000,-0.821938,-1.337616,-0.070284,-0.043100,0.233211,-0.167205,-2.206931,0.206931,0.103465,False
2005-06-14,-2.000000,-0.825434,-1.343410,-0.193219,-0.071915,0.229278,-0.173396,-2.378095,0.378095,0.189048,False
2005-07-29,-3.000000,-0.829819,-1.350860,-0.002905,-0.071332,0.220987,-0.181000,-2.214928,-0.785072,-0.392536,False
2005-08-26,-3.000000,-0.832488,-1.355496,0.157054,-0.049330,0.214045,-0.185522,-2.051737,-0.948263,-0.474132,False
2005-09-28,-2.000000,-0.835574,-1.360959,0.168227,-0.009524,0.204174,-0.190640,-2.024296,0.024296,0.012148,False
2005-10-26,-3.000000,-0.838144,-1.365594,0.017847,0.027147,0.194425,-0.194798,-2.159116,-0.840884,-0.420442,False
2005-11-30,-2.000000,-0.841294,-1.371389,-0.173284,0.063417,0.180563,-0.199752,-2.341738,0.341738,0.170869,False
2005-12-26,-2.000000,-0.843591,-1.375693,-0.175079,0.076342,0.169133,-0.203252,-2.352140,0.352140,0.176070,False
2006-01-13,-2.000000,-0.845160,-1.378673,-0.095043,0.076515,0.160690,-0.205584,-2.287255,0.287255,0.143627,False
2006-02-15,-2.000000,-0.847991,-1.384136,0.112567,0.058373,0.144164,-0.209663,-2.126686,0.126686,0.063343,False
2006-03-15,-1.000000,-0.850348,-1.388772,0.193201,0.028192,0.129170,-0.212921,-2.101478,1.101478,0.550739,False
2006-04-12,-3.000000,-0.852666,-1.393407,0.107776,-0.008412,0.113379,-0.215990,-2.249319,-0.750681,-0.375341,False
2006-05-15,-3.000000,-0.855346,-1.398870,-0.100076,-0.048462,0.093881,-0.219359,-2.528233,-0.471767,-0.235884,False
2006-06-13,,-0.857657,-1.403671,-0.193148,-0.071413,0.076077,-0.222096,-2.671909,,,False
2006-07-10,-2.000000,-0.859771,-1.408141,-0.119864,-0.077166,0.059046,-0.224455,-2.630351,0.630351,0.315176,False
2006-08-22,-2.000000,-0.863067,-1.415260,0.140115,-0.053313,0.031266,-0.227826,-2.388085,0.388085,0.194043,False
2006-09-19,-2.000000,-0.865167,-1.419896,0.189199,-0.021256,0.012907,-0.229765,-2.333978,0.333978,0.166989,False
2006-10-18,-1.000000,-0.867304,-1.424697,0.069499,0.016946,-0.006190,-0.231558,-2.443304,1.443304,0.721652,False
2006-11-15,-2.000000,-0.869331,-1.429332,-0.108474,0.050003,-0.024591,-0.233079,-2.614805,0.614805,0.307403,False
2006-12-12,-4.000000,-0.871253,-1.433802,-0.193026,0.071155,-0.042193,-0.234350,-2.703470,-1.296530,-0.648265,False
2007-01-15,-4.000000,-0.873629,-1.439431,-0.083243,0.076078,-0.064002,-0.235674,-2.619900,-1.380100,-0.690050,False
2007-02-06,-3.000000,-0.875140,-1.443073,0.059319,0.065507,-0.077816,-0.236366,-2.507569,-0.492431,-0.246215,False
2007-03-26,-4.000000,-0.878365,-1.451019,0.178433,0.014129,-0.106859,-0.237425,-2.481107,-1.518893,-0.759447,False
2007-04-17,-3.000000,-0.879812,-1.454662,0.078713,-0.014991,-0.119555,-0.237703,-2.628012,-0.371988,-0.185994,False
2007-05-15,-3.000000,-0.881626,-1.459297,-0.100076,-0.048462,-0.135050,-0.237868,-2.862380,-0.137620,-0.068810,False
2007-06-12,-5.000000,-0.883408,-1.463933,-0.192848,-0.070891,-0.149713,-0.237822,-2.998615,-2.001385,-1.000693,False
2007-07-13,-3.000000,-0.885346,-1.469065,-0.103600,-0.076783,-0.164868,-0.237524,-2.937186,-0.062814,-0.031407,False
2007-08-15,-2.000000,-0.887369,-1.474528,0.104310,-0.059664,-0.179631,-0.236922,-2.733804,0.733804,0.366902,False
2007-09-19,-3.000000,-0.889470,-1.480322,0.189199,-0.021256,-0.193606,-0.235964,-2.631419,-0.368581,-0.184290,False
2007-10-16,-3.000000,-0.891060,-1.484792,0.081739,0.014338,-0.203121,-0.235000,-2.717897,-0.282103,-0.141051,False
2007-11-16,-3.000000,-0.892853,-1.489924,-0.113914,0.051012,-0.212608,-0.233654,-2.891942,-0.108058,-0.054029,False
2007-12-06,-4.000000,-0.893992,-1.493235,-0.187134,0.067646,-0.217880,-0.232651,-2.957246,-1.042754,-0.521377,False
2008-01-11,-3.000000,-0.896007,-1.499191,-0.106544,0.076865,-0.225631,-0.230580,-2.881088,-0.118912,-0.059456,False
2008-02-12,-3.000000,-0.897761,-1.504474,0.095111,0.061010,-0.230589,-0.228460,-2.705163,-0.294837,-0.147418,False
2008-03-04,-2.000000,-0.898894,-1.507941,0.182475,0.040311,-0.232842,-0.226925,-2.643816,0.643816,0.321908,False
2008-04-07,-3.000000,-0.900696,-1.513555,0.130081,-0.002749,-0.234786,-0.224201,-2.745905,-0.254095,-0.127047,False
2008-05-06,-3.000000,-0.902204,-1.518342,-0.049141,-0.039332,-0.234769,-0.221646,-2.965435,-0.034565,-0.017283,False
2008-06-03,-4.000000,-0.903635,-1.522965,-0.181357,-0.065675,-0.233289,-0.218979,-3.125900,-0.874100,-0.437050,False
2008-07-07,-3.000000,-0.905339,-1.528579,-0.132515,-0.077329,-0.229572,-0.215481,-3.088814,0.088814,0.044407,False
2008-08-04,-3.000000,-0.906717,-1.533201,0.039456,-0.067602,-0.224952,-0.212389,-2.905404,-0.094596,-0.047298,False
2008-09-08,-4.000000,-0.908405,-1.538980,0.190648,-0.034502,-0.217243,-0.208260,-2.716742,-1.283258,-0.641629,False
2008-10-06,-3.000000,-0.909730,-1.543603,0.134909,0.001421,-0.209576,-0.204749,-2.731327,-0.268673,-0.134337,False
2008-11-03,-3.000000,-0.911032,-1.548226,-0.036203,0.037023,-0.200624,-0.201057,-2.860119,-0.139881,-0.069940,False
2008-12-02,-3.000000,-0.912357,-1.553013,-0.178961,0.064964,-0.190059,-0.197046,-2.966472,-0.033528,-0.016764,False
2009-01-07,-2.000000,-0.913969,-1.558960,-0.127527,0.077281,-0.175206,-0.191804,-2.890186,0.890186,0.445093,False
2009-02-04,-3.000000,-0.915199,-1.563595,0.046526,0.066884,-0.162388,-0.187523,-2.715295,-0.284705,-0.142353,False
2009-03-03,-3.000000,-0.916364,-1.568065,0.178117,0.042368,-0.149080,-0.183236,-2.596261,-0.403739,-0.201870,False
2009-04-07,-3.000000,-0.917847,-1.573860,0.133654,-0.001770,-0.130570,-0.177455,-2.667847,-0.332153,-0.166077,False
2009-05-08,-3.000000,-0.919134,-1.578992,-0.057734,-0.040863,-0.113120,-0.172128,-2.881970,-0.118030,-0.059015,False
2009-06-03,-4.000000,-0.920194,-1.583296,-0.179991,-0.065264,-0.097820,-0.167515,-3.014081,-0.985919,-0.492960,False
2009-07-07,-3.000000,-0.921555,-1.588925,-0.134850,-0.077344,-0.077042,-0.161290,-2.961006,-0.038994,-0.019497,False
2009-08-04,-3.000000,-0.922655,-1.593560,0.036783,-0.067865,-0.059397,-0.156004,-2.762698,-0.237302,-0.118651,False
2009-09-07,-2.000000,-0.923965,-1.599189,0.189031,-0.036060,-0.037489,-0.149399,-2.557071,0.557071,0.278536,False
2009-10-16,-2.000000,-0.925435,-1.605646,0.081739,0.014338,-0.011953,-0.141582,-2.588539,0.588539,0.294270,False
2009-11-03,-2.000000,-0.926102,-1.608626,-0.035149,0.036834,-0.000100,-0.137891,-2.671034,0.671034,0.335517,False
2009-12-01,-2.000000,-0.927124,-1.613261,-0.176124,0.064170,0.018327,-0.132049,-2.766061,0.766061,0.383030,False
2010-01-11,-2.000000,-0.928589,-1.620049,-0.106392,0.076861,0.045074,-0.123284,-2.656379,0.656379,0.328190,False
2010-02-03,-2.000000,-0.929395,-1.623856,0.040043,0.067543,0.059840,-0.118264,-2.504089,0.504089,0.252044,False
2010-03-09,-3.000000,-0.930566,-1.629485,0.189692,0.035469,0.081195,-0.110712,-2.364407,-0.635593,-0.317797,False
2010-04-06,-4.000000,-0.931511,-1.634121,0.138378,-0.000439,0.098236,-0.104384,-2.433841,-1.566159,-0.783080,False
2010-05-07,-3.000000,-0.932540,-1.639253,-0.051352,-0.039726,0.116394,-0.097270,-2.643748,-0.356252,-0.178126,False
2010-06-08,-4.000000,-0.933581,-1.644551,-0.189368,-0.068593,0.134213,-0.089815,-2.791694,-1.208306,-0.604153,False
2010-07-13,-4.000000,-0.934696,-1.650345,-0.103600,-0.076783,0.152463,-0.081542,-2.694504,-1.305496,-0.652748,False
2010-08-11,-3.000000,-0.935602,-1.655146,0.080994,-0.062910,0.166480,-0.074601,-2.480786,-0.519214,-0.259607,False
2010-09-08,-1.000000,-0.936462,-1.659781,0.190297,-0.034876,0.178971,-0.067832,-2.329684,1.329684,0.664842,False
2010-10-06,-1.000000,-0.937307,-1.664417,0.136037,0.001105,0.190359,-0.061002,-2.335226,1.335226,0.667613,False
2010-11-10,-1.000000,-0.938343,-1.670211,-0.079481,0.044744,0.202939,-0.052390,-2.492743,1.492743,0.746371,False
2010-12-02,-2.000000,-0.938983,-1.673853,-0.178755,0.064904,0.209853,-0.046938,-2.563772,0.563772,0.281886,False
2011-01-05,-2.000000,-0.939955,-1.679482,-0.137213,0.077353,0.218961,-0.038463,-2.498799,0.498799,0.249399,False
2011-02-09,-2.000000,-0.940935,-1.685276,0.077962,0.063296,0.226259,-0.029686,-2.288380,0.288380,0.144190,False
2011-03-10,-2.000000,-0.941730,-1.690078,0.190845,0.034281,0.230660,-0.022382,-2.198404,0.198404,0.099202,False
2011-04-11,-2.000000,-0.942592,-1.695375,0.113233,-0.007087,0.233746,-0.014298,-2.312373,0.312373,0.156187,False
2011-05-10,-2.000000,-0.943358,-1.700176,-0.070284,-0.043100,0.234920,-0.006957,-2.528956,0.528956,0.264478,False
2011-06-07,-2.000000,-0.944086,-1.704812,-0.187934,-0.067967,0.234580,0.000137,-2.670082,0.670082,0.335041,False
2011-07-12,-2.000000,-0.944977,-1.710606,-0.109153,-0.076934,0.232124,0.009003,-2.600542,0.600542,0.300271,False
2011-08-09,-2.000000,-0.945677,-1.715242,0.068732,-0.064423,0.228550,0.016088,-2.411970,0.411970,0.205985,False
2011-09-06,-2.000000,-0.946364,-1.719877,0.187541,-0.037232,0.223568,0.023159,-2.269205,0.269205,0.134603,False
2011-10-04,-2.000000,-0.947040,-1.724512,0.145155,-0.001558,0.217209,0.030209,-2.280537,0.280537,0.140269,False
2011-11-08,-3.000000,-0.947868,-1.730307,-0.067175,0.042545,0.207385,0.038983,-2.456437,-0.543563,-0.271781,False
2011-12-01,-3.000000,-0.948403,-1.734115,-0.176124,0.064170,0.199835,0.044720,-2.549916,-0.450084,-0.225042,False
2012-01-04,-3.000000,-0.949180,-1.739742,-0.141851,0.077355,0.187167,0.053148,-2.513102,-0.486898,-0.243449,False
2012-02-07,-2.000000,-0.949940,-1.745355,0.064981,0.064862,0.172839,0.061487,-2.331128,0.331128,0.165564,False
2012-03-01,-2.520703,-0.950446,-1.749153,0.174973,0.043656,0.162252,0.067082,-2.251635,-0.269068,-0.134534,False
2012-04-01,-2.518849,-0.951116,-1.754271,0.156557,0.005215,0.146930,0.074560,-2.322125,-0.196724,-0.098362,False
2012-05-01,-2.516979,-0.951753,-1.759224,-0.016496,-0.033477,0.131052,0.081720,-2.548177,0.031199,0.015599,False
2012-06-01,-2.515342,-0.952398,-1.764342,-0.176355,-0.064233,0.113677,0.089032,-2.754620,0.239278,0.119639,False
2012-07-01,-2.514175,-0.953012,-1.769295,-0.158478,-0.077133,0.096048,0.096015,-2.765854,0.251679,0.125839,False
2012-08-01,-2.513717,-0.953633,-1.774413,0.019798,-0.069448,0.077124,0.103129,-2.597443,0.083726,0.041863,False
2012-09-01,-2.513549,-0.954243,-1.779531,0.177684,-0.042554,0.057621,0.110131,-2.430892,-0.082658,-0.041329,False
2012-10-01,-2.514366,-0.954823,-1.784484,0.156557,-0.005215,0.038333,0.116794,-2.432837,-0.081528,-0.040764,False
2012-11-01,-2.515747,-0.955410,-1.789602,-0.023095,0.034669,0.018122,0.123554,-2.591762,0.076015,0.038007,False
2012-12-01,-2.517469,-0.955968,-1.794555,-0.176355,0.064233,-0.001569,0.129968,-2.734246,0.216776,0.108388,False
2013-01-01,-2.519982,-0.956534,-1.799673,-0.154589,0.077223,-0.021904,0.136458,-2.719020,0.199037,0.099519,False
2013-02-01,-2.522414,-0.957089,-1.804805,0.026943,0.068801,-0.042128,0.142817,-2.565462,0.043049,0.021524,False
2013-03-01,-2.524994,-0.957581,-1.809441,0.172542,0.044571,-0.060126,0.148426,-2.461610,-0.063384,-0.031692,False
2013-04-01,-2.528185,-0.958117,-1.814573,0.159433,0.006213,-0.079616,0.154483,-2.532178,0.003993,0.001996,False
2013-05-01,-2.531792,-0.958625,-1.819540,-0.012055,-0.032671,-0.097907,0.160183,-2.760615,0.228822,0.114411,False
2013-06-01,-2.536276,-0.959141,-1.824672,-0.174730,-0.063796,-0.116079,0.165902,-2.972515,0.436238,0.218119,False
2013-07-01,-2.541438,-0.959630,-1.829638,-0.160367,-0.077080,-0.132831,0.171265,-2.988282,0.446844,0.223422,False
2013-08-01,-2.547517,-0.960127,-1.834771,0.017030,-0.069691,-0.149154,0.176622,-2.820091,0.272574,0.136287,False
2013-09-01,-2.554308,-0.960614,-1.839903,0.176801,-0.042924,-0.164351,0.181786,-2.649204,0.094896,0.047448,False
2013-10-01,-2.559269,-0.961077,-1.844869,0.157531,-0.005549,-0.177878,0.186596,-2.645246,0.085977,0.042988,False
2013-11-01,-2.564589,-0.961546,-1.850001,-0.021994,0.034471,-0.190533,0.191365,-2.798238,0.233649,0.116824,False
2013-12-01,-2.570428,-0.961992,-1.854968,-0.176124,0.064170,-0.201411,0.195782,-2.934542,0.364114,0.182057,False
2014-01-01,-2.576971,-0.962444,-1.860100,-0.154589,0.077223,-0.211155,0.200136,-2.910930,0.333958,0.166979,False
2014-02-01,-2.583046,-0.962887,-1.865232,0.026943,0.068801,-0.219306,0.204272,-2.747409,0.164363,0.082182,False
2014-03-01,-2.589768,-0.963280,-1.869868,0.172542,0.044571,-0.225246,0.207816,-2.633465,0.043697,0.021848,False
2014-04-17,-2.000000,-0.963925,-1.877649,0.078713,-0.014991,-0.232083,0.213349,-2.796587,0.796587,0.398294,False
2014-05-05,-4.000000,-0.964168,-1.880629,-0.038415,-0.037418,-0.233640,0.215327,-2.938942,-1.061058,-0.530529,False
2014-06-11,-4.000000,-0.964657,-1.886754,-0.192319,-0.070347,-0.234970,0.219143,-3.129904,-0.870096,-0.435048,False
2014-07-17,-3.000000,-0.965123,-1.892714,-0.080229,-0.075954,-0.233839,0.222529,-3.025329,0.025329,0.012664,False
