date,292.095,292.095_trend,292.095_0.5yr,292.095_0.84yr,292.095_0.92yr,292.095_1yr,292.095_2.53yr,292.095_9.85yr,292.095_model,292.095_noise,292.095_wtest,flagged
2016-11-17,1.000000,1.094269,-0.187331,0.139515,-0.302296,-0.005838,0.020103,-0.517651,0.240772,0.759228,0.379614,False
2016-12-21,1.000000,1.094630,-0.061520,-0.072303,-0.217120,-0.058164,-0.054549,-0.515431,0.115542,0.884458,0.442229,False
2017-01-17,1.000000,1.094917,0.105219,-0.221469,-0.086114,-0.086698,-0.112053,-0.512374,0.181429,0.818571,0.409286,False
2017-02-16,-1.000000,1.095237,0.187483,-0.308573,0.083155,-0.096737,-0.171516,-0.507636,0.281412,-1.281412,-0.640706,False
2017-03-10,-1.000000,1.095471,0.128900,-0.300858,0.193848,-0.087954,-0.210725,-0.503273,0.315409,-1.315409,-0.657704,False
2017-04-07,0.000000,1.095769,-0.038676,-0.205610,0.286002,-0.059107,-0.253707,-0.496647,0.328025,-0.328025,-0.164013,False
2017-05-03,0.000000,1.096046,-0.167576,-0.057162,0.303091,-0.020067,-0.285426,-0.489429,0.379479,-0.379479,-0.189739,False
2017-06-16,1.000000,1.096515,-0.093985,0.206007,0.177691,0.050536,-0.318423,-0.474920,0.643421,0.356579,0.178289,False
2017-07-17,0.000000,1.096845,0.097049,0.305731,0.012399,0.085553,-0.324736,-0.463007,0.809833,-0.809833,-0.404917,False
2017-08-04,1.000000,1.097036,0.172374,0.309517,-0.089188,0.095338,-0.321788,-0.455464,0.807826,0.192174,0.096087,False
2017-09-08,0.000000,1.097409,0.131231,0.202201,-0.248732,0.088300,-0.302359,-0.439514,0.528537,-0.528537,-0.264269,False
2017-10-11,1.000000,1.097760,-0.066569,0.008077,-0.305546,0.052990,-0.268377,-0.422969,0.095366,0.904634,0.452317,False
2017-11-03,0.000000,1.098005,-0.171727,-0.134930,-0.277971,0.017613,-0.236595,-0.410602,-0.116206,0.116206,0.058103,False
2017-12-04,0.000000,1.098335,-0.149413,-0.276265,-0.162983,-0.033294,-0.184774,-0.392888,-0.101280,0.101280,0.050640,False
2018-01-18,1.000000,1.098815,0.110510,-0.284308,0.084255,-0.087429,-0.095678,-0.365137,0.461027,0.538973,0.269486,False
2018-02-09,1.000000,1.099049,0.184610,-0.198751,0.194731,-0.096663,-0.048326,-0.350737,0.783913,0.216087,0.108044,False
2018-03-16,0.000000,1.099422,0.098151,0.009245,0.297853,-0.083298,0.028796,-0.326769,1.123399,-1.123399,-0.561699,False
2018-04-12,1.000000,1.099709,-0.069581,0.172332,0.293622,-0.052290,0.087405,-0.307440,1.223757,-0.223757,-0.111878,False
2018-05-11,1.000000,1.100018,-0.184307,0.289154,0.207796,-0.006866,0.147026,-0.285917,1.266904,-0.266904,-0.133452,False
2018-06-21,2.000000,1.100455,-0.064748,0.282397,-0.005892,0.057454,0.221080,-0.254249,1.336497,0.663503,0.331751,False
2018-07-19,2.000000,1.100753,0.107880,0.163767,-0.157930,0.087067,0.262129,-0.231863,1.331803,0.668197,0.334098,False
2018-08-16,1.000000,1.101051,0.187784,-0.007321,-0.267601,0.096840,0.293692,-0.208921,1.195524,-0.195524,-0.097762,False
2018-09-20,1.000000,1.101424,0.066262,-0.211269,-0.302061,0.078249,0.318104,-0.179546,0.871162,0.128838,0.064419,False
2018-10-22,0.000000,1.101764,-0.126772,-0.308353,-0.223575,0.036777,0.324727,-0.152100,0.652469,-0.652469,-0.326235,False
2018-11-19,0.000000,1.102062,-0.186096,-0.288455,-0.089399,-0.008959,0.317937,-0.127691,0.719401,-0.719401,-0.359701,False
2018-12-10,0.000000,1.102286,-0.122906,-0.211354,0.029288,-0.042496,0.305266,-0.109180,0.950904,-0.950904,-0.475452,False
2019-01-07,1.000000,1.102584,0.046546,-0.052107,0.177512,-0.078011,0.278755,-0.084275,1.391003,-0.391003,-0.195502,False
2019-02-15,1.000000,1.102999,0.187739,0.184975,0.298106,-0.096813,0.225298,-0.049262,1.853042,-0.853042,-0.426521,False
2019-03-04,1.000000,1.103181,0.154168,0.260102,0.304113,-0.091673,0.196797,-0.033919,1.892769,-0.892769,-0.446384,False
2019-04-15,1.000000,1.103628,-0.087193,0.301731,0.194019,-0.048011,0.115989,0.004087,1.584250,-0.584250,-0.292125,False
2019-05-14,-1.000000,1.103937,-0.187034,0.203179,0.044262,-0.001868,0.054271,0.030329,1.247075,-2.247075,-1.123538,False
2019-06-14,0.000000,1.104267,-0.104947,0.022175,-0.128670,0.047661,-0.013969,0.058293,0.984810,-0.984810,-0.492405,False
2019-07-05,1.000000,1.104490,0.024339,-0.110143,-0.224978,0.074411,-0.060030,0.077144,0.885234,0.114766,0.057383,False
2019-08-12,1.000000,1.104895,0.186139,-0.284260,-0.305389,0.096797,-0.139640,0.110974,0.769517,0.230483,0.115242,False
2019-09-06,1.000000,1.105161,0.140162,-0.312107,-0.277013,0.089620,-0.187260,0.132973,0.691537,0.308463,0.154232,False
2019-10-09,1.000000,1.105513,-0.054330,-0.227806,-0.151216,0.055750,-0.241637,0.161617,0.647891,0.352109,0.176055,False
2019-11-12,0.000000,1.105875,-0.186718,-0.036866,0.036109,0.002702,-0.284951,0.190565,0.826716,-0.826716,-0.413358,False
2019-12-09,1.000000,1.106162,-0.127720,0.132028,0.178441,-0.040991,-0.308617,0.213079,1.152382,-0.152382,-0.076191,False
2020-01-15,2.000000,1.106556,0.094054,0.290993,0.295625,-0.085128,-0.324074,0.243120,1.621146,0.378854,0.189427,False
2020-02-07,3.000000,1.106800,0.181642,0.311777,0.300953,-0.096367,-0.323422,0.261261,1.742644,1.257356,0.628678,False
2020-03-06,2.000000,1.107097,0.143039,0.246529,0.234459,-0.090043,-0.312035,0.282776,1.611823,0.388177,0.194089,False
2020-04-10,1.000000,1.107469,-0.061871,0.059515,0.067152,-0.054065,-0.282096,0.308717,1.144821,-0.144821,-0.072411,False
2020-05-08,0.000000,1.107766,-0.180797,-0.116425,-0.090556,-0.010768,-0.246631,0.328648,0.791237,-0.791237,-0.395619,False
2020-06-03,-2.000000,1.108042,-0.152943,-0.247648,-0.216196,0.031848,-0.205719,0.346455,0.663839,-2.663839,-1.331919,False
2020-07-08,-1.000000,1.108414,0.046443,-0.312595,-0.302903,0.077995,-0.140824,0.369297,0.845826,-1.845826,-0.922913,False
2020-08-06,0.000000,1.108722,0.177944,-0.249343,-0.280285,0.095969,-0.080891,0.387185,1.159301,-1.159301,-0.579650,False
2020-09-11,2.000000,1.109104,0.115127,-0.057755,-0.143675,0.085890,-0.002420,0.408011,1.514283,0.485717,0.242859,False
2020-10-12,3.000000,1.109434,-0.073891,0.135632,0.027132,0.051273,0.065442,0.424661,1.739684,1.260316,0.630158,False
2020-11-12,3.000000,1.109763,-0.186810,0.276375,0.189111,0.002474,0.130420,0.440072,1.961405,1.038595,0.519298,False
2020-12-08,3.000000,1.110039,-0.132082,0.312823,0.279208,-0.039574,0.180596,0.452008,2.163018,0.836982,0.418491,False
2021-01-15,3.000000,1.110443,0.094268,0.213709,0.292655,-0.085158,0.243511,0.467793,2.337220,0.662780,0.331390,False
2021-02-17,2.000000,1.110794,0.187005,0.023455,0.187770,-0.096633,0.285242,0.479855,2.177487,-0.177487,-0.088744,False
2021-03-11,2.000000,1.111028,0.124123,-0.114933,0.075639,-0.087242,0.305207,0.487012,1.900835,0.099165,0.049582,False
2021-04-11,1.000000,1.111359,-0.063536,-0.265336,-0.098979,-0.053686,0.321681,0.495873,1.447377,-0.447377,-0.223688,False
2021-05-06,0.000000,1.111625,-0.175420,-0.312751,-0.218689,-0.015148,0.324595,0.501961,1.216173,-1.216173,-0.608086,False
2021-06-25,3.000000,1.112157,-0.039936,-0.175096,-0.301526,0.062685,0.302500,0.511251,1.472035,1.527965,0.763982,False
2021-07-08,3.000000,1.112296,0.043407,-0.100583,-0.280748,0.077514,0.290878,0.513030,1.655793,1.344207,0.672103,False
2021-08-11,3.000000,1.112658,0.185175,0.113140,-0.154187,0.096715,0.250013,0.516428,2.119942,0.880058,0.440029,False
2021-09-08,3.000000,1.112956,0.131231,0.253497,-0.001540,0.088300,0.206239,0.517859,2.308543,0.691457,0.345729,False
2021-10-05,3.000000,1.113243,-0.029139,0.312246,0.146530,0.061069,0.156940,0.518064,2.278954,0.721046,0.360523,False
2021-11-02,3.000000,1.113541,-0.169010,0.274795,0.261008,0.019250,0.100260,0.517058,2.116904,0.883096,0.441548,False
