date,91.988,91.988_exp_trend,91.988_trend,91.988_0.5yr,91.988_1yr,91.988_5.01yr,91.988_8.98yr,91.988_17.88yr,91.988_model,91.988_noise,91.988_wtest,flagged
2001-08-28,-43.000000,-46.260150,2.205499,0.114804,0.009764,-0.246604,0.322089,1.026150,-42.828448,-0.171552,-0.085776,False
2001-09-26,-43.199851,-46.766613,2.220480,-0.103161,0.096258,-0.257082,0.334251,0.975713,-43.500155,0.300304,0.150152,False
2001-10-31,-44.000000,-47.365938,2.238560,-0.226506,0.167790,-0.266324,0.347550,0.913832,-44.191036,0.191036,0.095518,False
2001-11-29,-44.000000,-47.852828,2.253541,-0.102752,0.182783,-0.271071,0.357387,0.861770,-44.571170,0.571170,0.285585,False
2001-12-13,-46.000000,-48.084784,2.260774,0.003169,0.173855,-0.272403,0.361742,0.836393,-44.721254,-1.278746,-0.639373,False
2002-01-30,-45.000000,-48.865050,2.285570,0.226701,0.074814,-0.272176,0.374680,0.748263,-45.427198,0.427198,0.213599,False
2002-02-26,-46.000000,-49.293918,2.299518,0.118172,-0.008187,-0.268793,0.380570,0.697976,-46.074664,0.074664,0.037332,False
2002-03-26,-47.000000,-49.731203,2.313982,-0.092542,-0.092194,-0.262845,0.385601,0.645328,-46.833873,-0.166127,-0.083064,False
2002-04-30,-48.000000,-50.267310,2.332063,-0.227428,-0.165821,-0.251999,0.390327,0.578864,-47.611304,-0.388696,-0.194348,False
2002-05-29,-49.000000,-50.702843,2.347044,-0.113106,-0.183117,-0.240246,0.392913,0.523292,-47.976063,-1.023937,-0.511969,False
2002-06-18,-49.000000,-50.998710,2.357375,0.038271,-0.168809,-0.230744,0.393990,0.484726,-48.123901,-0.876099,-0.438050,False
2002-07-31,-48.000000,-51.622617,2.379588,0.227042,-0.076252,-0.206692,0.394343,0.401220,-48.503367,0.503367,0.251684,False
2002-08-26,-48.000000,-51.991926,2.393020,0.128064,0.003454,-0.189926,0.393256,0.350386,-48.913672,0.913672,0.456836,False
2002-09-13,-49.000000,-52.244159,2.402318,-0.005129,0.059208,-0.177423,0.391932,0.315062,-49.258191,0.258191,0.129096,False
2002-09-24,-49.000000,-52.396931,2.408001,-0.088947,0.090826,-0.169445,0.390893,0.293428,-49.472175,0.472175,0.236088,False
2002-10-25,-49.000000,-52.821943,2.424015,-0.226553,0.159257,-0.145698,0.387031,0.232290,-49.991602,0.991602,0.495801,False
2002-11-25,-51.000000,-53.238918,2.440029,-0.129680,0.183401,-0.120300,0.381802,0.170945,-50.312720,-0.687280,-0.343640,False
2002-12-23,-51.000000,-53.608759,2.454493,0.079845,0.161271,-0.096179,0.375921,0.115405,-50.518003,-0.481997,-0.240999,False
2003-01-27,-52.000000,-54.062181,2.472574,0.227737,0.083359,-0.064805,0.367049,0.045866,-50.930401,-1.069599,-0.534799,False
2003-02-25,-51.000000,-54.430540,2.487555,0.124804,-0.005032,-0.038079,0.358444,-0.011795,-51.514643,0.514643,0.257322,False
2003-03-25,-52.330176,-54.780009,2.502019,-0.085325,-0.089451,-0.011914,0.349085,-0.067459,-52.183053,-0.147123,-0.073561,False
2003-04-28,-53.000000,-55.196342,2.519583,-0.227713,-0.163024,0.019983,0.336372,-0.134981,-52.846122,-0.153878,-0.076939,False
2003-05-26,-53.000000,-55.532719,2.534048,-0.132884,-0.183417,0.046065,0.324827,-0.190482,-53.134562,0.134562,0.067281,False
2003-06-23,-53.000000,-55.863345,2.548512,0.076161,-0.162017,0.071722,0.312347,-0.245845,-53.262466,0.262466,0.131233,False
2003-07-29,-53.000000,-56.280144,2.567109,0.227733,-0.081949,0.103702,0.294984,-0.316758,-53.485324,0.485324,0.242662,False
2003-08-29,-54.000000,-56.631724,2.583123,0.107965,0.012915,0.129988,0.278904,-0.377520,-53.896348,-0.103652,-0.051826,False
2003-09-30,-54.000000,-56.987672,2.599654,-0.130057,0.106772,0.155573,0.261273,-0.439889,-54.434346,0.434346,0.217173,False
2003-10-30,-55.000000,-57.315063,2.615152,-0.227188,0.166490,0.177858,0.243850,-0.497981,-54.836882,-0.163118,-0.081559,False
2003-11-01,-55.415102,-57.336675,2.616185,-0.225555,0.169040,0.179279,0.242660,-0.501840,-54.856906,-0.558196,-0.279098,False
2003-12-03,-53.000000,-57.678867,2.632716,-0.073878,0.181299,0.200820,0.223133,-0.563315,-55.078091,2.078091,1.039046,False
2003-12-23,-54.000000,-57.889337,2.643047,0.079845,0.161271,0.213067,0.210498,-0.601469,-55.183078,1.183078,0.591539,False
2004-01-13,-54.000000,-58.107559,2.653879,0.200867,0.120023,0.224825,0.196920,-0.641229,-55.352273,1.352273,0.676136,False
2004-02-19,-55.000000,-58.485245,2.672940,0.161963,0.014320,0.242652,0.172267,-0.710554,-55.931658,0.931658,0.465829,False
2004-03-18,-56.000000,-58.765395,2.687365,-0.038577,-0.071854,0.253566,0.153031,-0.762426,-56.544291,0.544291,0.272146,False
2004-04-28,-56.000000,-59.166997,2.708487,-0.227737,-0.163993,0.265316,0.124088,-0.837376,-57.298212,1.298212,0.649106,False
2004-05-27,-56.000000,-59.444995,2.723427,-0.122510,-0.183318,0.270480,0.103146,-0.889613,-57.543383,1.543383,0.771691,False
2004-06-29,-57.000000,-59.755358,2.740428,0.121948,-0.151389,0.273109,0.078933,-0.948214,-57.640543,0.640543,0.320271,False
2004-07-29,-56.000000,-60.032084,2.755883,0.227676,-0.080743,0.272471,0.056646,-1.000663,-57.800813,1.800813,0.900407,False
2004-08-19,-58.000000,-60.222772,2.766702,0.167363,-0.017457,0.270312,0.040930,-1.036886,-58.031808,0.031808,0.015904,False
2004-09-24,-59.000000,-60.543984,2.785248,-0.090895,0.091567,0.263364,0.013850,-1.097994,-58.578843,-0.421157,-0.210578,False
2004-10-29,-59.000000,-60.849519,2.803280,-0.227547,0.165379,0.252772,-0.012543,-1.156147,-59.024326,0.024326,0.012163,False
2004-11-30,-61.000000,-61.123161,2.819765,-0.095072,0.182465,0.239904,-0.036627,-1.208175,-59.220901,-1.779099,-0.889549,False
2004-12-31,-61.000000,-61.383158,2.835736,0.134858,0.147744,0.224689,-0.059829,-1.257491,-59.357451,-1.642549,-0.821275,False
2005-01-26,-61.000000,-61.597425,2.849165,0.227542,0.086159,0.209926,-0.079181,-1.298100,-59.601913,-1.398087,-0.699043,False
2005-02-25,-61.000000,-61.840430,2.864663,0.124804,-0.005032,0.190818,-0.101265,-1.343950,-60.110392,-0.889608,-0.444804,False
2005-03-25,-61.000000,-62.063220,2.879127,-0.085325,-0.089451,0.171152,-0.121575,-1.385733,-60.695025,-0.304975,-0.152487,False
2005-04-27,-61.000000,-62.320910,2.896175,-0.227451,-0.161553,0.145956,-0.145059,-1.433682,-61.246523,0.246523,0.123262,False
2005-05-10,-63.000000,-62.420994,2.902890,-0.210036,-0.176799,0.135497,-0.154156,-1.452176,-61.375774,-1.624226,-0.812113,False
2005-06-14,-63.000000,-62.686504,2.920971,0.007089,-0.173345,0.106055,-0.178157,-1.500829,-61.504720,-1.495280,-0.747640,False
2005-07-29,-62.000000,-63.019572,2.944217,0.227733,-0.081949,0.066012,-0.207822,-1.560872,-61.632253,-0.367747,-0.183873,False
2005-08-26,-62.000000,-63.222203,2.958682,0.128064,0.003454,0.040239,-0.225514,-1.596761,-61.914039,-0.085961,-0.042980,False
2005-09-28,-66.000000,-63.456576,2.975729,-0.116886,0.101575,0.009405,-0.245527,-1.637567,-62.369848,-3.630152,-1.815076,False
2005-10-26,-64.000000,-63.651737,2.990194,-0.227219,0.160799,-0.016868,-0.261741,-1.670896,-62.677468,-1.322532,-0.661266,False
2005-11-30,-62.000000,-63.891002,3.008274,-0.095695,0.182493,-0.049462,-0.280943,-1.710846,-62.837182,0.837182,0.418591,False
2005-12-26,-62.000000,-64.065433,3.021705,0.101409,0.156546,-0.073238,-0.294394,-1.739269,-62.892673,0.892673,0.446337,False
2006-01-13,-64.000000,-64.184568,3.031004,0.200988,0.119945,-0.089367,-0.303279,-1.758309,-62.983586,-1.016414,-0.508207,False
2006-02-15,-63.000000,-64.399580,3.048051,0.181779,0.026449,-0.118006,-0.318624,-1.791840,-63.371771,0.371771,0.185886,False
2006-03-15,-61.000000,-64.578619,3.062516,-0.009048,-0.060700,-0.141132,-0.330647,-1.818873,-63.876503,2.876503,1.438252,False
2006-04-12,-64.000000,-64.754597,3.076980,-0.192097,-0.134018,-0.162952,-0.341717,-1.844585,-64.352987,0.352987,0.176494,False
2006-05-15,-64.000000,-64.958141,3.094027,-0.191851,-0.180343,-0.186719,-0.353499,-1.873166,-64.649692,0.649692,0.324846,False
2006-06-13,-64.244058,-65.133631,3.109008,-0.000751,-0.174351,-0.205635,-0.362686,-1.896723,-64.664769,0.420711,0.210356,False
2006-07-10,-64.422620,-65.294224,3.122956,0.182054,-0.130324,-0.221417,-0.370233,-1.917327,-64.628514,0.205894,0.102947,False
2006-08-22,-65.000000,-65.544533,3.145169,0.152705,-0.009172,-0.242569,-0.380198,-1.947460,-64.826059,-0.173941,-0.086971,False
2006-09-19,-66.000000,-65.703998,3.159634,-0.051720,0.076791,-0.253526,-0.385303,-1.965290,-65.123412,-0.876588,-0.438294,False
2006-10-18,-66.000000,-65.866285,3.174615,-0.214456,0.147163,-0.262400,-0.389420,-1.982252,-65.393035,-0.606965,-0.303482,False
2006-11-15,-66.000000,-66.020249,3.189079,-0.185260,0.181147,-0.268500,-0.392253,-1.997163,-65.493199,-0.506801,-0.253400,False
2006-12-12,-64.000000,-66.166222,3.203027,-0.004671,0.174835,-0.272030,-0.393915,-2.010167,-65.469142,1.469142,0.734571,False
2007-01-15,-65.000000,-66.346619,3.220591,0.207881,0.115097,-0.273146,-0.394507,-2.024609,-65.495312,0.495312,0.247656,False
2007-02-06,-65.000000,-66.461350,3.231956,0.214957,0.054140,-0.271883,-0.393997,-2.032799,-65.658977,0.658977,0.329488,False
2007-03-26,-66.000000,-66.706342,3.256752,-0.092542,-0.092194,-0.263759,-0.390456,-2.047499,-66.336040,0.336040,0.168020,False
2007-04-17,-66.000000,-66.816232,3.268117,-0.210213,-0.144287,-0.257623,-0.387726,-2.052776,-66.600740,0.600740,0.300370,False
2007-05-15,-67.000000,-66.953956,3.282581,-0.191851,-0.180343,-0.247691,-0.383255,-2.058161,-66.732675,-0.267325,-0.133662,False
2007-06-12,-66.036463,-67.089326,3.297046,-0.008590,-0.175306,-0.235468,-0.377680,-2.062050,-66.651374,0.614911,0.307455,False
2007-07-13,-67.000000,-67.236501,3.313060,0.195192,-0.123488,-0.219400,-0.370240,-2.064608,-66.505985,-0.494015,-0.247007,False
2007-08-15,-67.279356,-67.390115,3.330107,0.188618,-0.031127,-0.199568,-0.360884,-2.065311,-66.528279,-0.751077,-0.375539,False
2007-09-19,-68.000000,-67.549663,3.348188,-0.051720,0.076791,-0.175739,-0.349384,-2.063778,-66.765305,-1.234695,-0.617347,False
2007-10-16,-68.000000,-67.670415,3.362136,-0.208674,0.143307,-0.155604,-0.339436,-2.060994,-66.929679,-1.070321,-0.535160,False
2007-11-16,-67.000000,-67.806602,3.378150,-0.180591,0.181616,-0.130846,-0.326895,-2.056081,-66.941249,-0.058751,-0.029376,False
2007-12-06,-68.000000,-67.893095,3.388482,-0.051273,0.179621,-0.114067,-0.318188,-2.051939,-66.860459,-1.139541,-0.569771,False
2008-01-11,-68.000000,-68.046122,3.407065,0.193030,0.124714,-0.082589,-0.301360,-2.042575,-66.747838,-1.252162,-0.626081,False
2008-02-12,-68.000000,-68.179328,3.423550,0.195419,0.036139,-0.053592,-0.285230,-2.032217,-66.895260,-1.104740,-0.552370,False
2008-03-04,-68.000000,-68.265328,3.434369,0.069577,-0.029618,-0.034192,-0.274061,-2.024377,-67.123629,-0.876371,-0.438185,False
2008-04-07,-68.000000,-68.402230,3.451885,-0.172131,-0.124471,-0.002450,-0.255049,-2.009939,-67.514386,-0.485614,-0.242807,False
2008-05-06,-68.000000,-68.516755,3.466825,-0.218760,-0.173697,0.024666,-0.237978,-1.995932,-67.651631,-0.348369,-0.174185,False
2008-06-03,-67.000000,-68.625407,3.481250,-0.073290,-0.181261,0.050620,-0.220802,-1.980939,-67.549829,0.549829,0.274915,False
2008-07-07,-68.000000,-68.754847,3.498766,0.169546,-0.135785,0.081486,-0.199099,-1.960810,-67.300744,-0.699256,-0.349628,False
2008-08-04,-67.000000,-68.859429,3.513191,0.221731,-0.063381,0.106094,-0.180591,-1.942664,-67.205050,0.205050,0.102525,False
2008-09-08,-68.000000,-68.987646,3.531222,0.031509,0.045028,0.135456,-0.156735,-1.918008,-67.319174,-0.680826,-0.340413,False
2008-10-06,-67.349266,-69.088247,3.545647,-0.166911,0.122140,0.157564,-0.137139,-1.896722,-67.463670,0.114404,0.057202,False
2008-11-03,-68.000000,-69.187129,3.560071,-0.222590,0.171571,0.178222,-0.117151,-1.874066,-67.491072,-0.508928,-0.254464,False
2008-12-02,-67.000000,-69.287761,3.575012,-0.080649,0.181716,0.197888,-0.096096,-1.849173,-67.359063,0.359063,0.179532,False
2009-01-07,-66.000000,-69.410208,3.593566,0.174748,0.133613,0.219573,-0.069543,-1.816264,-67.174514,1.174514,0.587257,False
2009-02-04,-66.000000,-69.503586,3.608031,0.219624,0.060140,0.234177,-0.048609,-1.789101,-67.219324,1.219324,0.609662,False
2009-03-03,-69.000000,-69.592116,3.621979,0.083077,-0.023909,0.246209,-0.028289,-1.761677,-67.454726,-1.545274,-0.772637,False
2009-04-07,-68.000000,-69.704709,3.640059,-0.168303,-0.122757,0.258641,-0.001843,-1.724358,-67.823270,-0.176730,-0.088365,False
2009-05-08,-67.000000,-69.802427,3.656073,-0.215596,-0.175014,0.266537,0.021591,-1.689668,-67.938503,0.938503,0.469252,False
2009-06-03,-67.000000,-69.882958,3.669505,-0.077575,-0.181532,0.270833,0.041190,-1.659411,-67.819948,0.819948,0.409974,False
2009-07-07,-66.000000,-69.986341,3.687068,0.166976,-0.136813,0.273188,0.066658,-1.618279,-67.547542,1.547542,0.773771,False
2009-08-04,-67.000000,-70.069869,3.701533,0.222442,-0.064594,0.272332,0.087423,-1.583101,-67.433835,0.433835,0.216917,False
2009-09-07,-67.000000,-70.169378,3.719097,0.041679,0.040994,0.267908,0.112294,-1.538842,-67.526249,0.526249,0.263124,False
2009-10-16,-68.000000,-70.280985,3.739244,-0.208674,0.143307,0.258342,0.140229,-1.486046,-67.694583,-0.305417,-0.152708,False
2009-11-03,-66.000000,-70.331599,3.748542,-0.222854,0.171391,0.252351,0.152867,-1.460968,-67.690270,1.690270,0.845135,False
2009-12-01,-67.000000,-70.409225,3.763007,-0.088525,0.182149,0.241123,0.172160,-1.421088,-67.560398,0.560398,0.280199,False
2010-01-11,-67.000000,-70.520503,3.784187,0.193143,0.124651,0.220694,0.199499,-1.360837,-67.359167,0.359167,0.179583,False
2010-02-03,-68.000000,-70.581708,3.796068,0.221568,0.063114,0.207289,0.214307,-1.326104,-67.405465,-0.594535,-0.297268,False
2010-03-09,-69.000000,-70.670611,3.813632,0.037819,-0.042531,0.185130,0.235426,-1.273572,-67.714708,-1.285292,-0.642646,False
2010-04-06,-70.000000,-70.742441,3.828097,-0.162922,-0.120393,0.164972,0.252071,-1.229284,-68.009901,-1.990099,-0.995050,False
2010-05-07,-69.000000,-70.820536,3.844111,-0.217994,-0.174043,0.140883,0.269651,-1.179210,-68.137139,-0.862861,-0.431430,False
2010-06-08,-68.000000,-70.899601,3.860641,-0.039750,-0.178603,0.114344,0.286799,-1.126420,-67.982589,-0.017411,-0.008705,False
2010-07-13,-66.000000,-70.984312,3.878722,0.195192,-0.123488,0.083749,0.304317,-1.067458,-67.713279,1.713279,0.856640,False
2010-08-11,-67.000000,-71.053132,3.893703,0.204354,-0.043490,0.057462,0.317797,-1.017683,-67.640989,0.640989,0.320494,False
2010-09-08,-68.000000,-71.118422,3.908167,0.033947,0.044065,0.031538,0.329882,-0.968872,-67.739694,-0.260306,-0.130153,False
2010-10-06,-68.000000,-71.182596,3.922632,-0.165637,0.121579,0.005323,0.341016,-0.919356,-67.877040,-0.122960,-0.061480,False
2010-11-10,-68.000000,-71.261273,3.940712,-0.205212,0.178001,-0.027488,0.353549,-0.856526,-67.878236,-0.121764,-0.060882,False
2010-12-02,-68.000000,-71.309867,3.952077,-0.081249,0.181751,-0.047938,0.360616,-0.816530,-67.761140,-0.238860,-0.119430,False
2011-01-05,-67.000000,-71.383682,3.969641,0.164286,0.137859,-0.078963,0.370273,-0.754005,-67.574592,0.574592,0.287296,False
2011-02-09,-67.000000,-71.458071,3.987722,0.206054,0.045022,-0.109772,0.378570,-0.688798,-67.639274,0.639274,0.319637,False
2011-03-10,-67.000000,-71.518505,4.002703,0.030066,-0.045596,-0.134117,0.384156,-0.634173,-67.915466,0.915466,0.457733,False
2011-04-11,-68.000000,-71.583949,4.019233,-0.187773,-0.131843,-0.159427,0.388942,-0.573326,-68.228143,0.228143,0.114071,False
2011-05-10,-68.000000,-71.642155,4.034214,-0.210036,-0.176799,-0.180709,0.392016,-0.517712,-68.301181,0.301181,0.150590,False
2011-06-07,-69.000000,-71.697375,4.048679,-0.047446,-0.179295,-0.199558,0.393834,-0.463631,-68.144792,-0.855208,-0.427604,False
2011-07-12,-68.000000,-71.765075,4.066759,0.191037,-0.125804,-0.220505,0.394512,-0.395562,-67.854638,-0.145362,-0.072681,False
2011-08-09,-67.000000,-71.818194,4.081224,0.210786,-0.049597,-0.234983,0.393776,-0.340780,-67.757768,0.757768,0.378884,False
2011-09-06,-67.000000,-71.870405,4.095688,0.049361,0.037910,-0.247287,0.391906,-0.285749,-67.828576,0.828576,0.414288,False
2011-10-04,-68.000000,-71.921723,4.110153,-0.154491,0.116780,-0.257304,0.388907,-0.230512,-67.948190,-0.051810,-0.025905,False
2011-11-08,-68.000000,-71.984639,4.128233,-0.211521,0.176373,-0.266470,0.383584,-0.161234,-67.935674,-0.064326,-0.032163,False
2011-12-01,-67.000000,-72.025252,4.140115,-0.088525,0.182149,-0.270404,0.379145,-0.115603,-67.798375,0.798375,0.399187,False
2012-01-04,-66.000000,-72.084243,4.157674,0.158713,0.139938,-0.273122,0.371237,-0.048069,-67.577871,1.577871,0.788936,False
2012-02-07,-67.000000,-72.142013,4.175190,0.212526,0.051422,-0.272126,0.361780,0.019348,-67.593873,0.593873,0.296936,False
2012-03-01,-67.838873,-72.180412,4.187039,0.091506,-0.020261,-0.269357,0.354513,0.064947,-67.772025,-0.066848,-0.033424,False
2012-04-01,-67.821554,-72.231314,4.203010,-0.137988,-0.109959,-0.262985,0.343637,0.126351,-68.069248,0.247694,0.123847,False
2012-05-01,-67.802869,-72.279657,4.218465,-0.226364,-0.168005,-0.253994,0.331963,0.185669,-68.191923,0.389054,0.194527,False
2012-06-01,-67.782827,-72.328683,4.234435,-0.087912,-0.182117,-0.241887,0.318753,0.246802,-68.040609,0.257783,0.128891,False
2012-07-01,-67.761933,-72.375244,4.249891,0.134858,-0.147744,-0.227574,0.304903,0.305755,-67.755155,-0.006778,-0.003389,False
2012-08-01,-67.740152,-72.422462,4.265861,0.225901,-0.072158,-0.210261,0.289539,0.366407,-67.557173,-0.182979,-0.091490,False
2012-09-01,-67.717669,-72.468786,4.281831,0.084293,0.023387,-0.190577,0.273159,0.426733,-67.569961,-0.147708,-0.073854,False
2012-10-01,-67.694488,-72.512783,4.297287,-0.137988,0.109959,-0.169481,0.256392,0.484754,-67.671859,-0.022629,-0.011315,False
2012-11-01,-67.671135,-72.557400,4.313257,-0.225371,0.169244,-0.145804,0.238182,0.544287,-67.663605,-0.007530,-0.003765,False
2012-12-01,-67.647324,-72.599774,4.328712,-0.087912,0.182117,-0.121323,0.219763,0.601440,-67.476977,-0.170348,-0.085174,False
2013-01-01,-67.623090,-72.642746,4.344683,0.141078,0.145857,-0.094684,0.199971,0.659974,-67.245867,-0.377222,-0.188611,False
2013-02-01,-67.598402,-72.684905,4.360697,0.224667,0.069005,-0.066900,0.179420,0.718081,-67.199936,-0.398467,-0.199233,False
2013-03-01,-67.573531,-72.722299,4.375161,0.097470,-0.017635,-0.041145,0.160311,0.770016,-67.378119,-0.195412,-0.097706,False
2013-04-01,-67.548685,-72.762953,4.391176,-0.133256,-0.108051,-0.012195,0.138619,0.826862,-67.659800,0.111115,0.055558,False
