date,152.077,152.077_exp_trend,152.077_trend,152.077_0.5yr,152.077_1yr,152.077_8.38yr,152.077_16.97yr,152.077_jump,152.077_model,152.077_noise,152.077_wtest,flagged
1997-05-19,0.000000,0.000000,-5.360806,0.163114,0.003792,-0.138869,6.709595,0.000000,1.376826,-1.376826,-0.550731,False
1997-06-02,-2.000000,-1.294160,-5.198837,0.057737,-0.070620,-0.184659,6.761922,0.000000,0.071383,-2.071383,-0.828553,False
1997-07-01,-5.454717,-3.957828,-4.863331,-0.171752,-0.207164,-0.278979,6.865962,0.000000,-2.613091,-2.841626,-1.136650,False
1997-08-15,0.000000,-8.045854,-4.342717,-0.183001,-0.310615,-0.423258,7.015611,0.000000,-6.289835,6.289835,2.515934,False
1997-09-09,-28.075375,-10.293433,-4.053488,0.007986,-0.291134,-0.501929,7.092453,3.630148,-4.409398,-23.665977,-9.466391,True
1997-10-06,8.774405,-12.702106,-3.741119,0.203670,-0.210799,-0.585402,7.170317,3.630148,-6.235292,15.009697,6.003879,True
1997-11-04,-11.292890,-15.267731,-3.405613,0.229736,-0.075387,-0.673045,7.247957,3.630148,-8.313935,-2.978955,-1.191582,False
1997-12-10,-12.810590,-18.421989,-2.989122,-0.014391,0.114075,-0.778487,7.335605,3.630148,-11.124162,-1.686428,-0.674571,False
1998-01-14,-15.000000,-21.456397,-2.584200,-0.236651,0.258154,-0.876925,7.411442,3.630148,-13.854430,-1.145570,-0.458228,False
1998-02-04,-16.000000,-23.261927,-2.341248,-0.227226,0.303020,-0.933845,7.452466,3.630148,-15.378611,-0.621389,-0.248555,False
1998-03-06,-16.000000,-25.821757,-1.994172,-0.030408,0.298799,-1.012120,7.505201,3.630148,-17.424309,1.424309,0.569724,False
1998-04-10,-18.000000,-28.779480,-1.589250,0.219270,0.196621,-1.098563,7.557938,3.630148,-19.863316,1.863316,0.745326,False
1998-05-05,-10.000000,-30.873354,-1.300020,0.231325,0.077984,-1.156858,7.589779,3.630148,-21.800997,11.800997,4.720399,True
1998-06-01,-21.852548,-33.117307,-0.987652,0.066016,-0.065390,-1.216386,7.618684,9.047970,-18.654066,-3.198482,-1.279393,False
1998-07-01,-23.461049,-35.589530,-0.640577,-0.171752,-0.207164,-1.278133,7.644098,9.047970,-21.195089,-2.265960,-0.906384,False
1998-08-01,-25.068941,-38.121075,-0.281932,-0.239960,-0.296580,-1.336838,7.662922,9.047970,-23.565494,-1.503447,-0.601379,False
1998-09-01,-26.676766,-40.629370,0.076713,-0.059814,-0.303523,-1.390124,7.674170,9.047970,-25.583979,-1.092787,-0.437115,False
1998-10-14,-28.000000,-44.070524,0.574188,0.234629,-0.177351,-1.454665,7.677207,9.047970,-28.168545,0.168545,0.067418,False
1998-11-06,-28.000000,-45.893142,0.840280,0.222706,-0.064945,-1.484560,7.672837,9.047970,-29.658854,1.658854,0.663542,False
1998-12-04,-29.000000,-48.095207,1.164217,0.036761,0.083600,-1.516475,7.661879,9.047970,-31.617255,2.617255,1.046902,False
1999-01-05,-30.000000,-50.589484,1.534431,-0.202440,0.228208,-1.546803,7.641789,9.047970,-33.886329,3.886329,1.554532,False
1999-02-02,-36.000000,-52.752573,1.858368,-0.233579,0.300380,-1.567862,7.617604,9.047970,-35.729692,-0.270308,-0.108123,False
1999-03-02,-36.000000,-54.897711,2.182305,-0.063953,0.304109,-1.583737,7.587274,11.093517,-35.378195,-0.621805,-0.248722,False
1999-04-06,-38.000000,-57.554115,2.587227,0.201194,0.212764,-1.596209,7.540759,11.093517,-37.514863,-0.485137,-0.194055,False
1999-05-04,-39.500000,-59.659404,2.911164,0.234296,0.083161,-1.600250,7.496700,11.093517,-39.440815,-0.059185,-0.023674,False
1999-06-01,-40.000000,-61.747221,3.235102,0.066016,-0.065390,-1.598999,7.446594,11.093517,-41.570380,1.570380,0.628152,False
1999-07-13,-42.000000,-64.846502,3.721008,-0.229307,-0.250428,-1.587212,7.360186,11.093517,-44.738739,2.738739,1.095495,False
1999-08-17,-43.000000,-67.399806,4.125929,-0.171019,-0.311161,-1.568364,7.277968,11.093517,-46.952934,3.952934,1.581174,False
1999-09-14,-55.547978,-69.423384,4.449867,0.050382,-0.280573,-1.547445,7.205584,11.093517,-48.452052,-7.095926,-2.838370,False
1999-10-07,-42.000000,-71.073039,4.715958,0.208439,-0.206824,-1.526429,7.141774,14.736456,-46.003665,4.003665,1.601466,False
1999-11-02,-44.000000,-72.924319,5.016757,0.235677,-0.085740,-1.498572,7.064963,14.736456,-47.454779,3.454779,1.381911,False
1999-12-07,-50.310766,-75.393910,5.421678,0.011245,0.098969,-1.454341,6.953813,14.736456,-49.626089,-0.684677,-0.273871,False
2000-01-05,-54.764303,-77.420744,5.757058,-0.202386,0.228168,-1.412005,6.855110,14.736456,-51.458342,-3.305961,-1.322384,False
2000-02-16,-51.000000,-80.325315,6.241637,-0.168684,0.311222,-1.342037,6.702051,14.736456,-53.844671,2.844671,1.137868,False
2000-03-14,-54.000000,-82.173458,6.553151,0.044512,0.282177,-1.291779,6.597250,14.736456,-55.251690,1.251690,0.500676,False
2000-04-11,-56.000000,-84.074427,6.876204,0.225798,0.189371,-1.235488,6.483371,14.736456,-56.798715,0.798715,0.319486,False
2000-05-09,-58.000000,-85.959620,7.199256,0.213984,0.053647,-1.175134,6.364289,14.736456,-58.567122,0.567122,0.226849,False
2000-06-21,-59.886094,-88.824319,7.695372,-0.105261,-0.166699,-1.074994,6.171508,14.736456,-61.567937,1.681843,0.672737,False
2000-07-31,-64.000000,-91.456441,8.156875,-0.241187,-0.295621,-0.974338,5.981686,14.736456,-64.092570,0.092570,0.037028,False
2000-08-29,-65.000000,-93.345229,8.491465,-0.081591,-0.306377,-0.897234,5.837923,14.736456,-65.564587,0.564587,0.225835,False
2000-09-01,-64.743841,-93.539692,8.526078,-0.057044,-0.303121,-0.889072,5.822762,14.736456,-65.703633,0.959792,0.383917,False
2000-10-03,-67.000000,-95.603195,8.895280,0.189305,-0.221421,-0.799987,5.657736,14.736456,-67.145826,0.145826,0.058330,False
2000-10-31,-70.000000,-97.392709,9.218332,0.240137,-0.095128,-0.719204,5.508470,14.736456,-68.503647,-1.496353,-0.598541,False
2000-11-01,-69.636463,-97.456345,9.229870,0.237824,-0.090025,-0.716274,5.503056,14.736456,-68.555437,-1.081026,-0.432411,False
2000-12-05,-72.500000,-99.608730,9.622148,0.027659,0.089129,-0.614932,5.315686,14.736456,-70.432584,-2.067416,-0.826966,False
2001-01-01,-72.942234,-101.302529,9.933662,-0.180781,0.213096,-0.532305,5.162402,14.736456,-71.969999,-0.972234,-0.388894,False
2001-02-01,-74.608962,-103.230550,10.292307,-0.236342,0.298927,-0.435177,4.981165,14.736456,-73.593214,-1.015748,-0.406299,False
2001-03-01,-76.281179,-104.956763,10.616244,-0.072175,0.305212,-0.345922,4.813229,14.736456,-74.903718,-1.377460,-0.550984,False
2001-04-25,-82.000000,-108.305941,11.252550,0.248226,0.128462,-0.167547,4.472179,14.736456,-77.635616,-4.364384,-1.745754,False
2001-05-01,-79.634144,-108.668001,11.321965,0.241530,0.098538,-0.147918,4.434113,13.114559,-79.605214,-0.028930,-0.011572,False
2001-06-07,-84.000000,-110.886468,11.750025,0.015513,-0.096425,-0.026486,4.195792,13.114559,-81.933490,-2.066510,-0.826604,False
2001-07-02,-87.000000,-112.371662,12.039255,-0.177823,-0.211134,0.055692,4.031398,13.114559,-83.519716,-3.480284,-1.392114,False
