date,82.066,82.066_exp_trend,82.066_trend,82.066_0.5yr,82.066_1yr,82.066_8.9yr,82.066_17.88yr,82.066_jump,82.066_model,82.066_noise,82.066_wtest,flagged
1997-05-19,0.000000,0.000000,-1.051997,0.021353,-0.205658,-0.340998,1.892254,0.000000,0.314953,-0.314953,-0.157477,False
1997-06-02,-2.000000,-0.411844,-1.040523,-0.051895,-0.186748,-0.344173,1.889024,0.000000,-0.146159,-1.853841,-0.926921,False
1997-07-01,-2.607365,-1.253737,-1.016754,-0.150215,-0.115203,-0.349944,1.881242,0.000000,-1.004610,-1.602754,-0.801377,False
1997-08-15,-1.000000,-2.530715,-0.979871,-0.038277,0.042740,-0.356714,1.866267,0.000000,-1.996569,0.996569,0.498284,False
1997-09-09,-2.000000,-3.225004,-0.959380,0.088358,0.125775,-0.359310,1.856432,0.000000,-2.473129,0.473129,0.236565,False
1997-10-06,-4.522456,-3.962926,-0.937250,0.154175,0.189323,-0.361171,1.844603,0.000000,-3.073247,-1.449209,-0.724604,False
1997-11-04,-5.163315,-4.741961,-0.913481,0.087562,0.212640,-0.362073,1.830509,0.000000,-3.886805,-1.276510,-0.638255,False
1997-12-10,-5.000000,-5.689882,-0.883975,-0.091593,0.169905,-0.361608,1.811029,0.000000,-5.046124,0.046124,0.023062,False
1998-01-14,-5.000000,-6.591541,-0.855288,-0.148664,0.067462,-0.359475,1.790005,0.000000,-6.097502,1.097502,0.548751,False
1998-02-04,-7.000000,-7.123281,-0.838076,-0.084254,-0.008245,-0.357405,1.776413,0.000000,-6.634848,-0.365152,-0.182576,False
1998-03-06,-7.000000,-7.871079,-0.813488,0.067790,-0.112123,-0.353425,1.755739,0.000000,-7.326586,0.326586,0.163293,False
1998-04-10,-10.000000,-8.726226,-0.784801,0.153637,-0.194818,-0.347279,1.729768,0.000000,-8.169719,-1.830281,-0.915141,False
1998-05-05,-8.000000,-9.325858,-0.764310,0.089735,-0.212680,-0.341913,1.710014,0.000000,-8.845013,0.845013,0.422507,False
1998-06-01,-9.538223,-9.963175,-0.742181,-0.046864,-0.188474,-0.335221,1.687567,0.000000,-9.588347,0.050124,0.025062,False
1998-07-01,-10.138602,-10.658986,-0.717592,-0.150215,-0.115203,-0.326714,1.661289,0.000000,-10.307422,0.168820,0.084410,False
1998-08-01,-10.731519,-11.364613,-0.692184,-0.103182,-0.008228,-0.316768,1.632680,0.000000,-10.852296,0.120777,0.060389,False
1998-09-01,-11.319685,-12.056896,-0.666776,0.050642,0.101035,-0.305684,1.602616,0.000000,-11.275062,-0.044623,-0.022311,False
1998-10-14,-11.000000,-12.995539,-0.631532,0.149676,0.200842,-0.288500,1.558558,0.000000,-12.006494,1.006494,0.503247,False
1998-11-06,-11.000000,-13.487493,-0.612681,0.078617,0.212325,-0.278481,1.533890,0.000000,-12.553823,1.553823,0.776911,False
1998-12-04,-12.000000,-14.077064,-0.589731,-0.064190,0.182194,-0.265543,1.502846,0.000000,-13.311488,1.311488,0.655744,False
1999-01-05,-14.000000,-14.738528,-0.563503,-0.154128,0.097783,-0.249806,1.466032,0.000000,-14.142150,0.142150,0.071075,False
1999-02-02,-13.000000,-15.306712,-0.540554,-0.092944,-0.000924,-0.235248,1.432676,0.000000,-14.743705,1.743705,0.871853,False
1999-03-02,-15.000000,-15.865182,-0.517605,0.048127,-0.099420,-0.220001,1.398280,0.000000,-15.255801,0.255801,0.127900,False
1999-04-06,-16.000000,-16.549862,-0.488918,0.154069,-0.188481,-0.200041,1.353859,0.000000,-15.919374,-0.080626,-0.040313,False
1999-05-04,-15.000000,-17.087079,-0.465969,0.094000,-0.212711,-0.183408,1.317212,0.000000,-16.537955,1.537955,0.768977,False
1999-06-01,-16.000000,-17.615112,-0.443019,-0.046864,-0.188474,-0.166237,1.279609,0.000000,-17.180097,1.180097,0.590049,False
1999-07-13,-17.000000,-18.390284,-0.408595,-0.151650,-0.076079,-0.139584,1.221469,0.000000,-17.944722,0.944722,0.472361,False
1999-08-17,-17.000000,-19.021119,-0.379908,-0.027905,0.049887,-0.116661,1.171490,0.000000,-18.324217,1.324217,0.662109,False
1999-09-14,-18.000000,-19.516088,-0.356959,0.108710,0.140056,-0.097933,1.130546,0.000000,-18.591669,0.591669,0.295834,False
1999-10-07,-19.000000,-19.916333,-0.338108,0.154250,0.190964,-0.082333,1.096297,0.000000,-18.895262,-0.104738,-0.052369,False
1999-11-02,-18.000000,-20.362009,-0.316798,0.096091,0.212704,-0.064502,1.056935,0.000000,-19.377579,1.377579,0.688789,False
1999-12-07,-20.000000,-20.950799,-0.288111,-0.078309,0.176284,-0.040251,1.002907,0.000000,-20.178278,0.178278,0.089139,False
2000-01-05,-21.000000,-21.429131,-0.264351,-0.154126,0.097819,-0.020020,0.957292,0.000000,-20.812516,-0.187484,-0.093742,False
