date,226.085,226.085_trend,226.085_0.5yr,226.085_1yr,226.085_8.6yr,226.085_16.97yr,226.085_jump,226.085_model,226.085_noise,226.085_wtest,flagged
2016-02-25,-11.000000,-3.206136,0.024458,-0.058882,-0.256354,-0.649484,-6.949737,-11.096134,0.096134,0.048067,False
2016-03-17,-11.000000,-3.224883,0.056969,-0.048769,-0.240292,-0.663988,-6.949737,-11.070698,0.070698,0.035349,False
2016-04-21,-12.000000,-3.256127,0.046454,-0.018995,-0.212597,-0.687493,-6.949737,-11.078495,-0.921505,-0.460753,False
2016-05-31,-10.000000,-3.291836,-0.033165,0.022429,-0.179684,-0.713299,-6.949737,-11.145289,1.145289,0.572645,False
2016-06-17,-11.000000,-3.307012,-0.057438,0.037973,-0.165336,-0.723915,-6.949737,-11.165463,0.165463,0.082732,False
2016-07-15,-11.000000,-3.332007,-0.054844,0.056070,-0.141298,-0.740932,-6.949737,-11.162748,0.162748,0.081374,False
2016-08-18,-11.000000,-3.362359,0.007683,0.060783,-0.111523,-0.760795,-6.949737,-11.115948,0.115948,0.057974,False
2016-09-23,-10.000000,-3.394496,0.061942,0.043915,-0.079440,-0.780846,-6.949737,-11.098661,1.098661,0.549331,False
2016-10-13,-10.000000,-3.412351,0.056407,0.026832,-0.061428,-0.791539,-6.949737,-11.131816,1.131816,0.565908,False
2016-11-17,-10.000000,-3.443595,-0.006602,-0.009186,-0.029689,-0.809470,-6.949737,-11.248279,1.248279,0.624139,False
2016-12-21,-11.000000,-3.473947,-0.060565,-0.041208,0.001283,-0.825918,-6.949737,-11.350091,0.350091,0.175045,False
2017-01-17,-11.000000,-3.498089,-0.051231,-0.057320,0.025921,-0.838304,-6.949737,-11.368759,0.368759,0.184380,False
2017-02-16,-12.000000,-3.524944,0.005792,-0.060922,0.053236,-0.851343,-6.949737,-11.327918,-0.672082,-0.336041,False
2017-03-10,-11.000000,-3.544637,0.047570,-0.053353,0.073150,-0.860405,-6.949737,-11.287412,0.287412,0.143706,False
2017-04-07,-11.000000,-3.569701,0.061529,-0.033046,0.098285,-0.871319,-6.949737,-11.263987,0.263987,0.131994,False
2017-05-03,-11.000000,-3.592975,0.026623,-0.007316,0.121351,-0.880823,-6.949737,-11.282877,0.282877,0.141439,False
2017-06-16,-11.000000,-3.632362,-0.055936,0.036675,0.159603,-0.895509,-6.949737,-11.337266,0.337266,0.168633,False
2017-07-17,-10.000000,-3.660111,-0.053089,0.056722,0.185828,-0.904786,-6.949737,-11.325174,1.325174,0.662587,False
2017-08-04,-11.000000,-3.676224,-0.023112,0.061310,0.200733,-0.909763,-6.949737,-11.296792,0.296792,0.148396,False
2017-09-08,-12.000000,-3.707554,0.046842,0.053616,0.228953,-0.918571,-6.949737,-11.246451,-0.753549,-0.376775,False
2017-10-11,-11.000000,-3.737094,0.058447,0.028928,0.254534,-0.925815,-6.949737,-11.270737,0.270737,0.135368,False
2017-11-03,-11.000000,-3.757682,0.023619,0.005736,0.271712,-0.930251,-6.949737,-11.336603,0.336603,0.168301,False
2017-12-04,-11.000000,-3.785432,-0.040117,-0.026236,0.293949,-0.935428,-6.949737,-11.443001,0.443001,0.221500,False
2018-01-18,-11.000000,-3.825714,-0.049917,-0.057698,0.324193,-0.941296,-6.949737,-11.500168,0.500168,0.250084,False
2018-02-09,-11.000000,-3.845407,-0.009439,-0.061538,0.338037,-0.943452,-6.949737,-11.471535,0.471535,0.235768,False
2018-03-16,-11.000000,-3.876737,0.055148,-0.049904,0.358699,-0.945913,-6.949737,-11.408443,0.408443,0.204222,False
2018-04-12,-11.000000,-3.900906,0.058017,-0.028459,0.373442,-0.946997,-6.949737,-11.394640,0.394640,0.197320,False
2018-05-11,-11.000000,-3.926866,0.009978,0.001143,0.388060,-0.947370,-6.949737,-11.424791,0.424791,0.212395,False
2018-06-21,-11.000000,-3.963567,-0.060214,0.040789,0.406487,-0.946499,-6.949737,-11.472740,0.472740,0.236370,False
2018-07-19,-11.000000,-3.988631,-0.050582,0.057511,0.417505,-0.944963,-6.949737,-11.458896,0.458896,0.229448,False
2018-08-16,-12.000000,-4.013695,0.002526,0.061129,0.427213,-0.942665,-6.949737,-11.415229,-0.584771,-0.292385,False
2018-09-20,-11.000000,-4.045025,0.060041,0.046274,0.437457,-0.938723,-6.949737,-11.389713,0.389713,0.194856,False
2018-10-22,-11.000000,-4.073670,0.045244,0.018184,0.444946,-0.934084,-6.949737,-11.449117,0.449117,0.224558,False
2018-11-19,-11.000000,-4.098734,-0.010658,-0.011148,0.450003,-0.929217,-6.949737,-11.549491,0.549491,0.274745,False
2018-12-10,-13.000000,-4.117532,-0.049328,-0.031837,0.452869,-0.925075,-6.949737,-11.620640,-1.379360,-0.689680,False
2019-01-07,-13.000000,-4.142597,-0.060818,-0.052630,0.455445,-0.918899,-6.949737,-11.669236,-1.330764,-0.665382,False
2019-02-15,-12.000000,-4.177507,0.003616,-0.061064,0.456649,-0.909063,-6.949737,-11.637107,-0.362893,-0.181447,False
2019-03-04,-12.000000,-4.192725,0.037969,-0.056234,0.456303,-0.904329,-6.949737,-11.608753,-0.391247,-0.195624,False
2019-04-15,-12.000000,-4.230321,0.055077,-0.025604,0.453185,-0.891484,-6.949737,-11.588883,-0.411117,-0.205558,False
2019-05-14,-13.000000,-4.256280,0.003472,0.004319,0.449162,-0.881670,-6.949737,-11.630734,-1.369266,-0.684633,False
2019-06-14,-12.000000,-4.284030,-0.053754,0.034952,0.443189,-0.870334,-6.949737,-11.679714,-0.320286,-0.160143,False
2019-07-05,-13.000000,-4.302828,-0.062521,0.050613,0.438172,-0.862166,-6.949737,-11.688467,-1.311533,-0.655767,False
2019-08-12,-13.000000,-4.336844,-0.006191,0.061481,0.427133,-0.846394,-6.949737,-11.650552,-1.349448,-0.674724,False
2019-09-06,-12.000000,-4.359223,0.043794,0.054625,0.418518,-0.835330,-6.949737,-11.627352,-0.372648,-0.186324,False
2019-10-09,-13.000000,-4.388763,0.059995,0.030781,0.405547,-0.819904,-6.949737,-11.662081,-1.337919,-0.668960,False
2019-11-12,-12.000000,-4.419198,0.004561,-0.003790,0.390333,-0.803050,-6.949737,-11.780881,-0.219119,-0.109560,False
2019-12-09,-13.000000,-4.443367,-0.047929,-0.030926,0.376960,-0.788985,-6.949737,-11.883983,-1.116017,-0.558009,False
2020-01-15,-13.000000,-4.476453,-0.053721,-0.056498,0.356877,-0.768773,-6.949737,-11.948305,-1.051695,-0.525848,False
2020-02-07,-12.000000,-4.496985,-0.013944,-0.061548,0.343424,-0.755684,-6.949737,-11.934474,-0.065526,-0.032763,False
2020-03-06,-12.000000,-4.521981,0.042713,-0.054952,0.326074,-0.739199,-6.949737,-11.897082,-0.102918,-0.051459,False
2020-04-10,-12.000000,-4.553225,0.059079,-0.029648,0.302960,-0.717761,-6.949737,-11.888332,-0.111668,-0.055834,False
2020-05-08,-12.000000,-4.578221,0.015003,-0.001346,0.283399,-0.699961,-6.949737,-11.930863,-0.069137,-0.034569,False
2020-06-03,-13.000000,-4.601431,-0.038542,0.025350,0.264441,-0.682929,-6.949737,-11.982848,-1.017152,-0.508576,False
2020-07-08,-13.000000,-4.632676,-0.060828,0.052621,0.237806,-0.659258,-6.949737,-12.012072,-0.987928,-0.493964,False
2020-08-06,-13.000000,-4.658564,-0.018153,0.061484,0.214852,-0.639018,-6.949737,-11.989135,-1.010865,-0.505432,False
2020-09-11,-12.000000,-4.690702,0.051388,0.051809,0.185365,-0.613128,-6.949737,-11.965004,-0.034996,-0.017498,False
2020-10-12,-12.000000,-4.718375,0.057365,0.027779,0.159201,-0.590182,-6.949737,-12.013948,0.013948,0.006974,False
2020-11-12,-12.000000,-4.746049,0.004263,-0.003934,0.132428,-0.566655,-6.949737,-12.129684,0.129684,0.064842,False
2020-12-08,-12.000000,-4.769260,-0.046570,-0.030066,0.109577,-0.546493,-6.949737,-12.232547,0.232547,0.116274,False
2021-01-15,-12.000000,-4.803217,-0.053677,-0.056514,0.075633,-0.516317,-6.949737,-12.303829,0.303829,0.151914,False
2021-02-17,-12.000000,-4.832756,0.007961,-0.060762,0.045742,-0.489443,-6.949737,-12.278995,0.278995,0.139498,False
2021-03-11,-12.000000,-4.852450,0.048983,-0.052817,0.025696,-0.471221,-6.949737,-12.251545,0.251545,0.125773,False
2021-04-11,-11.000000,-4.880199,0.058860,-0.029394,-0.002627,-0.445148,-6.949737,-12.248244,1.248244,0.624122,False
2021-05-06,-12.000000,-4.902578,0.020551,-0.004151,-0.025465,-0.423799,-6.949737,-12.285179,0.285179,0.142590,False
2021-06-25,-13.000000,-4.947336,-0.062358,0.043864,-0.070894,-0.380298,-6.949737,-12.366759,-0.633241,-0.316621,False
2021-07-08,-12.000000,-4.958972,-0.061116,0.052353,-0.082607,-0.368823,-6.949737,-12.368902,0.368902,0.184451,False
2021-08-11,-12.000000,-4.989408,-0.008359,0.061523,-0.112958,-0.338514,-6.949737,-12.337451,0.337451,0.168726,False
2021-09-08,-13.000000,-5.014472,0.046842,0.053616,-0.137566,-0.313249,-6.949737,-12.314565,-0.685435,-0.342718,False
2021-10-05,-13.000000,-5.038641,0.062232,0.034375,-0.160887,-0.288647,-6.949737,-12.341304,-0.658696,-0.329348,False
2021-11-02,-12.000000,-5.063705,0.025629,0.006790,-0.184574,-0.262905,-6.949737,-12.428502,0.428502,0.214251,False
