date,202.082,202.082_exp_trend,202.082_trend,202.082_0.5yr,202.082_1yr,202.082_13.74yr,202.082_model,202.082_noise,202.082_wtest,flagged
1999-07-13,-1.000000,-3.347792,1.288393,0.030213,-0.133162,0.344302,-1.818046,0.818046,0.409023,False
1999-08-17,-7.500000,-3.488433,1.338395,-0.056763,-0.093654,0.369778,-1.930678,-5.569322,-2.784661,False
1999-09-14,,-3.600438,1.378397,-0.076807,-0.037179,0.389648,-1.946378,,,False
1999-10-07,-1.000000,-3.692105,1.411255,-0.042728,0.016207,0.405613,-1.901756,0.901756,0.450878,False
1999-11-02,0.000000,-3.795363,1.448400,0.024580,0.073112,0.423254,-1.826017,1.826017,0.913009,False
1999-12-07,-2.000000,-3.933757,1.498402,0.078325,0.125323,0.446289,-1.785418,-0.214582,-0.107291,False
2000-01-05,-2.000000,-4.047900,1.539817,0.045541,0.135496,0.464721,-1.862325,-0.137675,-0.068838,False
2000-02-16,-3.000000,-4.212368,1.599656,-0.057455,0.093016,0.490263,-2.086889,-0.913111,-0.456556,False
2000-03-14,-2.000000,-4.317574,1.638124,-0.077165,0.038753,0.505974,-2.211887,0.211887,0.105944,False
2000-04-11,-1.500000,-4.426245,1.678016,-0.032749,-0.025985,0.521659,-2.285304,0.785304,0.392652,False
2000-05-09,-2.000000,-4.534480,1.717909,0.039673,-0.084834,0.536705,-2.325027,0.325027,0.162513,False
2000-06-21,-2.118397,-4.699852,1.779172,0.071073,-0.134408,0.558527,-2.425487,0.307089,0.153545,False
2000-07-31,-2.000000,-4.852770,1.836161,-0.018536,-0.117686,0.577381,-2.575449,0.575449,0.287725,False
2000-08-29,-2.000000,-4.963087,1.877479,-0.074015,-0.070713,0.590151,-2.640185,0.640185,0.320093,False
2000-09-01,-2.406441,-4.974473,1.881753,-0.076285,-0.064630,0.591428,-2.642206,0.235765,0.117882,False
2000-10-03,-3.000000,-5.095616,1.927344,-0.050845,0.007444,0.604530,-2.607143,-0.392857,-0.196428,False
2000-10-31,-2.000000,-5.201161,1.967237,0.019841,0.069457,0.615202,-2.529423,0.529423,0.264711,False
2000-11-01,-2.694549,-5.204922,1.968661,0.022434,0.071457,0.615570,-2.526800,-0.167749,-0.083875,False
2000-12-05,-2.000000,-5.332495,2.017102,0.077909,0.123491,0.627482,-2.486510,0.486510,0.243255,False
2001-01-01,-2.885331,-5.433359,2.055570,0.053851,0.136087,0.636137,-2.551713,-0.333618,-0.166809,False
2001-02-01,-2.981307,-5.548683,2.099858,-0.023938,0.115161,0.645204,-2.712399,-0.268908,-0.134454,False
2001-03-01,-3.076167,-5.652407,2.139860,-0.074989,0.068379,0.652557,-2.866599,-0.209568,-0.104784,False
2001-04-25,-2.000000,-5.854936,2.218435,0.002055,-0.055586,0.664656,-3.025377,1.025377,0.512688,False
2001-05-01,-3.266000,-5.876934,2.227006,0.018088,-0.068103,0.665786,-3.034156,-0.231844,-0.115922,False
2001-06-07,-2.000000,-6.012165,2.279866,0.078250,-0.124860,0.671920,-3.106989,1.106989,0.553495,False
2001-07-02,-3.000000,-6.103132,2.315582,0.054824,-0.136116,0.675249,-3.193593,0.193593,0.096797,False
2001-08-28,-4.000000,-6.309316,2.397014,-0.072741,-0.073381,0.680356,-3.378067,-0.621933,-0.310966,False
2001-09-26,-4.000000,-6.413569,2.438444,-0.064008,-0.009526,0.681625,-3.367034,-0.632966,-0.316483,False
2001-10-31,-4.000000,-6.538814,2.488447,0.019399,0.069115,0.681957,-3.279896,-0.720104,-0.360052,False
2001-11-29,-2.000000,-6.642113,2.529877,0.074372,0.116834,0.681240,-3.239790,1.239790,0.619895,False
2001-12-13,-1.000000,-6.691827,2.549878,0.077415,0.130139,0.680571,-3.253823,2.253823,1.126912,False
2002-01-30,-3.000000,-6.861517,2.618453,-0.018744,0.117592,0.676692,-3.467524,0.467524,0.233762,False
2002-02-26,-4.000000,-6.956454,2.657026,-0.072226,0.074365,0.673433,-3.623856,-0.376144,-0.188072,False
2002-03-26,-4.000000,-7.054518,2.697028,-0.066261,0.013029,0.669241,-3.741482,-0.258518,-0.129259,False
2002-04-30,-3.000000,-7.176545,2.747030,0.015451,-0.066064,0.662842,-3.817286,0.817286,0.408643,False
2002-05-29,-4.000000,-7.277188,2.788460,0.072990,-0.114991,0.656574,-3.874154,-0.125846,-0.062923,False
2002-06-18,-3.000000,-7.346353,2.817033,0.074564,-0.132844,0.651746,-3.935853,0.935853,0.467927,False
2002-07-31,-4.000000,-7.494386,2.878464,-0.017431,-0.118179,0.639985,-4.111546,0.111546,0.055773,False
2002-08-26,-3.000000,-7.583451,2.915609,-0.070555,-0.077285,0.631970,-4.183711,1.183711,0.591856,False
2002-09-13,-3.000000,-7.644916,2.941324,-0.077305,-0.039428,0.626028,-4.194297,1.194297,0.597148,False
2002-09-24,-3.000000,-7.682400,2.957039,-0.066973,-0.014195,0.622240,-4.184290,1.184290,0.592145,False
2002-10-25,-3.000000,-7.787719,3.001327,0.003404,0.056654,0.610931,-4.115404,1.115404,0.557702,False
2002-11-25,-4.000000,-7.892568,3.045615,0.070257,0.111748,0.598700,-4.066248,0.066248,0.033124,False
2002-12-23,-4.000000,-7.986870,3.085616,0.068665,0.135066,0.586876,-4.110646,0.110646,0.055323,False
2003-01-27,-4.000000,-8.104214,3.135619,-0.010794,0.120977,0.571083,-4.287330,0.287330,0.143665,False
2003-02-25,-5.000000,-8.200996,3.177049,-0.071133,0.076317,0.557164,-4.461599,-0.538401,-0.269201,False
2003-03-25,,-8.294058,3.217051,-0.067665,0.015360,0.543027,-4.586285,,,False
2003-04-28,,-8.406559,3.265624,0.010125,-0.061927,0.524964,-4.667773,,,False
2003-05-26,-6.000000,-8.498795,3.305626,0.069648,-0.111075,0.509372,-4.725224,-1.274776,-0.637388,False
2003-06-23,-7.000000,-8.590660,3.345628,0.069307,-0.134913,0.493153,-4.817485,-2.182515,-1.091257,False
2003-07-29,-5.000000,-8.708230,3.397059,-0.012129,-0.120435,0.471412,-4.972324,-0.027676,-0.013838,False
2003-08-29,-6.000000,-8.808984,3.441347,-0.073706,-0.071396,0.451920,-5.060819,-0.939181,-0.469591,False
2003-09-30,-7.000000,-8.912518,3.487063,-0.057185,-0.000159,0.431085,-5.051714,-1.948286,-0.974143,False
2003-10-30,-6.000000,-9.009149,3.529922,0.016772,0.067086,0.410922,-4.984447,-1.015553,-0.507777,False
2003-11-01,-5.750851,-9.015576,3.532779,0.022002,0.071124,0.409557,-4.980113,-0.770737,-0.385369,False
2003-12-03,-5.000000,-9.118161,3.578496,0.077078,0.121366,0.387371,-4.953851,-0.046149,-0.023075,False
2003-12-23,-5.000000,-9.182038,3.607068,0.068665,0.135066,0.373186,-4.998052,-0.001948,-0.000974,False
2004-01-13,-5.000000,-9.248910,3.637023,0.026520,0.132404,0.358064,-5.094899,0.094899,0.047450,False
2004-02-19,-5.000000,-9.366243,3.689738,-0.062637,0.087774,0.330858,-5.320510,0.320510,0.160255,False
2004-03-18,-5.000000,-9.454622,3.729630,-0.074531,0.029707,0.309796,-5.460019,0.460019,0.230010,False
2004-04-28,-6.000000,-9.583392,3.788044,0.011936,-0.063337,0.278279,-5.568469,-0.431531,-0.215765,False
2004-05-27,-6.000000,-9.674016,3.829362,0.071524,-0.113199,0.255541,-5.630788,-0.369212,-0.184606,False
2004-06-29,-6.000000,-9.776681,3.876378,0.059426,-0.136110,0.229261,-5.747727,-0.252273,-0.126136,False
2004-07-29,-5.000000,-9.869591,3.919120,-0.013265,-0.119966,0.205030,-5.878673,0.878673,0.439337,False
2004-08-19,-4.000000,-9.934390,3.949039,-0.060981,-0.089548,0.187894,-5.947986,1.947986,0.973993,False
2004-09-24,-6.000000,-10.045020,4.000330,-0.066590,-0.013565,0.158226,-5.966619,-0.033381,-0.016690,False
2004-10-29,-5.000000,-10.152028,4.050195,0.014590,0.065397,0.129074,-5.892773,0.892773,0.446387,False
2004-11-30,-5.000000,-10.249394,4.095787,0.075250,0.118122,0.102203,-5.858033,0.858033,0.429016,False
2004-12-31,-6.000000,-10.343291,4.139953,0.055776,0.136135,0.076016,-5.935412,-0.064588,-0.032294,False
2005-01-26,-6.000000,-10.421721,4.177094,-0.008114,0.122034,0.053905,-6.076803,0.076803,0.038401,False
2005-02-25,-6.000000,-10.511854,4.219953,-0.071133,0.076317,0.028319,-6.258397,0.258397,0.129199,False
2005-03-25,-7.000000,-10.595627,4.259955,-0.067665,0.015360,0.004403,-6.383574,-0.616426,-0.308213,False
2005-04-27,-6.000000,-10.693928,4.307100,0.007443,-0.059831,-0.023789,-6.463005,0.463005,0.231502,False
2005-05-10,-6.000000,-10.732525,4.325672,0.040491,-0.085479,-0.034886,-6.486726,0.486726,0.243363,False
2005-06-14,-8.000000,-10.836080,4.375674,0.077189,-0.130479,-0.064709,-6.578405,-1.421595,-0.710797,False
2005-07-29,-8.000000,-10.968460,4.439963,-0.012129,-0.120435,-0.102862,-6.763924,-1.236076,-0.618038,False
2005-08-26,-8.000000,-11.050398,4.479965,-0.070555,-0.077285,-0.126445,-6.844718,-1.155282,-0.577641,False
2005-09-28,-6.000000,-11.146545,4.527110,-0.060741,-0.004846,-0.154037,-6.839059,0.839059,0.419529,False
2005-10-26,-6.000000,-11.227767,4.567111,0.006098,0.058776,-0.177243,-6.773025,0.773025,0.386513,False
2005-11-30,-7.000000,-11.328836,4.617114,0.075183,0.118020,-0.205942,-6.724461,-0.275539,-0.137769,False
2005-12-26,-7.000000,-11.403587,4.654258,0.064396,0.135769,-0.227007,-6.776172,-0.223828,-0.111914,False
2006-01-13,-7.000000,-11.455175,4.679974,0.026437,0.132386,-0.241451,-6.857829,-0.142171,-0.071085,False
2006-02-15,-7.000000,-11.549405,4.727119,-0.055823,0.094501,-0.267608,-7.051216,0.051216,0.025608,False
2006-03-15,-8.000000,-11.629008,4.767120,-0.077067,0.038305,-0.289444,-7.190094,-0.809906,-0.404953,False
2006-04-12,-7.000000,-11.708291,4.807122,-0.032071,-0.026620,-0.310925,-7.270783,0.270783,0.135392,False
2006-05-15,-8.000000,-11.801322,4.854267,0.051395,-0.094271,-0.335747,-7.325679,-0.674321,-0.337160,False
2006-06-13,,-11.882714,4.895698,0.077618,-0.129790,-0.357089,-7.396278,,,False
2006-07-10,-8.000000,-11.958187,4.934271,0.037512,-0.134447,-0.376536,-7.497388,-0.502612,-0.251306,False
2006-08-22,-9.000000,-12.077782,4.995702,-0.065190,-0.084813,-0.406609,-7.638692,-1.361308,-0.680654,False
2006-09-19,-8.000000,-12.155261,5.035704,-0.072968,-0.025783,-0.425562,-7.643870,-0.356130,-0.178065,False
2006-10-18,-8.000000,-12.235179,5.077134,-0.015392,0.041361,-0.444640,-7.576715,-0.423285,-0.211643,False
2006-11-15,-7.000000,-12.312025,5.117136,0.054383,0.096776,-0.462503,-7.506233,0.506233,0.253117,False
2006-12-12,-8.000000,-12.385835,5.155709,0.077798,0.129432,-0.479190,-7.502086,-0.497914,-0.248957,False
2007-01-15,-9.000000,-12.478373,5.204283,0.021296,0.131214,-0.499420,-7.621001,-1.378999,-0.689499,False
2007-02-06,-7.000000,-12.538010,5.235713,-0.036374,0.108492,-0.512030,-7.742209,0.742209,0.371105,False
2007-03-26,-8.000000,-12.667474,5.304287,-0.066261,0.013029,-0.538179,-7.954598,-0.045402,-0.022701,False
2007-04-17,-9.000000,-12.726513,5.335717,-0.019340,-0.037999,-0.549520,-7.997655,-1.002345,-0.501173,False
2007-05-15,-8.000000,-12.801385,5.375719,0.051395,-0.094271,-0.563348,-8.031891,0.031891,0.015945,False
2007-06-12,-7.000000,-12.875955,5.415721,0.077955,-0.129064,-0.576483,-8.087826,1.087826,0.543913,False
2007-07-13,-8.000000,-12.958166,5.460009,0.030213,-0.133162,-0.590198,-8.191304,0.191304,0.095652,False
2007-08-15,-8.000000,-13.045279,5.507154,-0.052906,-0.097000,-0.603818,-8.291850,0.291850,0.145925,False
2007-09-19,-9.000000,-13.137220,5.557156,-0.072968,-0.025783,-0.617136,-8.295951,-0.704049,-0.352024,False
2007-10-16,-8.000000,-13.207831,5.595729,-0.020645,0.036872,-0.626601,-8.222475,0.222475,0.111238,False
2007-11-16,-9.000000,-13.288565,5.640017,0.056295,0.098410,-0.636582,-8.130425,-0.869575,-0.434787,False
2007-12-06,-7.000000,-13.340461,5.668590,0.078152,0.124389,-0.642514,-8.111844,1.111844,0.555922,False
2008-01-11,-9.000000,-13.433498,5.719981,0.031521,0.133414,-0.652164,-8.200746,-0.799254,-0.399627,False
2008-02-12,-8.000000,-13.515794,5.765573,-0.049609,0.099618,-0.659617,-8.359830,0.359830,0.179915,False
2008-03-04,-8.000000,-13.569595,5.795492,-0.077349,0.060479,-0.663936,-8.454909,0.454909,0.227455,False
2008-04-07,-8.000000,-13.656358,5.843933,-0.042194,-0.016754,-0.669959,-8.541332,0.541332,0.270666,False
2008-05-06,-9.000000,-13.730027,5.885250,0.032509,-0.079240,-0.674140,-8.565648,-0.434352,-0.217176,False
2008-06-03,-9.000000,-13.800865,5.925143,0.077117,-0.121450,-0.677338,-8.597393,-0.402607,-0.201303,False
2008-07-07,-9.000000,-13.886499,5.973584,0.043323,-0.135248,-0.680107,-8.684948,-0.315052,-0.157526,False
2008-08-04,-7.000000,-13.956708,6.013476,-0.028792,-0.112712,-0.681465,-8.766202,1.766202,0.883101,False
2008-09-08,-7.000000,-14.044072,6.063342,-0.078410,-0.049799,-0.681991,-8.790931,1.790931,0.895465,False
2008-10-06,-8.000000,-14.113648,6.103234,-0.044438,0.014432,-0.681472,-8.721892,0.721892,0.360946,False
2008-11-03,-7.000000,-14.182944,6.143127,0.027536,0.075393,-0.680120,-8.617008,1.617008,0.808504,False
2008-12-02,-10.000000,-14.254421,6.184444,0.076585,0.120376,-0.677842,-8.550858,-1.449142,-0.724571,False
2009-01-07,-9.000000,-14.342737,6.235758,0.041016,0.134956,-0.673774,-8.604782,-0.395218,-0.197609,False
2009-02-04,-9.000000,-14.411112,6.275760,-0.031509,0.111259,-0.669657,-8.725259,-0.274741,-0.137371,False
2009-03-03,-9.000000,-14.476785,6.314333,-0.076387,0.064286,-0.664905,-8.839459,-0.160541,-0.080271,False
2009-04-07,-8.000000,-14.561537,6.364335,-0.043853,-0.015043,-0.657615,-8.913714,0.913714,0.456857,False
2009-05-08,-7.000000,-14.636248,6.408623,0.035775,-0.081780,-0.650102,-8.923733,1.923733,0.961866,False
2009-06-03,-7.000000,-14.698653,6.445767,0.076819,-0.120831,-0.643044,-8.939941,1.939941,0.969971,False
2009-07-07,-8.000000,-14.779907,6.494341,0.044411,-0.135374,-0.632786,-9.009316,1.009316,0.504658,False
2009-08-04,-9.000000,-14.846525,6.534343,-0.027761,-0.113248,-0.623475,-9.076666,0.076666,0.038333,False
2009-09-07,-10.000000,-14.927058,6.582916,-0.078354,-0.052653,-0.611139,-9.086288,-0.913712,-0.456856,False
2009-10-16,-9.000000,-15.018951,6.638633,-0.020645,0.036872,-0.595626,-8.959716,-0.040284,-0.020142,False
2009-11-03,-9.000000,-15.061189,6.664349,0.027128,0.075078,-0.587983,-8.882617,-0.117383,-0.058691,False
2009-12-01,-10.000000,-15.126676,6.704350,0.075905,0.119171,-0.575503,-8.802753,-1.197247,-0.598624,False
2010-01-11,-10.000000,-15.222093,6.762924,0.031454,0.133401,-0.555954,-8.850269,-1.149731,-0.574866,False
2010-02-03,-10.000000,-15.275374,6.795783,-0.029019,0.112593,-0.544343,-8.940359,-1.059641,-0.529820,False
2010-03-09,-11.000000,-15.353815,6.844357,-0.078394,0.051570,-0.526352,-9.062634,-1.937366,-0.968683,False
2010-04-06,-10.000000,-15.418126,6.884358,-0.046065,-0.012712,-0.510818,-9.103362,-0.896638,-0.448319,False
2010-05-07,-9.000000,-15.489026,6.928646,0.033352,-0.079895,-0.492888,-9.099810,0.099810,0.049905,False
2010-06-08,-7.000000,-15.561882,6.974362,0.078377,-0.125776,-0.473599,-9.108518,2.108518,1.054259,False
2010-07-13,-10.000000,-15.641185,7.024365,0.030213,-0.133162,-0.451632,-9.171402,-0.828598,-0.414299,False
2010-08-11,-9.000000,-15.706592,7.065795,-0.044461,-0.103343,-0.432771,-9.221372,0.221372,0.110686,False
2010-09-08,-9.000000,-15.769485,7.105797,-0.078411,-0.050484,-0.414018,-9.206601,0.206601,0.103300,False
2010-10-06,-9.000000,-15.832125,7.145799,-0.044966,0.013878,-0.394756,-9.112169,0.112169,0.056085,False
2010-11-10,-8.000000,-15.910071,7.195801,0.043903,0.088186,-0.369998,-8.952178,0.952178,0.476089,False
2010-12-02,-9.000000,-15.958865,7.227231,0.076537,0.120286,-0.354068,-8.888879,-0.111121,-0.055560,False
2011-01-05,-9.000000,-16.033971,7.275805,0.045517,0.135494,-0.328925,-8.906082,-0.093918,-0.046959,False
2011-02-09,-8.000000,-16.110904,7.325807,-0.043342,0.104102,-0.302420,-9.026758,1.026758,0.513379,False
2011-03-10,-9.000000,-16.174355,7.367237,-0.078405,0.049394,-0.280016,-9.116144,0.116144,0.058072,False
2011-04-11,-9.000000,-16.244064,7.412954,-0.034515,-0.024317,-0.254867,-9.144809,0.144809,0.072404,False
2011-05-10,-9.000000,-16.306961,7.454384,0.040491,-0.085479,-0.231720,-9.129284,0.129284,0.064642,False
2011-06-07,-10.000000,-16.367440,7.494386,0.078250,-0.124860,-0.209081,-9.128746,-0.871254,-0.435627,False
2011-07-12,-10.000000,-16.442698,7.544388,0.032685,-0.133630,-0.180423,-9.179678,-0.820322,-0.410161,False
2011-08-09,-10.000000,-16.502632,7.584390,-0.039912,-0.106333,-0.157245,-9.221732,-0.778268,-0.389134,False
2011-09-06,-9.000000,-16.562325,7.624392,-0.078204,-0.054806,-0.133873,-9.204817,0.204817,0.102409,False
2011-10-04,-9.000000,-16.621778,7.664393,-0.049279,0.009208,-0.110337,-9.107793,0.107793,0.053896,False
2011-11-08,-8.000000,-16.695759,7.714396,0.039329,0.084563,-0.080729,-8.938200,0.938200,0.469100,False
2011-12-01,-8.000000,-16.744172,7.747254,0.075905,0.119171,-0.061184,-8.863026,0.863026,0.431513,False
2012-01-04,-9.000000,-16.815447,7.795816,0.047705,0.135704,-0.032210,-8.868432,-0.131568,-0.065784,False
2012-02-07,-10.000000,-16.886374,7.844257,-0.038506,0.107207,-0.003251,-8.976668,-1.023332,-0.511666,False
2012-03-01,-9.109620,-16.934158,7.877026,-0.075617,0.066678,0.016346,-9.049725,-0.059895,-0.029948,False
2012-04-01,-9.111972,-16.998313,7.921193,-0.054821,-0.002773,0.042735,-9.091979,-0.019993,-0.009996,False
2012-05-01,-9.113963,-17.060126,7.963935,0.019841,-0.069457,0.068212,-9.077595,-0.036368,-0.018184,False
2012-06-01,-9.115642,-17.123720,8.008101,0.075962,-0.119267,0.094437,-9.064486,-0.051156,-0.025578,False
2012-07-01,-9.116842,-17.184994,8.050843,0.055776,-0.136135,0.119682,-9.094828,-0.022014,-0.011007,False
2012-08-01,-9.117394,-17.248032,8.095010,-0.021141,-0.116494,0.145591,-9.145065,0.027672,0.013836,False
2012-09-01,-9.117353,-17.310790,8.139177,-0.076285,-0.064630,0.171282,-9.141247,0.023893,0.011947,False
2012-10-01,-9.116981,-17.371258,8.181919,-0.054821,0.002773,0.195900,-9.045488,-0.071494,-0.035747,False
2012-11-01,-9.116324,-17.433468,8.226085,0.022434,0.071457,0.221049,-8.892443,-0.223881,-0.111941,False
2012-12-01,-9.115893,-17.493407,8.268827,0.075962,0.119267,0.245071,-8.784280,-0.331612,-0.165806,False
2013-01-01,-9.115505,-17.555074,8.312994,0.053851,0.136087,0.269532,-8.782610,-0.332895,-0.166448,False
2013-02-01,-9.115197,-17.616466,8.357282,-0.023938,0.115161,0.293654,-8.874307,-0.240890,-0.120445,False
2013-03-01,-9.114800,-17.671682,8.397283,-0.074989,0.068379,0.315062,-8.965946,-0.148854,-0.074427,False
2013-04-01,-9.114139,-17.732555,8.441571,-0.056253,-0.001012,0.338310,-9.009939,-0.104200,-0.052100,False
2013-05-01,-9.113476,-17.791207,8.484430,0.018088,-0.068103,0.360323,-8.996468,-0.117008,-0.058504,False
2013-06-01,-9.112849,-17.851548,8.528718,0.075555,-0.118600,0.382535,-8.983340,-0.129509,-0.064754,False
2013-07-01,-9.111844,-17.909687,8.571577,0.056721,-0.136144,0.403481,-9.014052,-0.097792,-0.048896,False
2013-08-01,-9.110739,-17.969501,8.615865,-0.020052,-0.116998,0.424526,-9.066160,-0.044579,-0.022289,False
2013-09-01,-9.109789,-18.029049,8.660152,-0.076071,-0.065317,0.444931,-9.065354,-0.044435,-0.022217,False
2013-10-01,-9.105829,-18.086424,8.703011,-0.055304,0.002184,0.464039,-8.972494,-0.133335,-0.066668,False
2013-11-01,-9.101545,-18.145452,8.747299,0.022002,0.071124,0.483095,-8.821931,-0.279613,-0.139807,False
2013-12-01,-9.097124,-18.202326,8.790158,0.075905,0.119171,0.500843,-8.716248,-0.380875,-0.190438,False
2014-01-01,-9.092735,-18.260838,8.834446,0.053851,0.136087,0.518440,-8.718014,-0.374721,-0.187360,False
2014-02-01,-9.088734,-18.319090,8.878734,-0.023938,0.115161,0.535254,-8.813880,-0.274855,-0.137427,False
2014-03-01,-9.084760,-18.371482,8.918735,-0.074989,0.068379,0.549747,-8.909608,-0.175152,-0.087576,False
2014-04-17,-9.000000,-18.458952,8.985881,-0.019340,-0.037999,0.572547,-8.957863,-0.042137,-0.021069,False
2014-05-05,-9.000000,-18.492295,9.011597,0.028391,-0.076053,0.580757,-8.947603,-0.052397,-0.026198,False
2014-06-11,-8.000000,-18.560563,9.064456,0.078199,-0.128298,0.596702,-8.949504,0.949504,0.474752,False
2014-07-17,-9.000000,-18.626638,9.115887,0.019993,-0.130896,0.610985,-9.010669,0.010669,0.005334,False
2014-08-11,-6.000000,-18.672322,9.151603,-0.044461,-0.103343,0.620175,-9.048348,3.048348,1.524174,False
2014-09-23,-9.000000,-18.750516,9.213034,-0.068337,-0.016524,0.634553,-8.987790,-0.012210,-0.006105,False
2014-10-16,-9.000000,-18.792143,9.245893,-0.020645,0.036872,0.641490,-8.888533,-0.111467,-0.055734,False
2014-11-19,-9.000000,-18.853426,9.294467,0.061623,0.103135,0.650768,-8.743434,-0.256566,-0.128283,False
2014-12-12,-10.000000,-18.894713,9.327325,0.077798,0.129432,0.656376,-8.703782,-1.296218,-0.648109,False
2015-01-15,-9.000000,-18.955496,9.375899,0.021296,0.131214,0.663666,-8.763421,-0.236579,-0.118289,False
2015-02-10,-9.000000,-19.001776,9.413043,-0.045566,0.102576,0.668429,-8.863294,-0.136706,-0.068353,False
2015-03-16,-8.000000,-19.062037,9.461617,-0.076524,0.036050,0.673587,-8.967306,0.967306,0.483653,False
2015-04-22,-9.000000,-19.127281,9.514476,-0.006038,-0.049097,0.677811,-8.990127,-0.009873,-0.004936,False
2015-05-13,-10.000000,-19.164156,9.544478,0.047198,-0.090834,0.679561,-8.983753,-1.016247,-0.508123,False
2015-06-11,-10.000000,-19.214898,9.585908,0.078199,-0.128298,0.681205,-8.997884,-1.002116,-0.501058,False
2015-07-03,-10.000000,-19.253250,9.617338,0.052862,-0.136048,0.681852,-9.037247,-0.962753,-0.481377,False
2015-08-14,-10.000000,-19.326132,9.677341,-0.050883,-0.098630,0.681649,-9.116656,-0.883344,-0.441672,False
2015-09-24,-8.000000,-19.396855,9.735915,-0.066973,-0.014195,0.679630,-9.062478,1.062478,0.531239,False
2015-10-15,-9.000000,-19.432918,9.765916,-0.023237,0.034611,0.677901,-8.977726,-0.022274,-0.011137,False
2015-11-23,-8.000000,-19.499604,9.821633,0.067695,0.109005,0.673447,-8.827823,0.827823,0.413911,False
2015-12-16,-8.000000,-19.538756,9.854492,0.075717,0.132030,0.670066,-8.806451,0.806451,0.403226,False
2016-01-14,-8.000000,-19.587938,9.895871,0.023972,0.131840,0.665017,-8.871238,0.871238,0.435619,False
2016-02-25,-9.000000,-19.658804,9.955710,-0.070961,0.076608,0.656168,-9.041278,0.041278,0.020639,False
2016-03-17,-9.000000,-19.694077,9.985630,-0.075324,0.031983,0.651065,-9.100722,0.100722,0.050361,False
2016-04-21,-9.000000,-19.752628,10.035495,-0.006854,-0.048433,0.641566,-9.130854,0.130854,0.065427,False
2016-05-31,-9.000000,-19.819185,10.092484,0.075250,-0.118122,0.629208,-9.140364,0.140364,0.070182,False
2016-06-17,-9.000000,-19.847355,10.116705,0.074938,-0.132604,0.623478,-9.164837,0.164837,0.082419,False
2016-07-15,-9.000000,-19.893604,10.156597,0.023972,-0.131840,0.613430,-9.231445,0.231445,0.115723,False
