date,32.107,32.107_exp_trend,32.107_trend,32.107_0.5yr,32.107_1yr,32.107_3.72yr,32.107_9.06yr,32.107_17.26yr,32.107_model,32.107_noise,32.107_wtest,flagged
2018-08-16,-3.000000,-3.910612,1.459904,-0.025441,0.218634,-0.229650,0.199902,-0.180195,-2.467457,-0.532543,-0.266272,False
2018-09-20,-3.000000,-3.910620,1.461413,-0.025087,0.087056,-0.268837,0.188639,-0.185308,-2.652744,-0.347256,-0.173628,False
2018-10-22,-3.000000,-3.910628,1.462792,0.004388,-0.061506,-0.298530,0.177610,-0.189785,-2.815659,-0.184341,-0.092170,False
2018-11-19,-4.000000,-3.910634,1.463999,0.027433,-0.178013,-0.319170,0.167420,-0.193544,-2.942510,-1.057490,-0.528745,False
2018-12-10,-3.000000,-3.910639,1.464904,0.029635,-0.239924,-0.331155,0.159466,-0.196265,-3.023978,0.023978,0.011989,False
2019-01-07,-4.000000,-3.910645,1.466110,0.010428,-0.273411,-0.342257,0.148466,-0.199758,-3.101067,-0.898933,-0.449467,False
2019-02-15,-3.000000,-3.910653,1.467791,-0.025731,-0.217212,-0.348137,0.132453,-0.204364,-3.105854,0.105854,0.052927,False
2019-03-04,-3.000000,-3.910656,1.468524,-0.030663,-0.160053,-0.347160,0.125240,-0.206275,-3.061042,0.061042,0.030521,False
2019-04-15,-2.000000,-3.910664,1.470334,-0.003507,0.026689,-0.335582,0.106876,-0.210741,-2.856596,0.856596,0.428298,False
2019-05-14,-2.000000,-3.910670,1.471584,0.023708,0.153721,-0.320168,0.093791,-0.213610,-2.701643,0.701643,0.350821,False
2019-06-14,-3.000000,-3.910675,1.472920,0.028473,0.247390,-0.297333,0.079491,-0.216479,-2.596213,-0.403787,-0.201894,False
2019-07-05,-2.000000,-3.910679,1.473825,0.013819,0.272612,-0.278359,0.069643,-0.218305,-2.577443,0.577443,0.288722,False
2019-08-12,-3.000000,-3.910685,1.475463,-0.022850,0.229417,-0.237489,0.051554,-0.221365,-2.635955,-0.364045,-0.182022,False
2019-09-06,-2.000000,-3.910689,1.476540,-0.030403,0.146412,-0.206519,0.039500,-0.223205,-2.708363,0.708363,0.354181,False
2019-10-09,-3.000000,-3.910694,1.477963,-0.009178,-0.000842,-0.161482,0.023458,-0.225421,-2.806197,-0.193803,-0.096901,False
2019-11-12,-2.000000,-3.910699,1.479428,0.023370,-0.151769,-0.111162,0.006833,-0.227450,-2.891448,0.891448,0.445724,False
2019-12-09,-3.000000,-3.910703,1.480592,0.029889,-0.237630,-0.069183,-0.006392,-0.228874,-2.942301,-0.057699,-0.028849,False
2020-01-15,-2.000000,-3.910708,1.482185,0.002233,-0.271536,-0.010099,-0.024463,-0.230555,-2.962943,0.962943,0.481471,False
2020-02-07,-2.000000,-3.910711,1.483173,-0.020145,-0.238196,0.026825,-0.035623,-0.231440,-2.926116,0.926116,0.463058,False
2020-03-06,-3.000000,-3.910714,1.484377,-0.030488,-0.149096,0.071328,-0.049114,-0.232355,-2.816062,-0.183938,-0.091969,False
2020-04-10,-1.000000,-3.910718,1.485881,-0.007935,0.006616,0.125199,-0.065780,-0.233244,-2.599982,1.599982,0.799991,False
2020-05-08,-2.000000,-3.910721,1.487085,0.019746,0.132271,0.166014,-0.078908,-0.233753,-2.418267,0.418267,0.209134,False
2020-06-03,-2.337510,-3.910724,1.488202,0.030657,0.222629,0.201448,-0.090900,-0.234062,-2.292750,-0.044759,-0.022380,False
2020-07-08,-3.000000,-3.910728,1.489707,0.010445,0.273410,0.244488,-0.106690,-0.234232,-2.233601,-0.766399,-0.383200,False
2020-08-06,-4.000000,-3.910731,1.490953,-0.018512,0.242666,0.275372,-0.119421,-0.234158,-2.273830,-1.726170,-0.863085,False
2020-09-11,-2.000000,-3.910735,1.492500,-0.029171,0.124735,0.306806,-0.134718,-0.233794,-2.384377,0.384377,0.192189,False
2020-10-12,-2.000000,-3.910738,1.493833,-0.005884,-0.015996,0.327130,-0.147392,-0.233241,-2.492288,0.492288,0.246144,False
2020-11-12,-3.000000,-3.910740,1.495165,0.023463,-0.152303,0.340770,-0.159557,-0.232467,-2.595669,-0.404331,-0.202166,False
2020-12-08,-1.000000,-3.910743,1.496283,0.030094,-0.235423,0.346849,-0.169337,-0.231646,-2.673924,1.673924,0.836962,False
2021-01-15,-3.000000,-3.910746,1.497918,0.002193,-0.271515,0.346750,-0.182899,-0.230167,-2.748467,-0.251533,-0.125767,False
2021-02-17,-3.000000,-3.910749,1.499340,-0.026818,-0.211365,0.337987,-0.193927,-0.228613,-2.734145,-0.265855,-0.132928,False
2021-03-11,-3.000000,-3.910750,1.500288,-0.029702,-0.132239,0.327754,-0.200858,-0.227439,-2.672945,-0.327055,-0.163527,False
2021-04-11,-4.000000,-3.910753,1.501624,-0.007656,0.007902,0.307607,-0.210026,-0.225599,-2.536900,-1.463100,-0.731550,False
2021-05-06,-3.000000,-3.910754,1.502702,0.017526,0.121218,0.286732,-0.216890,-0.223957,-2.423424,-0.576576,-0.288288,False
2021-06-25,-0.000000,-3.910758,1.504857,0.022248,0.264900,0.233813,-0.229137,-0.220259,-2.334335,2.334335,1.167168,False
2021-07-08,-2.000000,-3.910759,1.505417,0.010923,0.273358,0.217883,-0.231986,-0.219207,-2.354371,0.354371,0.177186,False
2021-08-11,,-3.910761,1.506882,-0.022132,0.231944,0.172647,-0.238766,-0.216282,-2.476468,,,False
2021-09-08,-3.000000,-3.910763,1.508089,-0.030056,0.138375,0.132139,-0.243603,-0.213687,-2.619506,-0.380494,-0.190247,False
2021-10-05,-3.000000,-3.910764,1.509253,-0.013108,0.017975,0.090971,-0.247614,-0.211027,-2.764314,-0.235686,-0.117843,False
2021-11-02,-3.000000,-3.910766,1.510460,0.015298,-0.110560,0.046789,-0.251085,-0.208106,-2.907971,-0.092029,-0.046015,False
