date,51.038,51.038_exp_trend,51.038_trend,51.038_0.5yr,51.038_1yr,51.038_4.2yr,51.038_6.67yr,51.038_16.97yr,51.038_model,51.038_noise,51.038_wtest,flagged
2003-04-28,-9.000000,-10.184853,0.786416,0.028796,-0.044439,-0.014407,0.173868,-0.288026,-9.542646,0.542646,0.271323,False
2003-05-26,-9.000000,-10.227602,0.792720,-0.015373,0.015365,-0.052473,0.178425,-0.294144,-9.603084,0.603084,0.301542,False
2003-06-23,-11.747912,-10.269304,0.799024,-0.046329,0.071667,-0.089848,0.182050,-0.300025,-9.652765,-2.095147,-1.047574,False
2003-07-29,-11.889493,-10.321423,0.807130,-0.027787,0.118654,-0.136098,0.185312,-0.307230,-9.681442,-2.208051,-1.104026,False
2003-08-29,-11.000000,-10.364990,0.814109,0.021132,0.123984,-0.173590,0.186842,-0.313106,-9.705619,-1.294381,-0.647191,False
2003-09-30,-11.000000,-10.408725,0.821314,0.048235,0.093390,-0.209350,0.187166,-0.318847,-9.786816,-1.213184,-0.606592,False
2003-10-30,-11.000000,-10.448616,0.828068,0.025362,0.039318,-0.239619,0.186312,-0.323924,-9.933099,-1.066901,-0.533451,False
2003-11-01,-10.013340,-10.451238,0.828519,0.022479,0.035167,-0.241513,0.186215,-0.324252,-9.944623,-0.068717,-0.034358,False
2003-12-03,-12.000000,-10.492562,0.835723,-0.027911,-0.033460,-0.269528,0.183995,-0.329315,-10.133058,-1.866942,-0.933471,False
2003-12-23,-12.000000,-10.517802,0.840226,-0.046554,-0.072559,-0.284714,0.181969,-0.332304,-10.231737,-1.768263,-0.884132,False
2004-01-13,-12.000000,-10.543826,0.844947,-0.043299,-0.104337,-0.298579,0.179324,-0.335291,-10.301060,-1.698940,-0.849470,False
2004-02-19,-10.000000,-10.588517,0.853255,0.007504,-0.126084,-0.317575,0.173402,-0.340177,-10.338193,0.338193,0.169096,False
2004-03-18,-10.000000,-10.621376,0.859542,0.043370,-0.109580,-0.327149,0.167872,-0.343559,-10.330880,0.330880,0.165440,False
2004-04-28,-9.000000,-10.668045,0.868748,0.027885,-0.043059,-0.333423,0.158211,-0.348012,-10.337695,1.337695,0.668848,False
2004-05-27,-10.000000,-10.700046,0.875259,-0.017865,0.018804,-0.332220,0.150308,-0.350801,-10.356561,0.356561,0.178281,False
2004-06-29,-12.000000,-10.735475,0.882669,-0.048159,0.082828,-0.325183,0.140299,-0.353607,-10.356629,-1.643371,-0.821686,False
2004-07-29,-12.000000,-10.766796,0.889405,-0.027206,0.118966,-0.313655,0.130320,-0.355817,-10.324782,-1.675218,-0.837609,False
2004-08-19,-11.000000,-10.788231,0.894120,0.005864,0.126148,-0.302769,0.122869,-0.357168,-10.299167,-0.700833,-0.350416,False
2004-09-24,-10.000000,-10.824062,0.902203,0.047152,0.101291,-0.278974,0.109274,-0.359110,-10.302226,0.302226,0.151113,False
2004-10-29,-10.000000,-10.857819,0.910062,0.026518,0.041017,-0.250053,0.095157,-0.360542,-10.395661,0.395661,0.197830,False
2004-11-30,-10.000000,-10.887779,0.917247,-0.023832,-0.027321,-0.219124,0.081571,-0.361455,-10.520693,0.520693,0.260346,False
2004-12-31,-11.000000,-10.916005,0.924208,-0.048238,-0.086047,-0.185586,0.067882,-0.361978,-10.605765,-0.394235,-0.197117,False
2005-01-26,-11.000000,-10.939088,0.930061,-0.029786,-0.117507,-0.155057,0.056032,-0.362143,-10.617487,-0.382513,-0.191256,False
2005-02-25,-10.000000,-10.965069,0.936815,0.017326,-0.124877,-0.117664,0.042048,-0.362020,-10.573440,0.573440,0.286720,False
2005-03-25,-10.000000,-10.988704,0.943119,0.046865,-0.102280,-0.081149,0.028768,-0.361603,-10.514984,0.514984,0.257492,False
2005-04-27,-10.000000,-11.015816,0.950549,0.030111,-0.046465,-0.036781,0.012928,-0.360737,-10.466211,0.466211,0.233105,False
2005-05-10,-10.000000,-11.026281,0.953476,0.010834,-0.019274,-0.019073,0.006656,-0.360285,-10.453946,0.453946,0.226973,False
2005-06-14,-10.000000,-11.053864,0.961357,-0.040023,0.054785,0.028731,-0.010247,-0.358756,-10.418018,0.418018,0.209009,False
2005-07-29,-10.000000,-11.088094,0.971488,-0.027787,0.118654,0.089190,-0.031839,-0.356126,-10.324514,0.324514,0.162257,False
2005-08-26,-10.000000,-11.108715,0.977792,0.016549,0.125028,0.125408,-0.045075,-0.354115,-10.263128,0.263128,0.131564,False
2005-09-28,-10.000000,-11.132370,0.985222,0.048069,0.096256,0.165941,-0.060368,-0.351378,-10.248628,0.248628,0.124314,False
2005-10-26,-11.000000,-11.151905,0.991526,0.030756,0.047473,0.197984,-0.073004,-0.348747,-10.305918,-0.694082,-0.347041,False
2005-11-30,-12.000000,-11.175653,0.999407,-0.023705,-0.027135,0.234328,-0.088257,-0.345063,-10.426079,-1.573921,-0.786960,False
2005-12-26,-12.000000,-11.192824,1.005261,-0.047609,-0.077790,0.258248,-0.099128,-0.342045,-10.495888,-1.504112,-0.752056,False
2006-01-13,-12.000000,-11.204482,1.009313,-0.043274,-0.104377,0.273107,-0.106396,-0.339816,-10.515925,-1.484075,-0.742038,False
2006-02-15,-12.000000,-11.225378,1.016743,0.001114,-0.126124,0.296436,-0.119113,-0.335435,-10.491756,-1.508244,-0.754122,False
2006-03-15,-11.000000,-11.242635,1.023047,0.040253,-0.113424,0.311999,-0.129229,-0.331423,-10.441412,-0.558588,-0.279294,False
2006-04-12,-10.000000,-11.259469,1.029352,0.044795,-0.074880,0.323457,-0.138671,-0.327144,-10.402561,0.402561,0.201281,False
2006-05-15,-10.000000,-11.278780,1.036781,0.002622,-0.008483,0.331490,-0.148867,-0.321762,-10.386999,0.386999,0.193499,False
2006-06-13,-11.062137,-11.295291,1.043311,-0.039072,0.052820,0.333553,-0.156937,-0.316735,-10.378352,-0.683785,-0.341893,False
2006-07-10,-11.000000,-11.310287,1.049390,-0.046046,0.098578,0.331242,-0.163663,-0.311807,-10.352593,-0.647407,-0.323703,False
2006-08-22,-11.000000,-11.333441,1.059071,0.010171,0.125900,0.319226,-0.172721,-0.303479,-10.295274,-0.704726,-0.352363,False
2006-09-19,-11.000000,-11.348050,1.065375,0.044538,0.107691,0.306048,-0.177484,-0.297745,-10.299626,-0.700374,-0.350187,False
2006-10-18,-12.000000,-11.362804,1.071905,0.039704,0.063072,0.288158,-0.181439,-0.291553,-10.372957,-1.627043,-0.813522,False
2006-11-15,-12.000000,-11.376694,1.078209,0.000132,0.005230,0.267024,-0.184294,-0.285334,-10.495729,-1.504271,-0.752136,False
2006-12-12,-10.000000,-11.389766,1.084288,-0.038579,-0.051832,0.243314,-0.186136,-0.279120,-10.617832,0.617832,0.308916,False
2007-01-15,-11.000000,-11.405788,1.091943,-0.041705,-0.106756,0.209262,-0.187171,-0.270998,-10.711213,-0.288787,-0.144394,False
2007-02-06,-11.000000,-11.415901,1.096896,-0.013645,-0.124058,0.185021,-0.187072,-0.265569,-10.724329,-0.275671,-0.137836,False
2007-03-26,-12.000000,-11.437294,1.107703,0.047231,-0.100993,0.127201,-0.184768,-0.253271,-10.694191,-1.305809,-0.652905,False
2007-04-17,-11.000000,-11.446799,1.112657,0.041065,-0.065873,0.098918,-0.182762,-0.247432,-10.690226,-0.309774,-0.154887,False
2007-05-15,-11.000000,-11.458631,1.118961,0.002622,-0.008483,0.061789,-0.179358,-0.239822,-10.702922,-0.297078,-0.148539,False
2007-06-12,-11.252395,-11.470173,1.125265,-0.038075,0.050840,0.023848,-0.175018,-0.232019,-10.715332,-0.537063,-0.268531,False
2007-07-13,-9.864423,-11.482623,1.132245,-0.044317,0.102512,-0.018504,-0.169148,-0.223162,-10.702997,0.838574,0.419287,False
2007-08-15,-13.000000,-11.495506,1.139674,-0.001377,0.125989,-0.063244,-0.161711,-0.213491,-10.669665,-2.330335,-1.165167,False
2007-09-19,-12.000000,-11.508763,1.147555,0.044538,0.107691,-0.109415,-0.152544,-0.202973,-10.673912,-1.326088,-0.663044,False
2007-10-16,-11.000000,-11.518714,1.153634,0.041495,0.066797,-0.143545,-0.144618,-0.194684,-10.739635,-0.260365,-0.130182,False
2007-11-16,-8.000000,-11.529848,1.160613,-0.001529,0.003059,-0.180541,-0.134655,-0.184986,-10.867888,2.867888,1.433944,False
2007-12-06,-11.000000,-11.536872,1.165116,-0.031819,-0.039695,-0.202901,-0.127766,-0.178632,-10.952568,-0.047432,-0.023716,False
2008-01-11,-12.000000,-11.549204,1.173216,-0.044656,-0.101840,-0.239593,-0.114531,-0.167021,-11.043629,-0.956371,-0.478185,False
2008-02-12,-13.000000,-11.559841,1.180401,-0.004055,-0.125750,-0.267815,-0.101960,-0.156533,-11.035552,-1.964448,-0.982224,False
2008-03-04,-12.000000,-11.566659,1.185116,0.028688,-0.121319,-0.283876,-0.093329,-0.149560,-11.000940,-0.999060,-0.499530,False
2008-04-07,-12.000000,-11.577432,1.192750,0.046932,-0.082128,-0.305402,-0.078789,-0.138130,-10.942199,-1.057801,-0.528901,False
2008-05-06,-12.000000,-11.586369,1.199261,0.016163,-0.026416,-0.319122,-0.065906,-0.128251,-10.910639,-1.089361,-0.544680,False
2008-06-03,-11.000000,-11.594782,1.205548,-0.028018,0.033626,-0.328120,-0.053119,-0.118608,-10.883473,-0.116527,-0.058264,False
2008-07-07,-11.000000,-11.604721,1.213183,-0.047117,0.095079,-0.333269,-0.037227,-0.106771,-10.820843,-0.179157,-0.089579,False
2008-08-04,-8.311845,-11.612684,1.219469,-0.018481,0.122658,-0.332684,-0.023920,-0.096927,-10.742570,2.430725,1.215363,False
2008-09-08,-13.000000,-11.622365,1.227328,0.034892,0.117900,-0.325838,-0.007120,-0.084515,-10.659717,-2.340283,-1.170141,False
2008-10-06,-12.000000,-11.629896,1.233615,0.047288,0.083760,-0.315557,0.006368,-0.074507,-10.648929,-1.351071,-0.675535,False
2008-11-03,-11.000000,-11.637242,1.239902,0.019244,0.030636,-0.301147,0.019823,-0.064440,-10.693225,-0.306775,-0.153388,False
2008-12-02,-11.000000,-11.644662,1.246414,-0.026653,-0.031533,-0.282072,0.033650,-0.053959,-10.758816,-0.241184,-0.120592,False
2009-01-07,-11.000000,-11.653611,1.254500,-0.046727,-0.096512,-0.252905,0.050552,-0.040879,-10.785582,-0.214418,-0.107209,False
2009-02-04,-12.000000,-11.660376,1.260805,-0.016796,-0.123192,-0.226336,0.063434,-0.030644,-10.733106,-1.266894,-0.633447,False
2009-03-03,-10.000000,-11.666743,1.266884,0.026192,-0.122350,-0.197892,0.075543,-0.020750,-10.639117,0.639117,0.319558,False
2009-04-07,-10.000000,-11.674773,1.274764,0.047200,-0.083333,-0.157472,0.090686,-0.007904,-10.510832,0.510832,0.255416,False
2009-05-08,-11.000000,-11.681681,1.281743,0.014043,-0.023554,-0.118942,0.103485,0.003484,-10.421422,-0.578578,-0.289289,False
2009-06-03,-11.000000,-11.687330,1.287597,-0.027229,0.032411,-0.085121,0.113713,0.013032,-10.352927,-0.647073,-0.323537,False
2009-07-07,-11.000000,-11.694523,1.295252,-0.047284,0.094382,-0.039498,0.126308,0.025504,-10.239858,-0.760142,-0.380071,False
2009-08-04,-12.000000,-11.700286,1.301557,-0.019108,0.122446,-0.001310,0.135954,0.035753,-10.124995,-1.875005,-0.937503,False
2009-09-07,-9.000000,-11.707095,1.309212,0.033349,0.118887,0.045034,0.146709,0.048158,-10.005745,1.005745,0.502873,False
2009-10-16,-10.000000,-11.714657,1.317992,0.041495,0.066797,0.097066,0.157651,0.062317,-9.971339,-0.028661,-0.014331,False
2009-11-03,-11.000000,-11.718060,1.322045,0.019489,0.030975,0.120324,0.162169,0.068820,-9.994237,-1.005763,-0.502882,False
2009-12-01,-11.000000,-11.723246,1.328349,-0.025137,-0.029252,0.155157,0.168499,0.078889,-10.046742,-0.953258,-0.476629,False
2010-01-11,-10.000000,-11.730613,1.337580,-0.044639,-0.101875,0.202358,0.176172,0.093517,-10.067500,0.067500,0.033750,False
2010-02-03,-10.000000,-11.734629,1.342759,-0.018343,-0.122704,0.226420,0.179618,0.101653,-10.025227,0.025227,0.012614,False
2010-03-09,-11.000000,-11.740419,1.350414,0.033944,-0.118519,0.258248,0.183550,0.113578,-9.919203,-1.080797,-0.540398,False
2010-04-06,-10.000000,-11.745058,1.356718,0.047515,-0.084951,0.280724,0.185729,0.123298,-9.836025,-0.163975,-0.081987,False
2010-05-07,-6.000000,-11.750062,1.363698,0.015623,-0.025685,0.301290,0.187010,0.133943,-9.774182,3.774182,1.887091,False
2010-06-08,-7.000000,-11.755084,1.370902,-0.033648,0.042774,0.317422,0.187077,0.144793,-9.725764,2.725764,1.362882,False
2010-07-13,-7.000000,-11.760417,1.378783,-0.044317,0.102512,0.328815,0.185691,0.156484,-9.652449,2.652449,1.326225,False
2010-08-11,-4.821130,-11.764713,1.385312,-0.007984,0.125219,0.333144,0.183395,0.166022,-9.579605,4.758475,2.379237,False
2010-09-08,-11.000000,-11.768756,1.391616,0.034529,0.118142,0.332863,0.180203,0.175096,-9.536307,-1.463693,-0.731846,False
2010-10-06,-11.000000,-11.772701,1.397920,0.047364,0.084145,0.328203,0.176071,0.184028,-9.554970,-1.445030,-0.722515,False
2010-11-10,-10.000000,-11.777496,1.405801,0.008393,0.016048,0.316319,0.169616,0.194983,-9.666337,-0.333663,-0.166832,False
2010-12-02,-10.000000,-11.780435,1.410754,-0.026540,-0.031361,0.305502,0.164847,0.201744,-9.755489,-0.244511,-0.122256,False
2011-01-05,-9.000000,-11.784866,1.418409,-0.047441,-0.093657,0.283940,0.156438,0.211995,-9.855183,0.855183,0.427592,False
2011-02-09,-10.000000,-11.789290,1.426289,-0.008802,-0.125080,0.255999,0.146524,0.222283,-9.872077,-0.127923,-0.063962,False
2011-03-10,-9.000000,-11.792853,1.432818,0.035104,-0.117756,0.228835,0.137401,0.230597,-9.845853,0.845853,0.422927,False
2011-04-11,-8.000000,-11.796680,1.440023,0.045384,-0.076617,0.195131,0.126444,0.239538,-9.826776,1.826776,0.913388,False
2011-05-10,-9.000000,-11.800055,1.446552,0.010834,-0.019274,0.161674,0.115768,0.247423,-9.837077,0.837077,0.418538,False
2011-06-07,-11.000000,-11.803233,1.452857,-0.032438,0.040724,0.127201,0.104844,0.254833,-9.855212,-1.144788,-0.572394,False
2011-07-12,-10.000000,-11.807096,1.460737,-0.044947,0.101231,0.081812,0.090426,0.263806,-9.854031,-0.145969,-0.072985,False
2011-08-09,-10.000000,-11.810101,1.467041,-0.011238,0.124611,0.044245,0.078355,0.270746,-9.836343,-0.163657,-0.081829,False
2011-09-06,-8.000000,-11.813033,1.473345,0.032130,0.119597,0.006095,0.065875,0.277467,-9.838524,1.838524,0.919262,False
2011-10-04,-8.000000,-11.815893,1.479649,0.047882,0.087332,-0.032135,0.053051,0.283964,-9.896149,1.896149,0.948075,False
2011-11-08,-9.000000,-11.819370,1.487530,0.011642,0.020346,-0.079269,0.036640,0.291763,-10.050717,1.050717,0.525359,False
2011-12-01,-9.000000,-11.821596,1.492708,-0.025137,-0.029252,-0.109415,0.025685,0.296689,-10.170320,1.170320,0.585160,False
2012-01-04,-9.000000,-11.824806,1.500361,-0.047716,-0.092176,-0.152113,0.009339,0.303671,-10.303440,1.303440,0.651720,False
2012-02-07,-9.000000,-11.827920,1.507995,-0.012207,-0.124399,-0.191769,-0.007038,0.310277,-10.345060,1.345060,0.672530,False
2012-03-01,-9.251864,-11.829974,1.513160,0.024548,-0.122943,-0.216543,-0.018093,0.314538,-10.335307,1.083442,0.541721,False
2012-04-01,-9.286195,-11.832677,1.520120,0.048223,-0.091541,-0.246869,-0.032886,0.320011,-10.315620,1.029426,0.514713,False
2012-05-01,-9.323763,-11.835224,1.526856,0.023690,-0.036896,-0.272453,-0.047004,0.325008,-10.316023,0.992260,0.496130,False
2012-06-01,-9.364242,-11.837785,1.533817,-0.025257,0.029431,-0.294588,-0.061297,0.329857,-10.325822,0.961580,0.480790,False
2012-07-01,-9.408491,-11.840197,1.540553,-0.048238,0.086047,-0.311514,-0.074759,0.334241,-10.313868,0.905377,0.452688,False
2012-08-01,-9.455966,-11.842623,1.547513,-0.022965,0.120972,-0.324087,-0.088201,0.338448,-10.270943,0.814977,0.407488,False
2012-09-01,-9.505096,-11.844984,1.554474,0.025959,0.122438,-0.331464,-0.101081,0.342322,-10.232337,0.727241,0.363621,False
2012-10-01,-9.556578,-11.847208,1.561210,0.048223,0.091541,-0.333544,-0.112934,0.345750,-10.246962,0.690384,0.345192,False
2012-11-01,-9.606932,-11.849444,1.568170,0.022234,0.034820,-0.330430,-0.124475,0.348958,-10.330168,0.723235,0.361618,False
2012-12-01,-9.656230,-11.851551,1.574906,-0.025257,-0.029431,-0.322372,-0.134890,0.351736,-10.436859,0.780629,0.390314,False
2013-01-01,-9.704198,-11.853669,1.581867,-0.048193,-0.087618,-0.308961,-0.144807,0.354266,-10.507115,0.802917,0.401459,False
2013-02-01,-9.752318,-11.855731,1.588847,-0.021369,-0.121619,-0.290539,-0.153826,0.356453,-10.497785,0.745466,0.372733,False
2013-03-01,-9.800142,-11.857545,1.595151,0.023343,-0.123339,-0.269864,-0.161128,0.358126,-10.435256,0.635113,0.317557,False
2013-04-01,-9.848198,-11.859501,1.602130,0.048241,-0.092657,-0.242846,-0.168229,0.359641,-10.353221,0.505023,0.252511,False
2013-05-01,-9.897270,-11.861344,1.608885,0.024652,-0.038284,-0.212966,-0.174078,0.360768,-10.292367,0.395097,0.197548,False
