date,122.911,122.911_exp_trend,122.911_trend,122.911_0.5yr,122.911_1yr,122.911_5.06yr,122.911_8.98yr,122.911_17.88yr,122.911_jump,122.911_model,122.911_noise,122.911_wtest,flagged
2017-11-03,-103.000000,-102.791552,7.452823,-0.204748,0.081287,-0.161180,-0.413568,1.231924,-8.039842,-102.844856,-0.155144,-0.077572,False
2017-12-04,-102.000000,-102.811244,7.480383,-0.162821,0.042138,-0.150951,-0.377535,1.167796,-8.039842,-102.852076,0.852076,0.426038,False
2018-01-18,-102.000000,-102.839170,7.520389,0.140528,-0.031773,-0.133152,-0.322892,1.072873,-8.039842,-102.633040,0.633040,0.316520,False
2018-02-09,-102.000000,-102.852543,7.539947,0.216079,-0.063799,-0.123288,-0.295278,1.025722,-8.039842,-102.593002,0.593002,0.296501,False
2018-03-16,-102.000000,-102.873449,7.571063,0.099686,-0.094723,-0.106196,-0.250285,0.949769,-8.039842,-102.743978,0.743978,0.371989,False
2018-04-12,-103.000000,-102.889272,7.595067,-0.095196,-0.095942,-0.091971,-0.214796,0.890435,-8.039842,-102.941517,-0.058483,-0.029241,False
2018-05-11,-103.000000,-102.905975,7.620848,-0.215865,-0.074666,-0.075831,-0.176039,0.826038,-8.039842,-103.041333,0.041333,0.020666,False
2018-06-21,-103.000000,-102.929088,7.657298,-0.059741,-0.015655,-0.051793,-0.120346,0.733906,-8.039842,-102.825261,-0.174739,-0.087369,False
2018-07-19,-101.000000,-102.944540,7.682191,0.137652,0.030974,-0.034769,-0.081864,0.670321,-8.039842,-102.579877,1.579877,0.789939,False
2018-08-16,-102.000000,-102.959728,7.707083,0.216731,0.070546,-0.017430,-0.043146,0.606249,-8.039842,-102.459537,0.459537,0.229769,False
2018-09-20,-104.000000,-102.978348,7.738199,0.061538,0.096675,0.004447,0.005413,0.525545,-8.039842,-102.586373,-1.413627,-0.706813,False
2018-10-22,-103.000000,-102.995025,7.766648,-0.158172,0.090787,0.024402,0.049794,0.451233,-8.039842,-102.810175,-0.189825,-0.094913,False
2018-11-19,-104.000000,-103.009350,7.791541,-0.212723,0.063335,0.041634,0.088480,0.385857,-8.039842,-102.891069,-1.108931,-0.554465,False
2018-12-10,-104.000000,-103.019932,7.810210,-0.129811,0.032791,0.054318,0.117333,0.336639,-8.039842,-102.838296,-1.161704,-0.580852,False
2019-01-07,-103.000000,-103.033831,7.835103,0.069240,-0.013755,0.070788,0.155499,0.270804,-8.039842,-102.685996,-0.314004,-0.157002,False
2019-02-15,-103.000000,-103.052796,7.869774,0.216404,-0.071129,0.092628,0.207890,0.178787,-8.039842,-102.598283,-0.401717,-0.200859,False
2019-03-04,-103.000000,-103.060921,7.884888,0.168868,-0.087553,0.101660,0.230381,0.138590,-8.039842,-102.663929,-0.336071,-0.168036,False
2019-04-15,-103.000000,-103.080633,7.922227,-0.114841,-0.094783,0.122456,0.284847,0.039145,-8.039842,-102.961424,-0.038576,-0.019288,False
2019-05-14,-103.000000,-103.093950,7.948008,-0.217379,-0.071289,0.135382,0.321399,-0.029566,-8.039842,-103.047237,0.047237,0.023619,False
2019-06-14,-102.000000,-103.107924,7.975568,-0.107906,-0.027171,0.147741,0.359371,-0.102990,-8.039842,-102.903153,0.903153,0.451577,False
2019-07-05,-102.000000,-103.117240,7.994237,0.043964,0.007888,0.155188,0.384380,-0.152680,-8.039842,-102.724105,0.724105,0.362053,False
2019-08-12,-104.000000,-103.133795,8.028020,0.217029,0.065698,0.166627,0.428026,-0.242424,-8.039842,-102.510660,-1.489340,-0.744670,False
2019-09-06,-104.000000,-103.144476,8.050246,0.151184,0.090046,0.172647,0.455516,-0.301296,-8.039842,-102.565976,-1.434024,-0.717012,False
2019-10-09,-103.000000,-103.158327,8.079584,-0.078042,0.096714,0.178675,0.490191,-0.378735,-8.039842,-102.809782,-0.190218,-0.095109,False
2019-11-12,-104.000000,-103.172305,8.109810,-0.217287,0.071866,0.182533,0.523865,-0.458119,-8.039842,-102.999481,-1.000519,-0.500260,False
2019-12-09,-103.000000,-103.183199,8.133814,-0.135737,0.034376,0.183860,0.549028,-0.520814,-8.039842,-102.978516,-0.021484,-0.010742,False
2020-01-15,-102.000000,-103.197837,8.166674,0.122440,-0.026883,0.183163,0.581077,-0.606062,-8.039842,-102.817271,0.817271,0.408635,False
2020-02-07,-103.000000,-103.206769,8.187065,0.213781,-0.061067,0.181273,0.599509,-0.658585,-8.039842,-102.784634,-0.215366,-0.107683,False
2020-03-06,-102.000000,-103.217474,8.211890,0.154787,-0.089588,0.177486,0.620381,-0.722089,-8.039842,-102.904450,0.904450,0.452225,False
2020-04-10,-102.000000,-103.230598,8.242921,-0.086540,-0.096357,0.170506,0.643965,-0.800731,-8.039842,-103.196677,1.196677,0.598339,False
2020-05-08,-104.000000,-103.240896,8.267745,-0.213071,-0.077171,0.163187,0.660762,-0.862998,-8.039842,-103.342283,-0.657717,-0.328858,False
2020-06-03,-104.000000,-103.250300,8.290797,-0.167306,-0.043535,0.155072,0.674666,-0.920259,-8.039842,-103.300708,-0.699292,-0.349646,False
2020-07-08,-103.000000,-103.262724,8.321827,0.069123,0.013728,0.142257,0.690745,-0.996430,-8.039842,-103.061317,0.061317,0.030658,False
2020-08-06,-103.000000,-103.272818,8.347539,0.210565,0.058400,0.130112,0.701728,-1.058694,-8.039842,-102.923012,-0.076988,-0.038494,False
2020-09-11,-103.000000,-103.285099,8.379456,0.120287,0.093199,0.113299,0.712360,-1.134840,-8.039842,-103.041183,0.041183,0.020591,False
2020-10-12,-104.000000,-103.295459,8.406940,-0.100021,0.095687,0.097458,0.718813,-1.199328,-8.039842,-103.315751,-0.684249,-0.342124,False
2020-11-12,-105.000000,-103.305623,8.434425,-0.217319,0.071709,0.080540,0.722743,-1.262753,-8.039842,-103.516120,-1.483880,-0.741940,False
2020-12-08,-104.000000,-103.313999,8.457476,-0.141130,0.035848,0.065657,0.724083,-1.315088,-8.039842,-103.526995,-0.473005,-0.236502,False
2021-01-15,-104.000000,-103.326002,8.491201,0.122677,-0.026946,0.042995,0.722821,-1.390170,-8.039842,-103.403266,-0.596734,-0.298367,False
2021-02-17,-103.000000,-103.336200,8.520538,0.214457,-0.073407,0.022687,0.718615,-1.453980,-8.039842,-103.427133,0.427133,0.213566,False
2021-03-11,-104.000000,-103.342885,8.540097,0.131308,-0.092211,0.008973,0.714212,-1.495709,-8.039842,-103.576059,-0.423941,-0.211971,False
2021-04-11,-105.000000,-103.352152,8.567656,-0.088412,-0.096272,-0.010419,0.705855,-1.553366,-8.039842,-103.866952,-1.133048,-0.566524,False
2021-05-06,-105.000000,-103.359497,8.589882,-0.208248,-0.079846,-0.025983,0.697298,-1.598858,-8.039842,-104.025095,-0.974905,-0.487453,False
2021-06-25,-103.000000,-103.373854,8.634333,-0.030479,-0.008961,-0.056437,0.675405,-1.687037,-8.039842,-103.886872,0.886872,0.443436,False
2021-07-08,-103.000000,-103.377514,8.645890,0.065682,0.012920,-0.064122,0.668688,-1.709332,-8.039842,-103.797631,0.797631,0.398815,False
2021-08-11,-104.000000,-103.386951,8.676117,0.216460,0.064437,-0.083593,0.649168,-1.766366,-8.039842,-103.670570,-0.329430,-0.164715,False
2021-09-08,-105.000000,-103.394576,8.701010,0.140077,0.091324,-0.098800,0.631019,-1.811916,-8.039842,-103.781705,-1.218295,-0.609147,False
2021-10-05,-103.000000,-103.401804,8.725013,-0.049447,0.097574,-0.112617,0.611796,-1.854594,-8.039842,-104.023921,1.023921,0.511961,False
2021-11-02,-103.000000,-103.409175,8.749906,-0.202110,0.082217,-0.125941,0.590131,-1.897528,-8.039842,-104.252343,1.252343,0.626171,False
