date,69.45,69.45_exp_trend,69.45_trend,69.45_0.5yr,69.45_1yr,69.45_6.37yr,69.45_17.88yr,69.45_jump,69.45_model,69.45_noise,69.45_wtest,flagged
1997-05-19,0.000000,0.000000,-5.760708,-0.130595,-0.257592,0.597824,2.611326,0.000000,-2.939745,2.939745,1.469872,False
1997-06-02,0.000000,-0.507712,-5.743867,-0.114836,-0.243603,0.605603,2.611816,0.000000,-3.392599,3.392599,1.696300,False
1997-07-01,-14.125638,-1.545578,-5.708982,-0.009896,-0.171693,0.618947,2.611322,0.000000,-4.205879,-9.919759,-4.959880,True
1997-08-15,-2.000000,-3.119808,-5.654849,0.129990,0.012974,0.632110,2.606526,0.000000,-5.393057,3.393057,1.696528,False
1997-09-09,-1.000000,-3.975711,-5.624776,0.094368,0.119728,0.635395,2.601747,0.000000,-6.149249,5.149249,2.574625,False
1997-10-06,-12.460587,-4.885405,-5.592297,-0.015911,0.209993,0.635687,2.594893,0.000000,-7.053039,-5.407548,-2.703774,False
1997-11-04,-11.791885,-5.845782,-5.557411,-0.117592,0.256982,0.632233,2.585579,0.000000,-8.045992,-3.745893,-1.872947,False
1997-12-10,-5.000000,-7.014357,-5.514105,-0.092005,0.228154,0.622550,2.571213,0.000000,-9.198551,4.198551,2.099275,False
1998-01-14,-9.000000,-8.125901,-5.472003,0.053659,0.118456,0.607491,2.554285,3.316433,-6.947581,-2.052419,-1.026210,False
1998-02-04,-9.000000,-8.781418,-5.446741,0.119021,0.029321,0.595838,2.542735,3.316433,-7.624812,-1.375188,-0.687594,False
1998-03-06,-9.000000,-9.703287,-5.410653,0.107171,-0.101592,0.575873,2.524433,3.316433,-8.691621,-0.308379,-0.154189,False
1998-04-10,-9.000000,-10.757492,-5.368550,-0.031379,-0.218746,0.547811,2.500420,3.316433,-10.011503,1.011503,0.505752,False
1998-05-05,-12.000000,-11.496705,-5.338476,-0.116596,-0.256692,0.524752,2.481529,3.316433,-10.885757,-1.114243,-0.557122,False
1998-06-01,-13.225778,-12.282375,-5.305997,-0.116910,-0.245083,0.497162,2.459511,3.316433,-11.677259,-1.548519,-0.774259,False
1998-07-01,-13.790678,-13.140155,-5.269909,-0.009896,-0.171693,0.463411,2.433099,3.316433,-12.378710,-1.411969,-0.705984,False
1998-08-01,-14.324706,-14.010035,-5.232617,0.109296,-0.049151,0.425339,2.403675,3.316433,-13.037061,-1.287644,-0.643822,False
1998-09-01,-14.818052,-14.863466,-5.195326,0.115368,0.087059,0.384284,2.372110,3.316433,-13.783539,-1.034513,-0.517256,False
1998-10-14,-15.000000,-16.020603,-5.143600,-0.050567,0.228828,0.322940,2.324834,3.316433,-15.021735,0.021735,0.010868,False
1998-11-06,-14.000000,-16.627073,-5.115932,-0.121224,0.257953,0.288284,2.297906,3.316433,-15.703653,1.703653,0.851826,False
1998-12-04,-15.000000,-17.353883,-5.082250,-0.109062,0.239587,0.244606,2.263605,3.316433,-16.480965,1.480965,0.740482,False
1999-01-05,-16.000000,-18.169321,-5.043756,0.014795,0.152586,0.192989,2.222391,3.316433,-17.313882,1.313882,0.656941,False
1999-02-02,-18.000000,-18.869765,-5.010074,0.115038,0.038163,0.146627,2.184598,3.316433,-18.078979,0.078979,0.039490,False
1999-03-02,-17.000000,-19.558234,-4.976391,0.116404,-0.084956,0.099426,2.145217,3.316433,-18.942100,1.942100,0.971050,False
1999-04-06,-19.000000,-20.402292,-4.934288,-0.013677,-0.208680,0.039657,2.093802,3.316433,-20.109046,1.109046,0.554523,False
1999-05-04,-21.000000,-21.064561,-4.900606,-0.114501,-0.256054,-0.008439,2.050955,3.316433,-20.976774,-0.023226,-0.011613,False
1999-06-01,-22.000000,-21.715508,-4.866924,-0.116910,-0.245083,-0.056487,2.006618,3.316433,-21.677862,-0.322138,-0.161069,False
1999-07-13,-21.000000,-22.671122,-4.816400,0.043224,-0.128258,-0.127868,1.937389,3.316433,-22.446602,1.446602,0.723301,False
1999-08-17,-21.000000,-23.448802,-4.774297,0.130556,0.021871,-0.186133,1.877274,3.316433,-23.063098,2.063098,1.031549,False
1999-09-14,-18.707684,-24.058988,-4.740615,0.077506,0.139032,-0.231572,1.827644,3.316433,-23.670560,4.962876,2.481438,False
1999-10-07,-23.000000,-24.552400,-4.712947,-0.020364,0.212573,-0.267916,1.785881,3.316433,-24.238741,1.238741,0.619371,False
1999-11-02,-24.000000,-25.101820,-4.681671,-0.113403,0.255706,-0.307749,1.737618,3.316433,-24.894886,0.894886,0.447443,False
1999-12-07,-26.000000,-25.827667,-4.639568,-0.101072,0.234182,-0.358936,1.670934,3.316433,-25.705694,-0.294306,-0.147153,False
2000-01-05,-27.000000,-26.417343,-4.604696,0.014746,0.152626,-0.398922,1.614263,3.316433,-26.322893,-0.677107,-0.338553,False
2000-02-16,-28.000000,-27.252900,-4.554310,0.130593,-0.023534,-0.452313,1.530172,3.316433,-27.305861,-0.694139,-0.347070,False
2000-03-14,-29.000000,-27.778744,-4.521920,0.080014,-0.136390,-0.483619,1.474791,3.316433,-28.049435,-0.950565,-0.475283,False
2000-04-11,-33.000000,-28.314906,-4.488330,-0.038845,-0.222767,-0.513379,1.416313,3.316433,-28.845481,-4.154519,-2.077260,False
2000-05-09,-31.000000,-28.841901,-4.454739,-0.124484,-0.258656,-0.540218,1.356811,3.316433,-29.546755,-1.453245,-0.726623,False
2000-06-21,-31.000000,-29.633728,-4.403154,-0.051087,-0.200899,-0.575399,1.263539,3.316433,-30.284295,-0.715705,-0.357853,False
2000-07-31,-32.000000,-30.351721,-4.355168,0.107848,-0.051685,-0.601205,1.174837,3.316433,-30.760660,-1.239340,-0.619670,False
2000-08-29,-34.000000,-30.861316,-4.320378,0.120481,0.075806,-0.615563,1.109438,3.316433,-31.175100,-2.824900,-1.412450,False
2000-09-01,-30.172955,-30.913516,-4.316779,0.114657,0.088457,-0.616835,1.102622,3.316433,-31.224961,1.052005,0.526003,False
2000-10-03,-34.000000,-31.464347,-4.278390,-0.003566,0.202569,-0.627881,1.029366,3.316433,-31.825817,-2.174183,-1.087091,False
2000-10-31,-32.000000,-31.937500,-4.244800,-0.109097,0.254273,-0.633720,0.964468,3.316433,-32.389944,0.389944,0.194972,False
2000-11-01,-31.921519,-31.954248,-4.243600,-0.111498,0.255085,-0.633862,0.962137,3.316433,-32.409553,0.488035,0.244017,False
2000-12-05,-34.000000,-32.517583,-4.202812,-0.106332,0.237725,-0.635945,0.882371,3.316433,-33.026143,-0.973857,-0.486928,False
2001-01-01,-32.984720,-32.956609,-4.170421,-0.003160,0.166628,-0.633797,0.818353,3.316433,-33.462574,0.477854,0.238927,False
2001-02-01,-33.533181,-33.451756,-4.133130,0.112841,0.042568,-0.627172,0.743971,3.316433,-33.996245,0.463064,0.231532,False
2001-03-01,-34.103241,-33.890933,-4.099448,0.118374,-0.080730,-0.617405,0.676216,3.316433,-34.577493,0.474252,0.237126,False
2001-04-25,-36.000000,-34.731862,-4.033286,-0.089889,-0.246928,-0.588004,0.541742,3.316433,-35.831795,-0.168205,-0.084102,False
2001-05-01,-35.282153,-34.821888,-4.026069,-0.107413,-0.253685,-0.583998,0.526973,3.316433,-35.949648,0.667495,0.333747,False
2001-06-07,-37.000000,-35.369761,-3.981560,-0.102481,-0.235127,-0.555944,0.435531,3.316433,-36.492909,-0.507091,-0.253545,False
2001-07-02,-36.000000,-35.732940,-3.951486,-0.005407,-0.168329,-0.533825,0.373425,3.316433,-36.702130,0.702130,0.351065,False
2001-08-28,-36.000000,-36.540376,-3.882919,0.122681,0.070066,-0.474468,0.231073,3.316433,-37.157510,1.157510,0.578755,False
2001-09-26,-37.413207,-36.940426,-3.848034,0.028778,0.180907,-0.439856,0.158354,3.316433,-37.543844,0.130637,0.065319,False
2001-10-31,-37.847195,-37.413826,-3.805931,-0.108676,0.254127,-0.394509,0.070431,3.316433,-38.081951,0.234756,0.117378,False
2001-11-29,-39.000000,-37.798415,-3.771045,-0.119760,0.247168,-0.354245,-0.002485,3.316433,-38.482350,-0.517650,-0.258825,False
2001-12-13,-37.400609,-37.981634,-3.754204,-0.081957,0.221517,-0.334014,-0.037688,3.316433,-38.651548,1.250939,0.625470,False
2002-01-30,-40.000000,-38.597957,-3.696463,0.108049,0.051339,-0.261202,-0.158295,3.316433,-39.238098,-0.761902,-0.380951,False
2002-02-26,-39.000000,-38.936716,-3.663984,0.123434,-0.067917,-0.218236,-0.226004,3.316433,-39.672989,0.672989,0.336495,False
2002-03-26,-39.000000,-39.282122,-3.630301,0.035316,-0.176060,-0.172454,-0.296058,3.316433,-40.205247,1.205247,0.602624,False
2002-04-30,-39.000000,-39.705587,-3.588198,-0.104792,-0.252745,-0.113870,-0.383318,3.316433,-40.832079,1.832079,0.916039,False
2002-05-29,-41.000000,-40.049610,-3.553313,-0.122291,-0.249088,-0.064535,-0.455294,3.316433,-41.177698,0.177698,0.088849,False
2002-06-18,-41.000000,-40.283312,-3.529254,-0.065283,-0.210460,-0.030262,-0.504729,3.316433,-41.306867,0.306867,0.153433,False
2002-07-31,-41.000000,-40.776129,-3.477528,0.106770,-0.053522,0.043595,-0.610357,3.316433,-41.450740,0.450740,0.225370,False
2002-08-26,-41.000000,-41.067842,-3.446252,0.125473,0.061440,0.088030,-0.673729,3.316433,-41.596447,0.596447,0.298224,False
2002-09-13,-41.000000,-41.267079,-3.424599,0.081078,0.135249,0.118552,-0.717358,3.316433,-41.757722,0.757722,0.378861,False
2002-09-24,-41.000000,-41.387751,-3.411366,0.037475,0.174418,0.137071,-0.743914,3.316433,-41.877635,0.877635,0.438818,False
2002-10-25,-41.000000,-41.723463,-3.374075,-0.091507,0.247593,0.188556,-0.818296,3.316433,-42.254761,1.254761,0.627380,False
2002-11-25,-42.000000,-42.052827,-3.336784,-0.125781,0.251917,0.238718,-0.891950,3.316433,-42.600274,0.600274,0.300137,False
2002-12-23,-43.000000,-42.344960,-3.303102,-0.042823,0.195238,0.282596,-0.957794,3.316433,-42.854412,-0.145588,-0.072794,False
2003-01-27,-44.000000,-42.703114,-3.260999,0.099908,0.064377,0.335141,-1.039116,3.316433,-43.187371,-0.812629,-0.406315,False
2003-02-25,-46.000000,-42.994076,-3.226114,0.124830,-0.063604,0.376428,-1.105607,3.316433,-43.571710,-2.428290,-1.214145,False
2003-03-25,-49.123888,-43.270118,-3.192431,0.039623,-0.172763,0.414101,-1.168988,3.316433,-44.034143,-5.089745,-2.544872,False
2003-04-28,-43.000000,-43.598975,-3.151531,-0.099180,-0.250641,0.456642,-1.244804,3.316433,-44.572056,1.572056,0.786028,False
2003-05-26,-43.000000,-43.864675,-3.117849,-0.126368,-0.252428,0.488798,-1.306243,3.457784,-44.720980,1.720980,0.860490,False
2003-06-23,-44.000000,-44.125833,-3.084167,-0.044941,-0.196697,0.518156,-1.366733,3.457784,-44.842429,0.842429,0.421214,False
2003-07-29,-44.000000,-44.455058,-3.040861,0.101341,-0.062215,0.551524,-1.443040,3.457784,-44.890524,0.890524,0.445262,False
2003-08-29,-44.000000,-44.732767,-3.003570,0.121066,0.074348,0.576089,-1.507363,3.457784,-45.014412,1.014412,0.507206,False
2003-09-30,-45.000000,-45.013926,-2.965076,0.011016,0.193235,0.597206,-1.572352,3.457784,-45.292113,0.292113,0.146056,False
2003-10-30,-44.000000,-45.272529,-2.928987,-0.106118,0.253225,0.612952,-1.631926,3.457784,-45.615599,1.615599,0.807800,False
2003-11-01,-46.544883,-45.289600,-2.926581,-0.111105,0.254955,0.613860,-1.635850,3.457784,-45.636538,-0.908346,-0.454173,False
2003-12-03,-45.000000,-45.559893,-2.888087,-0.111471,0.241247,0.625926,-1.697794,3.457784,-45.932290,0.932290,0.466145,False
2003-12-23,-46.000000,-45.726142,-2.864029,-0.042823,0.195238,0.631096,-1.735695,3.457784,-46.084570,0.084570,0.042285,False
2004-01-13,-46.000000,-45.898513,-2.838806,0.049392,0.122533,0.634537,-1.774737,3.457784,-46.247811,0.247811,0.123905,False
2004-02-19,-47.000000,-46.196843,-2.794419,0.130110,-0.036783,0.635643,-1.841680,3.457784,-46.646187,-0.353813,-0.176906,False
2004-03-18,-46.000000,-46.418130,-2.760829,0.065128,-0.151180,0.632281,-1.890799,3.457784,-47.065744,1.065744,0.532872,False
2004-04-28,-46.000000,-46.735351,-2.711643,-0.101135,-0.251387,0.620876,-1.960248,3.457784,-47.681104,1.681104,0.840552,False
2004-05-27,-46.000000,-46.954939,-2.676853,-0.124361,-0.250731,0.608224,-2.007543,3.457784,-47.948418,1.948418,0.974209,False
2004-06-29,-48.000000,-47.200090,-2.637265,-0.016568,-0.176617,0.589316,-2.059466,3.457784,-48.042906,0.042906,0.021453,False
