date,134.076,134.076_exp_trend,134.076_trend,134.076_0.5yr,134.076_1yr,134.076_5.01yr,134.076_8.98yr,134.076_17.88yr,134.076_jump,134.076_model,134.076_noise,134.076_wtest,flagged
2000-06-21,-59.500473,-61.584993,2.511124,0.005757,-0.099525,-0.212714,-0.117709,0.432406,-2.931961,-61.997614,2.497141,1.248570,False
2000-07-31,-64.000000,-63.077131,2.566412,-0.001056,0.003462,-0.237411,-0.129515,0.381925,-2.931961,-63.425274,-0.574726,-0.287363,False
2000-08-29,-64.000000,-64.136175,2.606496,-0.005678,0.080024,-0.252555,-0.137605,0.344970,-2.931961,-64.432485,0.432485,0.216243,False
2000-09-01,-63.264695,-64.244656,2.610642,-0.005897,0.087124,-0.253982,-0.138419,0.341131,-2.931961,-64.536017,1.271322,0.635661,False
2000-10-03,-67.000000,-65.389398,2.654872,-0.004307,0.145149,-0.267502,-0.146804,0.300015,-2.931961,-65.639937,-1.360063,-0.680032,False
2000-10-31,-69.000000,-66.372708,2.693574,0.001160,0.161172,-0.276702,-0.153692,0.263805,-2.931961,-66.615351,-2.384649,-1.192324,False
2000-11-01,-66.732830,-66.407513,2.694956,0.001368,0.161065,-0.276984,-0.153930,0.262508,-2.931961,-66.650491,-0.082340,-0.041170,False
2000-12-05,-70.000000,-67.578239,2.741950,0.006073,0.130204,-0.284614,-0.161680,0.218277,-2.931961,-67.859989,-2.140011,-1.070006,False
2001-01-01,-68.894811,-68.490626,2.779269,0.004529,0.073940,-0.287928,-0.167350,0.182985,-2.931961,-68.837141,-0.057670,-0.028835,False
2001-02-01,-69.937168,-69.519643,2.822235,-0.001488,-0.009229,-0.288692,-0.173325,0.142202,-2.931961,-69.959902,0.022733,0.011367,False
2001-03-01,-70.956595,-70.432343,2.861042,-0.005770,-0.082800,-0.286570,-0.178196,0.105256,-2.931961,-70.951341,-0.005254,-0.002627,False
2001-04-25,-73.000000,-72.179967,2.937271,-0.000250,-0.160666,-0.274726,-0.186258,0.032486,-2.931961,-72.764070,-0.235930,-0.117965,False
2001-05-01,-72.925945,-72.367061,2.945587,0.001020,-0.161217,-0.272831,-0.187014,0.024539,-2.931961,-72.948937,0.022992,0.011496,False
2001-06-07,-74.000000,-73.505652,2.996868,0.006120,-0.127830,-0.258618,-0.191124,-0.024480,-2.931961,-74.036677,0.036677,0.018339,False
2001-07-02,-74.000000,-74.260414,3.031517,0.004601,-0.075171,-0.246635,-0.193359,-0.057587,-2.931961,-74.729009,0.729009,0.364504,False
2001-08-28,-77.000000,-75.938433,3.110518,-0.005560,0.076770,-0.212677,-0.196786,-0.132916,-2.931961,-76.231045,-0.768955,-0.384478,False
2001-09-26,-76.606682,-76.769819,3.150711,-0.005266,0.135284,-0.192185,-0.197631,-0.171102,-2.931961,-76.981967,0.375285,0.187643,False
2001-10-31,-77.000000,-77.753641,3.199220,0.001125,0.161185,-0.164934,-0.197837,-0.217008,-2.931961,-77.903849,0.903849,0.451925,False
2001-11-29,-80.000000,-78.552896,3.239414,0.005712,0.139419,-0.140531,-0.197333,-0.254860,-2.931961,-78.693036,-1.306964,-0.653482,False
2001-12-13,-81.000000,-78.933664,3.258817,0.006146,0.116056,-0.128236,-0.196871,-0.273064,-2.931961,-79.082776,-1.917224,-0.958612,False
2002-01-30,-80.000000,-80.214510,3.325344,-0.001073,-0.003682,-0.084010,-0.194215,-0.335081,-2.931961,-80.439187,0.439187,0.219594,False
2002-02-26,-81.000000,-80.918520,3.362765,-0.005513,-0.075547,-0.058051,-0.191997,-0.369659,-2.931961,-81.188483,0.188483,0.094242,False
2002-03-26,-82.000000,-81.636345,3.401573,-0.005425,-0.132974,-0.030606,-0.189153,-0.405255,-2.931961,-81.930146,-0.069854,-0.034927,False
2002-04-30,-83.000000,-82.516393,3.450082,0.000810,-0.161245,0.004068,-0.184834,-0.449332,-2.931961,-82.788804,-0.211196,-0.105598,False
2002-05-29,-83.000000,-83.231343,3.490275,0.005583,-0.141464,0.032775,-0.180624,-0.485468,-2.931961,-83.442226,0.442226,0.221113,False
2002-06-18,-86.000000,-83.717024,3.517995,0.005984,-0.107045,0.052401,-0.177395,-0.510171,-2.931961,-83.867215,-2.132785,-1.066392,False
2002-07-31,-86.000000,-84.741200,3.577592,-0.000968,0.002294,0.093640,-0.169576,-0.562630,-2.931961,-84.732808,-1.267192,-0.633596,False
2002-08-26,-87.000000,-85.347440,3.613627,-0.005363,0.071844,0.117641,-0.164285,-0.593887,-2.931961,-85.239823,-1.760177,-0.880088,False
2002-09-13,-87.000000,-85.761494,3.638575,-0.006141,0.112440,0.133719,-0.160383,-0.615310,-2.931961,-85.590556,-1.409444,-0.704722,False
2002-09-24,-86.000000,-86.012276,3.653821,-0.005475,0.132184,0.143296,-0.157904,-0.628311,-2.931961,-85.806627,-0.193373,-0.096687,False
2002-10-25,-87.000000,-86.709955,3.696786,-0.000144,0.160777,0.169142,-0.150543,-0.664567,-2.931961,-86.430465,-0.569535,-0.284768,False
2002-11-25,-88.000000,-87.394441,3.739751,0.005336,0.144663,0.193072,-0.142651,-0.700231,-2.931961,-87.086463,-0.913537,-0.456768,False
2002-12-23,-87.000000,-88.001554,3.778558,0.005592,0.095166,0.212811,-0.135089,-0.731909,-2.931961,-87.708385,0.708385,0.354192,False
2003-01-27,-88.000000,-88.745871,3.827068,-0.000440,0.004644,0.234698,-0.125092,-0.770755,-2.931961,-88.507709,0.507709,0.253855,False
2003-02-25,-90.000000,-89.350551,3.867261,-0.005414,-0.073084,0.250277,-0.116381,-0.802281,-2.931961,-89.162134,-0.837866,-0.418933,False
2003-03-25,-90.061040,-89.924223,3.906068,-0.005523,-0.131384,0.262964,-0.107628,-0.832127,-2.931961,-89.763813,-0.297227,-0.148613,False
2003-04-28,-88.000000,-90.607655,3.953192,0.000387,-0.161156,0.275090,-0.096586,-0.867553,-2.931961,-90.436241,2.436241,1.218120,False
2003-05-26,-91.000000,-91.159835,3.991999,0.005282,-0.145270,0.282267,-0.087182,-0.896031,-2.931961,-90.940731,-0.059269,-0.029635,False
2003-06-23,-92.000000,-91.702575,4.030806,0.005637,-0.096283,0.286833,-0.077527,-0.923858,-2.931961,-91.408927,-0.591073,-0.295536,False
2003-07-29,-93.000000,-92.386772,4.080701,-0.000546,-0.003257,0.288802,-0.064789,-0.958646,-2.931961,-91.976467,-1.023533,-0.511767,False
2003-08-29,-82.000000,-92.963908,4.123667,-0.005649,0.079200,0.286961,-0.053571,-0.987682,-2.931961,-92.452943,10.452943,5.226471,True
2003-09-30,-91.000000,-93.548216,4.168018,-0.004774,0.141000,0.281650,-0.041793,-1.016731,-3.266400,-93.287246,2.287246,1.143623,False
2003-10-30,-91.000000,-94.085645,4.209597,0.000915,0.161237,0.273579,-0.030607,-1.043089,-3.266400,-93.780413,2.780413,1.390207,False
2003-11-01,-94.327597,-94.121122,4.212369,0.001333,0.161086,0.272936,-0.029858,-1.044815,-3.266400,-93.814470,-0.513127,-0.256564,False
2003-12-03,-93.000000,-94.682848,4.256720,0.005979,0.133516,0.260927,-0.017810,-1.071908,-3.266400,-94.381824,1.381824,0.690912,False
2003-12-23,-94.000000,-95.028346,4.284440,0.005592,0.095166,0.251810,-0.010244,-1.088326,-3.266400,-94.756307,0.756307,0.378154,False
2004-01-13,-95.000000,-95.386569,4.313500,0.002471,0.043066,0.240977,-0.002295,-1.105104,-3.266400,-95.160355,0.160355,0.080177,False
2004-02-19,-96.000000,-96.006560,4.364641,-0.004673,-0.057529,0.218914,0.011694,-1.133534,-3.266400,-95.873446,-0.126554,-0.063277,False
2004-03-18,-96.000000,-96.466441,4.403342,-0.005982,-0.120660,0.199861,0.022245,-1.154099,-3.266400,-96.388134,0.388134,0.194067,False
2004-04-28,-98.000000,-97.125690,4.460012,0.000531,-0.161208,0.168698,0.037572,-1.182704,-3.266400,-97.069189,-0.930811,-0.465405,False
2004-05-27,-98.000000,-97.582039,4.500096,0.005450,-0.143290,0.144610,0.048278,-1.201833,-3.266400,-97.495129,-0.504871,-0.252436,False
2004-06-29,-98.000000,-98.091515,4.545708,0.004936,-0.081219,0.115478,0.060280,-1.222466,-3.266400,-97.935198,-0.064802,-0.032401,False
2004-07-29,-98.000000,-98.545775,4.587174,-0.000636,-0.002074,0.087704,0.070984,-1.240159,-3.266400,-98.309183,0.309183,0.154592,False
2004-08-19,-99.000000,-98.858800,4.616200,-0.004531,0.054934,0.067693,0.078339,-1.251933,-3.266400,-98.564498,-0.435502,-0.217751,False
2004-09-24,-100.000000,-99.386086,4.665958,-0.005448,0.132612,0.032633,0.090649,-1.270930,-3.266400,-99.007012,-0.992988,-0.496494,False
2004-10-29,-99.000000,-99.887638,4.714335,0.000742,0.161243,-0.001934,0.102206,-1.287943,-3.266400,-99.465391,0.465391,0.232695,False
2004-11-30,-101.000000,-100.336835,4.758565,0.005795,0.137879,-0.033527,0.112373,-1.302227,-3.266400,-99.924377,-1.075623,-0.537812,False
2004-12-31,-101.000000,-100.763633,4.801413,0.004671,0.076389,-0.063752,0.121822,-1.314892,-3.266400,-100.404382,-0.595618,-0.297809,False
2005-01-26,-102.000000,-101.115364,4.837445,-0.000228,0.007418,-0.088626,0.129438,-1.324641,-3.266400,-100.820959,-1.179041,-0.589521,False
2005-02-25,-101.000000,-101.514270,4.879024,-0.005414,-0.073084,-0.116439,0.137826,-1.334859,-3.266400,-101.293617,0.293617,0.146809,False
2005-03-25,-102.000000,-101.879991,4.917831,-0.005523,-0.131384,-0.141288,0.145244,-1.343392,-3.266400,-101.704904,-0.295096,-0.147548,False
2005-04-27,-102.000000,-102.303002,4.963568,0.000175,-0.161041,-0.168881,0.153448,-1.352195,-3.266400,-102.134327,0.134327,0.067163,False
2005-05-10,-103.000000,-102.467296,4.981586,0.002828,-0.158825,-0.179174,0.156513,-1.355288,-3.266400,-102.286056,-0.713944,-0.356972,False
2005-06-14,-104.000000,-102.903144,5.030095,0.006136,-0.115088,-0.205054,0.164277,-1.362560,-3.266400,-102.651739,-1.348261,-0.674130,False
2005-07-29,-103.000000,-103.449892,5.092464,-0.000546,-0.003257,-0.233929,0.173169,-1.369636,-3.266400,-103.058027,0.058027,0.029013,False
2005-08-26,-101.000000,-103.782522,5.131272,-0.005363,0.071844,-0.249117,0.178056,-1.372742,-3.266400,-103.294973,2.294973,1.147486,False
2005-09-28,-104.000000,-104.167257,5.177009,-0.005032,0.138224,-0.264050,0.183155,-1.375122,-3.266400,-103.579473,-0.420527,-0.210263,False
2005-10-26,-104.000000,-104.487623,5.215816,0.000069,0.160965,-0.274068,0.186908,-1.376054,-3.266400,-103.840386,-0.159614,-0.079807,False
2005-11-30,-105.000000,-104.880390,5.264325,0.005789,0.138004,-0.283016,0.190842,-1.375811,-3.266400,-104.206657,-0.793343,-0.396671,False
2005-12-26,-105.000000,-105.166728,5.300361,0.005293,0.088320,-0.287022,0.193209,-1.374620,-3.266400,-104.507587,-0.492413,-0.246206,False
2006-01-13,-106.000000,-105.362293,5.325308,0.002464,0.042979,-0.288456,0.194566,-1.373291,-3.266400,-104.725122,-1.274878,-0.637439,False
2006-02-15,-105.000000,-105.715246,5.371046,-0.004096,-0.047384,-0.288218,0.196453,-1.369783,-3.266400,-105.123629,0.123629,0.061814,False
2006-03-15,-105.000000,-106.009148,5.409853,-0.006130,-0.113430,-0.285113,0.197438,-1.365722,-3.266400,-105.438652,0.438652,0.219326,False
2006-04-12,-105.000000,-106.298025,5.448660,-0.002895,-0.153631,-0.279370,0.197854,-1.360669,-3.266400,-105.714476,0.714476,0.357238,False
2006-05-15,-105.000000,-106.632154,5.494398,0.003726,-0.155845,-0.269290,0.197613,-1.353444,-3.266400,-105.981397,0.981397,0.490699,False
2006-06-13,-105.951833,-106.920229,5.534591,0.006155,-0.117015,-0.257572,0.196748,-1.345967,-3.266400,-106.169689,0.217856,0.108928,False
2006-07-10,-106.187637,-107.183850,5.572012,0.003308,-0.054876,-0.244362,0.195396,-1.338063,-3.266400,-106.316835,0.129198,0.064599,False
2006-08-22,-107.000000,-107.594747,5.631609,-0.004892,0.061742,-0.219038,0.192165,-1.323610,-3.266400,-106.523171,-0.476829,-0.238415,False
2006-09-19,-108.000000,-107.856517,5.670417,-0.005882,0.123756,-0.199943,0.189358,-1.312978,-3.266400,-106.658190,-1.341810,-0.670905,False
2006-10-18,-108.000000,-108.122919,5.710610,-0.001613,0.158137,-0.178220,0.185876,-1.300961,-3.266400,-106.815489,-1.184511,-0.592255,False
2006-11-15,-109.000000,-108.375659,5.749417,0.003975,0.154724,-0.155565,0.181969,-1.288395,-3.266400,-106.995934,-2.004066,-1.002033,False
2006-12-12,-108.000000,-108.615280,5.786839,0.006163,0.117966,-0.132354,0.177705,-1.275392,-3.266400,-107.200755,-0.799245,-0.399622,False
2007-01-15,-109.000000,-108.911412,5.833962,0.002069,0.037604,-0.101532,0.171659,-1.257792,-3.266400,-107.491844,-1.508156,-0.754078,False
2007-02-06,-108.000000,-109.099749,5.864453,-0.002493,-0.023033,-0.080824,0.167358,-1.245685,-3.266400,-107.686374,-0.313626,-0.156813,False
2007-03-26,-109.000000,-109.501916,5.930980,-0.005425,-0.132974,-0.034205,0.156950,-1.217338,-3.266400,-108.070327,-0.929673,-0.464836,False
2007-04-17,-107.000000,-109.682306,5.961472,-0.001918,-0.157271,-0.012450,0.151731,-1.203472,-3.266400,-108.210616,1.210616,0.605308,False
2007-05-15,-105.000000,-109.908387,6.000279,0.003726,-0.155845,0.015324,0.144698,-1.185046,-3.266400,-108.351650,3.351650,1.675825,False
2007-06-12,-107.000000,-110.130603,6.039086,0.006168,-0.118908,0.042957,0.137250,-1.165758,-3.266400,-108.456209,1.456209,0.728104,False
2007-07-13,-93.810533,-110.372200,6.082052,0.002753,-0.046977,0.073076,0.128542,-1.143416,-3.266400,-108.542570,14.732037,7.366019,True
2007-08-15,-113.246818,-110.624365,6.127789,-0.003852,0.043389,0.104220,0.118776,-1.118514,-3.266400,-108.618958,-4.627860,-2.313930,False
2007-09-19,-109.000000,-110.886271,6.176298,-0.005882,0.123756,0.135781,0.107898,-1.090870,-3.266400,-108.705690,-0.294310,-0.147155,False
2007-10-16,-110.000000,-111.084491,6.213719,-0.002019,0.156959,0.158811,0.099173,-1.068697,-3.266400,-108.792945,-1.207055,-0.603528,False
2007-11-16,-110.000000,-111.308049,6.256685,0.004136,0.153920,0.183556,0.088829,-1.042349,-3.266400,-108.929673,-1.070327,-0.535164,False
2007-12-06,-111.000000,-111.450032,6.284404,0.006105,0.128671,0.198434,0.081987,-1.024856,-3.266400,-109.041687,-1.958313,-0.979156,False
2008-01-11,-112.000000,-111.701235,6.334261,0.002853,0.048375,0.222791,0.069384,-0.992441,-3.266400,-109.282412,-2.717588,-1.358794,False
2008-02-12,-111.000000,-111.919898,6.378492,-0.003578,-0.039056,0.241564,0.057925,-0.962687,-3.266400,-109.513639,-1.486361,-0.743181,False
2008-03-04,-110.000000,-112.061072,6.407518,-0.006008,-0.091731,0.252320,0.050285,-0.942665,-3.266400,-109.657755,-0.342245,-0.171123,False
2008-04-07,-111.000000,-112.285804,6.454512,-0.003661,-0.149625,0.266943,0.037748,-0.909440,-3.266400,-109.855727,-1.144273,-0.572137,False
2008-05-06,-110.000000,-112.473803,6.494595,0.002179,-0.160163,0.276562,0.026928,-0.880334,-3.266400,-109.980435,-0.019565,-0.009783,False
2008-06-03,-111.000000,-112.652161,6.533297,0.005983,-0.133392,0.283262,0.016401,-0.851583,-3.266400,-110.064594,-0.935406,-0.467703,False
2008-07-07,-112.000000,-112.864644,6.580291,0.003746,-0.061384,0.287890,0.003559,-0.815847,-3.266400,-110.132789,-1.867211,-0.933605,False
2008-08-04,-112.000000,-113.036320,6.618993,-0.001879,0.014515,0.288771,-0.007031,-0.785762,-3.266400,-110.175114,-1.824886,-0.912443,False
2008-09-08,-109.000000,-113.246794,6.667369,-0.006162,0.102762,0.286139,-0.020237,-0.747360,-3.266400,-110.230683,1.230683,0.615342,False
2008-10-06,-110.542972,-113.411937,6.706071,-0.003830,0.148571,0.281070,-0.030739,-0.716029,-3.266400,-110.293223,-0.249749,-0.124875,False
2008-11-03,-113.000000,-113.574257,6.744772,0.001778,0.160709,0.273416,-0.041153,-0.684181,-3.266400,-110.385316,-2.614684,-1.307342,False
2008-12-02,-111.000000,-113.739449,6.784855,0.005928,0.134928,0.262838,-0.051814,-0.650674,-3.266400,-110.519788,-0.480212,-0.240106,False
2009-01-07,-111.000000,-113.940452,6.834637,0.003573,0.058773,0.246105,-0.064829,-0.608361,-3.266400,-110.736956,-0.263044,-0.131522,False
2009-02-04,-110.000000,-114.093737,6.873444,-0.002098,-0.017526,0.230448,-0.074765,-0.574868,-3.266400,-110.925503,0.925503,0.462751,False
2009-03-03,-110.000000,-114.239064,6.910866,-0.005907,-0.087513,0.213331,-0.084143,-0.542176,-3.266400,-111.101008,1.101008,0.550504,False
2009-04-07,-110.000000,-114.423891,6.959375,-0.003786,-0.148853,0.188434,-0.095960,-0.499256,-3.266400,-111.290336,1.290336,0.645168,False
2009-05-08,-111.000000,-114.584300,7.002340,0.002444,-0.159689,0.164098,-0.106068,-0.460765,-3.266400,-111.408340,0.408340,0.204170,False
2009-06-03,-111.000000,-114.716496,7.038375,0.005952,-0.134289,0.142240,-0.114258,-0.428165,-3.266400,-111.473040,0.473040,0.236520,False
2009-07-07,-111.000000,-114.886204,7.085499,0.003828,-0.062630,0.111974,-0.124537,-0.385132,-3.266400,-111.523603,0.523603,0.261801,False
2009-08-04,-111.000000,-115.023319,7.124306,-0.001796,0.013382,0.085883,-0.132607,-0.349382,-3.266400,-111.549933,0.549933,0.274966,False
2009-09-07,-112.000000,-115.186669,7.171429,-0.006139,0.099925,0.053158,-0.141890,-0.305632,-3.266400,-111.582219,-0.417781,-0.208891,False
2009-10-16,-112.000000,-115.369878,7.225482,-0.002019,0.156959,0.014755,-0.151794,-0.255047,-3.266400,-111.647942,-0.352058,-0.176029,False
2009-11-03,-110.000000,-115.452963,7.250430,0.001745,0.160745,-0.003101,-0.156083,-0.231575,-3.266400,-111.697203,1.697203,0.848601,False
2009-12-01,-110.000000,-115.580389,7.289237,0.005859,0.136548,-0.030827,-0.162383,-0.194927,-3.266400,-111.803282,1.803282,0.901641,False
2010-01-11,-111.000000,-115.763058,7.346062,0.002848,0.048303,-0.070842,-0.170759,-0.141016,-3.266400,-112.014862,1.014862,0.507431,False
2010-02-03,-112.000000,-115.863529,7.377940,-0.001897,-0.014764,-0.092724,-0.174999,-0.110672,-3.266400,-112.147046,0.147046,0.073523,False
2010-03-09,-113.000000,-116.009469,7.425063,-0.006149,-0.101010,-0.123973,-0.180642,-0.065719,-3.266400,-112.328300,-0.671700,-0.335850,False
2010-04-06,-113.000000,-116.127382,7.463870,-0.003951,-0.147764,-0.148456,-0.184714,-0.028645,-3.266400,-112.443442,-0.556558,-0.278279,False
2010-05-07,-114.000000,-116.255578,7.506836,0.002247,-0.160050,-0.173952,-0.188601,0.012425,-3.266400,-112.523074,-1.476926,-0.738463,False
2010-06-08,-115.000000,-116.385367,7.551187,0.006144,-0.126119,-0.198199,-0.191915,0.054807,-3.266400,-112.555862,-2.444138,-1.222069,False
2010-07-13,-112.000000,-116.524426,7.599696,0.002753,-0.046977,-0.221969,-0.194713,0.101102,-3.266400,-112.550934,0.550934,0.275467,False
2010-08-11,-113.000000,-116.637397,7.639889,-0.003153,0.032601,-0.239249,-0.196368,0.139376,-3.266400,-112.530701,-0.469299,-0.234650,False
2010-09-08,-112.000000,-116.744574,7.678697,-0.006158,0.102088,-0.253682,-0.197390,0.176228,-3.266400,-112.511192,0.511192,0.255596,False
2010-10-06,-112.000000,-116.849919,7.717504,-0.003869,0.148314,-0.265769,-0.197844,0.212951,-3.266400,-112.505034,0.505034,0.252517,False
2010-11-10,-113.000000,-116.979072,7.766013,0.003108,0.158053,-0.277411,-0.197610,0.258634,-3.266400,-112.534684,-0.465316,-0.232658,False
2010-12-02,-113.000000,-117.058840,7.796505,0.005923,0.135052,-0.282685,-0.197007,0.287203,-3.266400,-112.580251,-0.419749,-0.209875,False
2011-01-05,-112.000000,-117.180012,7.843628,0.003911,0.063906,-0.287654,-0.195387,0.331096,-3.266400,-112.686913,0.686913,0.343456,False
2011-02-09,-112.000000,-117.302125,7.892137,-0.003062,-0.031241,-0.288672,-0.192853,0.375909,-3.266400,-112.816307,0.816307,0.408154,False
2011-03-10,-112.000000,-117.401330,7.932330,-0.006164,-0.103159,-0.286355,-0.190096,0.412718,-3.266400,-112.908456,0.908456,0.454228,False
2011-04-11,-112.000000,-117.508761,7.976682,-0.003081,-0.152765,-0.280504,-0.186372,0.452961,-3.266400,-112.968240,0.968240,0.484120,False
2011-05-10,-113.000000,-117.604308,8.016875,0.002828,-0.158825,-0.272273,-0.182391,0.489061,-3.266400,-112.975432,-0.024568,-0.012284,False
2011-06-07,-112.000000,-117.694955,8.055682,0.006120,-0.127830,-0.261761,-0.178012,0.523555,-3.266400,-112.943601,0.943601,0.471800,False
2011-07-12,-111.000000,-117.806088,8.104191,0.002942,-0.049625,-0.245231,-0.171820,0.566134,-3.266400,-112.865896,1.865896,0.932948,False
2011-08-09,-112.000000,-117.893286,8.142999,-0.002781,0.027146,-0.229443,-0.166307,0.599737,-3.266400,-112.788335,0.788335,0.394168,False
2011-09-06,-112.000000,-117.978993,8.181806,-0.006113,0.097731,-0.211532,-0.160316,0.632904,-3.266400,-112.710913,0.710913,0.355456,False
2011-10-04,-112.000000,-118.063234,8.220614,-0.004191,0.146048,-0.191666,-0.153863,0.665611,-3.266400,-112.647082,0.647082,0.323541,False
2011-11-08,-113.000000,-118.166514,8.269123,0.002733,0.159059,-0.164363,-0.145176,0.705812,-3.266400,-112.605727,-0.394273,-0.197137,False
2011-12-01,-112.000000,-118.233181,8.301000,0.005859,0.136548,-0.145102,-0.139109,0.731797,-3.266400,-112.608589,0.608589,0.304294,False
2012-01-04,-112.000000,-118.330020,8.348112,0.004074,0.066466,-0.115015,-0.129651,0.769538,-3.266400,-112.652896,0.652896,0.326448,False
