datetime,gpsdate,dN,dE,dU,sN,sE,sU
2010.00548,2010-01-02,-36.1060,71.6480,-71.7190,0.8050,0.8160,3.3520
2010.00822,2010-01-03,-37.1660,72.9050,-69.4800,0.7940,0.8060,3.2820
2010.01096,2010-01-04,-36.9170,72.7650,-73.5920,0.7920,0.8120,3.2930
2010.01370,2010-01-05,-36.1560,72.9100,-74.7490,0.7860,0.8110,3.2720
2010.01644,2010-01-06,-37.2830,74.6960,-76.6240,0.7950,0.8120,3.3340
2010.01918,2010-01-07,-36.0210,71.9290,-77.6820,0.7980,0.8120,3.3420
2010.02192,2010-01-08,-37.1420,72.4810,-76.9730,0.7920,0.8040,3.2860
2010.02466,2010-01-09,-37.1080,72.0510,-75.5830,0.7960,0.8140,3.3140
2010.02740,2010-01-10,-35.4470,71.4540,-75.2140,0.7970,0.8150,3.3560
2010.03014,2010-01-11,-36.3260,70.9910,-73.6530,0.7900,0.8050,3.3000
2010.03288,2010-01-12,-39.0350,73.4850,-65.4290,0.7940,0.8110,3.3220
2010.03562,2010-01-13,-39.0710,73.1630,-72.6030,0.8110,0.8150,3.3810
2010.03836,2010-01-14,-38.8610,72.3660,-78.3270,0.8160,0.8430,3.4400
2010.04110,2010-01-15,-38.7000,73.3790,-77.1360,0.7960,0.8430,3.4010
2010.04384,2010-01-16,-37.5820,72.2040,-79.9520,0.7950,0.8090,3.3340
2010.04658,2010-01-17,-40.3150,73.7240,-78.9680,0.7860,0.8060,3.2920
2010.04932,2010-01-18,-38.8180,72.2540,-78.3060,0.7960,0.8160,3.3350
2010.05205,2010-01-19,-38.9350,73.3470,-76.5060,0.8100,0.8210,3.3470
2010.05479,2010-01-20,-36.4870,72.8620,-77.3070,0.8260,0.8260,3.3670
2010.05753,2010-01-21,-36.9270,73.4250,-77.8440,0.8030,0.8100,3.3210
2010.06027,2010-01-22,-40.2250,74.7710,-75.3520,0.7900,0.8120,3.2850
2010.06301,2010-01-23,-39.4700,73.5940,-76.4850,0.7970,0.8120,3.3190
2010.06575,2010-01-24,-39.5870,74.2860,-73.0470,0.7930,0.8130,3.3090
2010.06849,2010-01-25,-39.1420,73.5930,-75.2420,0.8000,0.8190,3.3400
2010.07123,2010-01-26,-39.1650,74.1700,-76.5410,0.8180,0.8570,3.4240
2010.07397,2010-01-27,-40.0530,75.1180,-77.6160,0.8030,0.8400,3.3430
2010.07671,2010-01-28,-39.2070,74.0220,-75.7020,0.8040,0.8120,3.3480
2010.07945,2010-01-29,-40.3990,75.8290,-77.8370,0.7930,0.8060,3.2910
2010.08219,2010-01-30,-40.0110,73.4590,-71.8030,0.7920,0.8070,3.2940
2010.08493,2010-01-31,-38.2080,74.6920,-80.7860,0.7920,0.8140,3.3280
2010.08767,2010-02-01,-38.8380,73.4670,-77.2100,0.7950,0.8190,3.3130
2010.09041,2010-02-02,-38.9600,74.9450,-74.7100,0.8140,0.8270,3.3810
2010.09315,2010-02-03,-39.4450,74.7490,-79.4440,0.7880,0.8010,3.2570
2010.09589,2010-02-04,-37.6970,72.7620,-73.8650,0.8070,0.8200,3.3330
2010.09863,2010-02-05,-41.3410,74.9070,-78.9370,0.8040,0.8270,3.3420
2010.10137,2010-02-06,-38.5260,74.4930,-71.6590,0.8080,0.8420,3.4960
2010.10411,2010-02-07,-39.9470,74.6940,-78.8230,0.8260,0.8230,3.4580
2010.10685,2010-02-08,-41.1240,77.1270,-73.7350,0.8390,0.8480,3.5070
2010.10959,2010-02-09,-38.8710,75.1360,-82.5590,0.8420,0.8470,3.5730
2010.11233,2010-02-10,-38.0710,76.4480,-82.6010,0.8560,0.8940,3.6740
2010.11781,2010-02-12,-36.9200,79.2270,-79.5760,0.8150,0.8350,3.5290
2010.12055,2010-02-13,-37.5920,75.5680,-81.1120,0.7910,0.8090,3.3390
2010.12329,2010-02-14,-36.3820,76.0090,-86.1700,0.8070,0.8170,3.4110
2010.12603,2010-02-15,-39.1400,74.5010,-76.4540,0.8430,0.8570,3.6230
2010.12877,2010-02-16,-36.1650,75.3990,-81.8740,0.8380,0.8640,3.6180
2010.13151,2010-02-17,-39.0990,77.0610,-79.0510,0.8070,0.8450,3.4300
2010.13425,2010-02-18,-40.8710,77.9520,-78.8470,0.8220,0.8370,3.4740
2010.13699,2010-02-19,-40.1250,78.3710,-76.4600,0.8100,0.8510,3.4540
2010.13973,2010-02-20,-40.5950,78.0020,-79.5310,0.7940,0.8160,3.3760
2010.14247,2010-02-21,-38.1640,76.9180,-81.5730,0.7990,0.8180,3.3860
2010.14521,2010-02-22,-41.0960,79.2150,-78.3590,0.8270,0.8310,3.4620
2010.14795,2010-02-23,-41.2530,77.6570,-75.1770,0.8240,0.8240,3.4230
2010.15068,2010-02-24,-40.8110,80.4740,-78.2980,0.8310,0.8430,3.5240
2010.15342,2010-02-25,-38.9570,76.3850,-81.7840,0.8290,0.8560,3.5780
2010.15616,2010-02-26,-37.8750,77.0370,-79.0850,0.7980,0.8230,3.4400
2010.15890,2010-02-27,-37.1610,78.5240,-78.5100,0.8390,0.8360,3.5570
2010.16164,2010-02-28,-39.2630,77.3530,-82.0870,0.7880,0.8080,3.3420
2010.16438,2010-03-01,-38.0120,77.8850,-79.7670,0.7970,0.8160,3.3920
2010.16712,2010-03-02,-41.0180,78.0380,-77.6130,0.8190,0.8200,3.4620
2010.16986,2010-03-03,-41.2710,78.8940,-79.9160,0.8090,0.8140,3.4120
2010.17260,2010-03-04,-38.3670,79.2620,-82.9870,0.8180,0.8190,3.4590
2010.17534,2010-03-05,-39.0760,77.9240,-82.4250,0.7940,0.8110,3.3440
2010.17808,2010-03-06,-38.6130,77.9530,-83.2390,0.8180,0.8170,3.4290
2010.18082,2010-03-07,-39.0200,78.2960,-87.6100,0.8020,0.8160,3.3570
2010.18356,2010-03-08,-38.9840,79.3820,-91.5340,0.8040,0.8120,3.3800
2010.18630,2010-03-09,-40.5140,79.5100,-85.1450,0.8040,0.8130,3.3750
2010.18904,2010-03-10,-40.2570,77.8760,-85.3050,0.7900,0.8000,3.3030
2010.19178,2010-03-11,-40.0520,79.2520,-88.4830,0.7920,0.8090,3.3140
2010.19452,2010-03-12,-40.4580,78.4200,-79.1120,0.8200,0.8300,3.4920
2010.19726,2010-03-13,-39.9160,78.3500,-83.1780,0.8210,0.8280,3.4540
2010.20000,2010-03-14,-40.2610,79.7470,-81.2970,0.8080,0.8200,3.3990
2010.20274,2010-03-15,-38.5790,79.2480,-81.6920,0.8030,0.8220,3.3950
2010.20548,2010-03-16,-38.5660,78.3240,-81.1700,0.8110,0.8390,3.4430
2010.20822,2010-03-17,-41.0620,80.8000,-85.8240,0.8060,0.8410,3.4240
2010.21096,2010-03-18,-38.5250,80.3530,-88.6950,0.8010,0.8050,3.3270
2010.21370,2010-03-19,-40.5590,80.7920,-82.8620,0.8020,0.8090,3.3360
2010.21644,2010-03-20,-39.9280,80.1590,-80.7090,0.8050,0.8270,3.4210
2010.21918,2010-03-21,-40.3470,78.9560,-83.4040,0.8020,0.8120,3.3650
2010.22192,2010-03-22,-41.0470,80.9420,-79.2910,0.8310,0.8360,3.5400
2010.22466,2010-03-23,-39.2950,80.9740,-91.5470,0.8530,0.8430,3.6130
2010.22740,2010-03-24,-38.8060,79.7420,-83.8000,0.8290,0.8220,3.4280
2010.23014,2010-03-25,-41.3260,80.2490,-81.1310,0.8290,0.8270,3.4270
2010.23288,2010-03-26,-42.2970,80.2330,-87.0570,0.8180,0.8160,3.3700
2010.23562,2010-03-27,-40.9030,80.7390,-91.7920,0.8240,0.8280,3.4320
2010.23836,2010-03-28,-41.4120,80.2850,-89.8710,0.8300,0.8350,3.4720
2010.24110,2010-03-29,-43.1640,79.1860,-92.2370,0.8360,0.8140,3.4010
2010.24384,2010-03-30,-41.7470,78.3520,-88.3220,0.8610,0.8820,3.5320
2010.24658,2010-03-31,-41.6090,80.1570,-90.8510,0.8340,0.8160,3.4150
2010.24932,2010-04-01,-41.6790,79.8200,-91.0270,0.8290,0.8210,3.4140
2010.25205,2010-04-02,-41.8590,79.5620,-84.1200,0.8670,0.8440,3.6210
2010.25479,2010-04-03,-41.3630,79.6380,-90.3250,0.8450,0.8270,3.4600
2010.25753,2010-04-04,-42.1440,80.8500,-84.0650,0.8540,0.8390,3.5360
2010.26027,2010-04-05,-39.8420,81.9460,-87.1370,0.8460,0.8260,3.4620
2010.26301,2010-04-06,-44.2760,81.3460,-91.6320,0.8490,0.8440,3.5960
2010.26575,2010-04-07,-41.6320,81.9020,-95.1910,0.8480,0.8150,3.4030
2010.26849,2010-04-08,-42.1800,83.0600,-84.2800,0.8620,0.8560,3.6690
2010.27123,2010-04-09,-41.9460,81.7450,-88.4990,0.8640,0.8480,3.4760
2010.27397,2010-04-10,-41.7030,80.9970,-86.7500,0.8760,0.8750,3.5980
2010.27671,2010-04-11,-42.5100,82.4690,-89.0670,0.8460,0.8350,3.4650
2010.27945,2010-04-12,-40.6640,79.2190,-91.2780,0.8430,0.8200,3.4000
2010.28219,2010-04-13,-40.0790,79.1360,-92.4720,0.8360,0.8090,3.3530
2010.28493,2010-04-14,-40.3740,80.8000,-97.9120,0.8630,0.8420,3.4480
2010.28767,2010-04-15,-40.0970,79.0400,-104.4080,0.8850,0.8630,3.5910
2010.29041,2010-04-16,-41.0400,78.9880,-96.4150,0.8310,0.8130,3.3810
2010.29315,2010-04-17,-39.9500,79.1090,-91.5140,0.8370,0.8360,3.4260
2010.29589,2010-04-18,-41.4820,81.6120,-93.2610,0.8490,0.8560,3.5130
2010.29863,2010-04-19,-41.7150,81.0990,-93.8540,0.8480,0.8250,3.4660
2010.30137,2010-04-20,-38.6680,80.5180,-99.2200,0.8630,0.8590,3.5640
2010.30411,2010-04-21,-40.3480,81.0680,-97.8600,0.8650,0.8250,3.5490
2010.30685,2010-04-22,-41.7580,79.4910,-102.4660,0.8700,0.8580,3.6080
2010.30959,2010-04-23,-41.8910,82.4660,-94.5910,0.8370,0.8170,3.4040
2010.31233,2010-04-24,-40.3020,81.6920,-98.9590,0.8290,0.8080,3.3430
2010.31507,2010-04-25,-41.4600,81.3380,-99.8950,0.8340,0.8150,3.3730
2010.31781,2010-04-26,-39.1830,79.5870,-99.4350,0.8260,0.8080,3.3250
2010.32055,2010-04-27,-40.5340,80.4100,-99.7100,0.8570,0.8160,3.4320
2010.32329,2010-04-28,-43.1170,80.3930,-97.0460,0.8600,0.8150,3.4510
2010.32603,2010-04-29,-43.1040,80.4150,-92.9840,0.8860,0.8370,3.6350
2010.32877,2010-04-30,-41.7410,81.5490,-95.8430,0.8410,0.8190,3.4330
2010.33151,2010-05-01,-42.7540,81.6020,-96.9920,0.8320,0.8150,3.3530
2010.33699,2010-05-03,-44.5340,82.1810,-87.3940,0.8670,0.8270,3.4600
2010.33973,2010-05-04,-44.2150,82.8230,-87.7970,0.8430,0.8220,3.4670
2010.34247,2010-05-05,-44.4920,81.7490,-93.9130,0.8330,0.8230,3.4070
2010.34521,2010-05-06,-43.3670,82.4410,-88.6960,0.8370,0.8200,3.4200
2010.34795,2010-05-07,-42.8170,82.0110,-93.5910,0.8590,0.8240,3.4490
2010.35068,2010-05-08,-40.6860,82.6910,-93.4740,0.8440,0.8170,3.4250
2010.35342,2010-05-09,-40.5560,81.6480,-88.7710,0.8490,0.8330,3.4940
2010.35616,2010-05-10,-41.7680,81.4990,-98.0110,0.8400,0.8090,3.3810
2010.35890,2010-05-11,-44.7940,83.0030,-94.9940,0.8330,0.8100,3.3750
2010.36164,2010-05-12,-43.1500,82.1270,-99.8750,0.8490,0.8320,3.4930
2010.36438,2010-05-13,-43.6610,83.0150,-101.3510,0.8350,0.8030,3.3500
2010.36712,2010-05-14,-44.9110,83.1700,-89.9640,0.8710,0.8230,3.4730
2010.36986,2010-05-15,-44.1320,81.7100,-97.3640,0.8650,0.8200,3.5400
2010.37260,2010-05-16,-43.9240,83.2510,-99.0560,0.8410,0.8110,3.3860
2010.37534,2010-05-17,-44.7020,83.4980,-98.9870,0.8470,0.8230,3.4600
2010.37808,2010-05-18,-46.3010,83.1950,-97.0370,0.8380,0.8230,3.4090
2010.38082,2010-05-19,-45.4910,81.3790,-96.6770,0.9020,0.8840,3.7930
2010.38356,2010-05-20,-44.8780,82.5790,-102.2580,0.8930,0.8630,3.7690
2010.38630,2010-05-21,-45.4060,83.6390,-98.8810,0.8660,0.8520,3.5730
2010.38904,2010-05-22,-44.3710,81.9880,-98.1460,0.8660,0.8710,3.6750
2010.39178,2010-05-23,-42.7340,81.8750,-114.9490,0.8930,0.8960,3.7400
2010.39452,2010-05-24,-45.4050,84.0490,-98.0610,0.8570,0.8470,3.5350
2010.39726,2010-05-25,-45.2070,84.1620,-103.7750,0.8500,0.8500,3.5080
2010.40000,2010-05-26,-43.6230,83.1590,-107.2660,0.8470,0.8300,3.4720
2010.40274,2010-05-27,-43.2620,82.8560,-99.7580,0.8430,0.8160,3.4090
2010.40548,2010-05-28,-44.2230,81.2980,-102.6370,0.8460,0.8310,3.5240
2010.40822,2010-05-29,-43.9430,81.9450,-101.8740,0.8470,0.8190,3.4430
2010.41096,2010-05-30,-44.3790,80.7850,-104.4610,0.8390,0.8190,3.3990
2010.41370,2010-05-31,-45.6640,83.5540,-102.3450,0.8240,0.8130,3.3720
2010.41644,2010-06-01,-45.2870,83.5280,-104.7680,0.8320,0.8220,3.4150
2010.41918,2010-06-02,-47.3620,83.7880,-105.6590,0.8210,0.8020,3.3120
2010.42740,2010-06-05,-46.9260,86.0220,-100.5860,0.8250,0.8120,3.3780
2010.43014,2010-06-06,-44.2110,84.7200,-100.3480,0.8220,0.8120,3.3670
2010.43288,2010-06-07,-43.7520,83.4720,-105.3320,0.8300,0.8170,3.3990
2010.43562,2010-06-08,-45.3250,83.8890,-102.9330,0.8300,0.8200,3.3940
2010.43836,2010-06-09,-45.1040,84.7010,-97.3720,0.8290,0.8240,3.3930
2010.44110,2010-06-10,-44.6210,83.6460,-106.3490,0.8440,0.8320,3.4800
2010.44384,2010-06-11,-45.1520,83.5890,-101.5450,0.8480,0.8500,3.4910
2010.44658,2010-06-12,-45.9450,84.7450,-101.6090,0.8190,0.8150,3.3060
2010.44932,2010-06-13,-45.7780,85.2530,-97.7470,0.8630,0.8790,3.6040
2010.45205,2010-06-14,-44.8240,85.4320,-104.6050,0.8460,0.8490,3.5120
2010.45479,2010-06-15,-47.9270,85.3160,-101.2840,0.8400,0.8310,3.3820
2010.45753,2010-06-16,-46.3310,87.4790,-102.8800,0.8370,0.8380,3.4780
2010.46027,2010-06-17,-47.0120,86.3400,-95.4010,0.8540,0.8390,3.4510
2010.46301,2010-06-18,-45.7280,84.4270,-103.0460,0.8330,0.8220,3.3570
2010.46575,2010-06-19,-45.6170,85.6820,-102.3800,0.8310,0.8190,3.3830
2010.46849,2010-06-20,-46.4650,87.1350,-97.6290,0.8290,0.8300,3.3710
2010.47123,2010-06-21,-44.5870,81.5930,-90.8320,0.8470,0.8550,3.4850
2010.47397,2010-06-22,-45.6460,83.4140,-99.3490,0.8270,0.8310,3.3980
2010.47671,2010-06-23,-45.9090,84.1820,-98.2720,0.8210,0.8290,3.3600
2010.47945,2010-06-24,-45.3430,87.7990,-96.7880,0.8830,0.8560,3.5300
2010.48219,2010-06-25,-44.8930,84.8130,-101.3280,0.8810,0.8880,3.6230
2010.48493,2010-06-26,-45.0800,85.4340,-96.5320,0.8470,0.8450,3.5260
2010.48767,2010-06-27,-46.5480,84.1510,-87.7580,0.8500,0.8490,3.5240
2010.49041,2010-06-28,-46.2160,82.6240,-98.4100,0.8620,0.8800,3.6520
2010.49315,2010-06-29,-45.2250,84.7620,-103.1950,0.8420,0.8370,3.4350
2010.52329,2010-07-10,-47.3840,87.0670,-101.6770,0.8270,0.8480,3.4440
2010.52603,2010-07-11,-48.3580,87.6820,-102.7970,0.8360,0.8390,3.4680
2010.52877,2010-07-12,-45.4330,88.5780,-100.1580,0.8550,0.8710,3.6020
2010.53151,2010-07-13,-47.9750,85.7360,-110.8690,0.8310,0.8530,3.5150
2010.53425,2010-07-14,-44.4580,86.5010,-113.8700,0.8200,0.8440,3.4450
2010.53699,2010-07-15,-48.2300,87.4110,-106.2290,0.8300,0.8530,3.4570
2010.53973,2010-07-16,-48.0610,88.1920,-112.9530,0.8320,0.8470,3.4710
2010.54247,2010-07-17,-46.9110,85.7480,-113.4300,0.8340,0.8590,3.4710
2010.54521,2010-07-18,-48.0280,88.7930,-104.3310,0.8190,0.8360,3.4320
2010.54795,2010-07-19,-48.1770,87.3140,-116.1050,0.8290,0.8450,3.4310
2010.55068,2010-07-20,-45.3850,84.4900,-118.0880,0.8540,0.8930,3.6360
2010.55342,2010-07-21,-46.1310,89.4680,-104.6840,0.8460,0.8570,3.5300
2010.55616,2010-07-22,-45.8160,87.2120,-105.7130,0.8400,0.8470,3.5000
2010.55890,2010-07-23,-47.9640,87.2010,-105.2690,0.8440,0.8580,3.4930
2010.56164,2010-07-24,-49.0990,89.4540,-115.1620,0.8440,0.8550,3.5410
2010.56438,2010-07-25,-50.2120,86.9360,-106.1830,0.8320,0.8430,3.4350
2010.56712,2010-07-26,-47.5490,84.8740,-118.1550,0.8380,0.8640,3.5820
2010.57260,2010-07-28,-48.5410,88.0520,-109.4350,0.8440,0.8570,3.5150
2010.57534,2010-07-29,-49.8340,87.3350,-106.6800,0.8420,0.8430,3.4070
2010.57808,2010-07-30,-50.8010,87.1550,-107.2000,0.8510,0.8480,3.4680
2010.58082,2010-07-31,-49.7880,85.9840,-110.3950,0.8320,0.8320,3.4280
2010.58356,2010-08-01,-49.8490,85.2740,-118.0520,0.8420,0.8580,3.5080
2010.58630,2010-08-02,-46.8360,86.4750,-105.5040,0.8420,0.8550,3.5070
2010.58904,2010-08-03,-49.1650,87.3010,-108.2500,0.8550,0.8450,3.5700
2010.59178,2010-08-04,-47.1140,85.7070,-110.6470,0.8550,0.8530,3.6260
2010.59452,2010-08-05,-44.9360,86.0600,-112.1320,0.8660,0.8770,3.6550
2010.59726,2010-08-06,-48.8410,85.8440,-114.4010,0.8200,0.8380,3.4060
2010.60000,2010-08-07,-47.1880,86.3940,-119.6490,0.8550,0.8720,3.5680
2010.60274,2010-08-08,-46.9840,86.6380,-102.6840,0.8700,0.8690,3.6330
2010.60548,2010-08-09,-47.0610,87.9530,-100.9740,0.8430,0.8600,3.5520
2010.60822,2010-08-10,-48.0970,84.0510,-110.7160,0.8300,0.8660,3.5700
2010.61096,2010-08-11,-47.8260,85.9160,-109.6990,0.8420,0.8590,3.5840
2010.61370,2010-08-12,-50.7550,88.7720,-109.5230,0.8560,0.8710,3.6320
2010.61644,2010-08-13,-47.4790,88.1380,-103.5370,0.8570,0.8720,3.6440
2010.61918,2010-08-14,-48.3590,88.9970,-109.5110,0.8370,0.8830,3.6730
2010.62466,2010-08-16,-46.9500,84.5930,-109.8350,0.8540,0.8830,3.6540
2010.62740,2010-08-17,-48.9080,88.9290,-115.1410,0.8370,0.8780,3.6360
2010.63014,2010-08-18,-49.9800,89.0660,-116.9330,0.8470,0.8610,3.5560
2010.63288,2010-08-19,-49.4040,87.7500,-119.1630,0.8570,0.8570,3.6070
2010.63562,2010-08-20,-50.3330,87.5350,-100.7620,0.8560,0.8610,3.6180
2010.63836,2010-08-21,-44.5970,86.0850,-105.0300,0.8460,0.8530,3.5310
2010.64110,2010-08-22,-47.1970,85.9600,-117.4600,0.8400,0.8460,3.5230
2010.64384,2010-08-23,-47.9720,87.5540,-107.6660,0.8670,0.8960,3.7430
2010.64658,2010-08-24,-44.4640,84.6960,-119.4430,0.9010,0.9220,3.8480
2010.64932,2010-08-25,-49.2740,88.3150,-111.6130,0.8440,0.8980,3.6760
2010.65205,2010-08-26,-46.6400,88.7870,-108.1670,0.8460,0.8740,3.6210
2010.65479,2010-08-27,-49.5990,87.8760,-111.5970,0.8670,0.8450,3.6920
2010.65753,2010-08-28,-49.5800,84.6520,-105.0870,0.8100,0.8540,3.5070
2010.66027,2010-08-29,-50.7980,87.7600,-112.1710,0.8290,0.8620,3.5640
2010.66301,2010-08-30,-51.1500,89.4660,-123.9010,0.8440,0.8700,3.6460
2010.66575,2010-08-31,-51.5580,87.2700,-113.7690,0.8380,0.8640,3.5670
2010.66849,2010-09-01,-49.3310,88.6210,-108.6330,0.8090,0.8370,3.4490
2010.67123,2010-09-02,-49.2790,89.8980,-101.8560,0.8200,0.8460,3.4930
2010.67397,2010-09-03,-48.2870,90.0840,-111.0910,0.8220,0.8410,3.4740
2010.67671,2010-09-04,-48.4090,89.9100,-109.9420,0.8240,0.8520,3.5320
2010.67945,2010-09-05,-48.5820,89.3610,-111.5720,0.8070,0.8250,3.3910
2010.68219,2010-09-06,-49.0030,91.8810,-109.1970,0.8080,0.8280,3.4060
2010.68493,2010-09-07,-47.7310,88.3740,-97.7840,0.8360,0.8620,3.6300
2010.68767,2010-09-08,-44.0630,90.3430,-106.9140,0.8270,0.8630,3.5590
2010.69041,2010-09-09,-47.3610,88.7710,-106.3900,0.8270,0.8610,3.6110
2010.69315,2010-09-10,-48.1960,91.4900,-112.6910,0.8180,0.8440,3.4880
2010.69589,2010-09-11,-48.3950,89.7590,-103.8770,0.8300,0.8540,3.5150
2010.69863,2010-09-12,-48.6530,91.9040,-99.8120,0.8170,0.8530,3.5220
2010.70137,2010-09-13,-47.6020,91.6330,-110.0160,0.8040,0.8260,3.3810
2010.70411,2010-09-14,-47.9980,89.9970,-103.1740,0.8190,0.8470,3.4540
2010.70685,2010-09-15,-45.4300,91.4440,-109.1150,0.8020,0.8160,3.3550
2010.70959,2010-09-16,-47.2730,91.8460,-103.8270,0.8230,0.8300,3.4490
2010.71233,2010-09-17,-49.3130,92.7480,-98.2070,0.8370,0.8460,3.5970
2010.71507,2010-09-18,-46.4150,95.1640,-102.8140,0.8800,0.8960,3.8930
2010.71781,2010-09-19,-48.4860,90.2520,-98.5920,0.8190,0.8520,3.5620
2010.72055,2010-09-20,-48.6520,92.1910,-119.8330,0.8540,0.8740,3.7310
2010.72329,2010-09-21,-45.8920,90.0230,-107.9730,0.8230,0.8410,3.5250
2010.72603,2010-09-22,-47.4630,90.7770,-105.5870,0.8190,0.8230,3.4700
2010.72877,2010-09-23,-49.9430,93.2590,-109.4680,0.8130,0.8410,3.4070
2010.73151,2010-09-24,-49.0510,91.4920,-106.1880,0.8120,0.8260,3.4470
2010.73425,2010-09-25,-48.9200,92.1120,-116.4690,0.8010,0.8410,3.3960
2010.73699,2010-09-26,-47.9240,91.4580,-110.3390,0.8300,0.8410,3.4400
2010.73973,2010-09-27,-49.6830,92.4680,-115.7040,0.8380,0.8740,3.5130
2010.74247,2010-09-28,-50.9810,91.0650,-119.3690,0.8230,0.8680,3.4550
2010.74521,2010-09-29,-49.4880,91.1390,-103.8080,0.8220,0.8420,3.4990
2010.74795,2010-09-30,-45.7060,89.4270,-109.0580,0.8190,0.8570,3.5150
2010.75068,2010-10-01,-46.8550,92.4360,-113.1420,0.8680,0.8710,3.6200
2010.75342,2010-10-02,-49.0020,93.5330,-114.6550,0.8410,0.8530,3.5360
2010.75616,2010-10-03,-50.3600,93.6270,-109.6580,0.8740,0.8760,3.7350
2010.75890,2010-10-04,-48.4650,92.4240,-113.2660,0.8490,0.8510,3.6490
2010.76164,2010-10-05,-49.7330,92.6330,-111.6760,0.8400,0.8480,3.5630
2010.76438,2010-10-06,-49.5550,91.5230,-116.0070,0.8270,0.8490,3.4660
2010.76712,2010-10-07,-51.7380,93.2150,-114.4190,0.8250,0.8370,3.5390
2010.76986,2010-10-08,-51.2910,91.8390,-113.6160,0.8400,0.8520,3.6020
2010.77260,2010-10-09,-48.6790,92.6650,-113.1840,0.8370,0.8430,3.5600
2010.77534,2010-10-10,-50.2810,94.1010,-111.8650,0.8430,0.8380,3.5390
2010.77808,2010-10-11,-48.0880,92.2910,-116.4910,0.8600,0.8600,3.6410
2010.78082,2010-10-12,-49.8430,92.3460,-116.8780,0.8570,0.8720,3.6070
2010.78356,2010-10-13,-49.2030,93.9130,-117.9810,0.8400,0.8880,3.6440
2010.78904,2010-10-15,-50.3800,94.7980,-114.2360,0.8720,0.8850,3.7240
2010.79178,2010-10-16,-47.5750,92.0950,-118.4620,0.8570,0.9090,3.6860
2010.79452,2010-10-17,-46.7640,92.0080,-110.1680,0.8320,0.9030,3.5820
2010.79726,2010-10-18,-49.6480,92.9390,-115.8320,0.8620,0.9140,3.6260
2010.80000,2010-10-19,-50.0910,92.1540,-119.3190,0.8310,0.8520,3.4820
2010.80274,2010-10-20,-49.0780,94.1250,-121.4030,0.8150,0.8440,3.4820
2010.80548,2010-10-21,-45.3490,94.7360,-115.8460,0.8320,0.8860,3.6580
2010.80822,2010-10-22,-44.6830,91.7170,-128.0070,0.8240,0.8990,3.7120
2010.81096,2010-10-23,-48.3030,93.1720,-113.4260,0.8410,0.9000,3.7020
2010.81370,2010-10-24,-52.6390,95.0590,-117.2920,0.8030,0.8420,3.4520
2010.81644,2010-10-25,-48.5620,94.8200,-123.8480,0.7930,0.8330,3.3600
2010.81918,2010-10-26,-47.3930,92.4730,-119.9650,0.7990,0.8400,3.4300
2010.82192,2010-10-27,-48.2100,92.8900,-119.6360,0.7940,0.8370,3.3820
2010.82466,2010-10-28,-50.8830,93.6070,-118.7530,0.7950,0.8390,3.4160
2010.82740,2010-10-29,-48.5420,93.2670,-118.3650,0.8010,0.8470,3.4070
2010.83014,2010-10-30,-49.3190,91.9050,-125.7970,0.8010,0.8430,3.4340
2010.83288,2010-10-31,-50.7130,93.5410,-123.2300,0.8210,0.8520,3.4720
2010.83562,2010-11-01,-49.0560,94.6070,-123.0410,0.8340,0.8430,3.4440
2010.83836,2010-11-02,-49.6380,93.8550,-125.2870,0.7970,0.8410,3.3910
2010.84110,2010-11-03,-52.1120,93.6940,-127.8390,0.7990,0.8380,3.4210
2010.84384,2010-11-04,-50.9650,94.4890,-117.8680,0.8080,0.8460,3.4900
2010.84658,2010-11-05,-51.2250,95.7170,-120.8510,0.8220,0.8530,3.5070
2010.84932,2010-11-06,-50.3380,93.6260,-117.9370,0.8020,0.8440,3.4600
2010.85205,2010-11-07,-50.9180,93.5620,-120.3550,0.7980,0.8420,3.4020
2010.85479,2010-11-08,-51.2690,93.3090,-118.1690,0.8090,0.8540,3.4860
2010.85753,2010-11-09,-50.4580,94.8930,-123.4600,0.7960,0.8350,3.4110
2010.86027,2010-11-10,-51.0390,94.7860,-117.8290,0.8020,0.8500,3.4920
2010.86301,2010-11-11,-48.2260,94.8420,-117.1400,0.8110,0.8620,3.4340
2010.86575,2010-11-12,-50.4750,96.7290,-119.9620,0.7940,0.8390,3.4330
2010.86849,2010-11-13,-52.1670,98.6180,-118.8230,0.7970,0.8490,3.4340
2010.87123,2010-11-14,-49.6060,95.3450,-114.6670,0.7870,0.8240,3.3410
2010.87397,2010-11-15,-51.5910,94.9600,-118.5910,0.8050,0.8540,3.4590
2010.87671,2010-11-16,-51.3120,95.2260,-120.5580,0.8200,0.8620,3.4650
2010.87945,2010-11-17,-51.0110,97.3430,-116.1840,0.8090,0.8540,3.4250
2010.88219,2010-11-18,-51.4480,96.5860,-117.5700,0.7920,0.8500,3.4100
2010.88493,2010-11-19,-49.9530,93.6950,-112.1870,0.8180,0.8890,3.4630
2010.88767,2010-11-20,-51.0970,96.6610,-108.2760,0.8020,0.8440,3.3810
2010.89041,2010-11-21,-48.9090,95.7520,-112.8540,0.8410,0.8920,3.5210
2010.89315,2010-11-22,-50.5460,96.1610,-112.3060,0.8360,0.8970,3.5220
2010.89589,2010-11-23,-50.2850,95.7810,-113.0980,0.8020,0.8530,3.3770
2010.89863,2010-11-24,-49.8680,97.0140,-114.9190,0.8090,0.8730,3.4600
