datetime,gpsdate,dN,dE,dU,sN,sE,sU
2010.00548,2010-01-02,-32.3260,84.8550,2.7310,0.8190,0.8540,3.5940
2010.00822,2010-01-03,-33.8260,84.1410,3.4930,0.8240,0.8530,3.5520
2010.01096,2010-01-04,-33.3160,84.1350,-3.5700,0.8100,0.8490,3.5590
2010.01370,2010-01-05,-32.8400,84.7200,-2.3870,0.8150,0.8530,3.5660
2010.01644,2010-01-06,-33.3150,86.3450,-4.6800,0.8180,0.8530,3.5980
2010.01918,2010-01-07,-33.0140,83.4020,-4.3240,0.8210,0.8470,3.5810
2010.02192,2010-01-08,-33.1240,84.8100,0.9630,0.8120,0.8420,3.5310
2010.02466,2010-01-09,-33.7820,84.8540,-4.0020,0.8160,0.8610,3.5770
2010.02740,2010-01-10,-32.5170,83.0190,-3.2470,0.8210,0.8600,3.5860
2010.03014,2010-01-11,-32.5640,83.3510,-0.0490,0.8130,0.8470,3.5580
2010.03288,2010-01-12,-34.5710,84.8750,-4.8880,0.8150,0.8460,3.6020
2010.03562,2010-01-13,-34.9960,85.5950,-3.9050,0.8290,0.8560,3.6260
2010.03836,2010-01-14,-34.2110,84.9990,-8.5330,0.8430,0.8890,3.7610
2010.04110,2010-01-15,-34.9410,85.8260,-8.3550,0.8150,0.8760,3.6210
2010.04384,2010-01-16,-34.5500,84.6890,-6.6080,0.8100,0.8430,3.5180
2010.04658,2010-01-17,-36.4070,85.6640,-6.6040,0.8060,0.8510,3.5460
2010.04932,2010-01-18,-34.7120,84.3430,-3.7080,0.8140,0.8510,3.5510
2010.05205,2010-01-19,-33.5550,85.0720,-4.4440,0.8280,0.8600,3.5960
2010.05479,2010-01-20,-32.9920,85.4790,-0.8100,0.8440,0.8700,3.6180
2010.05753,2010-01-21,-33.1670,86.3110,0.1110,0.8180,0.8590,3.5870
2010.06027,2010-01-22,-36.0550,86.3310,-0.0110,0.8200,0.8550,3.5840
2010.06301,2010-01-23,-35.4770,85.4730,-3.0440,0.8160,0.8450,3.5380
2010.06575,2010-01-24,-34.6490,85.9520,-1.3980,0.8230,0.8580,3.6110
2010.06849,2010-01-25,-34.4800,84.2570,-0.4160,0.8290,0.8690,3.6550
2010.07123,2010-01-26,-35.3760,85.4790,-3.0730,0.8360,0.8900,3.6310
2010.07397,2010-01-27,-36.2830,85.6580,0.6250,0.8350,0.8900,3.6120
2010.07671,2010-01-28,-35.7560,86.2540,-2.3470,0.8160,0.8400,3.5340
2010.07945,2010-01-29,-36.3120,86.5860,-1.7840,0.8230,0.8600,3.5890
2010.08219,2010-01-30,-35.8000,84.4000,2.3880,0.8260,0.8530,3.6220
2010.08493,2010-01-31,-34.5620,85.3210,3.0360,0.8170,0.8630,3.6230
2010.08767,2010-02-01,-33.8980,85.8260,-2.3280,0.8230,0.8650,3.6170
2010.09041,2010-02-02,-34.9950,86.1060,0.7510,0.8300,0.8570,3.5670
2010.09315,2010-02-03,-34.1860,85.8380,-5.1660,0.8190,0.8500,3.5700
2010.09589,2010-02-04,-32.3910,84.3970,0.3290,0.8310,0.8560,3.5910
2010.09863,2010-02-05,-35.2370,86.2250,-0.2100,0.8350,0.8700,3.6630
2010.10137,2010-02-06,-33.9080,87.0990,2.3160,0.8400,0.8770,3.7590
2010.10411,2010-02-07,-36.0390,85.1210,-6.3950,0.8460,0.8820,3.7830
2010.10685,2010-02-08,-36.2340,88.8700,3.0210,0.8500,0.8920,3.7760
2010.10959,2010-02-09,-33.5730,87.1680,-3.4460,0.8630,0.8780,3.7660
2010.11233,2010-02-10,-32.5070,89.6900,12.6210,0.8950,0.9320,3.9820
2010.11781,2010-02-12,-28.7230,89.2250,0.6710,0.8550,0.8740,3.8410
2010.12055,2010-02-13,-32.5720,88.6030,-2.0200,0.8210,0.8570,3.6640
2010.12329,2010-02-14,-31.3560,86.4440,-6.5470,0.8320,0.8710,3.7600
2010.12603,2010-02-15,-31.8050,89.2370,-7.2620,0.8710,0.9390,4.0170
2010.12877,2010-02-16,-32.2130,88.7180,-2.7060,0.8620,0.9010,3.8970
2010.13151,2010-02-17,-34.7900,88.5300,2.1090,0.8340,0.8740,3.6510
2010.13425,2010-02-18,-35.9870,90.3480,2.7950,0.8380,0.8970,3.7190
2010.13699,2010-02-19,-34.2770,89.0850,-0.9800,0.8320,0.8800,3.6890
2010.13973,2010-02-20,-35.8780,89.6130,-0.1410,0.8090,0.8510,3.6130
2010.14247,2010-02-21,-32.0100,89.7020,-4.6450,0.8170,0.8460,3.6150
2010.14521,2010-02-22,-36.2110,90.2330,5.1260,0.8410,0.8580,3.6330
2010.14795,2010-02-23,-37.5510,90.7030,2.0390,0.8590,0.8740,3.7430
2010.15068,2010-02-24,-36.7950,89.7680,-1.2280,0.8600,0.9180,3.8950
2010.15342,2010-02-25,-34.1410,88.1100,-3.2820,0.8610,0.8860,3.8190
2010.15616,2010-02-26,-34.5550,90.4920,3.8460,0.8290,0.8700,3.6900
2010.15890,2010-02-27,-31.8350,88.2750,-2.7580,0.8730,0.9200,4.0070
2010.16164,2010-02-28,-34.6490,88.4150,-5.5910,0.8330,0.8670,3.7390
2010.16438,2010-03-01,-33.1550,89.4260,-6.8670,0.8260,0.8670,3.7150
2010.16712,2010-03-02,-35.6380,88.3510,-0.3400,0.8450,0.8660,3.6890
2010.16986,2010-03-03,-35.4100,90.2820,4.0140,0.8420,0.8610,3.7680
2010.17260,2010-03-04,-33.1110,89.6080,4.8750,0.8420,0.8660,3.7350
2010.17534,2010-03-05,-34.0890,90.7250,2.7940,0.8270,0.8530,3.6210
2010.17808,2010-03-06,-32.9520,89.8160,-2.8970,0.8630,0.8690,3.7260
2010.18082,2010-03-07,-32.1890,89.1860,-3.6770,0.8350,0.8670,3.7120
2010.18356,2010-03-08,-32.8340,90.3440,-0.1730,0.8370,0.8740,3.6860
2010.18630,2010-03-09,-35.1240,90.4580,0.0910,0.8340,0.8520,3.6020
2010.18904,2010-03-10,-35.3320,88.9430,3.3430,0.8200,0.8650,3.6280
2010.19178,2010-03-11,-34.9790,90.2530,-2.8390,0.8160,0.8420,3.5570
2010.19452,2010-03-12,-33.5020,90.8520,-2.7760,0.8700,0.8730,3.8100
2010.19726,2010-03-13,-34.5350,90.2470,3.5990,0.8420,0.8630,3.7330
2010.20000,2010-03-14,-35.3360,91.8150,3.7150,0.8310,0.8530,3.6530
2010.20274,2010-03-15,-35.1090,90.2290,5.4340,0.8380,0.8600,3.6840
2010.20548,2010-03-16,-33.2210,90.1330,7.3890,0.8430,0.8800,3.7600
2010.20822,2010-03-17,-34.7900,91.5930,-2.4540,0.8320,0.8830,3.7640
2010.21096,2010-03-18,-33.2830,90.9080,-1.4640,0.8420,0.8450,3.7060
2010.21370,2010-03-19,-34.4400,91.8320,1.5530,0.8380,0.8460,3.6620
2010.21644,2010-03-20,-33.2610,91.3010,-2.2620,0.8540,0.8620,3.7960
2010.21918,2010-03-21,-34.3210,91.3180,0.5930,0.8370,0.8520,3.6910
2010.22192,2010-03-22,-35.1770,92.2340,-0.1790,0.8630,0.8590,3.7340
2010.22466,2010-03-23,-33.5920,91.2900,-0.8310,0.8670,0.8810,3.8720
2010.22740,2010-03-24,-33.2420,91.1840,2.3940,0.8820,0.8860,3.8300
2010.23014,2010-03-25,-34.1880,91.2320,4.5800,0.8510,0.8330,3.6330
2010.23288,2010-03-26,-34.7590,91.5730,-1.6550,0.8500,0.8460,3.6310
2010.23562,2010-03-27,-34.6440,92.5920,-5.6550,0.8660,0.8600,3.7030
2010.23836,2010-03-28,-36.0550,92.4780,-8.7980,0.8620,0.8570,3.7060
2010.24110,2010-03-29,-36.8040,89.9760,-0.0060,0.8620,0.8580,3.6980
2010.24384,2010-03-30,-35.4840,90.3680,-0.2230,0.8880,0.9100,3.7810
2010.24658,2010-03-31,-34.7180,90.5600,-0.9730,0.8720,0.8750,3.7720
2010.24932,2010-04-01,-35.5360,91.0610,0.0370,0.8440,0.8460,3.6070
2010.25205,2010-04-02,-35.4350,90.6230,1.5220,0.8790,0.8670,3.8570
2010.25479,2010-04-03,-35.4550,91.0750,-0.3900,0.8630,0.8560,3.7330
2010.25753,2010-04-04,-34.6880,92.0560,4.1020,0.8740,0.8620,3.8130
2010.26027,2010-04-05,-34.3950,93.5990,7.3520,0.8740,0.8530,3.6710
2010.26301,2010-04-06,-37.7740,92.1480,1.5340,0.8870,0.8590,3.7430
2010.26575,2010-04-07,-35.4340,92.5030,-1.5240,0.8520,0.8500,3.6320
2010.26849,2010-04-08,-37.9500,94.7920,2.7260,0.9030,0.8890,3.9680
2010.27123,2010-04-09,-35.0670,93.7340,-1.5460,0.8750,0.8920,3.8210
2010.27397,2010-04-10,-34.5150,94.0940,6.2780,0.9010,0.8990,3.8490
2010.27671,2010-04-11,-35.3360,94.5670,-3.9960,0.8800,0.8800,3.8350
2010.27945,2010-04-12,-34.0240,90.7220,-0.8070,0.8740,0.8620,3.7290
2010.28219,2010-04-13,-34.1750,90.0280,-6.5530,0.8560,0.8570,3.6670
2010.28493,2010-04-14,-32.9440,92.8240,1.5280,0.8720,0.8860,3.7870
2010.28767,2010-04-15,-34.8840,90.6130,-6.6990,0.8840,0.8950,3.8020
2010.29041,2010-04-16,-35.9460,91.1050,-2.6480,0.8530,0.8420,3.6190
2010.29315,2010-04-17,-34.3190,91.3180,3.0090,0.8630,0.8860,3.7730
2010.29589,2010-04-18,-33.9620,92.4870,2.2890,0.8500,0.8720,3.7000
2010.29863,2010-04-19,-35.2920,91.8590,1.3060,0.8690,0.8730,3.7930
2010.30137,2010-04-20,-32.5760,90.1910,-0.7250,0.8720,0.8880,3.8360
2010.30411,2010-04-21,-33.2160,92.0550,-6.5970,0.8950,0.8960,3.9810
2010.30685,2010-04-22,-36.4280,92.1960,-8.8770,0.9130,0.9020,3.9510
2010.30959,2010-04-23,-34.4860,92.9060,-7.3390,0.8500,0.8550,3.6240
2010.31233,2010-04-24,-34.1390,92.1570,-3.7810,0.8640,0.8470,3.6340
2010.31507,2010-04-25,-35.5690,92.5690,-4.0290,0.8520,0.8390,3.6030
2010.31781,2010-04-26,-33.9470,91.0890,-3.2930,0.8450,0.8470,3.6310
2010.32055,2010-04-27,-33.2030,92.4100,6.1210,0.8770,0.8640,3.7880
2010.32329,2010-04-28,-37.6070,91.9640,1.0500,0.8760,0.8510,3.6760
2010.32603,2010-04-29,-35.4020,93.5380,-0.6630,0.8920,0.8810,3.8840
2010.32877,2010-04-30,-36.0770,92.3550,2.3500,0.8590,0.8490,3.6420
2010.33151,2010-05-01,-37.4900,92.1400,-3.0380,0.8400,0.8430,3.5790
2010.33699,2010-05-03,-38.0520,92.5100,4.8570,0.8830,0.8680,3.7270
2010.33973,2010-05-04,-37.7200,94.5170,6.9750,0.8490,0.8380,3.5840
2010.34247,2010-05-05,-38.0960,92.9910,-0.6690,0.8630,0.8710,3.7220
2010.34521,2010-05-06,-35.4500,93.9450,6.4540,0.8570,0.8660,3.7390
2010.34795,2010-05-07,-36.1510,93.5740,8.2190,0.8730,0.8630,3.7340
2010.35068,2010-05-08,-34.5740,93.0570,3.0440,0.8650,0.8590,3.6980
2010.35342,2010-05-09,-34.7850,92.7530,4.7470,0.8690,0.8710,3.7650
2010.35616,2010-05-10,-35.8910,93.6470,-1.8510,0.8370,0.8350,3.5780
2010.35890,2010-05-11,-37.1750,94.1160,1.8600,0.8430,0.8360,3.5650
2010.36164,2010-05-12,-36.7250,94.0100,-2.1250,0.8500,0.8650,3.6810
2010.36438,2010-05-13,-37.1460,95.6870,0.1190,0.8500,0.8390,3.6230
2010.36712,2010-05-14,-37.3610,93.8720,0.3370,0.8910,0.8700,3.7800
2010.36986,2010-05-15,-36.7450,94.6560,-4.3300,0.8850,0.8540,3.7620
2010.37260,2010-05-16,-37.0930,93.9470,1.4260,0.8480,0.8460,3.6340
2010.37534,2010-05-17,-38.8840,94.6720,-0.8660,0.8410,0.8430,3.5910
2010.37808,2010-05-18,-37.4630,93.2780,-2.3270,0.8480,0.8450,3.5890
2010.38082,2010-05-19,-38.8830,93.8750,-16.7190,0.9070,0.9310,4.1200
2010.38356,2010-05-20,-38.1670,92.8690,-5.5020,0.9110,0.8940,4.0500
2010.38630,2010-05-21,-38.3000,94.1300,4.9170,0.8800,0.8820,3.7370
2010.38904,2010-05-22,-39.5120,96.2460,2.6930,0.8880,0.9170,3.9210
2010.39178,2010-05-23,-38.8430,95.9360,-8.6650,0.9120,0.9440,4.0070
2010.39452,2010-05-24,-38.5190,94.7490,-0.6400,0.8590,0.8760,3.7170
2010.39726,2010-05-25,-39.3200,95.7500,-2.0730,0.8580,0.8620,3.6960
2010.40000,2010-05-26,-38.7270,93.8670,1.0750,0.8560,0.8580,3.6530
2010.40274,2010-05-27,-37.7310,94.6640,2.0630,0.8510,0.8510,3.6210
2010.40548,2010-05-28,-38.7440,95.6400,1.1640,0.8650,0.8680,3.7400
2010.40822,2010-05-29,-37.6240,95.0860,-4.9690,0.8570,0.8390,3.5980
2010.41096,2010-05-30,-37.4940,93.6380,-2.6740,0.8350,0.8510,3.6070
2010.41370,2010-05-31,-40.1190,95.6400,-1.2530,0.8500,0.8400,3.5690
2010.41644,2010-06-01,-38.3350,95.5050,-3.1890,0.8420,0.8360,3.5370
2010.41918,2010-06-02,-39.2890,94.8570,-1.8090,0.8450,0.8390,3.5780
2010.42740,2010-06-05,-40.3880,97.4210,-2.5860,0.8480,0.8450,3.5520
2010.43014,2010-06-06,-37.7470,97.2650,-2.2180,0.8440,0.8510,3.5460
2010.43288,2010-06-07,-37.6590,93.3200,-2.1770,0.8590,0.8680,3.6570
2010.43562,2010-06-08,-36.9440,96.3630,0.9240,0.8540,0.8470,3.5900
2010.43836,2010-06-09,-38.7440,96.2610,4.5470,0.8570,0.8480,3.6470
2010.44110,2010-06-10,-38.4320,95.3040,-2.0600,0.8660,0.8670,3.6720
2010.44384,2010-06-11,-39.3750,95.8440,0.8750,0.8670,0.8570,3.6330
2010.44658,2010-06-12,-39.0020,96.6390,-3.0970,0.8580,0.8570,3.6270
2010.44932,2010-06-13,-40.3260,97.6690,6.2320,0.8760,0.8680,3.6330
2010.45205,2010-06-14,-39.0830,96.5770,2.4270,0.8740,0.8750,3.6700
2010.45479,2010-06-15,-39.4300,96.5410,3.2850,0.8520,0.8570,3.5990
2010.45753,2010-06-16,-39.9730,98.8670,4.1890,0.8490,0.8590,3.5950
2010.46027,2010-06-17,-39.2720,98.5180,2.8420,0.8640,0.8740,3.6590
2010.46301,2010-06-18,-39.4080,95.4180,-0.9540,0.8760,0.8730,3.6570
2010.46575,2010-06-19,-40.1900,96.9960,0.9490,0.8600,0.8740,3.6290
2010.46849,2010-06-20,-39.1290,98.5680,-10.1820,0.8550,0.8640,3.7070
2010.47123,2010-06-21,-37.5990,94.9540,4.7570,0.9100,0.8860,3.8050
2010.47397,2010-06-22,-38.8100,96.7050,0.8290,0.8570,0.8800,3.6650
2010.47671,2010-06-23,-38.3470,97.6290,1.2980,0.8620,0.8690,3.6840
2010.47945,2010-06-24,-38.7920,97.6540,3.4710,0.8860,0.8790,3.7260
2010.48219,2010-06-25,-40.8370,98.9200,-3.6140,0.9120,0.9080,3.8240
2010.48493,2010-06-26,-40.3220,98.6850,9.4340,0.8660,0.8580,3.5700
2010.48767,2010-06-27,-40.9370,96.7870,5.2430,0.8820,0.9080,3.8490
2010.49041,2010-06-28,-40.8110,96.4920,7.6760,0.9000,0.8780,3.6290
2010.49315,2010-06-29,-36.9710,94.9830,-6.3890,0.8710,0.8700,3.6550
2010.52329,2010-07-10,-38.3910,98.3530,3.0450,0.8560,0.8750,3.6760
2010.52603,2010-07-11,-39.9390,96.9290,7.3670,0.8550,0.8630,3.6760
2010.52877,2010-07-12,-41.3930,101.7910,3.4140,0.9060,0.9430,4.0510
2010.53151,2010-07-13,-40.5760,97.1220,-7.0550,0.8920,0.9270,3.9230
2010.53425,2010-07-14,-38.8370,98.3200,4.4690,0.8610,0.8800,3.7340
2010.53699,2010-07-15,-41.3750,96.7670,-1.4510,0.8760,0.8920,3.8200
2010.53973,2010-07-16,-41.8480,98.5040,-4.7810,0.8750,0.8900,3.8310
2010.54247,2010-07-17,-41.1170,99.2800,-10.7130,0.8970,0.9140,3.9410
2010.54521,2010-07-18,-41.5200,97.4940,-5.5160,0.8510,0.8660,3.7120
2010.54795,2010-07-19,-39.5020,97.8850,-12.6220,0.8590,0.8960,3.7480
2010.55068,2010-07-20,-41.6490,97.0720,0.6970,0.8860,0.9100,3.8740
2010.55342,2010-07-21,-41.1450,98.0410,-17.0710,0.8880,0.9040,3.8800
2010.55616,2010-07-22,-39.5860,98.0860,-12.1700,0.8710,0.8800,3.7120
2010.55890,2010-07-23,-40.8630,100.5820,-2.3970,0.8650,0.8830,3.6990
2010.56164,2010-07-24,-43.4810,97.7930,-1.5840,0.8690,0.8870,3.7180
2010.56438,2010-07-25,-43.7050,98.0940,-6.6470,0.8610,0.8760,3.7700
2010.56712,2010-07-26,-40.1430,97.3840,-5.0600,0.8810,0.8830,3.8040
2010.56986,2010-07-27,-42.2730,100.8070,1.4140,0.8700,0.8600,3.6890
2010.57260,2010-07-28,-42.1240,98.6460,2.0180,0.8620,0.8760,3.7020
2010.57534,2010-07-29,-42.1670,99.5880,-6.6310,0.8700,0.8680,3.6510
2010.57808,2010-07-30,-43.0740,100.7510,-9.1650,0.8940,0.8830,3.6780
2010.58082,2010-07-31,-42.9250,97.8480,-12.4360,0.8510,0.8500,3.5960
2010.58630,2010-08-02,-41.3120,96.7840,0.3970,0.9600,0.9670,4.0800
2010.59178,2010-08-04,-43.8560,100.7630,-4.1250,0.8850,0.8760,3.8160
2010.59452,2010-08-05,-41.3410,100.2040,-12.5840,0.9080,0.9220,3.9400
2010.59726,2010-08-06,-40.7670,99.2540,-4.3270,0.8430,0.8470,3.6110
2010.60000,2010-08-07,-40.9920,99.7970,-6.9300,0.8790,0.8690,3.7810
2010.60548,2010-08-09,-41.1800,97.3110,-4.5540,0.8750,0.8980,3.8550
2010.60822,2010-08-10,-43.3810,97.4830,-1.4890,0.8650,0.9180,3.8810
2010.61370,2010-08-12,-42.8100,97.9600,0.2410,0.8760,0.8900,3.8030
2010.61918,2010-08-14,-41.6120,97.9590,5.3050,0.8840,0.9020,3.8760
2010.62466,2010-08-16,-39.5160,101.2160,6.7950,0.8900,0.8920,3.8470
2010.62740,2010-08-17,-42.5700,100.7950,0.9640,0.8600,0.8990,3.7880
2010.63014,2010-08-18,-43.0390,100.6240,-2.5890,0.8670,0.8630,3.6790
2010.63288,2010-08-19,-44.6490,99.4030,-8.9740,0.8840,0.8910,3.8360
2010.63562,2010-08-20,-38.9180,101.5890,-0.1840,0.8860,0.8990,3.9010
2010.63836,2010-08-21,-39.3210,98.8730,-2.4470,0.8700,0.8740,3.7520
2010.64110,2010-08-22,-42.3800,99.5530,-3.0030,0.8850,0.8930,3.8780
2010.64384,2010-08-23,-42.2680,100.9960,4.6830,0.8720,0.8850,3.7720
2010.64658,2010-08-24,-39.2450,99.0420,-13.8020,0.9150,0.9300,3.9320
2010.64932,2010-08-25,-39.9720,100.3530,-9.8250,0.8770,0.9100,3.9120
2010.65205,2010-08-26,-39.3880,99.6540,0.0910,0.8860,0.8980,3.9310
2010.65479,2010-08-27,-41.1040,99.4310,-8.1270,0.9030,0.8930,4.0030
2010.65753,2010-08-28,-41.1000,100.2720,-6.5240,0.8510,0.8930,3.8310
2010.66027,2010-08-29,-41.6340,105.4580,-14.5310,0.8430,0.8620,3.6590
2010.66575,2010-08-31,-42.5620,102.5440,4.0650,0.8680,0.8850,3.7940
2010.66849,2010-09-01,-42.6180,102.4010,-5.4860,0.8450,0.8610,3.6630
2010.67123,2010-09-02,-41.8120,101.5670,1.7740,0.8480,0.8700,3.7510
2010.67397,2010-09-03,-40.8530,104.4510,-16.7660,0.8540,0.8630,3.6920
2010.67671,2010-09-04,-37.4140,103.4040,4.3350,0.8570,0.8870,3.7440
2010.67945,2010-09-05,-41.2590,99.7500,4.8600,0.8400,0.8500,3.6150
2010.68219,2010-09-06,-41.0630,103.3100,-4.5200,0.8350,0.8480,3.6110
2010.68493,2010-09-07,-40.8610,102.9700,-1.7090,0.8490,0.8970,3.7640
2010.68767,2010-09-08,-39.9980,99.8130,-4.4920,0.8640,0.8710,3.7450
2010.69041,2010-09-09,-39.7750,102.2840,-7.3980,0.8490,0.8740,3.6960
2010.69315,2010-09-10,-39.0580,103.0530,-3.2240,0.8450,0.8710,3.6950
2010.69589,2010-09-11,-43.2190,101.6140,1.3040,0.8940,0.9240,3.9170
2010.69863,2010-09-12,-40.5980,102.2510,-8.8510,0.8560,0.8590,3.7070
2010.70137,2010-09-13,-39.4480,101.5950,-4.9490,0.8300,0.8600,3.6790
2010.70411,2010-09-14,-39.8920,103.9950,0.9110,0.8360,0.8570,3.6950
2010.70685,2010-09-15,-38.6660,105.4620,1.7610,0.8430,0.8570,3.6460
2010.70959,2010-09-16,-38.7440,103.5560,3.1390,0.8450,0.8710,3.7620
2010.71233,2010-09-17,-41.2930,103.6660,-2.4020,0.8500,0.8640,3.7020
2010.72055,2010-09-20,-40.8550,102.8630,-16.3400,0.8660,0.8940,3.8450
2010.72329,2010-09-21,-38.5230,102.8770,-7.1840,0.8660,0.8820,3.8720
2010.72603,2010-09-22,-39.5290,101.8780,-7.5980,0.8580,0.8580,3.8060
2010.72877,2010-09-23,-40.7040,105.1790,-7.7480,0.8450,0.8750,3.6500
2010.73151,2010-09-24,-42.0080,103.4560,-8.0730,0.8360,0.8470,3.5920
2010.73425,2010-09-25,-41.8490,105.6480,-11.9080,0.8380,0.8650,3.6920
2010.73699,2010-09-26,-39.8880,105.2730,-10.1650,0.8630,0.8730,3.7590
2010.73973,2010-09-27,-42.0180,103.4010,-14.7340,0.8670,0.9150,3.7790
2010.74247,2010-09-28,-42.8390,102.8930,-6.7820,0.8750,0.9040,3.8460
2010.74521,2010-09-29,-42.0810,99.6250,3.5890,0.8670,0.8760,3.7480
2010.74795,2010-09-30,-41.6050,103.5590,-2.5760,0.8600,0.8810,3.7230
2010.75068,2010-10-01,-41.2430,103.9870,-5.1900,0.9030,0.8920,3.8590
2010.75342,2010-10-02,-42.1990,104.2640,-4.6040,0.8600,0.8750,3.7270
2010.75616,2010-10-03,-40.0610,106.0350,-9.5330,0.8830,0.9040,3.9340
2010.75890,2010-10-04,-39.0960,105.6370,-8.2320,0.8380,0.8520,3.6180
2010.76164,2010-10-05,-40.0470,105.0900,-6.4960,0.8280,0.8490,3.5780
2010.76438,2010-10-06,-40.9850,104.5000,-5.5960,0.8350,0.8700,3.6770
2010.76712,2010-10-07,-42.6010,105.5540,-14.3460,0.8340,0.8800,3.7210
2010.76986,2010-10-08,-43.3750,104.5880,-1.1890,0.8220,0.8670,3.6520
2010.77260,2010-10-09,-40.2070,104.5270,-7.8100,0.8360,0.8600,3.6530
2010.77534,2010-10-10,-42.0480,106.4350,-7.3790,0.8350,0.8590,3.6190
2010.77808,2010-10-11,-41.8290,107.0550,-8.0330,0.8650,0.8750,3.6950
2010.78082,2010-10-12,-41.4900,107.6890,-12.5240,0.8310,0.8910,3.7120
2010.78356,2010-10-13,-40.0440,107.1670,-12.9100,0.8460,0.8970,3.7680
2010.78630,2010-10-14,-41.8470,106.8780,-8.2140,0.8460,0.8760,3.7750
2010.78904,2010-10-15,-41.9180,107.1800,-10.8050,0.8540,0.8830,3.8450
2010.79178,2010-10-16,-39.7960,103.8400,-11.5700,0.8220,0.8730,3.6760
2010.79452,2010-10-17,-38.0760,105.7790,-7.6220,0.8360,0.8760,3.7160
2010.79726,2010-10-18,-39.4680,104.9120,-1.2400,0.8260,0.8760,3.6760
2010.80000,2010-10-19,-42.5740,105.9480,-8.6730,0.8380,0.9030,3.9040
2010.80274,2010-10-20,-39.3570,105.8690,-14.0550,0.8360,0.8740,3.6980
2010.80548,2010-10-21,-38.7260,109.1460,-11.2580,0.8590,0.9040,3.8390
2010.80822,2010-10-22,-37.9240,105.3920,-10.6030,0.8390,0.9110,3.8830
2010.81096,2010-10-23,-40.0450,109.5260,-9.7240,0.8490,0.9200,3.8750
2010.81370,2010-10-24,-43.1550,105.4380,-7.2770,0.8420,0.8920,3.8340
2010.81644,2010-10-25,-41.7210,105.5360,-9.9010,0.8180,0.8780,3.6780
2010.81918,2010-10-26,-39.5070,105.5190,-14.3660,0.8200,0.8570,3.6250
2010.82192,2010-10-27,-39.3800,105.3270,-6.1100,0.8050,0.8470,3.5090
2010.82466,2010-10-28,-42.3990,105.6930,-7.5440,0.8000,0.8500,3.5180
2010.82740,2010-10-29,-39.5310,106.9930,-12.5130,0.8160,0.8730,3.6170
2010.83014,2010-10-30,-41.0870,105.0960,-12.6300,0.8080,0.8480,3.5600
2010.83288,2010-10-31,-41.2980,104.8180,-11.4840,0.8410,0.8690,3.6490
2010.83562,2010-11-01,-39.3480,108.0060,-14.5300,0.8500,0.8850,3.7530
2010.83836,2010-11-02,-40.6480,106.4910,-16.9290,0.8150,0.8830,3.6610
2010.84110,2010-11-03,-42.0950,106.2680,-17.8490,0.8210,0.8710,3.6710
2010.84384,2010-11-04,-42.2560,107.3940,-11.5500,0.8290,0.8890,3.7720
2010.84658,2010-11-05,-43.3290,108.1310,-4.8510,0.8170,0.8900,3.6830
2010.84932,2010-11-06,-42.8580,107.0140,-1.0190,0.8220,0.8830,3.7560
2010.85205,2010-11-07,-41.9710,107.9810,-9.6180,0.8160,0.8790,3.7060
2010.85479,2010-11-08,-41.7700,107.9400,-7.9840,0.8220,0.8660,3.6370
2010.85753,2010-11-09,-42.4520,108.0820,-12.6150,0.8200,0.9000,3.7570
2010.86027,2010-11-10,-42.5550,106.9230,-8.3920,0.8370,0.9030,3.8070
2010.86301,2010-11-11,-39.0580,107.8330,-13.2290,0.8110,0.8820,3.6410
2010.86575,2010-11-12,-41.1670,107.7890,-6.5130,0.8250,0.8840,3.7050
2010.86849,2010-11-13,-43.8450,108.7810,-0.2160,0.8120,0.8810,3.6470
2010.87123,2010-11-14,-40.5420,107.1780,-3.1640,0.8110,0.8730,3.6450
2010.87397,2010-11-15,-43.4530,108.9680,-10.3940,0.8200,0.8790,3.6660
2010.87671,2010-11-16,-42.7270,107.5190,-10.2670,0.8210,0.8890,3.6640
2010.87945,2010-11-17,-42.0530,108.3440,-5.4670,0.8130,0.8800,3.5930
2010.88219,2010-11-18,-42.4600,109.3790,-4.7970,0.8010,0.8820,3.6330
2010.88493,2010-11-19,-41.2640,106.4580,-0.4270,0.8180,0.9110,3.6680
2010.88767,2010-11-20,-42.1520,108.1170,2.4520,0.8010,0.8740,3.5800
2010.89041,2010-11-21,-40.2030,107.5280,5.2580,0.8370,0.9080,3.7440
2010.89315,2010-11-22,-40.9710,108.3420,-8.7210,0.8310,0.9050,3.6950
2010.89589,2010-11-23,-42.1970,107.6970,-4.6190,0.7990,0.8660,3.5720
2010.89863,2010-11-24,-41.4870,108.3090,-6.1340,0.8080,0.8720,3.5950
2010.90137,2010-11-25,-41.4430,108.0610,-4.9320,0.8020,0.8760,3.6130
2010.90411,2010-11-26,-41.8240,108.9610,-4.2760,0.8040,0.8740,3.5980
2010.90685,2010-11-27,-41.5490,107.0170,-8.7310,0.8170,0.8870,3.6480
2010.90959,2010-11-28,-42.0340,108.6000,-7.6470,0.8120,0.8750,3.6560
2010.91507,2010-11-30,-43.5680,110.8520,-9.2410,0.8110,0.8810,3.6610
2010.93973,2010-12-09,-43.8800,110.3610,1.2650,0.8740,0.9780,4.0480
2010.94247,2010-12-10,-43.8740,110.9980,-1.6520,0.8150,0.9080,3.7540
2010.94521,2010-12-11,-43.2430,111.0720,-3.7440,0.8110,0.8760,3.6750
