date,117.442,117.442_trend,117.442_0.5yr,117.442_1yr,117.442_2.92yr,117.442_3.72yr,117.442_11.16yr,117.442_model,117.442_noise,117.442_wtest,flagged
2003-12-03,0.000000,0.884094,0.175146,0.332627,0.291156,-0.818622,0.861152,1.725553,-1.725553,-0.862776,False
2004-01-09,1.000000,0.826272,0.280642,0.225368,0.387457,-0.811619,0.853791,1.761912,-0.761912,-0.380956,False
2004-02-12,0.000000,0.773252,0.020869,0.047693,0.459737,-0.784345,0.844601,1.361807,-1.361807,-0.680904,False
2004-03-17,0.000000,0.720232,-0.264257,-0.145775,0.513708,-0.737801,0.833101,0.919210,-0.919210,-0.459605,False
2004-04-27,-2.000000,0.656296,-0.176595,-0.309980,0.551445,-0.657702,0.816207,0.879671,-2.879671,-1.439836,False
2004-05-26,-3.000000,0.611074,0.104292,-0.339161,0.558940,-0.586670,0.802293,1.150768,-4.150768,-2.075384,False
2004-06-25,-1.000000,0.564291,0.292065,-0.282800,0.549638,-0.502165,0.786219,1.407249,-2.407249,-1.203624,False
2004-07-26,-3.000000,0.515950,0.188652,-0.147838,0.522119,-0.404767,0.767852,1.441967,-4.441967,-2.220984,False
2004-08-27,-2.000000,0.466049,-0.118468,0.033831,0.475585,-0.295578,0.747062,1.308481,-3.308481,-1.654240,False
2004-09-30,-3.000000,0.413029,-0.296958,0.214723,0.407803,-0.172571,0.722990,1.289016,-4.289016,-2.144508,False
2004-10-28,2.000000,0.369366,-0.168295,0.312336,0.339647,-0.067950,0.701678,1.486781,0.513219,0.256610,False
2004-11-26,1.000000,0.324143,0.113776,0.338680,0.259401,0.041579,0.678234,1.755813,-0.755813,-0.377906,False
2004-12-24,1.000000,0.280479,0.290048,0.286002,0.174758,0.146647,0.654317,1.832252,-0.832252,-0.416126,False
2005-01-25,-1.000000,0.230476,0.188133,0.147492,0.072163,0.263866,0.625440,1.527569,-2.527569,-1.263785,False
2005-02-24,-1.000000,0.183565,-0.100924,-0.023056,-0.026480,0.368637,0.596964,0.998705,-1.998705,-0.999353,False
2005-03-24,0.000000,0.139782,-0.286981,-0.177715,-0.117864,0.460062,0.569232,0.586516,-0.586516,-0.293258,False
2005-04-22,2.000000,0.094436,-0.219623,-0.294841,-0.209102,0.546603,0.539391,0.456863,1.543137,0.771568,False
2005-05-30,0.000000,0.035016,0.136042,-0.337112,-0.319033,0.644903,0.498665,0.658481,-0.658481,-0.329241,False
2005-06-13,1.147975,0.013124,0.242907,-0.316654,-0.355784,0.676247,0.483222,0.743063,0.404912,0.202456,False
2005-07-27,1.000000,-0.055677,0.184150,-0.144849,-0.454455,0.755748,0.433252,0.718169,0.281831,0.140915,False
2005-08-17,2.000000,-0.088515,-0.016063,-0.026661,-0.491161,0.782838,0.408685,0.569124,1.430876,0.715438,False
2005-09-30,1.000000,-0.157317,-0.296965,0.213568,-0.543165,0.815428,0.355852,0.387402,0.612598,0.306299,False
2005-10-28,-2.000000,-0.201100,-0.169788,0.311923,-0.557456,0.818655,0.321362,0.523596,-2.523596,-1.261798,False
2005-11-28,-1.000000,-0.249574,0.131478,0.337486,-0.555598,0.806223,0.282481,0.752496,-1.752496,-0.876248,False
2005-12-28,1.000000,-0.296484,0.296032,0.272739,-0.536176,0.778417,0.244238,0.758766,0.241234,0.120617,False
2006-01-11,0.000000,-0.318375,0.273209,0.216369,-0.521332,0.760272,0.226207,0.636350,-0.636350,-0.318175,False
2006-02-23,-3.000000,-0.385614,-0.091251,-0.017212,-0.454113,0.684997,0.170204,-0.092988,-2.907012,-1.453506,False
2006-03-24,-2.000000,-0.430960,-0.286981,-0.177715,-0.392047,0.618740,0.131997,-0.536966,-1.463034,-0.731517,False
2006-04-28,1.000000,-0.485689,-0.173957,-0.310745,-0.302109,0.524083,0.085540,-0.662877,1.662877,0.831439,False
2006-05-24,0.000000,-0.526345,0.079008,-0.339944,-0.226767,0.444733,0.050860,-0.518454,0.518454,0.259227,False
2006-06-22,-2.000000,-0.571691,0.283430,-0.293718,-0.136543,0.348698,0.012085,-0.357739,-1.642261,-0.821130,False
2006-07-21,-1.000000,-0.617038,0.228019,-0.175801,-0.042338,0.246393,-0.026715,-0.387480,-0.612520,-0.306260,False
2006-08-31,-5.000000,-0.681149,-0.151690,0.055030,0.092299,0.094645,-0.081460,-0.672326,-4.327674,-2.163837,False
2006-09-20,-4.000000,-0.712423,-0.279355,0.165075,0.156506,0.019044,-0.108060,-0.759212,-3.240788,-1.620394,False
2006-10-26,-4.000000,-0.768715,-0.186149,0.307073,0.266023,-0.117012,-0.155664,-0.654444,-3.345556,-1.672778,False
2006-11-22,0.000000,-0.810934,0.074069,0.340017,0.340577,-0.217132,-0.191060,-0.464463,0.464463,0.232232,False
2006-12-21,0.000000,-0.856281,0.281863,0.295183,0.411016,-0.320855,-0.228708,-0.417783,0.417783,0.208891,False
2007-01-25,-1.000000,-0.911010,0.188133,0.147492,0.479905,-0.438191,-0.273528,-0.807199,-0.192801,-0.096400,False
2007-02-15,-2.000000,-0.943847,-0.010956,0.029578,0.511618,-0.503272,-0.300046,-1.216926,-0.783074,-0.391537,False
2007-03-29,-1.000000,-1.009522,-0.295819,-0.201983,0.551185,-0.618619,-0.352110,-1.926868,0.926868,0.463434,False
2007-04-26,-1.000000,-1.053305,-0.190104,-0.305804,0.558951,-0.682809,-0.386012,-2.059083,1.059083,0.529541,False
2007-05-24,0.000000,-1.097088,0.079008,-0.339944,0.551521,-0.735552,-0.419194,-1.961248,1.961248,0.980624,False
2007-06-22,0.000000,-1.142434,0.283430,-0.293718,0.528027,-0.777170,-0.452736,-1.854601,1.854601,0.927300,False
2007-07-18,0.000000,-1.183090,0.246419,-0.190595,0.493844,-0.802618,-0.482039,-1.918079,1.918079,0.959039,False
2007-08-23,-3.000000,-1.239382,-0.076541,0.008437,0.427616,-0.818648,-0.521325,-2.219844,-0.780156,-0.390078,False
2007-09-13,-1.000000,-1.272220,-0.247237,0.128136,0.379893,-0.817534,-0.543506,-2.372468,1.372468,0.686234,False
2007-10-18,0.000000,-1.326948,-0.242058,0.284100,0.287835,-0.798573,-0.579198,-2.374842,2.374842,1.187421,False
2007-11-13,-3.000000,-1.367604,-0.017148,0.337021,0.211306,-0.770908,-0.604624,-2.211957,-0.788043,-0.394021,False
2007-12-10,-2.000000,-1.409823,0.227322,0.321698,0.126615,-0.730389,-0.629999,-2.094576,0.094576,0.047288,False
2008-01-16,-2.000000,-1.467616,0.249463,0.193209,0.005937,-0.656619,-0.662953,-2.338578,0.338578,0.169289,False
