date,11.938,11.938_trend,11.938_0.5yr,11.938_1yr,11.938_4.4yr,11.938_5.92yr,11.938_12.55yr,11.938_model,11.938_noise,11.938_wtest,flagged
2003-12-03,0.000000,3.658444,-0.078305,0.326488,-0.797219,-0.450495,-1.256264,1.402649,-1.402649,-0.701325,False
2004-01-09,-2.000000,3.600544,-0.003598,0.239228,-0.822551,-0.540796,-1.224920,1.247908,-3.247908,-1.623954,False
2004-02-12,-2.000000,3.547453,0.072904,0.075284,-0.830683,-0.618132,-1.193407,1.053419,-3.053419,-1.526710,False
2004-03-17,-2.000000,3.494362,0.060839,-0.113589,-0.824218,-0.689464,-1.159313,0.768617,-2.768617,-1.384308,False
2004-04-27,-2.000000,3.430340,-0.042714,-0.286305,-0.797188,-0.766516,-1.114873,0.422744,-2.422744,-1.211372,False
2004-05-26,-2.000000,3.385056,-0.080870,-0.328792,-0.765717,-0.814540,-1.081314,0.313824,-2.313824,-1.156912,False
2004-06-25,-2.000000,3.338211,-0.042931,-0.288798,-0.722861,-0.858158,-1.044808,0.380654,-2.380654,-1.190327,False
2004-07-26,-1.000000,3.289804,0.039121,-0.169066,-0.668193,-0.896407,-1.005238,0.590022,-1.590022,-0.795011,False
2004-08-27,0.000000,3.239836,0.080840,0.003075,-0.601531,-0.928294,-0.962497,0.831430,-0.831430,-0.415715,False
2004-09-30,3.000000,3.186745,0.029300,0.183780,-0.520468,-0.953417,-0.915065,1.010875,1.989125,0.994563,False
2004-10-28,0.000000,3.143023,-0.045047,0.289040,-0.446775,-0.967160,-0.874514,1.098566,-1.098566,-0.549283,False
2004-11-26,1.000000,3.097739,-0.080874,0.328836,-0.364847,-0.974676,-0.831162,1.175016,-0.175016,-0.087508,False
2004-12-24,2.000000,3.054017,-0.045259,0.291455,-0.281304,-0.975396,-0.788064,1.255449,0.744551,0.372275,False
2005-01-25,2.000000,3.003946,0.039281,0.168747,-0.181572,-0.968327,-0.737292,1.324783,0.675217,0.337608,False
2005-02-24,3.000000,2.956972,0.080845,0.007379,-0.085399,-0.954088,-0.688369,1.317342,1.682658,0.841329,False
2005-03-24,2.000000,2.913130,0.048150,-0.145855,0.005450,-0.934248,-0.641654,1.244973,0.755027,0.377513,False
2005-04-22,2.000000,2.867723,-0.028553,-0.269147,0.099460,-0.907176,-0.592274,1.170032,0.829968,0.414984,False
2005-05-30,-1.000000,2.808223,-0.080494,-0.328544,0.220523,-0.861981,-0.526164,1.231563,-2.231563,-1.115782,False
2005-06-13,1.596156,2.786302,-0.067644,-0.315745,0.264038,-0.842646,-0.501437,1.322866,0.273290,0.136645,False
2005-07-27,3.000000,2.717407,0.040492,-0.166312,0.395051,-0.772953,-0.422565,1.791121,1.208879,0.604440,False
2005-08-17,3.000000,2.684526,0.076689,-0.055232,0.453689,-0.735157,-0.384361,2.040152,0.959848,0.479924,False
2005-09-30,1.000000,2.615631,0.029958,0.182586,0.566182,-0.647260,-0.303319,2.443778,-1.443778,-0.721889,False
2005-10-28,1.000000,2.571789,-0.044635,0.288559,0.629244,-0.585719,-0.251152,2.608087,-1.608087,-0.804043,False
2005-11-28,1.000000,2.523250,-0.080618,0.328651,0.690236,-0.513075,-0.192968,2.755477,-1.755477,-0.877739,False
2005-12-28,4.000000,2.476276,-0.035683,0.280353,0.739614,-0.438801,-0.136327,2.885433,1.114567,0.557284,False
2006-01-11,3.470075,2.454355,0.002031,0.231233,0.759210,-0.402962,-0.109810,2.934057,0.536019,0.268009,False
2006-02-23,1.000000,2.387026,0.080712,0.013037,0.804944,-0.288974,-0.028153,2.968592,-1.968592,-0.984296,False
2006-03-24,1.000000,2.341619,0.048150,-0.145855,0.823009,-0.209439,0.026991,2.884475,-1.884475,-0.942237,False
2006-04-28,3.000000,2.286816,-0.043467,-0.287191,0.830706,-0.111518,0.093478,2.768824,0.231176,0.115588,False
2006-05-24,1.992143,2.246106,-0.080410,-0.328221,0.826354,-0.037973,0.142738,2.768594,-0.776451,-0.388226,False
2006-06-22,2.000000,2.200698,-0.050901,-0.297789,0.811426,0.044294,0.197465,2.905193,-0.905193,-0.452596,False
2006-07-21,4.000000,2.155290,0.025271,-0.194673,0.786065,0.126247,0.251879,3.150079,0.849921,0.424961,False
2006-08-31,1.000000,2.091093,0.079870,0.023733,0.733065,0.240445,0.328109,3.496315,-2.496315,-1.248157,False
2006-09-20,2.000000,2.059777,0.053559,0.133041,0.700278,0.295011,0.364933,3.606599,-1.606599,-0.803299,False
2006-10-26,1.000000,2.003409,-0.039888,0.282960,0.630614,0.390595,0.430506,3.698196,-2.698196,-1.349098,False
2006-11-22,5.000000,1.961133,-0.080247,0.328036,0.570085,0.459532,0.479005,3.717543,1.282457,0.641228,False
2006-12-21,6.000000,1.915725,-0.051976,0.298979,0.498014,0.530411,0.530364,3.721516,2.278484,1.139242,False
2007-01-25,3.000000,1.860923,0.039281,0.168747,0.402595,0.610890,0.591223,3.673659,-0.673659,-0.336830,False
2007-02-15,4.000000,1.828041,0.076235,0.058020,0.341605,0.656193,0.627094,3.587189,0.412811,0.206406,False
2007-03-29,4.000000,1.762278,0.036306,-0.170651,0.213139,0.739303,0.697245,3.277620,0.722380,0.361190,False
2007-04-26,4.000000,1.718436,-0.038671,-0.281508,0.124084,0.788660,0.742741,3.053742,0.946258,0.473129,False
2007-05-24,3.000000,1.674594,-0.080410,-0.328221,0.033541,0.832793,0.787141,2.919439,0.080561,0.040281,False
2007-06-22,4.000000,1.629186,-0.050901,-0.297789,-0.060645,0.872681,0.831903,2.924435,1.075565,0.537782,False
2007-07-18,5.000000,1.588476,0.017214,-0.208094,-0.144461,0.903178,0.870918,3.027231,1.972769,0.986384,False
2007-08-23,3.000000,1.532108,0.080332,-0.021516,-0.257867,0.936855,0.923099,3.193010,-0.193010,-0.096505,False
