date,156.59,156.59_trend,156.59_0.5yr,156.59_1yr,156.59_3.32yr,156.59_6.71yr,156.59_11.68yr,156.59_model,156.59_noise,156.59_wtest,flagged
2003-12-03,0.000000,-0.661694,-0.001898,0.350377,1.503198,-1.972169,1.935037,1.152851,-1.152851,-0.384284,False
2004-01-09,0.000000,-0.697602,0.120308,0.525416,1.258009,-1.902095,1.873456,1.177492,-1.177492,-0.392497,False
2004-02-12,1.000000,-0.730528,0.083005,0.505308,0.992414,-1.822790,1.812095,0.839503,0.160497,0.053499,False
2004-03-17,-1.000000,-0.763454,-0.055137,0.317880,0.696223,-1.729700,1.746209,0.212021,-1.212021,-0.404007,False
2004-04-27,1.000000,-0.803159,-0.121227,-0.039563,0.311390,-1.600120,1.660976,-0.591703,1.591703,0.530568,False
2004-05-26,-1.000000,-0.831243,-0.035787,-0.291577,0.029724,-1.497753,1.597029,-1.029608,0.029608,0.009869,False
2004-06-25,-1.000000,-0.860295,0.085543,-0.477186,-0.262281,-1.383191,1.527826,-1.369584,0.369584,0.123195,False
2004-07-26,-3.000000,-0.890316,0.122916,-0.538637,-0.557320,-1.256263,1.453197,-1.666422,-1.333578,-0.444526,False
2004-08-27,-3.000000,-0.921305,0.029497,-0.445964,-0.846806,-1.116964,1.372999,-1.928544,-1.071456,-0.357152,False
2004-09-30,-2.000000,-0.954231,-0.101500,-0.205057,-1.128869,-0.960783,1.284465,-2.065976,0.065976,0.021992,False
2004-10-28,-5.000000,-0.981346,-0.119922,0.048789,-1.335377,-0.826654,1.209137,-2.005374,-2.994626,-0.998209,False
2004-11-26,-1.000000,-1.009430,-0.031603,0.299321,-1.519753,-0.683274,1.128962,-1.815778,0.815778,0.271926,False
2004-12-24,-2.000000,-1.036546,0.082296,0.472804,-1.665445,-0.541261,1.049603,-1.638548,-0.361452,-0.120484,False
2005-01-25,-2.000000,-1.067599,0.122849,0.538607,-1.789336,-0.375261,0.956547,-1.614193,-0.385807,-0.128602,False
2005-02-24,-2.000000,-1.096730,0.037250,0.455376,-1.860989,-0.217214,0.867311,-1.814995,-0.185005,-0.061668,False
