date,8.775,8.775_trend,8.775_0.5yr,8.775_1yr,8.775_5.66yr,8.775_15.66yr,8.775_model,8.775_noise,8.775_wtest,flagged
2003-12-03,0.000000,-1.332655,-0.129700,-0.128105,0.212262,0.922337,-0.455862,0.455862,0.227931,False
2004-01-09,4.000000,-1.328353,-0.009076,-0.188074,0.318889,0.915427,-0.291188,4.291188,2.145594,False
2004-02-12,2.000000,-1.324409,0.118652,-0.178385,0.413151,0.907762,-0.063229,2.063229,1.031615,False
2004-03-17,0.000000,-1.320464,0.102235,-0.109629,0.503024,0.898836,0.074002,-0.074002,-0.037001,False
2004-04-27,0.000000,-1.315707,-0.067638,0.018479,0.604208,0.886412,0.125755,-0.125755,-0.062877,False
2004-05-26,0.000000,-1.312343,-0.133072,0.107526,0.670230,0.876542,0.208883,-0.208883,-0.104441,False
2004-06-25,2.000000,-1.308862,-0.073350,0.171961,0.733068,0.865400,0.388218,1.611782,0.805891,False
2004-07-26,2.000000,-1.305265,0.061642,0.191580,0.791624,0.852903,0.592484,1.407516,0.703758,False
2004-08-27,2.000000,-1.301553,0.133187,0.156317,0.844729,0.838970,0.671650,1.328350,0.664175,False
2004-09-30,0.000000,-1.297608,0.051176,0.068941,0.892429,0.823036,0.537974,-0.537974,-0.268987,False
2004-10-28,1.000000,-1.294359,-0.071537,-0.021758,0.924612,0.809054,0.346012,0.653988,0.326994,False
2004-11-26,0.000000,-1.290995,-0.133188,-0.110242,0.950915,0.793770,0.210261,-0.210261,-0.105130,False
2004-12-24,-1.000000,-1.287746,-0.077123,-0.170467,0.969337,0.778251,0.212251,-1.212251,-0.606125,False
2005-01-25,1.000000,-1.284026,0.061908,-0.191565,0.981845,0.759579,0.327741,0.672259,0.336129,False
2005-02-24,-3.000000,-1.280536,0.132994,-0.159785,0.985144,0.741208,0.419026,-3.419026,-1.709513,False
2005-03-24,-1.000000,-1.277278,0.081803,-0.092184,0.980829,0.723335,0.416504,-1.416504,-0.708252,False
2005-04-22,1.000000,-1.273904,-0.044052,-0.000272,0.968866,0.704101,0.354738,0.645262,0.322631,False
2005-05-30,2.000000,-1.269483,-0.132822,0.116647,0.941811,0.677818,0.333971,1.666029,0.833014,False
2005-06-13,0.403517,-1.267855,-0.113090,0.149693,0.928652,0.667834,0.365234,0.038282,0.019141,False
