date,172.889,172.889_trend,172.889_0.5yr,172.889_1yr,172.889_3.25yr,172.889_7.04yr,172.889_11.95yr,172.889_model,172.889_noise,172.889_wtest,flagged
2003-12-03,0.000000,-1.302011,-0.247660,0.122287,0.783800,-0.653497,0.900331,-0.396750,0.396750,0.198375,False
2004-01-09,0.000000,-1.358691,-0.378196,0.207745,0.791366,-0.578138,0.873956,-0.441959,0.441959,0.220979,False
2004-02-12,1.000000,-1.410663,-0.016933,0.214858,0.771694,-0.504871,0.847590,-0.098325,1.098325,0.549162,False
2004-03-17,2.000000,-1.462635,0.364901,0.150827,0.727199,-0.428135,0.819203,0.171359,1.828641,0.914320,False
2004-04-27,1.000000,-1.525307,0.231103,0.010468,0.642617,-0.331739,0.782378,-0.190481,1.190481,0.595240,False
2004-05-26,-2.000000,-1.569636,-0.152708,-0.096209,0.564371,-0.261497,0.754685,-0.760994,-1.239006,-0.619503,False
2004-06-25,-1.000000,-1.615494,-0.399582,-0.181713,0.469544,-0.187462,0.724660,-1.190048,0.190048,0.095024,False
2004-07-26,-2.000000,-1.662880,-0.247876,-0.220386,0.359225,-0.109910,0.692221,-1.189607,-0.810393,-0.405197,False
2004-08-27,0.000000,-1.711795,0.171779,-0.196391,0.235302,-0.029204,0.657296,-0.873012,0.873012,0.436506,False
2004-09-30,-2.000000,-1.763767,0.404082,-0.108050,0.096370,0.056731,0.618669,-0.695966,-1.304034,-0.652017,False
2004-10-28,2.000000,-1.806568,0.219577,-0.006677,-0.020574,0.127234,0.585746,-0.901263,2.901263,1.450631,False
2004-11-26,-3.000000,-1.850897,-0.165470,0.099609,-0.141189,0.199625,0.550648,-1.307673,-1.692327,-0.846163,False
2004-12-24,-3.000000,-1.893698,-0.397225,0.179528,-0.254538,0.268578,0.515854,-1.581500,-1.418500,-0.709250,False
2005-01-25,0.000000,-1.942713,-0.247154,0.220404,-0.377376,0.345986,0.474986,-1.525867,1.525867,0.762933,False
2005-02-24,-4.000000,-1.988697,0.148172,0.199512,-0.482859,0.416693,0.435728,-1.271451,-2.728549,-1.364274,False
2005-03-24,-4.000000,-2.031614,0.393539,0.132742,-0.570382,0.480671,0.398351,-1.196693,-2.803307,-1.401654,False
2005-04-22,-1.000000,-2.076065,0.291169,0.031967,-0.647807,0.544556,0.358957,-1.497223,0.497223,0.248611,False
2005-05-30,-1.000000,-2.134311,-0.195375,-0.107677,-0.725932,0.624076,0.306401,-2.232817,1.232817,0.616409,False
2005-06-13,0.000000,-2.155770,-0.337212,-0.150621,-0.747458,0.652051,0.286798,-2.452212,2.452212,1.226106,False
2005-07-27,-2.000000,-2.223212,-0.241609,-0.220533,-0.787951,0.734850,0.224468,-2.513987,0.513987,0.256994,False
2005-08-17,-2.000000,-2.255400,0.033343,-0.211231,-0.792305,0.771427,0.194385,-2.259781,0.259781,0.129891,False
2005-09-30,-3.000000,-2.322843,0.404192,-0.108892,-0.769758,0.841363,0.130812,-1.825126,-1.174874,-0.587437,False
2005-10-28,-3.000000,-2.365761,0.221649,-0.007352,-0.733569,0.880848,0.090067,-1.914118,-1.085882,-0.542941,False
2005-11-28,-3.000000,-2.413277,-0.189252,0.106012,-0.674760,0.919742,0.044788,-2.206747,-0.793253,-0.396627,False
2005-12-28,-3.000000,-2.459260,-0.403812,0.187924,-0.600546,0.952354,0.000884,-2.322456,-0.677544,-0.338772,False
2006-01-11,-2.000000,-2.480719,-0.367333,0.210240,-0.560606,0.965830,-0.019610,-2.252198,0.252198,0.126099,False
2006-02-23,-4.000000,-2.546629,0.135135,0.201117,-0.419706,1.000083,-0.082471,-1.712471,-2.287529,-1.143765,False
2006-03-24,-5.000000,-2.591079,0.393539,0.132742,-0.311944,1.016965,-0.124702,-1.484479,-3.515521,-1.757760,False
2006-04-28,-5.000000,-2.644726,0.227437,0.009253,-0.172351,1.030527,-0.175373,-1.725234,-3.274766,-1.637383,False
2006-05-24,-4.000000,-2.684579,-0.118614,-0.087208,-0.064555,1.035721,-0.212733,-2.131968,-1.868032,-0.934016,False
2006-06-22,-2.000000,-2.729029,-0.389182,-0.173767,0.057027,1.036578,-0.254050,-2.452424,0.452424,0.226212,False
2006-07-21,-2.000000,-2.773480,-0.302969,-0.217914,0.177266,1.032225,-0.294923,-2.379795,0.379795,0.189898,False
2006-08-31,-1.000000,-2.836324,0.216336,-0.189637,0.339490,1.017228,-0.351815,-1.804722,0.804722,0.402361,False
2006-09-20,-1.000000,-2.866980,0.384104,-0.140220,0.413283,1.006192,-0.379134,-1.582754,0.582754,0.291377,False
2006-10-26,-3.000000,-2.922160,0.244391,-0.014950,0.533912,0.980286,-0.427500,-1.606022,-1.393978,-0.696989,False
2006-11-22,-2.000000,-2.963545,-0.111943,0.085457,0.611896,0.955862,-0.463028,-1.885300,-0.114700,-0.057350,False
2006-12-21,-3.000000,-3.007995,-0.387237,0.172586,0.681704,0.924993,-0.500405,-2.116355,-0.883645,-0.441823,False
2007-01-25,-2.000000,-3.061643,-0.247154,0.220404,0.744452,0.881561,-0.544347,-2.006726,0.006726,0.003363,False
2007-02-15,-2.000000,-3.093831,0.026402,0.211782,0.769958,0.852383,-0.570055,-1.803361,-0.196639,-0.098319,False
2007-03-29,-4.000000,-3.158208,0.403620,0.117064,0.792223,0.787367,-0.619884,-1.677817,-2.322183,-1.161091,False
2007-04-26,-1.000000,-3.201126,0.249899,0.016847,0.785363,0.739368,-0.651853,-2.061501,1.061501,0.530751,False
2007-05-24,-1.000000,-3.244043,-0.118614,-0.087208,0.761261,0.687905,-0.682763,-2.683463,1.683463,0.841731,False
2007-06-22,-1.000000,-3.288494,-0.389182,-0.173767,0.718689,0.631208,-0.713604,-3.215151,2.215151,1.107575,False
2007-07-18,-3.000000,-3.328346,-0.328961,-0.215731,0.666095,0.577671,-0.740198,-3.369471,0.369471,0.184736,False
2007-08-23,-2.000000,-3.383526,0.115283,-0.203414,0.572704,0.499737,-0.775299,-3.174516,1.174516,0.587258,False
2007-09-13,-2.000000,-3.415715,0.342860,-0.159733,0.508390,0.452448,-0.794818,-3.066568,1.066568,0.533284,False
