date,86.914,86.914_trend,86.914_0.5yr,86.914_1yr,86.914_12.87yr,86.914_jump,86.914_exp,86.914_model,86.914_noise,86.914_wtest,flagged
2016-11-12,-46.000000,-29.770065,-0.640647,1.589070,-0.334007,1.010149,-17.191323,-45.336822,-0.663178,-0.221059,False
2016-12-06,-42.000000,-29.878003,0.326363,1.588168,-0.292912,1.010149,-17.191402,-44.437635,2.437635,0.812545,False
2017-01-17,-46.000000,-30.067091,1.206947,0.971367,-0.220222,1.010149,-17.191498,-44.290348,-1.709652,-0.569884,False
2017-02-08,-48.000000,-30.166305,0.757012,0.421843,-0.181790,1.010149,-17.191534,-45.350624,-2.649376,-0.883125,False
2017-03-08,-49.000000,-30.292577,-0.353739,-0.352672,-0.132653,1.010149,-17.191568,-47.313060,-1.686940,-0.562313,False
2017-04-17,-51.000000,-30.472966,-1.213341,-1.278941,-0.062153,1.010149,-17.191602,-49.208853,-1.791147,-0.597049,False
2017-05-18,-51.000000,-30.612768,-0.478132,-1.609339,-0.007382,1.010149,-17.191619,-48.889092,-2.110908,-0.703636,False
2017-06-14,-51.000000,-30.734531,0.613015,-1.532585,0.040335,1.010149,-17.191630,-47.795247,-3.204753,-1.068251,False
2017-07-18,-49.000000,-30.887861,1.209773,-0.982522,0.100341,1.010149,-17.191640,-46.741760,-2.258240,-0.752747,False
2017-08-02,-49.000000,-30.955507,0.976061,-0.620101,0.126755,1.010149,-17.191644,-46.654286,-2.345714,-0.781905,False
2017-09-10,-43.000000,-31.131387,-0.491466,0.447419,0.195168,1.010149,-17.191650,-47.161767,4.161767,1.387256,False
2017-10-06,-46.000000,-31.248640,-1.178253,1.078498,0.240492,1.010149,-17.191653,-47.289406,1.289406,0.429802,False
2017-11-02,-45.000000,-31.370402,-0.956859,1.507680,0.287252,1.010149,-17.191656,-46.713836,1.713836,0.571279,False
2017-12-21,-44.000000,-31.591379,0.861896,1.451085,0.371113,1.010149,-17.191658,-45.088794,1.088794,0.362931,False
2018-01-11,-43.000000,-31.686083,1.217100,1.100237,0.406586,1.010149,-17.191659,-45.143670,2.143670,0.714557,False
2018-02-06,-47.000000,-31.803336,0.821001,0.475537,0.450058,1.010149,-17.191660,-46.238250,-0.761750,-0.253917,False
2018-03-13,-47.000000,-31.961176,-0.548423,-0.487548,0.507709,1.010149,-17.191661,-48.670949,1.670949,0.556983,False
2018-04-10,-49.000000,-32.087449,-1.207518,-1.149565,0.553035,1.010149,-17.191661,-50.073008,1.073008,0.357669,False
2018-05-08,-50.000000,-32.213721,-0.828732,-1.549644,0.597586,1.010149,-17.191661,-50.176023,0.176023,0.058674,False
2018-06-20,-48.000000,-32.407640,0.816211,-1.469367,0.664349,1.010149,-17.191662,-48.577958,0.577958,0.192653,False
2018-07-16,-48.000000,-32.524892,1.217489,-1.026403,0.703666,1.010149,-17.191662,-47.811654,-0.188346,-0.062782,False
2018-08-06,-47.000000,-32.619597,0.866455,-0.515441,0.734802,1.010149,-17.191662,-47.715294,0.715294,0.238431,False
2018-09-04,-47.000000,-32.750379,-0.252102,0.284191,0.776842,1.010149,-17.191662,-48.122960,1.122960,0.374320,False
2018-10-02,-48.000000,-32.876651,-1.123919,0.992502,0.816325,1.010149,-17.191662,-48.373257,0.373257,0.124419,False
2018-11-16,-49.000000,-33.079589,-0.497373,1.607475,0.877357,1.010149,-17.191662,-47.273642,-1.726358,-0.575453,False
2018-12-07,-48.000000,-33.174293,0.363771,1.582622,0.904764,1.010149,-17.191662,-46.504649,-1.495351,-0.498450,False
2019-01-09,-46.000000,-33.323114,1.208941,1.140653,0.946383,1.010149,-17.191662,-46.208650,0.208650,0.069550,False
2019-02-11,-50.000000,-33.471935,0.654402,0.340385,0.986158,1.010149,-17.191662,-47.672504,-2.327496,-0.775832,False
2019-03-05,-50.000000,-33.571149,-0.231526,-0.270428,1.011612,1.010149,-17.191662,-49.243004,-0.756996,-0.252332,False
2019-04-10,-49.000000,-33.733499,-1.207518,-1.149565,1.051365,1.010149,-17.191662,-51.220730,2.220730,0.740243,False
2019-05-06,-48.000000,-33.850752,-0.888323,-1.532127,1.078565,1.010149,-17.191662,-51.374150,3.374150,1.124717,False
2019-06-11,-48.000000,-34.013103,0.501054,-1.558105,1.114066,1.010149,-17.191662,-50.137600,2.137600,0.712533,False
2019-07-03,-49.000000,-34.112317,1.127951,-1.279797,1.134495,1.010149,-17.191662,-49.311180,0.311180,0.103727,False
2019-08-06,-49.000000,-34.265647,0.866455,-0.515441,1.164129,1.010149,-17.191662,-48.932018,-0.067982,-0.022661,False
2019-09-03,-48.000000,-34.391920,-0.210881,0.256644,1.186729,1.010149,-17.191662,-49.340941,1.340941,0.446980,False
2019-10-07,-49.000000,-34.545250,-1.188381,1.099214,1.211931,1.010149,-17.191662,-49.604000,0.604000,0.201333,False
2019-11-06,-50.000000,-34.680542,-0.844009,1.545436,1.232089,1.010149,-17.191662,-48.928540,-1.071460,-0.357153,False
2019-12-11,-48.000000,-34.838383,0.520118,1.554138,1.253097,1.010149,-17.191662,-47.692543,-0.307457,-0.102486,False
2020-01-14,-47.000000,-34.991553,1.218576,1.037948,1.270858,1.010149,-17.191662,-47.645684,0.645684,0.215228,False
2020-02-06,-48.000000,-35.094994,0.824050,0.478164,1.281372,1.010149,-17.191662,-48.692921,0.692921,0.230974,False
2020-03-04,-50.000000,-35.216424,-0.224426,-0.265685,1.292175,1.010149,-17.191662,-50.595873,0.595873,0.198624,False
2020-04-21,-51.000000,-35.432299,-1.177788,-1.355454,1.307234,1.010149,-17.191662,-52.839820,1.839820,0.613273,False
2020-05-05,-52.000000,-35.495263,-0.898085,-1.528953,1.310619,1.010149,-17.191662,-52.793195,0.793195,0.264398,False
2020-06-11,-50.000000,-35.661667,0.522296,-1.553676,1.317363,1.010149,-17.191662,-51.557196,1.557196,0.519065,False
2020-07-07,-51.000000,-35.778599,1.185847,-1.198983,1.320184,1.010149,-17.191662,-50.653065,-0.346935,-0.115645,False
2020-08-04,-49.000000,-35.904527,0.912115,-0.557368,1.321445,1.010149,-17.191662,-50.409847,1.409847,0.469949,False
2020-09-09,-50.000000,-36.066433,-0.464874,0.428897,1.320359,1.010149,-17.191662,-50.963563,0.963563,0.321188,False
2020-10-14,-52.000000,-36.223842,-1.219216,1.238677,1.316385,1.010149,-17.191662,-51.069510,-0.930490,-0.310163,False
2020-11-09,-51.000000,-36.340775,-0.743947,1.569984,1.311575,1.010149,-17.191662,-50.384675,-0.615325,-0.205108,False
