date,272.728,272.728_trend,272.728_0.5yr,272.728_1yr,272.728_3.21yr,272.728_5.79yr,272.728_15.91yr,272.728_model,272.728_noise,272.728_wtest,flagged
2003-12-03,,-20.716356,-0.028672,-0.111548,0.440799,-0.045480,3.830744,-16.630514,,,False
2004-01-09,-6.000000,-20.864748,0.374567,-0.108966,0.522621,0.021365,3.915893,-16.139268,10.139268,3.379756,True
2004-02-12,-5.000000,-21.000816,0.280326,-0.068745,0.579709,0.082452,3.988466,-16.138609,11.138609,3.712870,True
2004-03-17,-7.000000,-21.136884,-0.154469,-0.005762,0.617682,0.142702,4.055671,-16.481061,9.481061,3.160354,False
2004-04-27,-9.000000,-21.300967,-0.390890,0.070690,0.636321,0.213374,4.129445,-16.642027,7.642027,2.547342,False
2004-05-26,-10.000000,-21.417025,-0.135222,0.106126,0.631100,0.261519,4.176756,-16.376746,6.376746,2.125582,False
2004-06-25,-10.000000,-21.537085,0.254603,0.115622,0.609761,0.309288,4.221394,-16.026417,6.026417,2.008806,False
2004-07-26,-12.000000,-21.661147,0.395119,0.093965,0.571267,0.356075,4.262873,-15.981848,3.981848,1.327283,False
2004-08-27,-14.000000,-21.789212,0.115575,0.044481,0.515114,0.401214,4.300688,-16.412139,2.412139,0.804046,False
2004-09-30,-14.000000,-21.925280,-0.308384,-0.022020,0.439007,0.445212,4.335247,-17.036218,3.036218,1.012073,False
2004-10-28,-14.000000,-22.037336,-0.387494,-0.072261,0.365336,0.478069,4.359328,-17.294358,3.294358,1.098119,False
2004-11-26,-14.000000,-22.153394,-0.122161,-0.106921,0.280436,0.508625,4.380075,-17.213339,3.213339,1.071113,False
2004-12-24,-13.000000,-22.265450,0.243790,-0.115797,0.192052,0.534564,4.396038,-17.014804,4.014804,1.338268,False
2005-01-25,-15.000000,-22.393778,0.394956,-0.093888,0.085677,0.559737,4.409389,-17.037907,2.037907,0.679302,False
2005-02-24,-15.000000,-22.514167,0.139783,-0.047870,-0.016463,0.578760,4.417116,-17.442841,2.442841,0.814280,False
2005-03-24,-15.000000,-22.626530,-0.229585,0.006645,-0.111463,0.592366,4.420129,-17.948438,2.948438,0.982813,False
2005-04-22,-16.000000,-22.742906,-0.401360,0.061353,-0.207185,0.602132,4.418974,-18.268992,2.268992,0.756331,False
