date,232.852,232.852_trend,232.852_0.5yr,232.852_1yr,232.852_1.97yr,232.852_2.5yr,232.852_4.75yr,232.852_model,232.852_noise,232.852_wtest,flagged
2003-12-03,0.000000,-2.993693,0.004804,-0.103741,0.323606,-0.214141,0.538507,-2.444657,2.444657,0.814886,False
2004-01-09,3.000000,-3.143160,-0.052272,0.185581,0.600411,0.135250,0.522403,-1.751788,4.751788,1.583929,False
2004-02-12,2.000000,-3.280213,-0.039893,0.389395,0.800203,0.448502,0.499392,-1.182614,3.182614,1.060871,False
2004-03-17,3.000000,-3.417266,0.020950,0.464272,0.930261,0.737417,0.468850,-0.795516,3.795516,1.265172,False
2004-04-27,1.000000,-3.582537,0.055025,0.351603,0.978750,1.031314,0.422667,-0.743177,1.743177,0.581059,False
2004-05-26,2.000000,-3.699435,0.019711,0.164129,0.938140,1.191282,0.384339,-1.001835,3.001835,1.000612,False
2004-06-25,-2.000000,-3.820365,-0.035117,-0.071078,0.833482,1.307157,0.340256,-1.445666,-0.554334,-0.184778,False
2004-07-26,1.000000,-3.945325,-0.055579,-0.294057,0.665949,1.368785,0.290512,-1.969715,2.969715,0.989905,False
2004-08-27,0.000000,-4.074317,-0.016966,-0.438389,0.442514,1.367579,0.235349,-2.484230,2.484230,0.828077,False
2004-09-30,1.000000,-4.211370,0.042767,-0.450068,0.168099,1.294291,0.173312,-2.982969,3.982969,1.327656,False
2004-10-28,2.000000,-4.324237,0.054575,-0.346346,-0.070001,1.180904,0.120217,-3.384889,5.384889,1.794963,False
2004-11-26,4.000000,-4.441136,0.017887,-0.156649,-0.312057,1.017655,0.063936,-3.810365,7.810365,2.603455,False
2004-12-24,0.000000,-4.554003,-0.033583,0.063192,-0.527115,0.821784,0.008923,-4.220802,4.220802,1.406934,False
2005-01-25,-3.000000,-4.683260,-0.055558,0.294462,-0.734366,0.560753,-0.054157,-4.672125,1.672125,0.557375,False
2005-02-24,-3.000000,-4.804521,-0.020347,0.433308,-0.877250,0.290996,-0.112690,-5.090504,2.090504,0.696835,False
2005-03-24,-4.000000,-4.917697,0.031570,0.461238,-0.956665,0.027820,-0.166133,-5.519868,1.519868,0.506623,False
2005-04-22,-3.000000,-5.034916,0.056343,0.379525,-0.978817,-0.245719,-0.219677,-6.043262,3.043262,1.014421,False
