date,283.383,283.383_trend,283.383_0.5yr,283.383_1yr,283.383_5.85yr,283.383_13.74yr,283.383_model,283.383_noise,283.383_wtest,flagged
2003-12-03,0.000000,-3.086917,0.069698,-0.054562,0.481409,0.538911,-2.051461,2.051461,1.025730,False
2004-01-09,1.000000,-3.181670,-0.149671,-0.064806,0.469284,0.549731,-2.377132,3.377132,1.688566,False
2004-02-12,1.000000,-3.268554,-0.168044,-0.051807,0.453282,0.558616,-2.476506,3.476506,1.738253,False
2004-03-17,0.000000,-3.355437,0.017732,-0.021654,0.432772,0.566494,-2.360093,2.360093,1.180047,False
2004-04-27,0.000000,-3.460208,0.190635,0.023112,0.402336,0.574632,-2.269494,2.269494,1.134747,False
2004-05-26,-4.000000,-3.534315,0.114933,0.049286,0.377266,0.579479,-2.413351,-1.586649,-0.793324,False
2004-06-25,-2.000000,-3.610977,-0.071729,0.063718,0.348460,0.583693,-2.686835,0.686835,0.343417,False
2004-07-26,0.000000,-3.690194,-0.189692,0.061260,0.315861,0.587185,-2.915580,2.915580,1.457790,False
2004-08-27,2.000000,-3.771967,-0.106921,0.040999,0.279475,0.589867,-2.968548,4.968548,2.484274,False
2004-09-30,1.000000,-3.858850,0.103705,0.006459,0.238123,0.591683,-2.918881,3.918881,1.959441,False
2004-10-28,0.000000,-3.930402,0.190982,-0.024150,0.202271,0.592377,-2.968922,2.968922,1.484461,False
2004-11-26,-2.000000,-4.004508,0.109624,-0.050004,0.163703,0.592331,-3.188853,1.188853,0.594427,False
2004-12-24,-5.000000,-4.076059,-0.065606,-0.063494,0.125338,0.591549,-3.488272,-1.511728,-0.755864,False
2005-01-25,-7.000000,-4.158000,-0.189744,-0.061236,0.080378,0.589765,-3.738836,-3.261164,-1.630582,False
2005-02-24,-2.000000,-4.234872,-0.116770,-0.042579,0.037546,0.587231,-3.769445,1.769445,0.884722,False
2005-03-24,-1.000000,-4.306619,0.057686,-0.015001,-0.002701,0.584116,-3.682519,2.682519,1.341259,False
2005-04-22,-3.000000,-4.380929,0.184397,0.017077,-0.044364,0.580134,-3.643684,0.643684,0.321842,False
2005-05-30,-4.000000,-4.478300,0.096322,0.051674,-0.098419,0.573756,-3.854967,-0.145033,-0.072516,False
2005-06-13,-5.000000,-4.514173,0.008836,0.059567,-0.118060,0.571078,-3.992752,-1.007248,-0.503624,False
2005-07-27,-5.000000,-4.626919,-0.190108,0.061047,-0.178332,0.561522,-4.372789,-0.627211,-0.313606,False
2005-08-17,-1.000000,-4.680729,-0.155448,0.049272,-0.206105,0.556358,-4.436652,3.436652,1.718326,False
2005-09-30,-3.000000,-4.793475,0.102297,0.006741,-0.261625,0.544293,-4.401769,1.401769,0.700884,False
2005-10-28,-5.000000,-4.865222,0.190937,-0.023966,-0.294731,0.535752,-4.457230,-0.542770,-0.271385,False
2005-11-28,-4.000000,-4.944656,0.099148,-0.051333,-0.329042,0.525527,-4.700356,0.700356,0.350178,False
2005-12-28,-4.000000,-5.021528,-0.089498,-0.064277,-0.359645,0.514877,-5.020070,1.020070,0.510035,False
2006-01-11,-5.000000,-5.057402,-0.157573,-0.064624,-0.372981,0.509658,-5.142922,0.142922,0.071461,False
2006-02-23,-1.000000,-5.167585,-0.121909,-0.043417,-0.409893,0.492652,-5.250151,4.250151,2.125075,False
2006-03-24,-5.000000,-5.241894,0.057686,-0.015001,-0.431119,0.480374,-5.149955,0.149955,0.074977,False
2006-04-28,-5.000000,-5.331578,0.190771,0.023445,-0.452546,0.464711,-5.105197,0.105197,0.052598,False
2006-05-24,-5.000000,-5.398201,0.128127,0.047344,-0.465369,0.452497,-5.235602,0.235602,0.117801,False
2006-06-22,-4.000000,-5.472510,-0.049794,0.062843,-0.476456,0.438306,-5.497611,1.497611,0.748805,False
2006-07-21,-3.000000,-5.546820,-0.182067,0.063004,-0.484076,0.423538,-5.726421,2.726421,1.363210,False
2006-08-31,-4.000000,-5.651878,-0.086208,0.037753,-0.488830,0.401709,-5.787454,1.787454,0.893727,False
2006-09-20,-5.000000,-5.703126,0.041810,0.017705,-0.488571,0.390673,-5.741509,0.741509,0.370754,False
2006-10-26,-7.000000,-5.795372,0.189933,-0.021874,-0.483845,0.370194,-5.740965,-1.259035,-0.629518,False
2006-11-22,-7.000000,-5.864557,0.130549,-0.046959,-0.476735,0.354338,-5.903365,-1.096635,-0.548318,False
2006-12-21,-7.000000,-5.938867,-0.046611,-0.062700,-0.465751,0.336857,-6.177072,-0.822928,-0.411464,False
2007-01-25,-6.000000,-6.028551,-0.189744,-0.061236,-0.447989,0.315169,-6.412350,0.412350,0.206175,False
2007-02-15,-7.000000,-6.082361,-0.157338,-0.049635,-0.435038,0.301863,-6.422510,-0.577490,-0.288745,False
2007-03-29,-6.000000,-6.189982,0.088041,-0.009514,-0.404211,0.274632,-6.241033,0.241033,0.120516,False
2007-04-26,-5.000000,-6.261729,0.189541,0.021347,-0.380201,0.256052,-6.174990,1.174990,0.587495,False
2007-05-24,-4.000000,-6.333476,0.128127,0.047344,-0.353611,0.237156,-6.274460,2.274460,1.137230,False
2007-06-22,-7.000000,-6.407786,-0.049794,0.062843,-0.323545,0.217278,-6.501003,-0.498997,-0.249498,False
2007-07-18,-7.000000,-6.474408,-0.175109,0.063732,-0.294581,0.199212,-6.681154,-0.318846,-0.159423,False
2007-08-23,-9.000000,-6.566654,-0.129343,0.044649,-0.251669,0.173853,-6.729164,-2.270836,-1.135418,False
2007-09-13,-8.000000,-6.620465,-0.003904,0.025087,-0.225302,0.158893,-6.665691,-1.334309,-0.667155,False
2007-10-18,-8.000000,-6.710149,0.177027,-0.013274,-0.179496,0.133722,-6.592169,-1.407831,-0.703915,False
2007-11-13,-8.000000,-6.776771,0.166888,-0.039476,-0.144210,0.114853,-6.678715,-1.321285,-0.660642,False
2007-12-10,-8.000000,-6.845956,0.025214,-0.058399,-0.106676,0.095131,-6.890686,-1.109314,-0.554657,False
2008-01-16,-11.000000,-6.940659,-0.173654,-0.063845,-0.054255,0.067961,-7.164452,-3.835548,-1.917774,False
2008-02-19,-10.000000,-7.027543,-0.141551,-0.046740,-0.005584,0.042906,-7.178512,-2.821488,-1.410744,False
2008-03-13,-8.000000,-7.086317,-0.008486,-0.025803,0.027402,0.025910,-7.067294,-0.932706,-0.466353,False
2008-04-16,-7.000000,-7.173201,0.172258,0.011309,0.075891,0.000750,-6.912991,-0.087009,-0.043504,False
2008-05-20,-7.000000,-7.260084,0.143734,0.044677,0.123626,-0.024410,-6.972457,-0.027543,-0.013771,False
2008-06-24,-3.000000,-7.349523,-0.065606,0.063494,0.171475,-0.050265,-7.230424,4.230424,2.115212,False
2008-07-16,-8.000000,-7.405742,-0.170812,0.064040,0.200658,-0.066470,-7.378327,-0.621673,-0.310837,False
2008-08-21,-9.000000,-7.497736,-0.137060,0.045959,0.246554,-0.092874,-7.435156,-1.564844,-0.782422,False
2008-09-19,-7.000000,-7.571843,0.037202,0.018473,0.281550,-0.114010,-7.348626,0.348626,0.174313,False
2008-10-08,-5.000000,-7.620395,0.143355,-0.002448,0.303389,-0.127778,-7.303877,2.303877,1.151938,False
2008-11-05,-4.000000,-7.691946,0.185680,-0.032175,0.333834,-0.147934,-7.352541,3.352541,1.676270,False
2008-12-04,-6.000000,-7.766053,0.063057,-0.055205,0.362990,-0.168619,-7.563830,1.563830,0.781915,False
2009-01-14,-6.000000,-7.870915,-0.167882,-0.064209,0.399711,-0.197504,-7.900799,1.900799,0.950399,False
2009-02-05,-8.000000,-7.927288,-0.184716,-0.056073,0.417089,-0.212823,-7.963811,-0.036189,-0.018095,False
2009-03-04,-7.000000,-7.996473,-0.071227,-0.035445,0.436022,-0.231400,-7.898523,0.898523,0.449262,False
2009-04-17,-9.000000,-8.109218,0.173075,0.011628,0.460935,-0.261099,-7.724679,-1.275321,-0.637661,False
2009-05-06,-8.000000,-8.157904,0.186653,0.031537,0.469328,-0.273683,-7.744069,-0.255931,-0.127966,False
2009-06-10,-9.000000,-8.247588,0.028471,0.058153,0.480932,-0.296454,-7.976485,-1.023515,-0.511757,False
2009-07-15,-6.000000,-8.337271,-0.166285,0.064290,0.487440,-0.318654,-8.270481,2.270481,1.135241,False
2009-08-12,-6.000000,-8.409019,-0.172192,0.052726,0.488928,-0.335975,-8.375532,2.375532,1.187766,False
2009-09-15,-7.000000,-8.496140,0.009251,0.023010,0.486276,-0.356451,-8.334055,1.334055,0.667027,False
2009-10-14,-9.000000,-8.570450,0.165468,-0.008869,0.480168,-0.373405,-8.307087,-0.692913,-0.346457,False
2009-11-11,-10.000000,-8.642197,0.172899,-0.037678,0.470955,-0.389308,-8.425329,-1.574671,-0.787336,False
2009-12-09,-8.000000,-8.713944,0.031720,-0.057902,0.458546,-0.404731,-8.686311,0.686311,0.343156,False
