date,11.938,11.938_trend,11.938_0.5yr,11.938_1yr,11.938_5.92yr,11.938_12.55yr,11.938_model,11.938_noise,11.938_wtest,flagged
2003-12-03,0.000000,3.601867,-0.052572,0.329788,-0.578250,-1.293669,2.007163,-2.007163,-1.003582,False
2004-01-09,-2.000000,3.544343,0.005431,0.242790,-0.659886,-1.261228,1.871449,-3.871449,-1.935725,False
2004-02-12,-2.000000,3.491596,0.054241,0.077852,-0.728064,-1.228629,1.666995,-3.666995,-1.833498,False
2004-03-17,-2.000000,3.438849,0.037156,-0.112865,-0.789171,-1.193372,1.380597,-3.380597,-1.690299,False
2004-04-27,-2.000000,3.375243,-0.036510,-0.288059,-0.852615,-1.147430,1.050627,-3.050627,-1.525314,False
2004-05-26,-2.000000,3.330253,-0.056498,-0.331854,-0.890268,-1.112748,0.938885,-2.938885,-1.469443,False
2004-06-25,-2.000000,3.283712,-0.023180,-0.292429,-0.922594,-1.075028,0.970481,-2.970481,-1.485240,False
2004-07-26,-1.000000,3.235619,0.034214,-0.172295,-0.948664,-1.034149,1.114725,-2.114725,-1.057362,False
2004-08-27,0.000000,3.185975,0.056069,0.001194,-0.967538,-0.990003,1.285697,-1.285697,-0.642848,False
2004-09-30,3.000000,3.133228,0.013010,0.183925,-0.978467,-0.941021,1.410675,1.589325,0.794662,False
2004-10-28,0.000000,3.089790,-0.037988,0.290848,-0.980332,-0.899150,1.463168,-1.463168,-0.731584,False
2004-11-26,1.000000,3.044800,-0.056229,0.331931,-0.975455,-0.854394,1.490653,-0.490653,-0.245326,False
2004-12-24,2.000000,3.001362,-0.024951,0.295082,-0.964203,-0.809906,1.497384,0.502616,0.251308,False
2005-01-25,2.000000,2.951616,0.034317,0.171975,-0.943520,-0.757501,1.456886,0.543114,0.271557,False
2005-02-24,3.000000,2.904947,0.056578,0.009359,-0.916701,-0.707012,1.347170,1.652830,0.826415,False
2005-03-24,2.000000,2.861389,0.027166,-0.145515,-0.885374,-0.658807,1.198859,0.801141,0.400571,False
2005-04-22,2.000000,2.816276,-0.027330,-0.270582,-0.846748,-0.607857,1.063759,0.936241,0.468120,False
2005-05-30,-1.000000,2.757162,-0.055308,-0.331716,-0.787075,-0.539652,1.043411,-2.043411,-1.021706,False
