date,8.775,8.775_trend,8.775_0.5yr,8.775_1yr,8.775_5.66yr,8.775_15.66yr,8.775_model,8.775_noise,8.775_wtest,flagged
2003-12-03,0.000000,-0.867494,-0.138706,-0.138428,0.183344,0.959019,-0.002267,0.002267,0.001133,False
2004-01-09,4.000000,-0.867494,-0.017135,-0.202401,0.282463,0.951521,0.146954,3.853046,1.926523,False
2004-02-12,2.000000,-0.867494,0.121879,-0.191451,0.370244,0.943264,0.376442,1.623558,0.811779,False
2004-03-17,0.000000,-0.867494,0.112828,-0.117106,0.454091,0.933697,0.516015,-0.516015,-0.258008,False
2004-04-27,0.000000,-0.867494,-0.064919,0.020794,0.548706,0.920436,0.557523,-0.557523,-0.278762,False
2004-05-26,0.000000,-0.867494,-0.140226,0.116380,0.610593,0.909932,0.629185,-0.629185,-0.314592,False
2004-06-25,2.000000,-0.867494,-0.083786,0.185302,0.669641,0.898098,0.801761,1.198239,0.599119,False
2004-07-26,2.000000,-0.867494,0.058396,0.205917,0.724831,0.884850,1.006499,0.993501,0.496750,False
2004-08-27,2.000000,-0.867494,0.140736,0.167527,0.775079,0.870103,1.085951,0.914049,0.457024,False
2004-09-30,0.000000,-0.867494,0.061037,0.073255,0.820465,0.853261,0.940523,-0.940523,-0.470262,False
2004-10-28,1.000000,-0.867494,-0.069172,-0.024318,0.851314,0.838500,0.728830,0.271170,0.135585,False
2004-11-26,0.000000,-0.867494,-0.140608,-0.119291,0.876794,0.822380,0.571781,-0.571781,-0.285890,False
2004-12-24,-1.000000,-0.867494,-0.087624,-0.183711,0.894964,0.806027,0.562161,-1.562161,-0.781080,False
2005-01-25,1.000000,-0.867494,0.058686,-0.205899,0.907842,0.786367,0.679502,0.320498,0.160249,False
2005-02-24,-3.000000,-0.867494,0.140052,-0.171281,0.912125,0.767040,0.780442,-3.780442,-1.890221,False
2005-03-24,-1.000000,-0.867494,0.092369,-0.098298,0.909275,0.748248,0.784100,-1.784100,-0.892050,False
2005-04-22,1.000000,-0.867494,-0.039386,0.000638,0.899377,0.728038,0.721173,0.278827,0.139413,False
2005-05-30,2.000000,-0.867494,-0.140846,0.126155,0.875843,0.700440,0.694098,1.305902,0.652951,False
2005-06-13,0.403517,-0.867494,-0.123439,0.161528,0.864206,0.689962,0.724762,-0.321245,-0.160623,False
2005-07-27,-1.000000,-0.867494,0.060882,0.205756,0.817546,0.655977,0.872667,-1.872667,-0.936333,False
2005-08-17,-1.000000,-0.867494,0.129706,0.186268,0.790062,0.639211,0.877753,-1.877753,-0.938877,False
2005-09-30,0.000000,-0.867494,0.062145,0.074099,0.722178,0.602990,0.593917,-0.593917,-0.296958,False
2005-10-28,1.000000,-0.867494,-0.068421,-0.023691,0.672169,0.579200,0.291762,0.708238,0.354119,False
2005-11-28,1.000000,-0.867494,-0.140876,-0.124744,0.611135,0.552222,0.030243,0.969757,0.484879,False
2005-12-28,-1.000000,-0.867494,-0.071743,-0.189733,0.546896,0.525503,-0.056571,-0.943429,-0.471714,False
2006-01-11,-2.000000,-0.867494,-0.007368,-0.203703,0.515327,0.512837,-0.050402,-1.949598,-0.974799,False
2006-02-23,0.000000,-0.867494,0.139445,-0.173241,0.412779,0.473188,-0.015323,0.015323,0.007662,False
2006-03-24,0.000000,-0.867494,0.092369,-0.098298,0.339526,0.445845,-0.088052,0.088052,0.044026,False
2006-04-28,-2.000000,-0.867494,-0.066291,0.021925,0.247656,0.412245,-0.251960,-1.748040,-0.874020,False
2006-05-24,-2.421367,-0.867494,-0.138454,0.108628,0.177535,0.386887,-0.332898,-2.088469,-1.044234,False
2006-06-22,0.000000,-0.867494,-0.096860,0.179445,0.098035,0.358232,-0.328642,0.328642,0.164321,False
2006-07-21,-2.000000,-0.867494,0.033530,0.206464,0.017773,0.329212,-0.280515,-1.719485,-0.859742,False
2006-08-31,2.000000,-0.867494,0.140414,0.159609,-0.095790,0.287620,-0.375641,2.375641,1.187820,False
2006-09-20,1.000000,-0.867494,0.101171,0.106020,-0.150755,0.267114,-0.543944,1.543944,0.771972,False
2006-10-26,2.000000,-0.867494,-0.059786,-0.016616,-0.248152,0.229885,-0.962163,2.962163,1.481081,False
2006-11-22,-2.000000,-0.867494,-0.137986,-0.107112,-0.319312,0.201724,-1.230180,-0.769820,-0.384910,False
2006-12-21,-5.000000,-0.867494,-0.098606,-0.178559,-0.393333,0.171279,-1.366714,-3.633286,-1.816643,False
2007-01-25,-2.000000,-0.867494,0.058686,-0.205899,-0.478546,0.134307,-1.358947,-0.641053,-0.320527,False
2007-02-15,-2.000000,-0.867494,0.128741,-0.187028,-0.527133,0.112025,-1.340890,-0.659110,-0.329555,False
2007-03-29,-2.000000,-0.867494,0.072784,-0.082322,-0.617668,0.067293,-1.427408,-0.572592,-0.286296,False
2007-04-26,-2.000000,-0.867494,-0.057581,0.014844,-0.672517,0.037386,-1.545363,-0.454637,-0.227318,False
2007-05-24,-2.000000,-0.867494,-0.138454,0.108628,-0.722493,0.007444,-1.612370,-0.387630,-0.193815,False
2007-06-22,-2.000000,-0.867494,-0.096860,0.179445,-0.768729,-0.023575,-1.577212,-0.422788,-0.211394,False
2007-07-18,-3.000000,-0.867494,0.019244,0.205992,-0.805110,-0.051365,-1.498733,-1.501267,-0.750633,False
2007-08-23,0.000000,-0.867494,0.138225,0.176084,-0.847136,-0.089770,-1.490091,1.490091,0.745045,False
2007-09-13,-1.000000,-0.867494,0.121645,0.126552,-0.866992,-0.112112,-1.598401,0.598401,0.299201,False
2007-10-18,-5.000000,-0.867494,-0.022841,0.011797,-0.892197,-0.149210,-1.919945,-3.080055,-1.540027,False
2007-11-13,-1.000000,-0.867494,-0.122756,-0.078586,-0.904394,-0.176628,-2.149859,1.149859,0.574930,False
2007-12-10,-3.000000,-0.867494,-0.128818,-0.155844,-0.911077,-0.204948,-2.268182,-0.731818,-0.365909,False
2008-01-16,-2.000000,-0.867494,0.016642,-0.205849,-0.910267,-0.243416,-2.210385,0.210385,0.105192,False
2008-02-19,-1.000000,-0.867494,0.135193,-0.180793,-0.899416,-0.278356,-2.090866,1.090866,0.545433,False
2008-03-13,-2.000000,-0.867494,0.123314,-0.128500,-0.886646,-0.301776,-2.061102,0.061102,0.030551,False
2008-04-16,-2.000000,-0.867494,-0.014238,-0.018142,-0.859890,-0.336040,-2.095805,0.095805,0.047903,False
2008-05-20,-2.000000,-0.867494,-0.134493,0.098224,-0.823999,-0.369838,-2.097601,0.097601,0.048800,False
2008-06-24,-2.000000,-0.867494,-0.087624,0.183711,-0.777911,-0.404092,-1.953411,-0.046589,-0.023294,False
2008-07-16,-3.000000,-0.867494,0.011830,0.205537,-0.744421,-0.425323,-1.819871,-1.180129,-0.590064,False
