date,50.306,50.306_trend,50.306_0.5yr,50.306_1yr,50.306_3.11yr,50.306_11.04yr,50.306_model,50.306_noise,50.306_wtest,flagged
2003-12-03,0.000000,-0.620555,-0.113824,0.692010,0.274630,0.748867,0.981128,-0.981128,-0.490564,False
2004-01-09,1.000000,-0.801267,0.208082,0.112373,0.483487,0.794497,0.797172,0.202828,0.101414,False
2004-02-12,-4.000000,-0.966972,0.249908,-0.464029,0.657458,0.834020,0.310386,-4.310386,-2.155193,False
2004-03-17,-3.000000,-1.132676,-0.011867,-0.886779,0.808339,0.871212,-0.351771,-2.648229,-1.324114,False
2004-04-27,-2.000000,-1.332496,-0.275042,-1.000069,0.952113,0.912814,-0.742679,-1.257321,-0.628660,False
2004-05-26,-2.000000,-1.473832,-0.177486,-0.786899,1.024822,0.940010,-0.473384,-1.526616,-0.763308,False
2004-06-25,-4.000000,-1.620042,0.091002,-0.366432,1.072446,0.966131,0.143105,-4.143105,-2.071553,False
2004-07-26,-2.000000,-1.771125,0.272966,0.166369,1.090822,0.990915,0.749947,-2.749947,-1.374973,False
2004-08-27,,-1.927082,0.166300,0.666469,1.076371,1.014082,0.996141,,,False
2004-09-30,-2.917443,-2.092786,-0.138504,0.980472,1.024343,1.035946,0.809470,-3.726913,-1.863457,False
2004-10-28,-1.000000,-2.229249,-0.276020,0.996623,0.954362,1.051780,0.497496,-1.497496,-0.748748,False
2004-11-26,-2.000000,-2.370585,-0.170079,0.775686,0.857922,1.066077,0.159022,-2.159022,-1.079511,False
2004-12-24,0.000000,-2.507047,0.081966,0.382689,0.743960,1.077825,-0.220607,0.220607,0.110303,False
2005-01-25,-1.000000,-2.663325,0.273072,-0.167503,0.591845,1.088769,-0.877142,-0.122858,-0.061429,False
2005-02-24,-5.000000,-2.809935,0.180044,-0.641655,0.432228,1.096575,-1.742743,-3.257257,-1.628629,False
2005-03-24,-5.000000,-2.946771,-0.070303,-0.935123,0.272431,1.101697,-2.578069,-2.421931,-1.210965,False
2005-04-22,-4.000000,-3.088494,-0.263341,-1.014054,0.100092,1.104788,-3.161009,-0.838991,-0.419495,False
2005-05-30,-5.000000,-3.274201,-0.151436,-0.747752,-0.128922,1.105419,-3.196892,-1.803108,-0.901554,False
2005-06-13,-5.000000,-3.342619,-0.026644,-0.561140,-0.212396,1.104674,-3.038125,-1.961875,-0.980937,False
2005-07-27,-4.000000,-3.557647,0.273836,0.176142,-0.464162,1.098906,-2.472925,-1.527075,-0.763538,False
2005-08-17,-3.000000,-3.660274,0.233133,0.519502,-0.575527,1.094328,-2.388838,-0.611162,-0.305581,False
2005-09-30,-3.000000,-3.875303,-0.136400,0.979259,-0.782023,1.080939,-2.733528,-0.266472,-0.133236,False
2005-10-28,-4.000000,-4.012139,-0.275870,0.997258,-0.890062,1.069766,-3.111047,-0.888953,-0.444477,False
2005-11-28,-4.000000,-4.163636,-0.155407,0.753675,-0.984696,1.055018,-3.495046,-0.504954,-0.252477,False
2005-12-28,-5.000000,-4.310247,0.117330,0.317216,-1.048763,1.038399,-3.886065,-1.113935,-0.556968,False
2006-01-11,-5.000000,-4.378665,0.220300,0.077084,-1.068865,1.029864,-4.120282,-0.879718,-0.439859,False
2006-02-23,-8.000000,-4.588806,0.187185,-0.627948,-1.090186,1.000599,-5.119156,-2.880844,-1.440422,False
2006-03-24,-8.000000,-4.730529,-0.070303,-0.935123,-1.069790,0.978314,-5.827432,-2.172568,-1.086284,False
2006-04-28,-7.000000,-4.901575,-0.275391,-0.998996,-1.008645,0.948760,-6.235847,-0.764153,-0.382076,False
2006-05-24,-6.000000,-5.028637,-0.195799,-0.815045,-0.938612,0.924971,-6.053122,0.053122,0.026561,False
2006-06-22,-3.000000,-5.170360,0.058709,-0.423285,-0.837685,0.896646,-5.475975,2.475975,1.237987,False
2006-07-21,1.095092,-5.312083,0.259396,0.071791,-0.715220,0.866488,-4.829629,5.924720,2.962360,False
2006-08-31,-4.000000,-5.512451,0.137192,0.713540,-0.511541,0.820844,-4.352415,0.352415,0.176208,False
2006-09-20,-2.000000,-5.610191,-0.047006,0.916908,-0.401961,0.797349,-4.344900,2.344900,1.172450,False
2006-10-26,-5.000000,-5.786123,-0.273464,1.003767,-0.193255,0.753121,-4.495955,-0.504045,-0.252023,False
2006-11-22,-6.000000,-5.918073,-0.199144,0.820270,-0.031241,0.718385,-4.609803,-1.390197,-0.695099,False
2006-12-21,-5.000000,-6.059796,0.054040,0.431241,0.143450,0.679659,-4.751405,-0.248595,-0.124297,False
2007-01-25,-4.000000,-6.230841,0.273072,-0.167503,0.348966,0.631079,-5.145227,1.145227,0.572614,False
2007-02-15,-7.000000,-6.333468,0.235675,-0.511944,0.466483,0.601019,-5.542235,-1.457765,-0.728882,False
2007-03-29,-8.000000,-6.538723,-0.115166,-0.966327,0.681130,0.538999,-6.400087,-1.599913,-0.799957,False
2007-04-26,-7.000000,-6.675559,-0.272660,-1.005209,0.804507,0.496352,-6.652569,-0.347431,-0.173716,False
2007-05-24,-9.000000,-6.812395,-0.195799,-0.815045,0.908599,0.452759,-6.461881,-2.538119,-1.269060,False
2007-06-22,-10.000000,-6.954119,0.058709,-0.423285,0.993420,0.406701,-5.918574,-4.081426,-2.040713,False
2007-07-18,-9.000000,-7.081181,0.247982,0.019258,1.047802,0.364697,-5.401442,-3.598558,-1.799279,False
2007-08-23,-5.000000,-7.257113,0.197478,0.607039,1.087178,0.305564,-5.059854,0.059854,0.029927,False
2007-09-13,-6.000000,-7.359740,0.019516,0.856994,1.090307,0.270613,-5.122311,-0.877689,-0.438844,False
2007-10-18,-8.000000,-7.530786,-0.251089,1.017852,1.062893,0.211735,-5.489394,-2.510606,-1.255303,False
