date,86.914,86.914_trend,86.914_0.5yr,86.914_1yr,86.914_12.87yr,86.914_jump,86.914_exp,86.914_model,86.914_noise,86.914_wtest,flagged
2012-11-01,-39.277750,-34.054005,-0.971560,1.509616,-1.884559,-1.461657,0.000000,-36.862166,-2.415585,-1.207792,False
2012-12-01,-36.974129,-34.244754,0.121443,1.625037,-1.909233,-1.461657,0.000000,-35.869164,-1.104965,-0.552483,False
2013-01-01,-35.044615,-34.440736,1.113691,1.302049,-1.931517,-1.461657,0.000000,-35.418171,0.373556,0.186778,False
2013-02-01,-35.715922,-34.636106,0.956804,0.616708,-1.950547,-1.461657,0.000000,-36.474798,0.758876,0.379438,False
2013-03-01,-38.684579,-34.811580,-0.065908,-0.156242,-1.964854,-1.461657,0.000000,-38.460242,-0.224337,-0.112168,False
2013-04-01,-41.315641,-35.004761,-1.092058,-0.963172,-1.977478,-1.461657,0.000000,-40.499127,-0.816514,-0.408257,False
2013-05-01,-41.197862,-35.190614,-1.011542,-1.490868,-1.986460,-1.461657,0.000000,-41.141141,-0.056721,-0.028360,False
2013-06-01,-38.487661,-35.381530,0.097139,-1.626904,-1.992380,-1.461657,0.000000,-40.365332,1.877671,0.938836,False
2013-07-01,-35.703764,-35.565193,1.087487,-1.327211,-1.994849,-1.461657,0.000000,-39.261423,3.557660,1.778830,False
2013-08-01,-35.209903,-35.753846,0.993955,-0.655641,-1.994026,-1.461657,0.000000,-38.871215,3.661312,1.830656,False
2013-09-01,-36.936223,-35.941348,-0.128306,0.198250,-1.989775,-1.461657,0.000000,-39.322837,2.386613,1.193307,False
2013-10-01,-38.612500,-36.121706,-1.100956,0.974524,-1.982405,-1.461657,0.000000,-39.692201,1.079701,0.539850,False
2013-11-01,-38.215680,-36.306945,-0.975705,1.507797,-1.971436,-1.461657,0.000000,-39.207946,0.992266,0.496133,False
2013-12-01,-36.153731,-36.485112,0.117925,1.625318,-1.957594,-1.461657,0.000000,-38.161120,2.007389,1.003695,False
2014-01-01,-34.863319,-36.668087,1.113691,1.302049,-1.939980,-1.461657,0.000000,-37.653985,2.790666,1.395333,False
2014-02-01,-36.314516,-36.849911,0.956804,0.616708,-1.919032,-1.461657,0.000000,-38.657088,2.342572,1.171286,False
2014-03-01,-39.948300,-37.013150,-0.065908,-0.156242,-1.897274,-1.461657,0.000000,-40.594232,0.645932,0.322966,False
2014-04-23,-45.000000,-37.319569,-1.155122,-1.384098,-1.848832,-1.461657,0.000000,-43.169278,-1.830722,-0.915361,False
