date,177.694,177.694_trend,177.694_0.5yr,177.694_1yr,177.694_5.96yr,177.694_12.87yr,177.694_jump,177.694_exp,177.694_model,177.694_noise,177.694_wtest,flagged
2003-12-03,0.000000,-12.655822,0.219430,0.129059,1.658206,3.725570,0.000000,0.000000,-6.923557,6.923557,2.307852,False
2004-01-09,-3.000000,-12.655822,0.293814,-0.113621,1.639443,3.784434,0.000000,0.000000,-7.051753,4.051753,1.350584,False
2004-02-12,-5.000000,-12.655822,-0.012846,-0.299172,1.605808,3.830277,0.000000,0.000000,-7.531755,2.531755,0.843918,False
2004-03-17,-7.000000,-12.655822,-0.303900,-0.385660,1.556785,3.868244,0.000000,0.000000,-7.920353,0.920353,0.306784,False
2004-04-27,-9.000000,-12.655822,-0.163557,-0.320593,1.477879,3.903441,0.000000,0.000000,-7.758652,-1.241348,-0.413783,False
2004-05-26,-5.000000,-12.655822,0.146898,-0.177445,1.409560,3.921294,0.000000,0.000000,-7.355516,2.355516,0.785172,False
2004-06-25,-8.000000,-12.655822,0.324353,0.015436,1.328548,3.933588,0.000000,0.000000,-7.053898,-0.946102,-0.315367,False
2004-07-26,-8.000000,-12.655822,0.177809,0.209942,1.234428,3.939675,0.000000,0.000000,-7.093969,-0.906031,-0.302010,False
2004-08-27,-9.000000,-12.655822,-0.161638,0.349323,1.126964,3.938894,0.000000,0.000000,-7.402280,-1.597720,-0.532573,False
2004-09-30,-9.000000,-12.655822,-0.322982,0.384353,1.002323,3.930202,0.000000,0.000000,-7.661928,-1.338072,-0.446024,False
2004-10-28,-12.000000,-12.655822,-0.153812,0.316799,0.892409,3.916973,0.000000,0.000000,-7.683453,-4.316547,-1.438849,False
2004-11-26,-9.000000,-12.655822,0.156771,0.171499,0.772463,3.897514,0.000000,0.000000,-7.657577,-1.342423,-0.447474,False
2004-12-24,-8.000000,-12.655822,0.323357,-0.008781,0.651532,3.873191,0.000000,0.000000,-7.816523,-0.183477,-0.061159,False
2005-01-25,-9.000000,-12.655822,0.177194,-0.210310,0.507886,3.838704,0.000000,0.000000,-8.342349,-0.657651,-0.219217,False
2005-02-24,-10.000000,-12.655822,-0.143380,-0.343790,0.369167,3.799964,0.000000,0.000000,-8.973861,-1.026139,-0.342046,False
