date,232.852,232.852_trend,232.852_0.5yr,232.852_1yr,232.852_1.97yr,232.852_2.5yr,232.852_model,232.852_noise,232.852_wtest,flagged
2003-12-03,0.000000,0.811318,-0.026757,-0.074807,0.079792,-0.210903,0.578642,-0.578642,-0.289321,False
2004-01-09,3.000000,0.553117,-0.048024,0.211960,0.387054,0.134535,1.238642,1.761358,0.880679,False
2004-02-12,2.000000,0.317249,-0.006663,0.404248,0.634303,0.444198,1.793334,0.206666,0.103333,False
2004-03-17,3.000000,0.082231,0.042793,0.462680,0.826274,0.729757,2.143735,0.856265,0.428133,False
2004-04-27,1.000000,-0.200041,0.032120,0.331388,0.960920,1.020175,2.144562,-1.144562,-0.572281,False
2004-05-26,2.000000,-0.398950,-0.014486,0.136171,0.983276,1.178198,1.884210,0.115790,0.057895,False
2004-06-25,-2.000000,-0.604066,-0.048323,-0.099895,0.940692,1.292606,1.481013,-3.481013,-1.740506,False
2004-07-26,1.000000,-0.815324,-0.034038,-0.315923,0.829603,1.353365,1.017682,-0.017682,-0.008841,False
2004-08-27,0.000000,-1.032655,0.016921,-0.446774,0.651941,1.351992,0.541425,-0.541425,-0.270712,False
2004-09-30,1.000000,-1.262743,0.049739,-0.441533,0.408373,1.279348,0.033184,0.966816,0.483408,False
2004-10-28,2.000000,-1.451589,0.030794,-0.325768,0.180017,1.167103,-0.399443,2.399443,1.199722,False
2004-11-26,4.000000,-1.646571,-0.016114,-0.128539,-0.067560,1.005572,-0.853213,4.853213,2.426606,False
2004-12-24,0.000000,-1.834243,-0.047879,0.092105,-0.302699,0.811815,-1.280900,1.280900,0.640450,False
2005-01-25,-3.000000,-2.048456,-0.033956,0.316306,-0.549169,0.553650,-1.761625,-1.238375,-0.619188,False
2005-02-24,-3.000000,-2.248731,0.013909,0.442584,-0.741980,0.286896,-2.247321,-0.752679,-0.376339,False
2005-03-24,-4.000000,-2.435053,0.047230,0.456524,-0.876411,0.026683,-2.781027,-1.218973,-0.609487,False
2005-04-22,-3.000000,-2.627418,0.038908,0.361491,-0.960539,-0.243744,-3.431301,0.431301,0.215650,False
2005-05-30,-4.000000,-2.878540,-0.019952,0.110009,-0.977572,-0.581793,-4.347848,0.347848,0.173924,False
2005-06-13,-4.000000,-2.970790,-0.038840,-0.000721,-0.956653,-0.697505,-4.664509,0.664509,0.332254,False
2005-07-27,-5.000000,-3.259772,-0.033323,-0.319215,-0.800537,-1.014384,-5.427232,0.427232,0.213616,False
2005-08-17,-4.000000,-3.397191,-0.000483,-0.417611,-0.682714,-1.134526,-5.632525,1.632525,0.816263,False
2005-09-30,-3.000000,-3.684058,0.049712,-0.442150,-0.367124,-1.307097,-5.750716,2.750716,1.375358,False
2005-10-28,-6.000000,-3.865863,0.031033,-0.326776,-0.135064,-1.355473,-5.652143,-0.347857,-0.173929,False
2005-11-28,-6.000000,-4.066471,-0.019164,-0.113883,0.130648,-1.350427,-5.419297,-0.580703,-0.290351,False
2005-12-28,-7.000000,-4.259931,-0.049310,0.122997,0.378912,-1.287158,-5.094490,-1.905510,-0.952755,False
2006-01-11,-6.000000,-4.349984,-0.046986,0.226189,0.486887,-1.238650,-4.922545,-1.077455,-0.538728,False
2006-02-23,-6.000000,-4.625670,0.012254,0.440128,0.766674,-1.020268,-4.426881,-1.573119,-0.786559,False
2006-03-24,-4.000000,-4.810825,0.047230,0.456524,0.896795,-0.821349,-4.231625,0.231625,0.115813,False
2006-04-28,-6.000000,-5.033459,0.031699,0.329597,0.977057,-0.538630,-4.233736,-1.766264,-0.883132,False
2006-05-24,-4.000000,-5.198258,-0.010165,0.155882,0.978073,-0.307471,-4.381938,0.381938,0.190969,False
2006-06-22,-8.000000,-5.381482,-0.046504,-0.072289,0.919994,-0.038393,-4.618673,-3.381327,-1.690663,False
2006-07-21,-5.000000,-5.564083,-0.040211,-0.282815,0.803153,0.232211,-4.851746,-0.148254,-0.074127,False
2006-08-31,-5.000000,-5.821182,0.022665,-0.453728,0.552861,0.596575,-5.102810,0.102810,0.051405,False
2006-09-20,-6.000000,-5.946145,0.045692,-0.459635,0.402922,0.758842,-5.198323,-0.801677,-0.400838,False
2006-10-26,-6.000000,-6.170332,0.033641,-0.337914,0.105412,1.012821,-5.356373,-0.643627,-0.321814,False
2006-11-22,-4.000000,-6.337843,-0.009324,-0.159637,-0.126173,1.163387,-5.469590,1.469590,0.734795,False
2006-12-21,-3.000000,-6.517161,-0.046190,0.068342,-0.366779,1.280331,-5.581456,2.581456,1.290728,False
2007-01-25,-5.000000,-6.732751,-0.033956,0.316306,-0.624654,1.353429,-5.721625,0.721625,0.360813,False
2007-02-15,-5.000000,-6.861670,-0.001341,0.415858,-0.752882,1.359822,-5.840214,0.840214,0.420107,False
2007-03-29,-7.000000,-7.118529,0.049247,0.447774,-0.930040,1.287917,-6.263632,-0.736368,-0.368184,False
2007-04-26,-8.000000,-7.289044,0.034268,0.340637,-0.980128,1.179809,-6.714457,-1.285543,-0.642771,False
2007-05-24,-8.000000,-7.458978,-0.010165,0.155882,-0.971834,1.027982,-7.257112,-0.742888,-0.371444,False
2007-06-22,-6.000000,-7.634369,-0.046504,-0.072289,-0.902258,0.830658,-7.824762,1.824762,0.912381,False
2007-07-18,-6.000000,-7.791088,-0.043029,-0.263460,-0.790674,0.625422,-8.262829,2.262829,1.131414,False
2007-08-23,-8.000000,-8.007257,0.009745,-0.436201,-0.570683,0.309753,-8.694643,0.694643,0.347322,False
2007-09-13,-8.000000,-8.132913,0.039633,-0.463805,-0.414848,0.115567,-8.856365,0.856365,0.428183,False
2007-10-18,-9.000000,-8.341614,0.042366,-0.378337,-0.126969,-0.211409,-9.015963,0.015963,0.007981,False
2007-11-13,-7.000000,-8.496063,0.006043,-0.224929,0.096062,-0.447427,-9.066315,2.066315,1.033157,False
2007-12-10,-7.000000,-8.655922,-0.036014,-0.019236,0.322290,-0.677287,-9.066169,2.066169,1.033085,False
2008-01-16,-7.000000,-8.873871,-0.043489,0.259893,0.600666,-0.952637,-9.009438,2.009438,1.004719,False
2008-02-19,-7.000000,-9.072935,0.005281,0.428602,0.802023,-1.151640,-8.988669,1.988669,0.994335,False
2008-03-13,-8.000000,-9.207112,0.038897,0.463852,0.899440,-1.251352,-9.056275,1.056275,0.528138,False
2008-04-16,-9.000000,-9.404749,0.043900,0.386424,0.976708,-1.341164,-9.338882,0.338882,0.169441,False
2008-05-20,-9.000000,-9.601536,-0.004429,0.181042,0.968861,-1.358201,-9.814264,0.814264,0.407132,False
2008-06-24,-11.000000,-9.803221,-0.047879,-0.092105,0.872654,-1.298778,-10.369328,-0.630672,-0.315336,False
2008-07-16,-12.000000,-9.929533,-0.044298,-0.253260,0.770066,-1.222813,-10.679838,-1.320162,-0.660081,False
2008-08-21,-11.000000,-10.135458,0.006978,-0.431584,0.543484,-1.039480,-11.056059,0.056059,0.028030,False
2008-09-19,-11.000000,-10.300648,0.045189,-0.460369,0.321146,-0.845173,-11.239856,0.239856,0.119928,False
2008-10-08,-9.000000,-10.408541,0.048643,-0.417913,0.163470,-0.699219,-11.313561,2.313561,1.156780,False
2008-11-05,-9.000000,-10.567056,0.019017,-0.277494,-0.075770,-0.463230,-11.364532,2.364532,1.182266,False
2008-12-04,-10.000000,-10.730624,-0.028296,-0.066312,-0.318645,-0.200931,-11.344808,1.344808,0.672404,False
2009-01-14,-11.000000,-10.961019,-0.045028,0.246791,-0.624321,0.181273,-11.202304,0.202304,0.101152,False
2009-02-05,-12.000000,-11.084365,-0.018071,0.374514,-0.758115,0.382735,-11.103301,-0.896699,-0.448350,False
2009-03-04,-11.000000,-11.235254,0.026395,0.457455,-0.883715,0.617541,-11.017577,0.017577,0.008789,False
2009-04-17,-12.000000,-11.479991,0.043663,0.385140,-0.981455,0.951237,-11.081407,-0.918593,-0.459297,False
2009-05-06,-10.000000,-11.585231,0.020052,0.281672,-0.979454,1.070072,-11.192890,1.192890,0.596445,False
2009-06-10,-13.000000,-11.778393,-0.035416,0.023224,-0.905821,1.239830,-11.456577,-1.543423,-0.771712,False
