date,185.386,185.386_trend,185.386_0.5yr,185.386_1yr,185.386_4.46yr,185.386_model,185.386_noise,185.386_wtest,flagged
2003-12-03,0.000000,-1.477074,0.282421,0.506307,0.238918,-0.449427,0.449427,0.224714,False
2004-01-09,2.000000,-1.602893,0.972408,0.523349,0.366385,0.259250,1.740750,0.870375,False
2004-02-12,0.000000,-1.718262,0.384441,0.357476,0.476778,-0.499567,0.499567,0.249783,False
2004-03-17,1.000000,-1.833631,-0.670565,0.073234,0.579017,-1.851946,2.851946,1.425973,False
2004-04-27,3.000000,-1.972753,-0.803755,-0.292195,0.688987,-2.379716,5.379716,2.689858,False
2004-05-26,-2.000000,-2.071156,0.022104,-0.475135,0.756575,-1.767612,-0.232388,-0.116194,False
2004-06-25,0.000000,-2.172953,0.844827,-0.542705,0.816575,-1.054256,1.054256,0.527128,False
2004-07-26,0.000000,-2.278143,0.830865,-0.464738,0.867141,-1.044875,1.044875,0.522438,False
2004-08-27,-1.000000,-2.386725,-0.072120,-0.249994,0.906396,-1.802443,0.802443,0.401222,False
2004-09-30,-2.000000,-2.502095,-0.920197,0.056879,0.933047,-2.432367,0.432367,0.216183,False
2004-10-28,-2.000000,-2.597105,-0.784493,0.300003,0.943024,-2.138571,0.138571,0.069285,False
2004-11-26,0.000000,-2.695508,0.055463,0.479568,0.941821,-1.218657,1.218657,0.609329,False
2004-12-24,-3.000000,-2.790518,0.827800,0.542724,0.929534,-0.490461,-2.509539,-1.254770,False
2005-01-25,-3.000000,-2.899324,0.829722,0.464421,0.902227,-0.702954,-2.297046,-1.148523,False
2005-02-24,-3.000000,-3.001400,-0.010352,0.265181,0.864120,-1.882450,-1.117550,-0.558775,False
2005-03-24,-3.000000,-3.096670,-0.804672,0.015459,0.818099,-3.067784,0.067784,0.033892,False
2005-04-22,0.000000,-3.195343,-0.894790,-0.246148,0.760380,-3.575901,3.575901,1.787951,False
2005-05-30,-1.000000,-3.324638,0.135455,-0.489661,0.670471,-3.008373,2.008373,1.004187,False
2005-06-13,-1.000000,-3.372273,0.566390,-0.531378,0.633605,-2.703657,1.703657,0.851829,False
2005-07-27,-1.000000,-3.521984,0.820870,-0.461987,0.506231,-2.656870,1.656870,0.828435,False
2005-08-17,-2.000000,-3.593437,0.270597,-0.331389,0.440062,-3.214167,1.214167,0.607084,False
2005-09-30,-1.000000,-3.743147,-0.917412,0.054517,0.292590,-4.313452,3.313452,1.656726,False
2005-10-28,-5.000000,-3.838418,-0.787991,0.298619,0.194082,-4.133708,-0.866292,-0.433146,False
2005-11-28,-5.000000,-3.943895,0.118859,0.487628,0.082427,-3.254982,-1.745018,-0.872509,False
2005-12-28,-4.000000,-4.045971,0.889712,0.541696,-0.026766,-2.641328,-1.358672,-0.679336,False
2006-01-11,-4.000000,-4.093606,0.970258,0.518030,-0.077688,-2.683007,-1.316993,-0.658497,False
2006-02-23,-6.000000,-4.239914,0.023125,0.273293,-0.232038,-4.175535,-1.824465,-0.912233,False
2006-03-24,-5.000000,-4.338587,-0.804672,0.015459,-0.332788,-5.460588,0.460588,0.230294,False
2006-04-28,-4.000000,-4.457675,-0.797682,-0.294707,-0.448724,-5.998788,1.998788,0.999394,False
2006-05-24,-5.000000,-4.546140,-0.064927,-0.462917,-0.529667,-5.603651,0.603651,0.301825,False
2006-06-22,-3.000000,-4.644813,0.780438,-0.542057,-0.613627,-5.020059,2.020059,1.010029,False
2006-07-21,-5.000000,-4.743486,0.910341,-0.488892,-0.689907,-5.011944,0.011944,0.005972,False
2006-08-31,-4.000000,-4.882989,-0.193190,-0.219226,-0.782814,-6.078220,2.078220,1.039110,False
2006-09-20,-7.000000,-4.951039,-0.754759,-0.038785,-0.821162,-6.565745,-0.434255,-0.217128,False
2006-10-26,-10.000000,-5.073530,-0.825327,0.282842,-0.877728,-6.493742,-3.506258,-1.753129,False
2006-11-22,-5.000000,-5.165397,-0.081618,0.460461,-0.909097,-5.695651,0.695651,0.347826,False
2006-12-21,-5.000000,-5.264070,0.770337,0.541803,-0.931796,-4.883726,-0.116274,-0.058137,False
2007-01-25,-5.000000,-5.383158,0.829722,0.464421,-0.943645,-5.032659,0.032659,0.016330,False
2007-02-15,-6.000000,-5.454611,0.286634,0.335076,-0.942502,-5.775402,-0.224598,-0.112299,False
2007-03-29,-4.000000,-5.597516,-0.886301,-0.031235,-0.921698,-7.436750,3.436750,1.718375,False
2007-04-26,-3.000000,-5.692787,-0.834056,-0.278845,-0.894342,-7.700029,4.700029,2.350015,False
2007-05-24,-7.000000,-5.788057,-0.064927,-0.462917,-0.856551,-7.172452,0.172452,0.086226,False
2007-06-22,-4.000000,-5.886730,0.780438,-0.542057,-0.806881,-6.455230,2.455230,1.227615,False
2007-07-18,-3.000000,-5.975195,0.940735,-0.500406,-0.753742,-6.288608,3.288608,1.644304,False
2007-08-23,-6.000000,-6.097686,0.073275,-0.285308,-0.667772,-6.977491,0.977491,0.488746,False
2007-09-13,-6.000000,-6.169138,-0.586609,-0.103578,-0.611562,-7.470888,1.470888,0.735444,False
2007-10-18,-6.000000,-6.288226,-0.934066,0.216576,-0.509149,-7.514866,1.514866,0.757433,False
2007-11-13,-8.000000,-6.376692,-0.373195,0.410615,-0.426955,-6.766227,-1.233773,-0.616887,False
2007-12-10,-6.000000,-6.468560,0.496344,0.526135,-0.337064,-5.783145,-0.216855,-0.108427,False
2008-01-16,-4.000000,-6.594313,0.945157,0.502341,-0.208288,-5.355103,1.355103,0.677552,False
2008-02-19,-7.000000,-6.709682,0.160782,0.305941,-0.086360,-6.329319,-0.670681,-0.335340,False
2008-03-13,-6.000000,-6.787726,-0.567839,0.109960,-0.002912,-7.248517,1.248517,0.624259,False
2008-04-16,-11.000000,-6.903096,-0.948942,-0.201144,0.120296,-7.932886,-3.067114,-1.533557,False
2008-05-20,-9.000000,-7.018465,-0.177221,-0.445645,0.241446,-7.399885,-1.600115,-0.800058,False
2008-06-24,-11.000000,-7.137228,0.827800,-0.542724,0.361826,-6.490325,-4.509675,-2.254838,False
2008-07-16,-9.000000,-7.211878,0.952448,-0.505794,0.434271,-6.330954,-2.669046,-1.334523,False
2008-08-21,-7.000000,-7.334034,0.127766,-0.298201,0.545875,-6.958593,-0.041407,-0.020703,False
2008-09-19,-6.000000,-7.432437,-0.739420,-0.045453,0.628263,-7.589047,1.589047,0.794524,False
2008-10-08,-8.000000,-7.496908,-0.970968,0.130238,0.678061,-7.659577,-0.340423,-0.170211,False
2008-11-05,-10.000000,-7.591919,-0.599235,0.359098,0.744769,-7.087287,-2.912713,-1.456357,False
2008-12-04,-10.000000,-7.690322,0.316706,0.509843,0.804739,-6.059035,-3.940965,-1.970483,False
2009-01-14,-10.000000,-7.829564,0.958416,0.508983,0.872331,-5.489835,-4.510165,-2.255082,False
2009-02-05,-11.000000,-7.904420,0.583442,0.403257,0.899777,-6.017943,-4.982057,-2.491029,False
2009-03-04,-9.000000,-7.996288,-0.274402,0.197663,0.924583,-7.148443,-1.851557,-0.925779,False
2009-04-17,-8.000000,-8.145998,-0.946778,-0.203655,0.943436,-8.352994,0.352994,0.176497,False
2009-05-06,-12.000000,-8.210646,-0.616371,-0.354482,0.943190,-8.238309,-3.761691,-1.880846,False
2009-06-10,-11.000000,-8.329734,0.481876,-0.524969,0.929484,-7.443342,-3.556658,-1.778329,False
2009-07-15,-10.000000,-8.448822,0.961103,-0.510586,0.898842,-7.099462,-2.900538,-1.450269,False
2009-08-12,-9.000000,-8.544092,0.426586,-0.367112,0.862499,-7.622119,-1.377881,-0.688941,False
2009-09-15,-6.000000,-8.659777,-0.638579,-0.085178,0.804889,-8.578646,2.578646,1.289323,False
2009-10-14,-6.000000,-8.758450,-0.962341,0.181823,0.744768,-8.794200,2.794200,1.397100,False
2009-11-11,-4.000000,-8.853721,-0.434091,0.398155,0.677866,-8.211791,4.211791,2.105895,False
2009-12-09,-6.000000,-8.948991,0.467266,0.523764,0.603055,-7.354906,1.354906,0.677453,False
2010-01-19,-7.000000,-9.088494,0.916090,0.490902,0.481079,-7.200422,0.200422,0.100211,False
2010-02-10,-8.000000,-9.163349,0.441564,0.370539,0.410465,-7.940781,-0.059219,-0.029610,False
2010-03-16,-9.000000,-9.279035,-0.625861,0.089789,0.295706,-9.519401,0.519401,0.259700,False
2010-04-14,-10.000000,-9.377708,-0.964601,-0.177415,0.193725,-10.325998,0.325998,0.162999,False
2010-05-12,-9.000000,-9.472978,-0.449005,-0.394966,0.092947,-10.224002,1.224002,0.612001,False
2010-06-09,-10.000000,-9.568248,0.452518,-0.522520,-0.008917,-9.647167,-0.352833,-0.176416,False
2010-07-14,-11.000000,-9.687336,0.965624,-0.513678,-0.135960,-9.371350,-1.628650,-0.814325,False
2010-08-17,-11.000000,-9.803022,0.270597,-0.331389,-0.257022,-10.120836,-0.879164,-0.439582,False
2010-09-14,-10.000000,-9.898292,-0.612957,-0.094392,-0.353492,-10.959133,0.959133,0.479566,False
2010-10-12,-11.000000,-9.993562,-0.969665,0.164113,-0.445837,-11.244951,0.244951,0.122475,False
2010-11-16,-11.000000,-10.112650,-0.278626,0.428387,-0.553832,-10.516720,-0.483280,-0.241640,False
2010-12-08,-12.000000,-10.187505,0.437635,0.521238,-0.616666,-9.845299,-2.154701,-1.077350,False
2011-01-13,-10.000000,-10.309996,0.963506,0.512151,-0.709708,-9.544047,-0.455953,-0.227977,False
2011-02-15,-13.000000,-10.422279,0.286634,0.335076,-0.783018,-10.583586,-2.416414,-1.208207,False
2011-03-21,-14.000000,-10.537964,-0.744093,0.043443,-0.845270,-12.083884,-1.916116,-0.958058,False
2011-04-26,-15.000000,-10.660455,-0.834056,-0.278845,-0.895322,-12.668677,-2.331323,-1.165662,False
2011-05-19,-15.000000,-10.738712,-0.230163,-0.436848,-0.918311,-12.324035,-2.675965,-1.337983,False
2011-06-28,-15.000000,-10.874813,0.882825,-0.541965,-0.940992,-11.474946,-3.525054,-1.762527,False
2011-07-26,-16.000000,-10.970083,0.838328,-0.466821,-0.943561,-11.542138,-4.457862,-2.228931,False
2011-08-24,-16.000000,-11.068756,0.039855,-0.277319,-0.934616,-12.240836,-3.759164,-1.879582,False
2011-09-20,-14.000000,-11.160624,-0.754759,-0.038785,-0.915768,-12.869936,-1.130064,-0.565032,False
2011-10-18,-12.000000,-11.255894,-0.934066,0.216576,-0.885731,-12.859116,0.859116,0.429558,False
2011-11-18,-12.000000,-11.361372,-0.213866,0.439604,-0.840440,-11.976074,-0.023926,-0.011963,False
2011-12-20,-12.000000,-11.470253,0.749453,0.541176,-0.781090,-10.960714,-1.039286,-0.519643,False
2012-01-12,-12.000000,-11.548408,0.967556,0.515255,-0.731092,-10.796689,-1.203311,-0.601655,False
2012-02-21,-12.000000,-11.684137,0.094599,0.290372,-0.630871,-11.930036,-0.069964,-0.034982,False
