date,220.335,220.335_trend,220.335_0.5yr,220.335_1yr,220.335_6.99yr,220.335_12.39yr,220.335_jump,220.335_exp,220.335_model,220.335_noise,220.335_wtest,flagged
2003-12-03,0.000000,-4.872251,-0.106417,0.577907,-0.730385,2.888870,0.000000,0.000000,-2.242276,2.242276,1.121138,False
2004-01-09,0.000000,-4.872251,-0.114642,0.438947,-0.739085,2.931280,0.000000,0.000000,-2.355750,2.355750,1.177875,False
2004-02-12,0.000000,-4.872251,0.025022,0.157740,-0.741680,2.963372,0.000000,0.000000,-2.467797,2.467797,1.233898,False
2004-03-17,-1.000000,-4.872251,0.134287,-0.175698,-0.739106,2.988889,0.000000,0.000000,-2.663880,1.663880,0.831940,False
2004-04-27,-2.000000,-4.872251,0.051518,-0.491343,-0.729157,3.010834,0.000000,0.000000,-3.030399,1.030399,0.515199,False
2004-05-26,-3.000000,-4.872251,-0.079066,-0.578451,-0.717651,3.020494,0.000000,0.000000,-3.226924,0.226924,0.113462,False
2004-06-25,-2.000000,-4.872251,-0.137273,-0.520840,-0.701919,3.025356,0.000000,0.000000,-3.206927,1.206927,0.603463,False
2004-07-26,-4.000000,-4.872251,-0.058019,-0.319859,-0.681663,3.024889,0.000000,0.000000,-2.906902,-1.093098,-0.546549,False
2004-08-27,-2.000000,-4.872251,0.084760,-0.020466,-0.656612,3.018554,0.000000,0.000000,-2.446015,0.446015,0.223008,False
2004-09-30,-2.000000,-4.872251,0.132994,0.302104,-0.625558,3.005323,0.000000,0.000000,-2.057388,0.057388,0.028694,False
2004-10-28,1.000000,-4.872251,0.047107,0.496546,-0.596701,2.989418,0.000000,0.000000,-1.935881,2.935881,1.467940,False
2004-11-26,-2.000000,-4.872251,-0.082886,0.578973,-0.563841,2.968203,0.000000,0.000000,-1.971802,-0.028198,-0.014099,False
2004-12-24,-2.000000,-4.872251,-0.137528,0.525126,-0.529400,2.943172,0.000000,0.000000,-2.070881,0.070881,0.035441,False
2005-01-25,-4.000000,-4.872251,-0.057737,0.319313,-0.486894,2.909068,0.000000,0.000000,-2.188500,-1.811500,-0.905750,False
2005-02-24,-6.000000,-4.872251,0.077699,0.038867,-0.444268,2.871853,0.000000,0.000000,-2.328100,-3.671900,-1.835950,False
2005-03-24,-5.000000,-4.872251,0.137619,-0.233598,-0.402292,2.832617,0.000000,0.000000,-2.537905,-2.462095,-1.231047,False
2005-04-22,-4.000000,-4.872251,0.075334,-0.458994,-0.356804,2.787462,0.000000,0.000000,-2.825254,-1.174746,-0.587373,False
2005-05-30,-5.000000,-4.872251,-0.091676,-0.579530,-0.294483,2.721456,0.000000,0.000000,-3.116484,-1.883516,-0.941758,False
2005-06-13,-2.000000,-4.872251,-0.128811,-0.563136,-0.270844,2.695216,0.000000,0.000000,-3.139826,1.139826,0.569913,False
2005-07-27,-2.000000,-4.872251,-0.055578,-0.315139,-0.194585,2.606158,0.000000,0.000000,-2.831394,0.831394,0.415697,False
2005-08-17,-4.000000,-4.872251,0.041626,-0.122757,-0.157327,2.560198,0.000000,0.000000,-2.550511,-1.449489,-0.724745,False
2005-09-30,-3.000000,-4.872251,0.133298,0.299938,-0.078020,2.456884,0.000000,0.000000,-2.060151,-0.939849,-0.469925,False
2005-10-28,-5.000000,-4.872251,0.047896,0.495630,-0.027016,2.386334,0.000000,0.000000,-1.969406,-3.030594,-1.515297,False
2005-11-28,-6.000000,-4.872251,-0.089896,0.579496,0.029593,2.304017,0.000000,0.000000,-2.049041,-3.950959,-1.975480,False
2005-12-28,-3.000000,-4.872251,-0.135547,0.507120,0.084214,2.220286,0.000000,0.000000,-2.196178,-0.803822,-0.401911,False
2006-01-11,-4.000000,-4.872251,-0.109068,0.425514,0.109565,2.179882,0.000000,0.000000,-2.266357,-1.733643,-0.866821,False
2006-02-23,,-4.872251,0.073742,0.048815,0.186485,2.050696,0.000000,0.000000,-2.512512,,,False
2006-03-24,-4.000000,-4.872251,0.137619,-0.233598,0.237234,1.959410,0.000000,0.000000,-2.771586,-1.228414,-0.614207,False
2006-04-28,-4.000000,-4.872251,0.050110,-0.493027,0.296848,1.845015,0.000000,0.000000,-3.173304,-0.826696,-0.413348,False
2006-05-24,-5.000000,-4.872251,-0.068675,-0.576288,0.339730,1.757197,0.000000,0.000000,-3.420286,-1.579714,-0.789857,False
2006-06-22,-5.000000,-4.872251,-0.137451,-0.535270,0.385910,1.656547,0.000000,0.000000,-3.502515,-1.497485,-0.748743,False
2006-07-21,-6.000000,-4.872251,-0.080219,-0.363604,0.430122,1.553208,0.000000,0.000000,-3.332744,-2.667256,-1.333628,False
2006-08-31,-4.000000,-4.872251,0.097690,0.015970,0.488836,1.402846,0.000000,0.000000,-2.866908,-1.133092,-0.566546,False
2006-09-20,-8.000000,-4.872251,0.137028,0.210564,0.515705,1.327817,0.000000,0.000000,-2.681136,-5.318864,-2.659432,False
