date,161.876,161.876_trend,161.876_0.5yr,161.876_1yr,161.876_3.12yr,161.876_9.22yr,161.876_model,161.876_noise,161.876_wtest,flagged
2003-12-03,0.000000,1.941371,0.046248,0.143435,-0.985779,-1.160100,-0.014825,0.014825,0.007412,False
2004-01-09,0.000000,1.899412,0.376174,-0.151530,-0.963215,-1.185604,-0.024763,0.024763,0.012381,False
2004-02-12,-1.000000,1.860937,0.209334,-0.372396,-0.907357,-1.204027,-0.413508,-0.586492,-0.293246,False
2004-03-17,0.000000,1.822463,-0.211815,-0.469952,-0.819836,-1.217627,-0.896768,0.896768,0.448384,False
2004-04-27,0.000000,1.776067,-0.348190,-0.381463,-0.676598,-1.227535,-0.857719,0.857719,0.428859,False
2004-05-26,-1.000000,1.743251,-0.057332,-0.202970,-0.554079,-1.230227,-0.301358,-0.698642,-0.349321,False
2004-06-25,0.000000,1.709302,0.294358,0.032875,-0.412562,-1.229239,0.394735,-0.394735,-0.197367,False
2004-07-26,4.000000,1.674223,0.355829,0.266899,-0.254592,-1.224190,0.818170,3.181830,1.590915,False
2004-08-27,3.000000,1.638012,0.037809,0.430459,-0.083830,-1.214701,0.807749,2.192251,1.096126,False
2004-09-30,1.000000,1.599537,-0.334859,0.464975,0.100323,-1.199896,0.630080,0.369920,0.184960,False
2004-10-28,0.000000,1.567852,-0.342582,0.376655,0.249631,-1.184091,0.667465,-0.667465,-0.333732,False
2004-11-26,0.000000,1.535036,-0.044330,0.195638,0.397994,-1.164331,0.920007,-0.920007,-0.460003,False
2004-12-24,2.000000,1.503351,0.285821,-0.024799,0.531686,-1.142031,1.154028,0.845972,0.422986,False
2005-01-25,1.000000,1.467065,0.355514,-0.267338,0.669144,-1.112684,1.111701,-0.111701,-0.055851,False
2005-02-24,2.000000,1.433024,0.061894,-0.424139,0.779282,-1.081546,0.768516,1.231484,0.615742,False
2005-03-24,1.000000,1.401252,-0.274447,-0.471094,0.862912,-1.049421,0.469202,0.530798,0.265399,False
2005-04-22,4.000000,1.368346,-0.372133,-0.406665,0.927840,-1.013127,0.504261,3.495739,1.747870,False
2005-05-30,2.000000,1.325227,-0.012834,-0.177748,0.976857,-0.961093,1.150409,0.849591,0.424796,False
2005-06-13,3.000000,1.309342,0.165651,-0.068427,0.984187,-0.940689,1.450064,1.549936,0.774968,False
2005-07-27,4.000000,1.259415,0.353051,0.270669,0.969020,-0.872445,1.979709,2.020291,1.010145,False
2005-08-17,2.000000,1.235586,0.168037,0.389640,0.941564,-0.837770,1.897057,0.102943,0.051472,False
2005-09-30,1.000000,1.185659,-0.333236,0.465308,0.843736,-0.761007,1.400461,-0.400461,-0.200230,False
2005-10-28,2.000000,1.153887,-0.343611,0.377519,0.755231,-0.709451,1.233577,0.766423,0.383212,False
2005-11-28,1.000000,1.118712,-0.019406,0.181499,0.636363,-0.650116,1.267052,-0.267052,-0.133526,False
2005-12-28,2.000000,1.084670,0.317768,-0.056947,0.503607,-0.590620,1.258478,0.741522,0.370761,False
2006-01-11,1.000000,1.068785,0.379926,-0.166968,0.436707,-0.562210,1.156240,-0.156240,-0.078120,False
2006-02-23,0.000000,1.019992,0.074837,-0.420538,0.216750,-0.472633,0.418407,-0.418407,-0.209203,False
2006-03-24,1.000000,0.987086,-0.274447,-0.471094,0.060760,-0.410466,-0.108161,1.108161,0.554081,False
2006-04-28,1.000000,0.947371,-0.346437,-0.379934,-0.129202,-0.333851,-0.242052,1.242052,0.621026,False
2006-05-24,2.000000,0.917869,-0.090888,-0.221807,-0.267594,-0.275997,0.061584,1.938416,0.969208,False
2006-06-22,1.000000,0.884963,0.262755,0.004350,-0.415344,-0.210706,0.526018,0.473982,0.236991,False
2006-07-21,-1.000000,0.852056,0.375518,0.229445,-0.552483,-0.144797,0.759739,-1.759739,-0.879870,False
2006-08-31,1.000000,0.805534,-0.010184,0.441670,-0.721533,-0.050937,0.464550,0.535450,0.267725,False
2006-09-20,1.000000,0.782840,-0.250576,0.471281,-0.791121,-0.005010,0.207413,0.792587,0.396293,False
2006-10-26,2.000000,0.741990,-0.354295,0.387008,-0.891634,0.077634,-0.039297,2.039297,1.019648,False
2006-11-22,-1.000000,0.711353,-0.097263,0.225378,-0.944176,0.139408,0.034701,-1.034701,-0.517350,False
2006-12-21,-1.000000,0.678447,0.257941,-0.000293,-0.977291,0.205358,0.164161,-1.164161,-0.582081,False
2007-01-25,0.000000,0.638732,0.355514,-0.267338,-0.983978,0.284135,0.027065,-0.027065,-0.013532,False
2007-02-15,0.000000,0.614904,0.173919,-0.387343,-0.970392,0.330839,-0.238073,0.238073,0.119036,False
2007-03-29,0.000000,0.567246,-0.315930,-0.468105,-0.904537,0.422653,-0.698673,0.698673,0.349336,False
2007-04-26,-1.000000,0.535474,-0.356706,-0.389309,-0.833443,0.482452,-0.561532,-0.438468,-0.219234,False
2007-05-24,-3.000000,0.503703,-0.090888,-0.221807,-0.742498,0.540934,-0.010555,-2.989445,-1.494722,False
2007-06-22,-2.000000,0.470796,0.262755,0.004350,-0.629691,0.599944,0.708154,-2.708154,-1.354077,False
2007-07-18,1.000000,0.441294,0.380798,0.207887,-0.514785,0.651360,1.166555,-0.166555,-0.083277,False
2007-08-23,2.000000,0.400445,0.094079,0.414904,-0.338765,0.719993,1.290655,0.709345,0.354672,False
2007-09-13,2.000000,0.376616,-0.174486,0.467168,-0.229465,0.758546,1.198379,0.801621,0.400811,False
2007-10-18,1.000000,0.336901,-0.379857,0.420273,-0.041205,0.820182,1.156295,-0.156295,-0.078147,False
2007-11-13,3.000000,0.307399,-0.205304,0.286553,0.100030,0.863717,1.352395,1.647605,0.823802,False
2007-12-10,3.000000,0.276762,0.135438,0.088426,0.244483,0.906771,1.651880,1.348120,0.674060,False
2008-01-16,2.000000,0.234825,0.381319,-0.203939,0.432819,0.961949,1.806973,0.193027,0.096514,False
2008-02-19,2.000000,0.196350,0.127229,-0.404343,0.590005,1.008550,1.517790,0.482210,0.241105,False
2008-03-13,1.000000,0.170323,-0.166282,-0.466386,0.684970,1.037793,1.260418,-0.260418,-0.130209,False
2008-04-16,,0.131849,-0.381682,-0.426645,0.804885,1.077522,1.205929,,,False
2008-05-20,5.000000,0.093374,-0.133395,-0.245632,0.896713,1.112935,1.723995,3.276005,1.638002,False
2008-06-24,4.000000,0.053768,0.285821,0.024799,0.958531,1.144730,2.467649,1.532351,0.766175,False
2008-07-16,3.000000,0.028873,0.381933,0.196615,0.979339,1.162235,2.748996,0.251004,0.125502,False
2008-08-21,3.000000,-0.011865,0.114785,0.408441,0.982421,1.186663,2.680446,0.319554,0.159777,False
2008-09-19,3.000000,-0.044681,-0.243392,0.471174,0.956918,1.202469,2.342489,0.657511,0.328756,False
2008-10-08,4.000000,-0.066181,-0.372224,0.450048,0.926960,1.210927,2.149529,1.850471,0.925235,False
2008-11-05,4.000000,-0.097866,-0.283839,0.334320,0.864484,1.220626,2.037725,1.962275,0.981138,False
2008-12-04,3.000000,-0.130683,0.060270,0.135091,0.778212,1.227175,2.070065,0.929935,0.464967,False
2009-01-14,3.000000,-0.177119,0.382099,-0.189497,0.622971,1.230327,1.868781,1.131219,0.565609,False
2009-02-05,2.000000,-0.202082,0.278547,-0.335622,0.525872,1.229054,1.495769,0.504231,0.252115,False
2009-03-04,1.000000,-0.232719,-0.042982,-0.448340,0.396287,1.224659,0.896906,0.103094,0.051547,False
2009-04-17,0.000000,-0.282646,-0.381485,-0.425641,0.167675,1.210837,0.288740,-0.288740,-0.144370,False
