date,41.577,41.577_trend,41.577_0.5yr,41.577_1yr,41.577_3.46yr,41.577_model,41.577_noise,41.577_wtest,flagged
2003-12-03,0.000000,0.396207,0.012100,0.648956,-0.092980,0.964283,-0.964283,-0.482142,False
2004-01-09,0.000000,0.314532,0.016685,0.432501,-0.242507,0.521211,-0.521211,-0.260605,False
2004-02-12,-1.000000,0.239640,-0.000382,0.081684,-0.372541,-0.051599,-0.948401,-0.474200,False
2004-03-17,-2.000000,0.164748,-0.016986,-0.296180,-0.491998,-0.640415,-1.359585,-0.679792,False
2004-04-27,-2.000000,0.074438,-0.009502,-0.611938,-0.617190,-1.164192,-0.835808,-0.417904,False
2004-05-26,-4.000000,0.010559,0.007965,-0.663344,-0.690636,-1.335456,-2.664544,-1.332272,False
2004-06-25,-4.000000,-0.055522,0.018234,-0.547267,-0.751579,-1.336134,-2.663866,-1.331933,False
2004-07-26,-6.000000,-0.123805,0.010295,-0.278870,-0.797078,-1.189459,-4.810541,-2.405271,False
2004-08-27,0.000000,-0.194292,-0.008803,0.078030,-0.824297,-0.949362,0.949362,0.474681,False
2004-09-30,-2.000000,-0.269183,-0.018221,0.429695,-0.830491,-0.688200,-1.311800,-0.655900,False
2004-10-28,-2.000000,-0.330859,-0.008959,0.616366,-0.817875,-0.541326,-1.458674,-0.729337,False
2004-11-26,-2.000000,-0.394737,0.008526,0.662200,-0.788200,-0.512211,-1.487789,-0.743895,False
2004-12-24,-1.000000,-0.456413,0.018166,0.553706,-0.744081,-0.628621,-0.371379,-0.185689,False
2005-01-25,-4.000000,-0.527044,0.010260,0.278187,-0.676008,-0.914604,-3.085396,-1.542698,False
2005-02-24,-1.000000,-0.593306,-0.007765,-0.056961,-0.596584,-1.254615,0.254615,0.127308,False
2005-03-24,-1.000000,-0.655150,-0.018049,-0.358130,-0.510446,-1.541775,0.541775,0.270887,False
2005-04-22,-2.000000,-0.719204,-0.012362,-0.583319,-0.410829,-1.725714,-0.274286,-0.137143,False
2005-05-30,-3.000000,-0.803136,0.009835,-0.658644,-0.267722,-1.719666,-1.280334,-0.640167,False
2005-06-13,-2.000000,-0.834058,0.015873,-0.615824,-0.212310,-1.646318,-0.353682,-0.176841,False
2005-07-27,-5.000000,-0.931242,0.009998,-0.272967,-0.032733,-1.226944,-3.773056,-1.886528,False
2005-08-17,-3.000000,-0.977625,-0.002652,-0.040415,0.054060,-0.966632,-2.033368,-1.016684,False
2005-09-30,0.000000,-1.074810,-0.018236,0.427465,0.232886,-0.432695,0.432695,0.216348,False
2005-10-28,-2.000000,-1.136654,-0.009056,0.615591,0.341418,-0.188702,-1.811298,-0.905649,False
2005-11-28,-4.000000,-1.205125,0.009568,0.659477,0.453779,-0.082301,-3.917699,-1.958849,False
2005-12-28,-2.000000,-1.271387,0.018308,0.527067,0.552284,-0.173728,-1.826272,-0.913136,False
2006-01-11,1.000000,-1.302309,0.016121,0.414609,0.594173,-0.277406,1.277406,0.638703,False
2006-02-23,0.000000,-1.397285,-0.007190,-0.045528,0.704019,-0.745984,0.745984,0.372992,False
2006-03-24,-2.000000,-1.461338,-0.018049,-0.358130,0.760225,-1.077291,-0.922709,-0.461354,False
2006-04-28,-2.000000,-1.538644,-0.009329,-0.613377,0.806939,-1.354411,-0.645589,-0.322795,False
2006-05-24,-2.000000,-1.596071,0.006459,-0.665408,0.825891,-1.429129,-0.570871,-0.285435,False
2006-06-22,-2.000000,-1.660124,0.017900,-0.569257,0.830744,-1.380738,-0.619262,-0.309631,False
2006-07-21,-2.981749,-1.724177,0.012931,-0.334161,0.818333,-1.227074,-1.754674,-0.877337,False
2006-08-31,-2.000000,-1.814735,-0.010747,0.119450,0.771901,-0.934131,-1.065869,-0.532934,False
2006-09-20,-2.000000,-1.858910,-0.017717,0.333633,0.737465,-0.805529,-1.194471,-0.597236,False
2006-10-26,-3.000000,-1.938424,-0.010130,0.606464,0.657371,-0.684719,-2.315281,-1.157641,False
2006-11-22,-1.000000,-1.998060,0.006163,0.665652,0.583331,-0.742914,-0.257086,-0.128543,False
2006-12-21,-1.000000,-2.062113,0.017831,0.572213,0.492142,-0.979928,-0.020072,-0.010036,False
2007-01-25,-2.000000,-2.139419,0.010260,0.278187,0.368655,-1.482317,-0.517683,-0.258842,False
2007-02-15,-3.000000,-2.185803,-0.002339,0.046136,0.288957,-1.853049,-1.146951,-0.573476,False
2007-03-29,-4.000000,-2.278569,-0.018309,-0.405089,0.121009,-2.580958,-1.419042,-0.709521,False
2007-04-26,-2.000000,-2.340414,-0.010391,-0.604070,0.005656,-2.949219,0.949219,0.474609,False
2007-05-24,0.000000,-2.402258,0.006459,-0.665408,-0.109808,-3.171016,3.171016,1.585508,False
2007-06-22,0.000000,-2.466312,0.017900,-0.569257,-0.227124,-3.244793,3.244793,1.622396,False
2007-07-18,-1.000000,-2.523739,0.014199,-0.363462,-0.328361,-3.201363,2.201363,1.100682,False
2007-08-23,-4.000000,-2.603253,-0.006311,0.028354,-0.459135,-3.040345,-0.959655,-0.479827,False
2007-09-13,-1.000000,-2.649637,-0.016103,0.261906,-0.528887,-2.932721,1.932721,0.966361,False
2007-10-18,-1.000000,-2.726942,-0.013895,0.562891,-0.631975,-2.809921,1.809921,0.904960,False
2007-11-13,-2.000000,-2.784369,0.000612,0.661613,-0.696332,-2.818476,0.818476,0.409238,False
2007-12-10,-1.000000,-2.844005,0.015030,0.626180,-0.750837,-2.953632,1.953632,0.976816,False
2008-01-16,-1.000000,-2.925638,0.014411,0.368645,-0.803357,-3.345939,2.345939,1.172969,False
2008-02-19,-2.000000,-3.000529,-0.004729,0.001840,-0.827745,-3.831162,1.831162,0.915581,False
2008-03-13,-4.000000,-3.051191,-0.015890,-0.254541,-0.830931,-4.152554,0.152554,0.076277,False
2008-04-16,-5.000000,-3.126083,-0.014603,-0.551652,-0.815866,-4.508204,-0.491796,-0.245898,False
2008-05-20,-6.000000,-3.200975,0.004424,-0.666097,-0.777638,-4.640286,-1.359714,-0.679857,False
2008-06-24,-6.000000,-3.278069,0.018166,-0.553706,-0.715240,-4.528850,-1.471150,-0.735575,False
2008-07-16,-6.000000,-3.326529,0.014791,-0.378115,-0.664860,-4.354713,-1.645287,-0.822643,False
2008-08-21,-3.000000,-3.405826,-0.005333,0.009595,-0.565663,-3.967226,0.967226,0.483613,False
2008-09-19,-3.000000,-3.469704,-0.017598,0.326503,-0.472496,-3.633295,0.633295,0.316647,False
2008-10-08,-1.000000,-3.511555,-0.017051,0.495338,-0.406031,-3.439300,2.439300,1.219650,False
2008-11-05,-2.000000,-3.573231,-0.004292,0.645153,-0.301690,-3.234060,1.234060,0.617030,False
2008-12-04,-3.000000,-3.637109,0.012601,0.646059,-0.187520,-3.165969,0.165969,0.082984,False
2009-01-14,-3.000000,-3.727498,0.015140,0.387143,-0.019920,-3.345136,0.345136,0.172568,False
2009-02-05,-3.000000,-3.776090,0.003927,0.159286,0.070966,-3.541912,0.541912,0.270956,False
2009-03-04,-5.000000,-3.835726,-0.011982,-0.147533,0.181234,-3.814007,-1.185993,-0.592997,False
2009-04-17,-5.000000,-3.932911,-0.014492,-0.553507,0.353065,-4.147845,-0.852155,-0.426078,False
2009-05-06,-7.000000,-3.974876,-0.004693,-0.643239,0.422510,-4.200298,-2.799702,-1.399851,False
2009-06-10,-4.000000,-4.052182,0.014848,-0.628113,0.540128,-4.125319,0.125319,0.062659,False
2009-07-15,-4.000000,-4.129488,0.015315,-0.391794,0.641410,-3.864557,-0.135443,-0.067722,False
2009-08-12,-2.000000,-4.191332,0.000491,-0.097424,0.708596,-3.579670,1.579670,0.789835,False
2009-09-15,-2.000000,-4.266429,-0.016665,0.282834,0.771617,-3.228644,1.228644,0.614322,False
2009-10-14,-2.000000,-4.330483,-0.015401,0.537048,0.808017,-3.000818,1.000818,0.500409,False
2009-11-11,-2.000000,-4.392327,-0.000648,0.658552,0.827234,-2.907189,0.907189,0.453595,False
2009-12-09,-1.000000,-4.454172,0.014661,0.629999,0.830424,-2.979088,1.979088,0.989544,False
2010-01-19,-3.000000,-4.544730,0.013152,0.339109,0.806125,-3.386344,0.386344,0.193172,False
2010-02-10,-2.000000,-4.593322,0.000806,0.103093,0.779185,-3.710238,1.710238,0.855119,False
2010-03-16,-3.000000,-4.668419,-0.016532,-0.277632,0.719359,-4.243224,1.243224,0.621612,False
2010-04-14,-4.000000,-4.732472,-0.015569,-0.533636,0.652021,-4.629656,0.629656,0.314828,False
2010-05-12,-5.000000,-4.794317,-0.000963,-0.657665,0.574131,-4.878814,-0.121186,-0.060593,False
2010-06-09,-6.000000,-4.856161,0.014470,-0.631838,0.485117,-4.988412,-1.011588,-0.505794,False
2010-07-14,-5.000000,-4.933467,0.015651,-0.401010,0.360852,-4.957973,-0.042027,-0.021013,False
2010-08-17,-5.000000,-5.008564,-0.002652,-0.040415,0.229650,-4.821980,-0.178020,-0.089010,False
2010-09-14,-3.000000,-5.070408,-0.016394,0.272410,0.116507,-4.697885,1.697885,0.848942,False
2010-10-12,-4.000000,-5.132253,-0.016045,0.523164,0.001107,-4.624027,0.624027,0.312013,False
2010-11-16,-4.000000,-5.209558,0.002496,0.664733,-0.142911,-4.685241,0.685241,0.342620,False
2010-12-08,-3.000000,-5.258151,0.014275,0.633631,-0.231496,-4.841740,1.841740,0.920870,False
2011-01-13,-2.000000,-5.337665,0.015485,0.396417,-0.370006,-5.295769,3.295769,1.647884,False
2011-02-15,-3.000000,-5.410553,-0.002339,0.046136,-0.486676,-5.853432,2.853432,1.426716,False
2011-03-21,-5.000000,-5.485650,-0.017635,-0.328658,-0.593160,-6.425104,1.425104,0.712552,False
2011-04-26,-7.000000,-5.565164,-0.010391,-0.604070,-0.687396,-6.867021,-0.132979,-0.066490,False
2011-05-19,-6.000000,-5.615965,0.003429,-0.665629,-0.736250,-7.014415,1.014415,0.507208,False
2011-06-28,-8.000000,-5.704315,0.018309,-0.530554,-0.797970,-7.014530,-0.985470,-0.492735,False
2011-07-26,-8.000000,-5.766159,0.010520,-0.283386,-0.822528,-6.861553,-1.138447,-0.569224,False
2011-08-24,-10.000000,-5.830212,-0.006899,0.039806,-0.831160,-6.628465,-3.371535,-1.685768,False
2011-09-20,-8.000000,-5.889848,-0.017717,0.333633,-0.823668,-6.397600,-1.602400,-0.801200,False
2011-10-18,-7.000000,-5.951693,-0.013895,0.562891,-0.800228,-6.202925,-0.797075,-0.398538,False
2011-11-18,-7.000000,-6.020164,0.003738,0.665829,-0.756220,-6.106817,-0.893183,-0.446591,False
2011-12-20,-8.000000,-6.090843,0.017677,0.577999,-0.691978,-6.187144,-1.812856,-0.906428,False
2012-01-12,-8.000000,-6.141577,0.015822,0.405846,-0.634961,-6.354870,-1.645130,-0.822565,False
2012-02-21,-7.000000,-6.229685,-0.005931,-0.021028,-0.516751,-6.773396,-0.226604,-0.113302,False
2012-03-01,-6.891144,-6.249510,-0.010918,-0.123239,-0.487176,-6.870843,-0.020301,-0.010151,False
2012-04-01,-6.615722,-6.317793,-0.018148,-0.438370,-0.378255,-7.152567,0.536845,0.268422,False
2012-05-01,-6.122119,-6.383874,-0.007269,-0.628555,-0.264316,-7.284015,1.161896,0.580948,False
2012-06-01,-5.432001,-6.452158,0.011169,-0.653559,-0.140469,-7.235017,1.803016,0.901508,False
2012-07-01,-4.627836,-6.518239,0.018187,-0.505316,-0.017428,-7.022796,2.394960,1.197480,False
2012-08-01,-3.834695,-6.586523,0.006980,-0.215189,0.110087,-6.684645,2.849950,1.424975,False
2012-09-01,-3.196924,-6.654806,-0.011416,0.134458,0.235002,-6.296762,3.099837,1.549919,False
2012-10-01,-2.843680,-6.720887,-0.018148,0.438370,0.350635,-5.950031,3.106351,1.553175,False
2012-11-01,-2.855413,-6.789171,-0.006688,0.632249,0.461947,-5.701663,2.846250,1.423125,False
2012-12-01,-3.249964,-6.855252,0.011169,0.653559,0.559308,-5.631216,2.381251,1.190626,False
2013-01-01,-3.981608,-6.923535,0.018104,0.497791,0.646898,-5.760742,1.779134,0.889567,False
2013-02-01,-4.952781,-6.992006,0.006345,0.203411,0.719389,-6.062861,1.110080,0.555040,False
